기준_년_분기_코드,상권_코드,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수
2019_2,1000001,7818,4892,2926,2,1054,2536,2493,1360,373,2,436,1502,1714,974,264,0,618,1034,779,386,109
2019_1,1001010,3206,1627,1579,9,447,730,800,740,480,5,192,403,393,342,292,4,255,327,407,398,188
2019_1,1001009,7256,3545,3711,25,1019,1751,1659,1605,1197,12,374,758,732,851,818,13,645,993,927,754,379
2019_1,1001008,5733,2584,3149,37,1380,1518,1268,930,600,11,465,775,592,394,347,26,915,743,676,536,253
2019_1,1001007,19289,15615,3674,8,2139,8097,5185,2988,872,6,1304,6553,4584,2675,493,2,835,1544,601,313,379
2019_1,1001006,2483,1357,1126,4,255,546,608,542,528,3,125,327,306,260,336,1,130,219,302,282,192
2019_1,1001005,6880,3270,3610,14,1079,1633,1511,1525,1118,8,446,878,786,555,597,6,633,755,725,970,521
2019_1,1001004,6685,3501,3184,12,1146,1782,1631,1269,845,8,387,931,942,675,558,4,759,851,689,594,287
2019_1,1001003,6100,3095,3005,25,1257,1650,1467,980,721,6,451,946,838,460,394,19,806,704,629,520,327
2019_1,1001002,4107,1979,2128,16,498,829,966,888,910,9,163,422,474,401,510,7,335,407,492,487,400
2019_1,1001001,4166,2116,2050,19,471,835,1015,971,855,11,167,440,509,462,527,8,304,395,506,509,328
2019_1,1001000,5739,2640,3099,17,764,1192,1325,1384,1057,8,326,603,655,485,563,9,438,589,670,899,494
2019_1,1000999,6676,3348,3328,23,1148,1730,1624,1286,865,10,355,849,901,663,570,13,793,881,723,623,295
2019_1,1000998,2741,1248,1493,5,355,536,709,670,466,2,150,287,335,229,245,3,205,249,374,441,221
2019_1,1000997,2999,1319,1680,8,445,568,751,753,474,4,157,269,320,286,283,4,288,299,431,467,191
2019_1,1000996,3217,1496,1721,10,491,583,718,730,685,5,158,277,323,304,429,5,333,306,395,426,256
2019_1,1000995,3521,1763,1758,8,492,696,821,788,716,3,172,347,415,368,458,5,320,349,406,420,258
2019_1,1000994,3602,1756,1846,13,549,758,835,770,677,4,177,369,416,358,432,9,372,389,419,412,245
2019_1,1000993,20077,11204,8873,53,2336,4251,4622,5057,3758,42,1188,2441,2452,2716,2365,11,1148,1810,2170,2341,1393
2019_1,1000992,5252,2985,2267,5,621,965,988,1116,1557,2,257,495,534,599,1098,3,364,470,454,517,459
2019_1,1000991,4888,2876,2012,6,413,765,1021,1076,1607,3,180,421,581,576,1115,3,233,344,440,500,492
2019_1,1000990,5532,3177,2355,7,526,971,1190,1237,1601,3,224,513,659,665,1113,4,302,458,531,572,488
2019_1,1000989,4228,1829,2399,15,484,822,985,1017,905,10,165,368,426,389,471,5,319,454,559,628,434
2019_1,1000988,4045,2126,1919,10,371,739,903,944,1078,2,132,399,460,451,682,8,239,340,443,493,396
2019_1,1000987,5076,2403,2673,13,577,897,1088,1298,1203,6,248,500,513,451,685,7,329,397,575,847,518
2019_1,1000986,9164,4224,4940,21,1785,2289,2014,1908,1147,12,643,1117,1024,763,665,9,1142,1172,990,1145,482
2019_1,1000985,2085,1013,1072,9,190,429,525,563,369,6,78,205,234,280,210,3,112,224,291,283,159
2019_1,1000984,14683,8585,6098,39,1926,3516,3480,3301,2421,20,878,1846,2023,2164,1654,19,1048,1670,1457,1137,767
2019_1,1000983,17580,9425,8155,49,2035,3773,4179,4442,3102,39,1001,2121,2130,2204,1930,10,1034,1652,2049,2238,1172
2019_1,1000982,19326,15562,3764,8,2138,8104,5192,3005,879,6,1295,6537,4566,2663,495,2,843,1567,626,342,384
2019_1,1000981,4210,1713,2497,9,433,737,1038,1196,797,4,163,333,411,344,458,5,270,404,627,852,339
2019_1,1000980,4031,1551,2480,15,429,681,891,1047,968,10,135,299,373,315,419,5,294,382,518,732,549
2019_1,1000979,3184,1467,1717,8,426,628,804,777,541,3,180,304,373,302,305,5,246,324,431,475,236
2019_1,1000978,3364,1539,1825,8,460,664,869,814,549,3,195,323,409,300,309,5,265,341,460,514,240
2019_1,1000977,4447,2383,2064,7,697,1101,925,974,743,3,277,587,513,514,489,4,420,514,412,460,254
2019_1,1000976,1138,564,574,0,102,192,262,336,246,0,36,90,129,182,127,0,66,102,133,154,119
2019_1,1000975,804,433,371,0,62,130,186,299,127,0,26,59,96,172,80,0,36,71,90,127,47
2019_1,1000974,1564,844,720,3,130,312,385,513,221,1,57,143,195,310,138,2,73,169,190,203,83
2019_1,1000973,2229,966,1263,7,232,529,597,558,306,6,80,230,245,248,157,1,152,299,352,310,149
2019_1,1000972,2948,1277,1671,6,318,650,778,776,420,6,136,297,333,303,202,0,182,353,445,473,218
2019_1,1000971,1523,708,815,8,146,298,383,405,283,3,39,118,162,182,204,5,107,180,221,223,79
2019_1,1000970,1181,452,729,0,118,237,314,299,213,0,34,100,122,107,89,0,84,137,192,192,124
2019_1,1000969,969,411,558,7,119,232,253,242,116,4,51,89,98,100,69,3,68,143,155,142,47
2019_1,1000968,4067,1688,2379,8,406,694,992,1182,785,3,166,335,399,334,451,5,240,359,593,848,334
2019_1,1000967,9080,5236,3844,29,1288,2333,2090,1936,1404,12,647,1319,1275,1132,851,17,641,1014,815,804,553
2019_1,1000966,3694,1765,1929,15,641,896,831,784,527,7,247,436,398,351,326,8,394,460,433,433,201
2019_1,1000965,3370,1639,1731,11,478,676,839,780,586,5,178,319,379,367,391,6,300,357,460,413,195
2019_1,1000964,7935,4884,3051,16,1274,2074,1959,1612,1000,10,616,1354,1247,969,688,6,658,720,712,643,312
2019_1,1000963,14317,8747,5570,50,2465,3873,3330,2754,1845,26,1247,2498,2173,1541,1262,24,1218,1375,1157,1213,583
2019_1,1000962,14423,9115,5308,29,1226,2111,2061,2298,6698,18,613,1274,1277,1308,4625,11,613,837,784,990,2073
2019_1,1000961,8462,5071,3391,43,1213,1888,1725,1676,1917,18,547,1073,1015,1030,1388,25,666,815,710,646,529
2019_1,1000960,14051,7509,6542,22,2240,3394,3312,3100,1983,5,960,1978,1982,1504,1080,17,1280,1416,1330,1596,903
2019_1,1000959,10029,4403,5626,26,2103,2692,2293,1833,1082,9,665,1241,1147,710,631,17,1438,1451,1146,1123,451
2019_1,1000958,19449,10990,8459,46,3075,4803,4695,4278,2552,18,1276,2766,2906,2429,1595,28,1799,2037,1789,1849,957
2019_1,1000957,24089,14780,9309,80,4579,6824,6226,4158,2222,23,2092,4303,4080,2566,1716,57,2487,2521,2146,1592,506
2019_1,1000956,8768,5116,3652,28,1003,1659,2099,2004,1975,16,502,1006,1235,1135,1222,12,501,653,864,869,753
2019_1,1000955,14427,7607,6820,37,2376,3441,3448,3249,1876,18,1022,1972,2001,1534,1060,19,1354,1469,1447,1715,816
2019_1,1000954,7039,3497,3542,57,1106,1576,1545,1473,1282,42,405,795,776,706,773,15,701,781,769,767,509
2019_1,1000953,10074,5904,4170,29,1365,2356,2325,2302,1697,18,656,1380,1390,1372,1088,11,709,976,935,930,609
2019_1,1000952,5607,3234,2373,10,776,1204,1347,1236,1034,7,354,711,789,627,746,3,422,493,558,609,288
2019_1,1000951,9568,5497,4071,29,1539,2403,2260,1981,1356,16,727,1482,1351,1004,917,13,812,921,909,977,439
2019_1,1000950,6369,3279,3090,20,818,1309,1297,1414,1511,6,297,685,680,703,908,14,521,624,617,711,603
2019_1,1000949,5956,3041,2915,35,1200,1387,1262,1148,924,9,447,785,678,528,594,26,753,602,584,620,330
2019_1,1000948,5176,3024,2152,11,640,1126,1392,1263,744,8,300,683,879,682,472,3,340,443,513,581,272
2019_1,1000947,6827,4043,2784,33,1138,1371,1522,1233,1530,10,430,800,913,630,1260,23,708,571,609,603,270
2019_1,1000946,5602,3243,2359,17,786,1274,1346,1325,854,8,399,793,851,663,529,9,387,481,495,662,325
2019_1,1000945,8502,4758,3744,37,1352,1693,1787,1721,1912,12,527,950,1007,790,1472,25,825,743,780,931,440
2019_1,1000944,4947,2835,2112,16,634,1007,1018,1182,1090,4,280,614,591,616,730,12,354,393,427,566,360
2019_1,1000943,5498,2713,2785,14,802,1197,1222,1281,982,4,305,620,629,551,604,10,497,577,593,730,378
2019_1,1000942,1975,969,1006,5,156,347,585,584,298,2,59,169,261,278,200,3,97,178,324,306,98
2019_1,1000941,3685,1813,1872,10,549,784,898,818,626,4,206,396,429,379,399,6,343,388,469,439,227
2019_1,1000940,2973,1655,1318,10,290,473,734,898,568,5,122,250,364,509,405,5,168,223,370,389,163
2019_1,1000939,11718,4826,6892,66,2729,3640,2309,1718,1256,10,613,1415,995,971,822,56,2116,2225,1314,747,434
2019_1,1000938,11649,6488,5161,36,2507,3822,3002,1411,871,11,998,2245,1854,801,579,25,1509,1577,1148,610,292
2019_1,1000937,18503,9480,9023,66,4188,5777,4373,2725,1374,33,1477,3030,2621,1460,859,33,2711,2747,1752,1265,515
2019_1,1000936,25805,13356,12449,131,6650,7626,5141,2933,3324,45,2127,4050,3194,1649,2291,86,4523,3576,1947,1284,1033
2019_1,1000935,60392,34808,25584,261,15250,22622,14207,5937,2115,102,5741,12923,10233,4349,1460,159,9509,9699,3974,1588,655
2019_1,1000934,8787,2499,6288,6,2602,2900,1768,1028,483,3,423,821,567,409,276,3,2179,2079,1201,619,207
2019_1,1000933,4254,2288,1966,7,461,739,994,1111,942,5,251,430,542,537,523,2,210,309,452,574,419
2019_1,1000932,15936,10123,5813,37,2915,5306,4305,2201,1172,14,1221,3510,3138,1471,769,23,1694,1796,1167,730,403
2019_1,1000931,43658,27507,16151,85,9324,12436,9367,7097,5349,36,4511,8103,6930,4600,3327,49,4813,4333,2437,2497,2022
2019_1,1000930,81416,48334,33082,357,18510,26189,19681,12003,4676,129,8159,16741,13450,7067,2788,228,10351,9448,6231,4936,1888
2019_1,1000929,11938,5835,6103,71,3403,3791,2540,1283,850,31,1122,1985,1451,677,569,40,2281,1806,1089,606,281
2019_1,1000928,1202,634,568,14,157,261,295,306,169,10,71,131,166,155,101,4,86,130,129,151,68
2019_1,1000927,23244,9445,13799,138,8030,8381,3965,1679,1051,51,2300,3507,1920,962,705,87,5730,4874,2045,717,346
2019_1,1000926,27951,16034,11917,83,5114,8285,6834,4725,2910,17,1889,4668,4597,3045,1818,66,3225,3617,2237,1680,1092
2019_1,1000925,16985,8368,8617,54,3132,4848,4136,3090,1725,18,983,2353,2249,1677,1088,36,2149,2495,1887,1413,637
2019_1,1000924,22776,11582,11194,78,5221,7097,5409,3254,1717,35,1785,3655,3224,1778,1105,43,3436,3442,2185,1476,612
2019_1,1000923,38572,23780,14792,179,7316,13225,10633,5089,2130,31,3130,8173,7323,3627,1496,148,4186,5052,3310,1462,634
2019_1,1000922,9063,4532,4531,28,1830,2842,2241,1360,762,12,694,1580,1153,595,498,16,1136,1262,1088,765,264
2019_1,1000921,8587,4806,3781,25,1526,2583,2284,1432,737,9,579,1484,1429,801,504,16,947,1099,855,631,233
2019_1,1000920,5542,2373,3169,21,1070,1433,1437,1054,527,6,318,632,649,454,314,15,752,801,788,600,213
2019_1,1000919,3854,1573,2281,18,716,940,1030,765,385,5,208,409,423,308,220,13,508,531,607,457,165
2019_1,1000918,14746,5273,9473,77,4876,5414,2581,1133,665,12,1202,2009,1118,543,389,65,3674,3405,1463,590,276
2019_1,1000917,13806,7127,6679,48,2812,4796,3027,1927,1196,22,1019,2422,1747,1147,770,26,1793,2374,1280,780,426
2019_1,1000916,22387,12802,9585,61,5309,8359,4980,2425,1253,19,2109,4943,3461,1445,825,42,3200,3416,1519,980,428
2019_1,1000915,10918,5457,5461,45,2987,3692,2336,1160,698,22,1012,1848,1423,695,457,23,1975,1844,913,465,241
2019_1,1000914,24556,12959,11597,132,6279,8079,5645,2791,1630,56,2248,4398,3500,1680,1077,76,4031,3681,2145,1111,553
2019_1,1000913,27835,14018,13817,102,7187,8549,6260,3416,2321,46,2413,4501,3739,1788,1531,56,4774,4048,2521,1628,790
2019_1,1000912,20438,13550,6888,52,5053,5804,3878,3152,2499,20,2708,4031,2790,2064,1937,32,2345,1773,1088,1088,562
2019_1,1000911,11741,5193,6548,90,3609,3925,2267,1304,546,22,1070,1759,1224,747,371,68,2539,2166,1043,557,175
2019_1,1000910,17678,6291,11387,143,6588,6306,2809,1203,629,30,1733,2334,1232,561,401,113,4855,3972,1577,642,228
2019_1,1000909,33401,18077,15324,129,8480,11234,7229,3853,2476,57,2867,5982,4817,2764,1590,72,5613,5252,2412,1089,886
2019_1,1000908,31171,16466,14705,97,7630,10505,7424,3733,1782,23,2458,5730,4579,2417,1259,74,5172,4775,2845,1316,523
2019_1,1000907,26638,13148,13490,114,7476,8555,6086,2862,1545,37,2318,4343,3602,1750,1098,77,5158,4212,2484,1112,447
2019_1,1000906,18642,8942,9700,136,6056,5815,3627,1800,1208,48,1934,2896,2189,1036,839,88,4122,2919,1438,764,369
2019_1,1000905,15871,7769,8102,115,5398,4977,2958,1410,1013,48,1802,2540,1831,833,715,67,3596,2437,1127,577,298
2019_1,1000904,24575,12021,12554,143,6142,7075,5455,3595,2165,47,2188,3623,3015,1808,1340,96,3954,3452,2440,1787,825
2019_1,1000903,6711,3919,2792,14,893,1603,1711,1382,1108,8,447,990,995,764,715,6,446,613,716,618,393
2019_1,1000902,20787,11792,8995,64,4199,6330,5061,2932,2201,18,1504,3407,3398,1923,1542,46,2695,2923,1663,1009,659
2019_1,1000901,31357,13438,17919,165,5637,7106,8814,5687,3948,79,2665,4020,2810,1757,2107,86,2972,3086,6004,3930,1841
2019_1,1000900,40485,18837,21648,207,6903,9964,11621,7934,3856,88,3168,5859,4608,2963,2151,119,3735,4105,7013,4971,1705
2019_1,1000899,17546,7679,9867,1194,7386,3961,2494,1590,921,455,3022,1873,1191,619,519,739,4364,2088,1303,971,402
2019_1,1000898,32163,16232,15931,151,9697,10667,6789,2991,1868,55,3166,5661,4226,1806,1318,96,6531,5006,2563,1185,550
2019_1,1000897,9297,5343,3954,27,2041,2873,2268,1184,904,9,804,1688,1508,706,628,18,1237,1185,760,478,276
2019_1,1000896,25530,13893,11637,112,6680,7357,5598,3537,2246,42,2533,4130,3673,2004,1511,70,4147,3227,1925,1533,735
2019_1,1000895,10346,5713,4633,27,1333,2368,2786,2316,1516,18,535,1399,1553,1195,1013,9,798,969,1233,1121,503
2019_1,1000894,27586,15747,11839,98,6096,7493,6097,4340,3462,44,2492,4464,4254,2452,2041,54,3604,3029,1843,1888,1421
2019_1,1000893,15492,8151,7341,82,3675,4066,3198,2196,2275,22,1392,2415,1842,1124,1356,60,2283,1651,1356,1072,919
2019_1,1000892,1055,434,621,1,102,205,252,294,201,0,31,67,96,121,119,1,71,138,156,173,82
2019_1,1000891,6377,3646,2731,12,752,1388,1741,1454,1030,4,310,813,969,790,760,8,442,575,772,664,270
2019_1,1000890,23049,12909,10140,68,3226,5873,6207,5077,2598,27,1431,3645,3554,2534,1718,41,1795,2228,2653,2543,880
2019_1,1000889,24838,13714,11124,68,3626,6394,5982,5104,3664,26,1652,4104,3467,2495,1970,42,1974,2290,2515,2609,1694
2019_1,1000888,26152,12762,13390,78,6676,8521,5854,3208,1815,16,1986,4434,3486,1686,1154,62,4690,4087,2368,1522,661
2019_1,1000887,29345,15965,13380,91,6984,10060,7143,3283,1784,24,2489,5799,4550,1961,1142,67,4495,4261,2593,1322,642
2019_1,1000886,9000,5113,3887,41,2209,2531,2036,1253,930,13,912,1489,1385,737,577,28,1297,1042,651,516,353
2019_1,1000885,22771,13603,9168,80,4621,6771,5697,3433,2169,29,1847,4051,3926,2180,1570,51,2774,2720,1771,1253,599
2019_1,1000884,5186,2757,2429,14,658,1110,1243,1225,936,9,265,670,714,576,523,5,393,440,529,649,413
2019_1,1000883,14096,9233,4863,23,2578,4004,3430,2176,1885,8,1300,2639,2470,1488,1328,15,1278,1365,960,688,557
2019_1,1000882,7160,4263,2897,60,1392,1977,1630,1140,961,9,527,1221,1144,659,703,51,865,756,486,481,258
2019_1,1000881,11706,5924,5782,36,2312,3148,2970,1989,1251,15,827,1632,1595,1016,839,21,1485,1516,1375,973,412
2019_1,1000880,10325,5508,4817,23,1882,2616,2571,1826,1407,9,704,1408,1413,969,1005,14,1178,1208,1158,857,402
2019_1,1000879,11331,5072,6259,38,1628,2287,2405,2962,2011,18,593,1232,1280,1056,893,20,1035,1055,1125,1906,1118
2019_1,1000878,11516,7619,3897,37,2427,4363,2607,1277,805,10,1208,3065,2027,828,481,27,1219,1298,580,449,324
2019_1,1000877,10761,5844,4917,41,2254,3521,2512,1287,1146,11,776,1963,1565,777,752,30,1478,1558,947,510,394
2019_1,1000876,24278,14400,9878,84,3569,6364,6455,5055,2751,27,1741,4176,4029,2714,1713,57,1828,2188,2426,2341,1038
2019_1,1000875,19109,11939,7170,51,3635,6073,4937,2638,1775,12,1452,3873,3602,1807,1193,39,2183,2200,1335,831,582
2019_1,1000874,4549,2740,1809,10,687,1071,1225,853,703,9,299,634,755,544,499,1,388,437,470,309,204
2019_1,1000873,13808,7681,6127,20,2715,4248,3778,2094,953,8,1344,2438,1972,1265,654,12,1371,1810,1806,829,299
2019_1,1000872,8265,4724,3541,18,1427,2086,2035,1551,1148,9,614,1192,1249,947,713,9,813,894,786,604,435
2019_1,1000871,15329,8158,7171,45,2668,4217,3975,2777,1647,19,1064,2415,2108,1412,1140,26,1604,1802,1867,1365,507
2019_1,1000870,12434,7004,5430,41,2007,3287,3290,2355,1454,19,830,2036,1908,1197,1014,22,1177,1251,1382,1158,440
2019_1,1000869,11529,6214,5315,39,1839,2731,3023,2290,1607,21,760,1522,1618,1156,1137,18,1079,1209,1405,1134,470
2019_1,1000868,14242,7844,6398,55,3188,5091,3250,1647,1011,13,1246,3008,2070,931,576,42,1942,2083,1180,716,435
2019_1,1000867,5882,3233,2649,50,1260,1921,1496,766,389,17,512,1053,927,497,227,33,748,868,569,269,162
2019_1,1000866,5448,3213,2235,53,1175,1528,1355,859,478,17,531,955,863,571,276,36,644,573,492,288,202
2019_1,1000865,18595,9499,9096,65,3723,5762,4702,2679,1664,17,1206,2867,2634,1611,1164,48,2517,2895,2068,1068,500
2019_1,1000864,4598,2920,1678,11,682,1337,1072,749,747,5,263,877,707,502,566,6,419,460,365,247,181
2019_1,1000863,7297,4428,2869,24,1128,2023,1819,1261,1042,11,433,1250,1187,812,735,13,695,773,632,449,307
2019_1,1000862,11128,5440,5688,30,2121,3016,2861,1929,1171,11,752,1534,1464,929,750,19,1369,1482,1397,1000,421
2019_1,1000861,8083,4968,3115,18,1469,2481,2052,1157,906,7,590,1553,1465,789,564,11,879,928,587,368,342
2019_1,1000860,27002,15953,11049,80,4492,6972,5872,4968,4618,45,2253,4448,3680,2800,2727,35,2239,2524,2192,2168,1891
2019_1,1000859,15944,9511,6433,344,3753,3790,3353,2741,1963,139,1853,2332,2196,1616,1375,205,1900,1458,1157,1125,588
2019_1,1000858,6538,3834,2704,17,1014,1648,1662,1305,892,10,508,1001,1060,727,528,7,506,647,602,578,364
2019_1,1000857,25883,14557,11326,84,3586,6486,6928,5677,3122,38,1667,4123,4066,2815,1848,46,1919,2363,2862,2862,1274
2019_1,1000856,9999,6302,3697,21,1376,2566,2567,2157,1312,6,657,1672,1737,1377,853,15,719,894,830,780,459
2019_1,1000855,6928,3631,3297,51,1510,2244,1711,970,442,17,578,1162,1015,603,256,34,932,1082,696,367,186
2019_1,1000854,6787,3720,3067,26,1081,1587,1539,1310,1244,17,512,1020,932,603,636,9,569,567,607,707,608
2019_1,1000853,9370,5513,3857,36,1575,2276,2314,1677,1492,18,668,1300,1425,1051,1051,18,907,976,889,626,441
2019_1,1000852,32189,19800,12389,96,5287,9308,7584,6071,3843,35,2591,6195,5020,3553,2406,61,2696,3113,2564,2518,1437
2019_1,1000851,12871,7855,5016,37,1614,3142,3340,2856,1882,21,771,2016,2164,1723,1160,16,843,1126,1176,1133,722
2019_1,1000850,23689,12943,10746,140,5888,7013,5426,3735,1487,82,2783,4472,3236,1535,835,58,3105,2541,2190,2200,652
2019_1,1000849,21170,13364,7806,68,3456,6190,5478,3380,2598,18,1518,3910,3903,2227,1788,50,1938,2280,1575,1153,810
2019_1,1000848,14323,8680,5643,51,2481,4149,3532,2271,1839,16,1059,2526,2414,1441,1224,35,1422,1623,1118,830,615
2019_1,1000847,31663,12922,18741,45,7493,9658,7851,4729,1887,18,1443,3557,3910,2844,1150,27,6050,6101,3941,1885,737
2019_1,1000846,93247,83334,9913,36,8507,19175,26869,35681,2979,17,6597,16484,23829,33939,2468,19,1910,2691,3040,1742,511
2019_1,1000845,24660,13588,11072,123,4746,6249,5239,4275,4028,48,1927,3743,3178,2341,2351,75,2819,2506,2061,1934,1677
2019_1,1000844,15708,9580,6128,345,4167,4294,3374,2157,1371,146,2049,2726,2379,1398,882,199,2118,1568,995,759,489
2019_1,1000843,1194,611,583,2,122,252,337,278,203,0,50,118,152,150,141,2,72,134,185,128,62
2019_1,1000842,690,280,410,1,76,162,161,167,123,0,8,51,68,66,87,1,68,111,93,101,36
2019_1,1000841,1522,796,726,1,139,248,349,409,376,1,50,120,180,197,248,0,89,128,169,212,128
2019_1,1000840,1570,821,749,5,159,208,368,446,384,4,72,109,190,210,236,1,87,99,178,236,148
2019_1,1000839,3062,1826,1236,10,336,542,787,837,550,6,148,311,466,522,373,4,188,231,321,315,177
2019_1,1000838,1601,732,869,8,212,350,397,377,257,3,82,181,196,139,131,5,130,169,201,238,126
2019_1,1000837,4922,2601,2321,22,861,1170,1063,970,836,10,355,654,568,437,577,12,506,516,495,533,259
2019_1,1000836,4694,2260,2434,22,831,1019,1086,910,826,5,317,517,541,419,461,17,514,502,545,491,365
2019_1,1000835,2059,920,1139,5,295,437,520,445,357,1,102,214,230,182,191,4,193,223,290,263,166
2019_1,1000834,3781,1995,1786,7,561,755,925,760,773,0,217,386,507,390,495,7,344,369,418,370,278
2019_1,1000833,2877,1259,1618,3,390,587,725,661,511,1,127,290,329,266,246,2,263,297,396,395,265
2019_1,1000832,3162,1311,1851,19,536,683,737,653,534,5,154,286,332,294,240,14,382,397,405,359,294
2019_1,1000831,5344,3599,1745,7,502,903,996,1152,1784,2,227,572,577,678,1543,5,275,331,419,474,241
2019_1,1000830,4695,3245,1450,2,405,781,825,896,1786,0,178,485,479,561,1542,2,227,296,346,335,244
2019_1,1000829,18509,10521,7988,69,4178,5884,4419,2435,1524,39,1687,3652,2707,1382,1054,30,2491,2232,1712,1053,470
2019_1,1000828,2860,1369,1491,2,380,553,647,725,553,2,120,252,296,354,345,0,260,301,351,371,208
2019_1,1000827,3030,1349,1681,2,399,634,764,710,521,1,136,312,350,299,251,1,263,322,414,411,270
2019_1,1000826,1207,500,707,6,153,267,330,299,152,2,36,127,126,122,87,4,117,140,204,177,65
2019_1,1000825,1116,373,743,5,156,238,310,252,155,2,40,87,88,86,70,3,116,151,222,166,85
2019_1,1000824,3868,1763,2105,18,626,858,956,745,665,3,186,384,492,353,345,15,440,474,464,392,320
2019_1,1000823,2954,1312,1642,15,475,499,603,665,697,7,204,241,280,246,334,8,271,258,323,419,363
2019_1,1000822,934,447,487,0,105,197,233,252,147,0,29,96,108,112,102,0,76,101,125,140,45
2019_1,1000821,4095,1859,2236,30,818,740,839,857,811,12,316,387,423,325,396,18,502,353,416,532,415
2019_1,1000820,4095,1681,2414,24,1035,932,824,777,503,10,327,401,381,293,269,14,708,531,443,484,234
2019_1,1000819,928,456,472,0,116,173,191,226,222,0,40,86,85,89,156,0,76,87,106,137,66
2019_1,1000818,1209,634,575,3,101,189,298,351,267,2,39,98,152,172,171,1,62,91,146,179,96
2019_1,1000817,3099,1821,1278,11,302,487,789,899,611,6,139,286,463,533,394,5,163,201,326,366,217
2019_1,1000816,2006,1181,825,10,238,399,503,575,281,4,106,213,286,374,198,6,132,186,217,201,83
2019_1,1000815,3698,1829,1869,24,704,762,827,743,638,12,302,395,416,338,366,12,402,367,411,405,272
2019_1,1000814,4496,2575,1921,33,953,1075,1066,895,474,22,434,619,670,513,317,11,519,456,396,382,157
2019_1,1000813,1772,1076,696,8,200,329,468,527,240,4,89,190,272,357,164,4,111,139,196,170,76
2019_1,1000812,4418,1834,2584,2,616,878,1047,1053,822,1,154,394,460,408,417,1,462,484,587,645,405
2019_1,1000811,5588,2459,3129,18,818,1553,1830,968,401,7,290,590,756,555,261,11,528,963,1074,413,140
2019_1,1000810,1393,746,647,3,113,241,345,382,309,2,55,127,175,191,196,1,58,114,170,191,113
2019_1,1000809,1143,416,727,7,178,237,290,260,171,3,43,96,117,87,70,4,135,141,173,173,101
2019_1,1000808,854,324,530,6,135,181,215,211,106,2,33,68,89,90,42,4,102,113,126,121,64
2019_1,1000807,1998,830,1168,9,255,380,501,489,364,3,76,151,220,199,181,6,179,229,281,290,183
2019_1,1000806,1794,1148,646,10,240,356,453,491,244,5,117,223,295,343,165,5,123,133,158,148,79
2019_1,1000805,610,308,302,1,82,159,138,130,100,1,30,86,56,65,70,0,52,73,82,65,30
2019_1,1000804,9937,4585,5352,35,1725,3125,2887,1556,609,12,552,1355,1333,937,396,23,1173,1770,1554,619,213
2019_1,1000803,2900,1513,1387,0,595,673,659,614,359,0,233,367,381,300,232,0,362,306,278,314,127
2019_1,1000802,5958,3352,2606,36,1170,1398,1434,1258,662,24,559,824,852,662,431,12,611,574,582,596,231
2019_1,1000801,3754,1873,1881,3,831,888,847,733,452,1,280,432,487,368,305,2,551,456,360,365,147
2019_1,1000800,2021,913,1108,13,302,532,531,404,239,6,83,271,228,180,145,7,219,261,303,224,94
2019_1,1000799,3661,2173,1488,14,594,691,733,839,790,6,266,405,423,463,610,8,328,286,310,376,180
2019_1,1000798,2780,1365,1415,7,316,503,629,732,593,1,118,251,301,358,336,6,198,252,328,374,257
2019_1,1000797,2866,1432,1434,5,305,516,676,768,596,0,105,254,333,367,373,5,200,262,343,401,223
2019_1,1000796,3442,1746,1696,7,402,679,797,883,674,0,130,378,396,430,412,7,272,301,401,453,262
2019_1,1000795,4647,3160,1487,4,385,750,812,927,1769,1,168,439,457,562,1533,3,217,311,355,365,236
2019_1,1000794,1128,471,657,0,87,174,264,287,316,0,12,51,94,98,216,0,75,123,170,189,100
2019_1,1000793,1830,796,1034,7,239,369,454,457,304,2,65,156,215,208,150,5,174,213,239,249,154
2019_1,1000792,2722,1873,849,7,434,760,723,513,285,6,294,584,508,296,185,1,140,176,215,217,100
2019_1,1000791,1172,463,709,5,177,249,310,287,144,1,45,100,130,123,64,4,132,149,180,164,80
2019_1,1000790,1038,406,632,1,146,238,267,261,125,0,38,79,114,114,61,1,108,159,153,147,64
2019_1,1000789,987,435,552,4,95,222,277,288,101,2,27,75,126,143,62,2,68,147,151,145,39
2019_1,1000788,5000,2827,2173,25,779,1167,1090,1016,923,11,297,667,601,562,689,14,482,500,489,454,234
2019_1,1000787,1927,867,1060,2,262,359,454,504,346,1,59,164,199,217,227,1,203,195,255,287,119
2019_1,1000786,1191,449,742,3,160,239,326,295,168,1,53,89,97,111,98,2,107,150,229,184,70
2019_1,1000785,11990,6413,5577,39,2023,3543,3435,2054,896,15,770,1715,1883,1400,630,24,1253,1828,1552,654,266
2019_1,1000784,3516,2497,1019,4,445,735,938,888,506,3,261,507,724,626,376,1,184,228,214,262,130
