기준_년_분기_코드,상권_코드,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
2019_2,1000829,13,,,,,1,,,,,,,,,1,,,,,4
2019_2,1000668,11,,,,,,2,1,,,,,,,,,,,,5
2019_2,1000609,7,,,,,,,,,,,,,,,,,,,
2019_2,1000613,16,,,,,,,,,,,,,,1,,,,,6
2019_2,1000476,10,1,,,,1,,,,,,,,,,,,,,1
2019_2,1000409,12,,,,,,,,,,,,,,,,,,,4
2019_2,1000396,8,,,,,,,,,,,,,,,,,,,1
2019_2,1000302,14,1,,,,1,1,,,,,,,,,,,,,2
2019_2,1000899,5,,,,,,1,1,,,,,,,,,,,,
2019_2,1000091,17,,,,,3,1,,,,,,,,,,,,,4
2019_2,1000466,10,,,,,1,1,,,,,,,,2,,,,,5
2019_2,1000801,14,,,,,2,1,,,,,,,,1,,,,,2
2019_2,1000227,6,1,,,,1,,,,,,,,,,,,,,1
2019_2,1001394,24,1,1,,1,5,,,,,,,,,,,,,,2
2019_2,1000278,13,,,,,2,,,,,,,,,2,,,,,3
2019_2,1001195,26,,1,,,,,,,,,,,,,,,,,
2019_2,1000775,27,1,2,,,5,,,,,,,,,3,,,,1,5
2019_2,1000741,14,,,,,1,,,,,,,,,2,,,,,1
2019_2,1000637,22,,,,,5,,,,,,,,,,,,,,2
2019_2,1000129,22,1,1,,,2,1,,,,,,1,,3,,,,,1
2019_2,1001046,76,,1,,1,5,,,,,,,,,11,,,,,4
2019_2,1000817,22,1,,,,3,,,,,,,,,5,,,,,1
2019_2,1001452,14,,2,,,2,,,,,,,,,,,,,,2
2019_2,1000347,14,,,,1,2,,,,,,,,,2,,,,,1
2019_2,1000246,7,,,,,1,,,,,,,1,,,,,,,
2019_2,1001211,35,1,2,2,1,6,,,,,,,,2,,,,,,4
2019_2,1001233,24,1,,,,2,,,,,,,,2,2,,,,1,5
2019_2,1000306,17,,,,,1,,,,,,,,1,5,,,,,2
2019_2,1000877,7,1,,,,,,,,,,,,,2,,,,,
2019_2,1000758,12,,,,,1,1,,,,,,,,,,,,,1
2019_2,1000679,13,,,,1,2,,,,,,,,,1,,,,,3
2019_2,1000818,10,,1,,,1,,,,,,,,,,,,,,2
2019_2,1001025,136,2,6,,3,9,1,1,,,,,,,13,,,,1,10
2019_2,1001357,8,1,1,,,2,,,,,,,,,,,,,,1
2019_2,1001129,20,,1,,,3,,,,,,,,,1,,,,,1
2019_2,1001123,47,1,6,,,2,,,,,,,1,1,2,,,,,4
2019_2,1000892,11,,1,,,4,,,,,,,,,2,,,,,
2019_2,1000331,22,1,,,,4,,,,,,,,,,,,,,2
2019_2,1001240,49,1,1,,,2,,,,,2,,1,10,6,,,,1,5
2019_2,1000067,13,,1,,,1,1,,,,,,,,2,,,,,2
2019_2,1000578,11,,,,,3,,,,,,,1,,,,,,,1
2019_2,1000698,16,,,,,3,,,1,,,,,,1,,,,,3
2019_2,1001491,144,4,7,,,3,,,,,,,,6,20,,,,2,27
2019_2,1001212,12,,1,,,2,,,,,,,,,1,,,,,4
2019_2,1001206,47,3,2,,,5,,,,,,,,,3,,,,1,9
2019_2,1001316,40,1,1,,,18,,,,,,,,1,6,,,,,7
2019_2,1000229,15,1,,,,2,,,,,,,,,,,,,,1
2019_2,1001213,53,,2,,,4,,,,,,,,1,15,,,,,7
2019_2,1000307,4,,,,,1,,,,,,,,,,,,,,1
2019_2,1000112,17,,,,,4,,,,,,,,,,,,,,6
2019_2,1001474,7,,,,,2,,,,,,,,,,,,,,1
2019_2,1000673,23,,1,,1,5,,,,,,,,,1,,,,,4
2019_2,1001163,128,4,3,,2,11,,,,,,,,,8,,,,1,13
2019_2,1000620,20,,,2,1,3,,,,,,,,,2,,,,,5
2019_2,1000990,9,,,,,1,1,,,,,,,,3,,,,,1
2019_2,1001403,6,,,,,2,,,,,,,,,,,,,,
2019_2,1000777,10,,,,,1,,,,,,,,,8,,,,,1
2019_2,1000226,24,1,,,1,3,,,,,,,,,,,,,1,1
2019_2,1000146,17,1,,,,2,1,1,,,,,,,,,,,,2
2019_2,1000257,16,,,,2,2,1,,,,,,,,,,,,,3
2019_2,1001496,52,4,10,,,2,,,,,,1,,6,,,,,,14
2019_2,1001175,62,2,6,,,12,,,,,,,1,,1,,,,,2
2019_2,1000442,27,1,1,1,2,4,,,,,,,,,,,,,,5
2019_2,1001011,77,4,5,,2,11,,,,,,,,,2,,,,,9
2019_2,1000963,16,,1,,,2,,,,,,,,,7,,,,,1
2019_2,1001341,6,,2,,,,,,,,,,,,1,,,,,
2019_2,1001198,38,1,3,,,3,1,1,,,,,,,2,,,,1,10
2019_2,1001082,94,,10,,1,7,,,,,,,1,,12,,,,,7
2019_2,1001170,18,,1,,,2,,,,,,,1,,,,,,,2
2019_2,1001122,28,1,3,3,1,1,,,,,,,,5,2,,,,,2
2019_2,1001073,89,3,13,,,5,,,,,,,1,,27,,,,1,4
2019_2,1000274,9,1,,,,1,,,,,,,1,,1,,,,,1
2019_2,1000940,33,2,,,,6,1,,,,,,,,,,,,,2
2019_2,1000861,8,1,1,,,3,,,,,,,,,,,,,,1
2019_2,1000823,19,2,,,,4,1,,,,,,,,3,,,,,2
2019_2,1000369,5,1,,,,,,,,,,,,,,,,,,2
2019_2,1000214,17,2,1,,,2,,,,,,,,,,,,,,3
2019_2,1001288,1,,,,,,,,,,,,1,,,,,,,
2019_2,1000052,1,,,,,,,,,,,,,,,,,,,
2019_2,1001400,1,,,,,1,,,,,,,,,,,,,,
2019_2,1000657,2,,,,,,,,,,,,,,,,,,,
2019_2,1000729,3,,,,,,,,,,,,,,,,,,,
2019_2,1001176,7,,,,,1,,,,,,,,,,,,,1,1
2019_2,1000328,1,,,,,,,,,,,,,,,,,,,1
2019_2,1000407,4,,,,,,,,,,,,,,,,,,,
2019_2,1000784,3,,,,,1,,,,,,,,,,,,,,1
2019_2,1000537,3,,,,,,,,,,,,,,,,,,,1
2019_2,1000089,3,,,,,,1,,,,,,,,,,,,,
2019_2,1001381,2,,,,,,,,,,,,2,,,,,,,
2019_2,1001278,1,,,,,,,,,,,,1,,,,,,,
2019_2,1000715,4,1,,,,,1,,,,,,,,,,,,,
2019_2,1000897,3,1,,,,,,,,,,,,,1,,,,,
2019_2,1000250,7,,,,,,1,1,,,,,,,,,,,,
2019_2,1001453,4,,,,,1,,,,,,,,,1,,,,,
2019_2,1000635,5,,,,,1,,,,,,,,,,,,,,
2019_2,1000323,12,,,,,4,,,,,,,,,,,,,,1
2019_2,1000450,6,,,,,2,,,,,,,,,,,,,,1
2019_2,1001243,15,,,,,4,,,,,,,,,3,,,,1,3
2019_2,1000114,4,,2,,,,,,,,,,,,1,,,,,1
2019_2,1000334,3,,,,,,,,,,,,,,,,,,,1
2019_2,1000458,6,,1,,,,,,,,,,,,4,,,,,1
2019_2,1000192,6,,,,,,,,,,,,,,1,,,,,2
2019_2,1000936,7,1,,,,1,,,,,,,,,1,,,,,1
2019_2,1000582,13,,,,,4,,,,,,,,,,,,,,
2019_2,1000340,8,,,,,2,2,,,,,,,,,,,,,
2019_2,1000734,5,,,,,,,,,,,,,,,,,,,2
2019_2,1001191,3,,,,,1,,,,,,,,,,,,,,
2019_2,1000350,5,,,,,1,,,,,,,,,,,,,,
2019_2,1001468,2,,,,,1,,,,,,,1,,,,,,,
2019_2,1001397,8,,,,,2,,,,,,,,,,,,,,
2019_2,1000612,7,,,,,1,,,,,,,,,,,,,,2
2019_2,1001456,2,,,,,,,,,,,,1,,,,,,,1
2019_2,1000857,2,,,,,,,,,,,,,,,,,,,1
2019_2,1000967,13,,,,,,,,,,,,,,1,,,,,1
2019_2,1000568,10,,,,,,,,,,,,1,,2,,,,,1
2019_2,1000062,12,,,,,1,,,,,,,,,6,,,,,3
2019_2,1000470,14,,,,,,,,,,,,,,13,,,,,
2019_2,1000468,16,1,,,,,,,,,,,,,9,,,,,1
2019_2,1001003,5,,,,1,,,,,,,,,,,,,,,
2019_2,1001007,15,1,,,,2,,1,,,,,,,,,,,,5
2019_2,1001480,19,,1,,,2,,,,,,,,,8,,,,,
2019_2,1000778,11,1,,,,,1,,,,,,,,2,,,,,1
2019_2,1000241,6,,,,,,,,,,,,,,,,,,,1
2019_2,1000124,21,2,,,,,,,,,,,,1,1,,,,,6
2019_2,1000901,9,,1,,,,,,,,,,1,,,,,,,3
2019_2,1000474,10,1,,,,,,,,,,,,,1,,,,,3
2019_2,1000486,9,,,,,,,,,,,,,,,,,,,
2019_2,1000525,7,,,,,2,,,,,,,,,,,,,,
2019_2,1000399,10,,,,,1,1,,,,,,,,,,,,,4
2019_2,1000410,11,1,,,,,1,1,,,,,,,,,,,,1
2019_2,1000092,7,2,,,,1,1,1,,,,,,,,,,,,1
2019_2,1000464,10,2,,,,,1,,,,,,,,,,,,,2
2019_2,1000081,21,,1,,,2,,,,,,,,,1,,,,1,2
2019_2,1000535,10,,,,,,,,,,,,,,,,,,,1
2019_2,1001068,5,,1,,,1,,,,,,,,,,,,,,1
2019_2,1000713,4,,,,1,,,,,,,,,,,,,,,1
2019_2,1000532,8,,,,,1,,,,,,,,,,,,,,3
2019_2,1000341,14,,,,,2,,,,,,,,,,,,,,9
2019_2,1000378,7,,,,,2,,,,,,,,,,,,,,
2019_2,1001250,26,1,1,,,4,,,,,,,,,,,,,,
2019_2,1000053,8,,1,,,,,,,,,,,,,,,,,
2019_2,1000987,5,,1,,,,,,,,,,,,1,,,,,
2019_2,1001053,25,,3,,,2,,,,,,,1,,,,,,,2
2019_2,1001393,4,1,,,,,,,,,,,,,,,,,,3
2019_2,1000095,9,2,,,,1,1,,,,,,,,,,,,,
2019_2,1001167,25,,2,,,1,,,,,,,,,,,,,2,6
2019_2,1000849,17,1,,,,,,,,,,,,,2,,,,,4
2019_2,1000329,7,1,,,,,,,,,,,,,,,,,,4
2019_2,1000364,10,,,,,1,,,,,,,,,2,,,,,5
2019_2,1000848,10,,1,,1,,,,,,,,,,1,,,,,4
2019_2,1000809,11,,,,,3,1,,,,,,,,,,,,,2
2019_2,1000417,9,,,,,1,1,,,,,,,,,,,,,2
2019_2,1000354,5,,,,,1,,,,,,,,,,,,,,2
2019_2,1000197,12,,,,,,,,,,,,,,2,,,,,1
2019_2,1000497,15,1,,,,,,,,,,,,,4,,,,,6
2019_2,1001102,9,,2,,,,,,,,,,1,,,,,,,1
2019_2,1000921,4,,,,,1,,,,,,,,,,,,,,1
2019_2,1000701,2,,,,,,,,,,,,,,,,,,,2
2019_2,1000645,11,,,,,,1,,,,,,,,,,,,,5
2019_2,1000286,11,,,,,3,,,,,,,,,,,,,,4
2019_2,1001229,18,1,,,,,,,,,,,,,2,,,,,6
2019_2,1000913,15,1,1,,,,1,,,,,,,,4,,,,,3
2019_2,1000210,16,,,1,1,3,,,,,,,,,,,,,,3
2019_2,1000391,10,,,,,2,,,,,,,,,1,,,,,2
2019_2,1000109,5,,1,,,1,,,,,,,,,3,,,,,
2019_2,1000154,8,,,,,1,,,,,,,,,1,,,,,1
2019_2,1000144,6,,1,,,,,,,,,,,,2,,,,,
2019_2,1001234,29,,,,,1,,,,,,,,,9,,,,,6
2019_2,1000071,19,2,,,,,,,,,,,,1,5,,,,1,2
2019_2,1001183,14,,1,,,2,,,,,,,,,4,,,,,1
2019_2,1000037,5,1,,,,,1,,,,,,,,,,,,,
2019_2,1000912,4,,,,1,1,,,,,,,,,,,,,,
2019_2,1000382,13,,,,,1,1,,,,,,,,,,,,,
2019_2,1000024,7,1,,,,1,,,,,,,,,,,,,,
2019_2,1000009,31,1,1,,,,,,,,,,,5,5,,,,,7
2019_2,1001281,1,,,,,,,,,,,,,,,,,,,
2019_2,1000748,12,2,,,,1,,,,,,,,,,,,,,
2019_2,1000010,14,,,,,1,,,,,,,,,11,,,,,
2019_2,1001118,11,1,2,,,1,,,,,,,,,,,,,,3
2019_2,1000825,7,,,,,,,,,,,,,,,,,,,2
2019_2,1000539,20,2,,,,4,,,,,,,,,,,,,,1
2019_2,1000604,14,,,,1,3,,,,,,,,,,,,,,4
2019_2,1000557,9,,,,,,,,,,,,,,,,,,,4
2019_2,1000598,16,,,,,,,,,,,,,,,,,,,5
2019_2,1000771,6,,,,,,,,,,,,,,1,,,,,
2019_2,1000999,12,,,,,1,,,,,,,,,4,,,,,1
2019_2,1000506,12,1,1,,,,,,,,,,,,3,,,,,3
2019_2,1000281,13,,,,,3,1,,,,,,,,,,,,,1
2019_2,1000259,16,,,,,,,,,,,,,,,,,,,8
2019_2,1000371,5,,,,,1,,,,,,,,,,,,,,
2019_2,1000982,12,,,,,1,1,,1,2,,,,,,,,,,1
2019_2,1001369,3,,,,,,,,,,,,,,,,,,,1
2019_2,1000404,15,1,,,1,2,1,1,,,,,,,1,,,,,2
2019_2,1000080,7,,,,,1,,,,,,,,,2,,,,,
2019_2,1001145,38,1,4,,,4,,,,,,,,4,1,,,,2,12
2019_2,1001293,3,,,,,1,,,,,,,,,,,,,,
2019_2,1001119,66,1,1,,,2,,,,,,,,,9,,,,,5
2019_2,1000290,11,,,,,,,,,,,,,,1,,,,,3
2019_2,1000118,30,,1,,1,6,,,,,,,,,,,,,,5
2019_2,1000746,38,,,,,,1,,,,,,,,27,,,,,4
2019_2,1001360,13,,,,,2,,,,,,,,,,,,,,2
2019_2,1000934,13,,,,,1,,,,,,,,,4,,,,,5
2019_2,1000731,23,1,,1,1,3,,,,,,,,,8,,,,,4
2019_2,1000322,16,,1,,1,2,,,,,,,,,1,,,,,3
2019_2,1000038,11,1,,,,1,,,,,,,,,2,,,,,1
2019_2,1001406,20,,,,,5,,,,,,,1,,3,,,,1,2
2019_2,1000521,16,,1,,,2,2,,,,,,1,,1,,,,,2
2019_2,1000959,14,,1,,,1,1,,,,,,,,4,,,,,1
2019_2,1000271,14,,,,,2,,,,,,,,,1,,,,,3
2019_2,1000106,25,,,,,4,1,,,,,,,,1,,,,,11
2019_2,1000855,16,1,2,,,,,,,,,,,1,,,,,,1
2019_2,1000871,19,,2,,,2,,,,,,,,,,,,,,5
2019_2,1000859,18,1,,,,2,,,,,,,,,1,,,,,7
2019_2,1000757,26,,,,,2,,,,,,,1,,7,,,,,5
2019_2,1001072,42,,1,,,3,,,,,,,,,7,,,,,6
2019_2,1001258,12,,,,,2,,,,,,,,,,,,,,2
2019_2,1001365,20,1,1,,,2,,,,,,,,,1,,,,,1
2019_2,1001427,24,,1,,,6,,,,,,,,,,,,,,2
2019_2,1000165,33,,3,,,3,1,,,,,,1,,2,,,,1,3
2019_2,1000131,18,,,,,3,1,,,,,,,,1,,,,,3
2019_2,1000785,12,,,,,2,,,,,,,,,1,,,,,2
2019_2,1000791,16,,1,,,5,1,,,,,,,,,,,,,1
2019_2,1000318,12,,,,,2,,,,,,,1,,,,,,,3
2019_2,1001120,28,,5,,2,2,,,,,,,,,,,,,,4
2019_2,1000049,16,1,,,,1,1,1,,1,,,,,1,,,,,2
2019_2,1000188,11,1,,,,1,,,,,,,,,4,,,,,2
2019_2,1000831,16,2,,,1,2,,,,,,,,,1,,,,,4
2019_2,1001334,14,,,,,3,2,,,,,,1,,,,,,,1
2019_2,1001489,36,,1,,,5,,,,,,,,,2,,,,,4
2019_2,1000119,14,,,,,1,,1,,,,,,,2,,,,1,2
2019_2,1000505,10,1,,,,1,,,,,,,,,1,,,,,
2019_2,1001070,10,,2,,,1,,,,,,,1,,,,,,,
2019_2,1001252,31,1,1,,,4,,1,1,1,,,,,2,,,,,3
2019_2,1000563,36,1,,,,1,,,,,,,,,3,,,,,2
2019_2,1001301,17,,,,,6,,,,,,,1,,,,,,,1
2019_2,1001050,71,2,6,,,7,,,,,,,,1,8,,,,,7
2019_2,1001359,14,1,,,,4,,,,,,,,,,,,,,1
2019_2,1000789,7,,,,,1,,,,,,,,,,,,,,
2019_2,1001391,12,,1,,,2,,,,,,,,,,,,,,4
2019_2,1001033,26,2,3,,,2,,,,,,,2,,5,,,,,4
2019_2,1000827,26,1,2,,,4,,,,,,,,,,,,,1,3
2019_2,1000605,14,1,,,1,3,,,,,,,,,1,,,,,2
2019_2,1000351,6,,1,,,1,,,,,,,,,,,,,,
2019_2,1000798,10,,,,,2,,,,,,,,,,,,,,3
2019_2,1000295,9,,,,,1,1,,,,,,,,,,,,,3
2019_2,1000931,25,2,5,,,2,,,,,,,1,,3,,,,1,3
2019_2,1001449,36,,1,,,3,,,,,,,,,2,,,,,3
2019_2,1000012,12,,,,,1,,,,,,,,2,5,,,,,3
2019_2,1000974,15,,,,,1,2,,,,,,,,,,,,,5
2019_2,1001277,30,,3,,,2,,,,,,,,,3,,,,1,3
2019_2,1001247,12,,1,,,,,,,,,,,,,,,,,4
2019_2,1001096,53,1,5,,,6,,,,,,,,,1,,,,2,8
2019_2,1000945,27,,1,,,3,1,,,,,,1,,4,,,,,2
2019_2,1001077,39,,4,,,3,,,,,,,,,1,,,,1,4
2019_2,1001209,69,4,13,,,6,,,,,,,,,1,,,,,6
2019_2,1001054,44,1,3,,,5,,,,,,,1,,,,,,,3
2019_2,1000984,13,,1,,1,2,,,,,,,,,,,,,,1
2019_2,1001204,68,3,3,,,4,,,,,,,,6,9,,,,2,4
2019_2,1000693,33,,2,,,3,,,,,,,,,4,,,,1,5
2019_2,1000644,36,,1,,1,3,,,,,,,,,9,,,,,9
2019_2,1001130,22,,1,,1,1,,,,,,,,,1,,,,,5
2019_2,1001230,139,1,7,,,6,,,,,,,,18,10,,,,1,14
2019_2,1001265,20,,4,,,6,,,,,,,,2,1,,,,,4
2019_2,1000519,23,2,2,,,1,,1,,,,,,,2,,,,,2
2019_2,1001280,5,,1,,,1,,,,,,,1,,,,,,,
2019_2,1000441,17,,1,,,,,,,,,,,,2,,,,,4
2019_2,1001166,41,,7,,,4,,,,,,,,,4,,,,1,10
2019_2,1000516,12,,1,,1,1,1,,,,,,,,,,,,,6
2019_2,1001014,9,,1,,,1,,,,,,,,,,,,,1,3
2019_2,1000238,12,1,,,,,,,,,,,,,,,,,,2
2019_2,1000059,7,1,,,,,,,,,,,,,,,,,,2
2019_2,1000634,19,2,,,,2,,,,,,,,,2,,,,,4
2019_2,1000561,20,1,,,,5,1,,,,,,1,,,,,,,3
2019_2,1001101,21,3,2,,,1,,,,,,,,,1,,,,1,2
2019_2,1001140,199,1,13,,2,15,,,1,,,,,2,5,,,,1,6
2019_2,1000739,18,2,,,,,,,,,,,,,2,,,,,5
2019_2,1001174,8,1,,,,,1,,,,,,1,,1,,,,1,
2019_2,1000508,6,1,,,,1,,,,,,,,,,,,,,1
2019_2,1001473,3,1,,,,1,,,,,,,,,,,,,,
2019_2,1000830,9,1,1,,,,,,,,,,,,,,,,,2
2019_2,1001311,1,,,,,,,,,,,,1,,,,,,,
2019_2,1001431,1,,,,,,,,,,,,,,,,,,,
2019_2,1001272,1,,,,,,,,,,,,,,1,,,,,
2019_2,1001373,5,,,,,2,,,,,,,,,,,,,,1
2019_2,1000485,2,,,,,,,,,,,,,,,,,,,2
2019_2,1000702,3,,,,,1,,,,,,,,,,,,,,1
2019_2,1001268,2,,,,,,,,,,,,,,,,,,,2
2019_2,1000553,4,,,,,2,,,,,,,,,,,,,,
2019_2,1001009,9,1,,,,1,,,,,,,,,,,,,,3
2019_2,1000651,2,,,,,1,,,,,,,,,,,,,,
2019_2,1001225,15,,2,,,,,,,,,,,,5,,,,,2
2019_2,1000096,10,,1,,,,,,,,,,,,6,,,,1,
2019_2,1000816,6,1,,,,,,,,,,,,,4,,,,,1
2019_2,1000457,8,,,,,,1,,,,,,,,,,,,,4
2019_2,1000176,4,,,,,1,,,,,,,,,,,,,,
2019_2,1000335,6,,,,,1,,,,,,,,,1,,,,,1
2019_2,1000339,23,,,,,,1,,,,,,,,,,,,,2
2019_2,1000356,8,,,,,2,,,,,,,,,,,,,,1
2019_2,1001000,14,,,,,1,,,,,,,1,,2,,,,,
2019_2,1001275,3,,,,,1,,,,,,,,,,,,,,
2019_2,1000889,13,1,1,,,1,,,,,,,,,,,,,,4
2019_2,1000287,3,1,,,,,,,,,,,,,,,,,,
2019_2,1000363,7,1,,,,,,,,,,,,,,,,,,4
2019_2,1000873,10,,,,,,1,,,,,,,,3,,,,,2
2019_2,1000787,11,,,,,,,,,,,,,,,,,,,9
2019_2,1000656,4,,,,,,,,,,,,,,,,,,,1
2019_2,1001303,10,,1,,,1,,,,,,,,,,,,,,3
2019_2,1000862,5,1,,,,,,,,,,,,,,,,,,1
2019_2,1000361,6,,,,1,,,,,,,,,,,,,,,4
2019_2,1000374,13,,1,,,1,,,,,,,,,1,,,,,5
2019_2,1000002,8,,1,,,,,,,,,,,1,3,,,,,1
2019_2,1000640,8,,,,,,,,,,,,,,,,,,,1
2019_2,1000821,6,,,,,,,,,,,,,,3,,,,,
2019_2,1000068,13,1,2,,,1,,,,,,,,,1,,,,,2
2019_2,1000866,19,,2,,,1,,,,,,,1,,1,,,,,3
2019_2,1000228,13,,,,,2,1,,,,,,,,,,,,,2
2019_2,1001457,6,,,,,1,,,,,,,1,,,,,,,
2019_2,1000103,2,,,,,,,,,,,,,,,,,,,
2019_2,1000509,9,,,,,1,,,,,,,,,,,,,,1
2019_2,1000564,12,,,,,1,,,,,,,,,1,,,,,
2019_2,1000765,9,,,,,3,,,,,,,,,1,,,,,1
2019_2,1000776,8,1,,,,,,,,,,,,,4,,,,,
2019_2,1000419,6,,,,,1,1,,,,,,,,,,,,,
2019_2,1000420,20,,,,,4,1,,,,,,,,2,,,,,5
2019_2,1000320,1,,,,,,,,,,,,,,,,,,,
2019_2,1000082,11,1,,,,1,,,,,,,,,,,,,,2
2019_2,1000533,22,,1,,,4,,,,,,,,,,,,,,1
2019_2,1000100,19,,,,,1,,,,,,,1,,4,,,,,1
2019_2,1001386,3,,,,,1,,,,,,,,,,,,,,
2019_2,1000623,10,,,,,1,,,,,,,,,,,,,,1
2019_2,1000680,16,,1,2,1,2,1,,,,,,,,2,,,,,
2019_2,1000090,15,2,1,,1,1,,,,,,,,,,,,,,6
2019_2,1000422,13,,,,,3,,,,,,,,,1,,,,,3
2019_2,1000925,9,,,,,1,1,,,,,,,,,,,,,2
2019_2,1000898,3,,,,,,,,,,,,,,,,,,,
2019_2,1001035,17,,,,,1,,,,,,,,1,5,,,,,2
2019_2,1000832,8,,,,,1,,1,,,,,,,2,,,,,
2019_2,1000137,22,,,,,1,,,,,,,,,5,,,,,1
2019_2,1000986,21,1,,,,2,,,,,,,,,4,,,,,6
2019_2,1000711,10,3,,,1,2,,,,,,,,,,,,,,1
2019_2,1001412,10,,,,,3,,,,,,,,,,,,,,2
2019_2,1000115,9,,1,,,1,,,,,,,,,1,,,,,2
2019_2,1000985,13,,,,,1,,,,,,,2,,,,,,,
2019_2,1000099,10,1,,,,1,2,,,,,,,,1,,,,,1
2019_2,1000768,19,1,,,,4,,,,,,,,,,,,,,2
2019_2,1001402,20,,1,,1,4,,,,,,,,,,,,,,1
2019_2,1000262,2,,1,,,,,,,,,,,,,,,,,
2019_2,1000075,13,1,1,,,1,,,1,1,,,,,1,,,,,2
2019_2,1000724,12,1,,,,,,,,,,,,,1,,,,,6
2019_2,1000182,5,2,,,1,1,,,,,,,,,,,,,,1
2019_2,1000723,11,,,,,3,,,,,,,,,,,,,,3
2019_2,1000721,8,1,,,,,,,,,,,,,,,,,,3
2019_2,1001246,9,1,,1,2,1,,,,,,,,,1,,,,,3
2019_2,1001446,18,,2,,,2,,,,,,,1,,,,,,,1
2019_2,1000408,15,3,,,,1,,,,,,,,,1,,,,,7
2019_2,1001279,5,,,,,1,,,,,,,,,,,,,,1
2019_2,1000033,12,,,,,3,,,,,,,,,4,,,,,1
2019_2,1000017,14,,2,,,1,,,,,,,,,,,,,1,2
2019_2,1001248,43,,1,,1,4,,,,,,,,,1,,,,,4
2019_2,1001178,27,,4,,,1,,,,,,,,1,9,,,,,4
2019_2,1000745,36,,,,,,,,,,,,,,32,,,,,2
2019_2,1000207,6,,,,,,,,,,,,,,3,,,,,2
2019_2,1000373,8,,,,,1,,,,,,,,,3,,,,,2
2019_2,1001418,27,2,,,,3,,,,,,,,,6,,,,,1
2019_2,1000070,25,1,,,,,,,,,,,,1,7,,,,,2
2019_2,1000222,25,,1,,,3,,,,,,,,,1,,,,,4
2019_2,1000174,1,,,,,,,,,,,,,,,,,,,
2019_2,1000840,3,,,,,,,,,,,,,,1,,,,,1
2019_2,1000779,6,,,,,,,,,,,,,,2,,,,,2
2019_2,1000414,12,,1,,,3,,,,,,,,,1,,,,,1
2019_2,1001378,9,,,,1,,,,,,,,,,1,,,,,4
2019_2,1000260,16,1,,,,1,,,,,,,,,2,,,,,1
2019_2,1000055,12,1,,,,1,,,,,,,1,,,,,,,1
2019_2,1000054,16,,3,,,2,,,,,,,,,1,,,,,2
2019_2,1000001,73,,,,,,,,,,,,,16,38,,,,,10
2019_2,1000155,11,,1,,,1,,,,,,,,1,1,,,,,5
2019_2,1000520,12,1,,,,1,,,,,,,1,,,,,,,3
2019_2,1000255,7,,,,,,,1,,,,,,,1,,,,,
2019_2,1000828,8,,,,1,2,,,,,,,,,1,,,,,
2019_2,1000804,13,,,,,2,,,,,,,1,,1,,,,,
2019_2,1000648,5,,,,,,,,,,,,,,1,,,,,1
2019_2,1000515,11,1,,,,2,,,,,,,,,,,,,,2
2019_2,1000565,10,,,,,,,,,,,,,,,,,,,4
2019_2,1000742,11,,,,,,,,,,,,,,1,,,,,
2019_2,1000774,12,,,,,,,,,,,,1,,4,,,,,2
2019_2,1000880,4,,,,,,,,,,,,,,1,,,,,
2019_2,1001114,33,,,,,3,,,,,,,,,4,,,,,2
2019_2,1001010,10,1,,,1,3,,,,,,,,,,,,,,
2019_2,1000977,15,1,1,,,1,,,,,,,,,,,,,,7
2019_2,1001295,38,1,2,,,5,,,,,,,1,,4,,,,,1
2019_2,1000498,17,,,,,3,,,,,,,,,1,,,,,1
2019_2,1000479,16,1,,,,,,1,,,,,,,,,,,,6
2019_2,1000400,2,,,,,,,,,,,,,,,,,,,
2019_2,1000023,4,1,,,,1,,,,,,,,,,,,,,
2019_2,1000314,11,1,1,,,1,,,,,,,,,,,,,,2
2019_2,1000230,16,,,,1,2,,,,,,,,,1,,,,,4
2019_2,1000383,11,,,,,2,,,,,,,,,2,,,,,
2019_2,1001479,6,1,,,,,1,1,,,,,,,2,,,,,
2019_2,1000042,14,,1,,,2,,,,,,,,,1,,,,,1
2019_2,1001150,67,1,4,,,3,,,,,,,,2,6,,,,1,12
2019_2,1000728,23,,1,,,1,,,,,,,,,6,,,,,3
2019_2,1000719,17,,1,,1,2,,,,,,,,,2,,,,,2
2019_2,1001110,54,1,10,,1,6,,,,,,,1,1,1,,,,,5
2019_2,1000766,26,,1,,,3,,,,,,,,,7,,,,,2
2019_2,1001224,13,1,1,,1,1,,,,,,,,,1,,,,,3
2019_2,1000666,8,,,,,3,,,,,,,,,,,,,,1
2019_2,1001306,8,,,,,1,,,,,,,1,,,,,,,
2019_2,1000833,11,,,,,3,1,1,,,,,,,,,,,,1
2019_2,1000587,4,,,,,,1,,,,,,,,,,,,,
2019_2,1000904,26,,2,,,1,1,,,,,,,,9,,,,,4
2019_2,1000421,11,,,1,1,1,,,,,,,,,,,,,,2
2019_2,1001221,68,,3,,2,9,,,,,,,,,3,,,,,12
2019_2,1001466,12,,,,1,4,,,,,,,,,,,,,,2
2019_2,1001274,23,,2,,,3,,,,,,,1,,5,,,,,1
2019_2,1001147,7,,2,,,,,,,,,,,,,,,,,1
2019_2,1000689,13,,1,,,2,1,,,,,,,,,,,,,2
