기준_년_분기_코드,상권_코드,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
2019_2,1000087,11,2,1,,,1,,,,,,,,,1,,,,,1
2019_2,1000712,12,,1,,,2,,,,,,,,,1,,,,,2
2019_2,1001018,29,2,7,,,1,,,,,,,,,5,,,,,2
2019_2,1001133,46,2,3,,,3,,,,,,,,4,2,,,,,1
2019_2,1000592,20,,1,,1,3,,,,,,,,,,,,,,2
2019_2,1001080,10,,1,,,2,,,,,,,,,1,,,,,
2019_2,1001182,255,3,9,,,16,1,,,,,,,13,70,,,,4,34
2019_2,1001236,21,2,2,,,1,,,,1,,,,2,3,,,,,3
2019_2,1000477,7,2,,,,1,,,,,,,,,,,,,,1
2019_2,1000733,21,1,1,,,2,1,,,,,,,,2,,,,,1
2019_2,1001015,54,3,4,,1,7,,,,,,,,,2,,,,,11
2019_2,1000150,19,2,,,,3,1,,,,,,,,,,,,,5
2019_2,1000824,6,1,,,,,,,,,,,,,,,,,,1
2019_2,1000998,5,2,,,,1,,,,,,,,,,,,,,1
2019_2,1000853,9,1,,,,,,,1,1,,,,,1,,,,,2
2019_2,1000837,13,1,1,,,1,,,,,,,,,1,,,,,2
2019_2,1000481,17,2,,,,,1,,,,,,,,1,,,,,3
2019_2,1000136,17,1,,,,1,,,,,,,,,1,,,,,4
2019_2,1001227,100,7,11,,,9,,,,,,,,2,7,,,,,5
2019_2,1000489,3,,,,,,,,,,,,,,,,,,,
2019_2,1000431,5,,,,,,,,,,,,,,,,,,,
2019_2,1000886,3,,,,,1,,,,,,,,,,,,,,
2019_2,1001346,1,,,,,,,,,,,,,,,,,,,
2019_2,1001477,4,,,,,2,,,,,,,,,,,,,,
2019_2,1000844,3,1,,,,,,,,,,,,,,,,,,
2019_2,1001358,1,,,,,,,,,,,,1,,,,,,,
2019_2,1000736,2,,,,,1,,,,,,,,,,,,,,
2019_2,1000336,10,,1,,,2,,,,,,,,,1,,,,,1
2019_2,1000502,9,,,,,1,1,1,,,,,,,,,,,,2
2019_2,1001475,4,,1,,,,,,,,,,,,1,,,,,2
2019_2,1000685,3,,,,,,,,,,,,,,,,,,,3
2019_2,1000846,8,,,,,1,,,,,,,1,,4,,,,,
2019_2,1000856,15,,,,,2,,,,,,,,,1,,,,,2
2019_2,1000562,6,,,,,,,,,,,,,,,,,,,2
2019_2,1000514,2,,,,,,,,,,,,,,,,,,,1
2019_2,1000342,16,,,,,,,,,,,,,,4,,,,,6
2019_2,1000293,4,,,,,1,,,,,,,,,,,,,,3
2019_2,1000074,5,,,,,1,,,,,,,,,3,,,,,
2019_2,1001385,20,,1,,,4,,,,,,,,,,,,,1,2
2019_2,1000393,10,,,,,2,,,,,,,,,,,,,,4
2019_2,1000529,5,,,,,,,,,,,,,,1,,,,,2
2019_2,1000240,5,,,,,1,,,,,,,1,,,,,,,1
2019_2,1000178,7,,,,,1,,,,,,,,,,,,,,2
2019_2,1000036,6,1,,,,,,,,,,,,,1,,,,,
2019_2,1001433,1,,,,,,,,,,,,,,,,,,,
2019_2,1000691,24,,1,,,2,,,,,,,,,2,,,,1,2
2019_2,1000600,34,,,,,1,,,,,,,,,,,,,,4
2019_2,1000943,7,1,,,,,,,,,,,,,3,,,,,
2019_2,1000948,11,,1,,,1,,,,,,,,,1,,,,,1
2019_2,1000368,5,,,,,,1,,,1,,,,,1,,,,,2
2019_2,1001355,8,,,,,2,1,,,,,,1,,2,,,,,
2019_2,1000076,5,,,,,,,,,,,,,,3,,,,,1
2019_2,1000906,4,,,,,,,,,,,,,,3,,,,,
2019_2,1000875,9,,,,,,,,,,,,,,4,,,,,
2019_2,1000997,20,,,,,6,,,,,,,,,1,,,,,1
2019_2,1000911,7,,,,,,,,,,,,,1,4,,,,,
2019_2,1000029,4,,,,,,,,,,,,,,2,,,,,
2019_2,1000631,8,,,,,2,,,,,,,,,,,,,,
2019_2,1001458,22,2,1,,,4,1,,,,,,1,,,,,,,2
2019_2,1001396,4,,,,,,,,,,,,,,,,,,,
2019_2,1000105,7,,,,,1,,,,,,,,,1,,,,,
2019_2,1000196,14,1,,,1,3,,,,,,,,,,,,,,1
2019_2,1000309,19,,,,,,1,,,,,,,,4,,,,,4
2019_2,1001202,56,1,4,,,1,,,,,,1,,9,,,,,,7
2019_2,1000125,11,1,1,,,1,,,,,,,,,,,,,1,
2019_2,1001404,5,,,,,1,,,,,,,,,,,,,,1
2019_2,1000676,12,,1,,,2,,,,,,,,,,,,,,3
2019_2,1000330,10,,,,,1,,,,,,,,,,,,,,2
2019_2,1000545,20,,1,,,4,,,,,,,,,,,,,,2
2019_2,1000799,8,2,,,,2,,,,,,,,,,,,,,2
2019_2,1000242,8,,,,,1,,,,,,,,,,,,,,
2019_2,1000004,12,,,,,3,,,,,,,1,,1,,,,,5
2019_2,1000429,6,,,,,2,1,,,,,,,,,,,,,
2019_2,1001483,12,,1,,,1,,,,,,,,,1,,,,,1
2019_2,1001146,7,1,1,,,,,,,,,,,,,,,,,2
2019_2,1000104,17,1,3,,,1,,,,,,,1,,,,,,,1
2019_2,1000223,14,1,1,,,1,1,,,,,,,,1,,,,,3
2019_2,1000695,8,,1,,,3,,,,,,,,,1,,,,,2
2019_2,1000311,8,,1,,,,,,,,,,,,,,,,1,1
2019_2,1000810,13,,,,,,1,,,,,,,,2,,,,,6
2019_2,1000202,6,,,,,,,,,,,,,,,,,,,1
2019_2,1000769,13,,,,,1,,,,,,,1,,,,,,,5
2019_2,1000446,18,1,,,,2,,,,,,,,1,,,,,,3
2019_2,1001353,19,,1,,,4,,,,,,,2,,,,,,,1
2019_2,1001267,9,,,,,1,,,,,,,,,2,,,,,2
2019_2,1000325,2,,,,,,,,,,,,,,,,,,,1
2019_2,1001097,23,,2,,,3,,,,,,,,5,,,,,,1
2019_2,1001423,6,1,,,,1,,,,,,,,,,,,,,1
2019_2,1000445,17,,,,,,1,,,,,,,,10,,,,,2
2019_2,1000044,12,1,,,,,,,,,,,,,5,,,,,
2019_2,1001200,62,2,4,,,2,,,,,,,,,9,,,,,7
2019_2,1000102,13,1,,,,2,,,,,,,,,1,,,,,6
2019_2,1001187,16,,,,,1,,,,,,,,,11,,,,,2
2019_2,1000127,27,1,1,,,2,,,,,,,,,5,,,,,1
2019_2,1000838,20,,,,,1,,,,,,,,,15,,,,,1
2019_2,1001016,20,,1,,,1,,,,,,,1,,5,,,,,7
2019_2,1000983,25,,,,,3,,1,,,,,,,2,,,,,7
2019_2,1000726,9,1,,,,2,,,,,,,,,1,,,,,1
2019_2,1000303,7,,1,,,,,,,,,,,,,,,,,
2019_2,1000916,3,1,,,,,,,,,,,,,,,,,,
2019_2,1000938,7,,,,,1,,,,,,,,,,,,,,
2019_2,1001086,41,2,5,,,5,,,,,,,,2,,,,,1,12
2019_2,1000850,7,,,,,1,,,,,,,1,,4,,,,,
2019_2,1001310,3,,,,,,,,,,,,1,,,,,,,
2019_2,1000732,14,,,,,3,,,,,,,,,3,,,,,1
2019_2,1000714,6,,,,,1,,,,,,,,,,,,,,2
2019_2,1001424,9,,,,,2,,,,,,,,,1,,,,,
2019_2,1000140,14,1,,,,1,,,,,,,,,,,,,,1
2019_2,1000841,2,,,,,,,,,,,,,,,,,,,
2019_2,1000780,8,,,,,,1,,,,,,,,,,,,,1
2019_2,1000819,8,,,,,1,,,,,,,,,1,,,,,2
2019_2,1000639,19,,,,,2,,,,,,,,,,,,,,
2019_2,1000541,10,,1,,,,,,,,,,,,,,,,,1
2019_2,1000550,11,,,,,1,,,,,,,,,,,,,,2
2019_2,1000570,5,,,,,,,,,,,,,,,,,,,2
2019_2,1001142,11,3,,,,,,,,,,,,,,,,,,1
2019_2,1000735,20,,,,,2,,,,,,,,,,,,,,9
2019_2,1000754,8,,,,,,,,,,,,,,,,,,,6
2019_2,1000965,24,1,,,,1,2,,,,,,1,1,1,,,,,2
2019_2,1001001,13,,,,,4,,,,,,,,,1,,,,,
2019_2,1000995,5,,,,,,,,,,,,,,1,,,,,1
2019_2,1000157,9,,,,,,,,,,,,,,1,,,,,
2019_2,1000057,12,,1,,,1,,,,,,,,,,,,,,2
2019_2,1000416,3,,,,,,,,,,,,,,,,,,,1
2019_2,1000213,9,1,,,,,,,,,,,,,,,,,,
2019_2,1000199,5,,,,,,1,,,,,,,,,,,,,1
2019_2,1000003,41,,1,,,,1,2,,,,,,1,8,,,,,4
2019_2,1000098,18,1,,,,2,,,,,,,,,2,,,,,1
2019_2,1000020,17,2,,,,1,,,,,,,,,2,,,,,2
2019_2,1000411,11,,1,,,1,,,,,,,,,,,,,,4
2019_2,1000060,6,,,,,,,,,,,,,,,,,,,2
2019_2,1000710,25,3,1,,,2,1,,,,,,,,3,,,,,2
2019_2,1001132,10,,2,,,,,,,,,,,,1,,,,,1
2019_2,1000438,22,1,,,,6,,,,,,,,,,,,,,1
2019_2,1000761,29,1,1,,,2,1,,,,,,,,3,,,,1,4
2019_2,1000380,27,,,,,,,,,,,,,,3,,,,,8
2019_2,1000133,22,3,1,,,1,,,,,,,,,1,,,,,4
2019_2,1001031,21,,1,,,,,,,,,,,,,,,,,9
2019_2,1000918,3,,,,,,,,,,,,,,,,,,,1
2019_2,1001125,19,,1,,,,,,,,,,,1,2,,,,,2
2019_2,1000040,22,2,,1,,5,,,,,,,,,2,,,,,
2019_2,1000704,12,1,,,,2,,,,,,,,,,,,,,4
2019_2,1001153,29,1,,,,3,,,,,,,,,2,,,,,5
2019_2,1001139,19,1,1,,,1,,,,,,,,,,,,,1,4
2019_2,1000513,14,1,,,,3,,,,,,,,,1,,,,,1
2019_2,1000117,7,,,,,1,,,,,,,,,,,,,,2
2019_2,1001184,38,1,1,,,,,,,,,,,,11,,,,,7
2019_2,1000756,13,,,,,2,,,,,,,,,,,,,,4
2019_2,1000362,8,2,,,,,,,,,,,,,,,,,,2
2019_2,1000643,12,1,,,,1,,,,,,,,,8,,,,,
2019_2,1000937,17,1,2,,,2,,,,,,,1,,2,,,,1,
2019_2,1001487,10,,,,,2,,,,,,,1,,,,,,,2
2019_2,1000976,8,,,,,1,,,,,,,,,,,,,,3
2019_2,1001263,73,,2,,,8,,,,,,,,,5,,,,2,8
2019_2,1000927,16,,1,,,1,,,,,,,,2,3,,,,,2
2019_2,1001075,36,1,1,,,3,,,,,,,,1,2,,,,,1
2019_2,1000632,30,,,,,2,,,,1,,,,,1,,,,1,4
2019_2,1000232,16,,,,,2,1,,,,,,,,,,,,,7
2019_2,1000706,3,,,,,1,,,,,,,,,,,,,,
2019_2,1001124,26,2,1,,,3,,,,,,,,,4,,,,,3
2019_2,1000077,25,1,1,,,4,,,,,,,,,3,,,,,3
2019_2,1001253,25,,2,,,3,,,,,,,,,,,,,1,4
2019_2,1000296,17,,,,1,3,,,,,,,,,1,,,,,4
2019_2,1000968,26,,1,,1,3,,,,,,,,,2,,,,,3
2019_2,1000572,12,,,,,1,1,,,,,,,,,,,,,5
2019_2,1001362,4,,,,,1,,,,,,,,,,,,,,2
2019_2,1001296,17,,,,,4,,,,,,,,,,,,,,1
2019_2,1001051,46,1,6,,,9,,,,,,,,,,,,,,10
2019_2,1000085,16,1,,,,2,1,,,,,,,1,1,,,,,3
2019_2,1001330,43,,,,,6,,,,,,,1,,,,,,1,4
2019_2,1000360,46,1,2,,,6,,,,,,,,,1,,,,1,5
2019_2,1000454,30,3,1,,,2,,,,,,,,,,,,,,3
2019_2,1000189,14,,1,,,2,,,,,,,,,2,,,,,1
2019_2,1000291,6,,1,,,,,,,,,,,,3,,,,,
2019_2,1001329,25,,1,,,3,,,,,,,2,,1,,,,,1
2019_2,1001084,49,,3,,,3,,,,,,,,,1,,,,1,4
2019_2,1000614,21,,1,,1,2,,,,,,,1,,4,,,,1,3
2019_2,1001052,36,,8,,,2,,,,,,,,,3,,,,,5
2019_2,1001284,10,,2,,,1,,,,,,,,,2,,,,1,
2019_2,1001215,45,1,7,,,2,1,1,,,,,,1,,,,,,12
2019_2,1001045,73,,2,,,12,,,,,,,,,2,,,,,3
2019_2,1000084,19,5,1,,,2,,,,,,,,,2,,,,,1
2019_2,1000069,9,1,,,,2,,,,,,,,,,,,,,1
2019_2,1000551,11,1,1,,1,2,,,,,,,,,,,,,,3
2019_2,1001173,87,3,2,,,10,,,,,,,1,1,8,,,,1,12
2019_2,1000973,13,2,,,,3,1,,,,,,,,,,,,,1
2019_2,1000790,9,2,,,,1,,,,,,,,,,,,,,
2019_2,1001021,30,2,6,,,,,,,,,,,,,,,,,14
2019_2,1000749,1,,,,,,,,,,,,,,,,,,,
2019_2,1000275,1,,,,,,,,,,,,,,,,,,,1
2019_2,1000994,1,,,,,,,,,,,,,,,,,,,1
2019_2,1000050,1,,,,,,,,,,,,,,,,,,,
2019_2,1001408,1,,,,,,,,,,,,,,,,,,,
2019_2,1000762,1,,,,,,,,,,,,,,,,,,,
2019_2,1001380,3,,,,,1,,,,,,,,,,,,,,1
2019_2,1000781,8,,,,,3,,,,,,,,1,,,,,,1
2019_2,1000326,3,1,,,,,,,,,,,,,,,,,,
2019_2,1001345,1,,,,,,,,,,,,,,,,,,,1
2019_2,1000215,8,,,,,1,,,,,,,,,1,,,,,2
2019_2,1000700,7,,,,,1,,,,,,,,,,,,,,1
2019_2,1000869,6,,,,,1,1,,,,,,,,,,,,,
2019_2,1000148,13,1,,,,2,,,,,,,,,,,,,,1
2019_2,1000483,7,,,,,,,,,,,,,,5,,,,,1
2019_2,1000969,3,,,,,,,,,,,,1,,,,,,,
2019_2,1001421,3,,,,,,,,,,,,1,,,,,,,
2019_2,1000317,1,,,,,,,,,,,,,,,,,,,
2019_2,1000517,8,,,,,1,1,,,,,,,,,,,,,
2019_2,1000770,4,,,,,,,,,,,,,,1,,,,,1
2019_2,1000231,19,,2,,,1,,,,,,,,,1,,,,,3
2019_2,1001451,7,,,,,1,,,,,,,1,,,,,,,1
2019_2,1001324,5,,1,,,1,,,,,,,,,,,,,,
2019_2,1000919,8,,1,,,1,1,,,,,,,,,,,,,
2019_2,1000625,12,1,,,1,1,,,,,,,,,1,,,,,1
2019_2,1000890,10,,1,,1,,1,,,,,,,,,,,,,2
2019_2,1000709,7,,,,,1,1,,,,,,1,,,,,,,3
2019_2,1000975,9,1,,,,1,,,,,,,,,,,,,,3
2019_2,1000547,9,,1,,,,,,,,,,,,,,,,,1
2019_2,1000716,10,,,,,,,,,,,,,,,,,,,6
2019_2,1000338,10,,1,,,1,,,,,,,1,,2,,,,,
2019_2,1000285,7,,,,,,1,,,,,,,,1,,,,,1
2019_2,1000896,16,,,,2,2,,,,,,,,,2,,,,,2
2019_2,1000366,9,,,,,2,,,,,,,,,,,,,,1
2019_2,1000289,10,,,,,1,,,,,,,,,1,,,,,5
2019_2,1000265,9,,,,1,,,,,,,,,,1,,,,,2
2019_2,1000035,5,,,,,1,,,,,,,,,,,,,,1
2019_2,1001264,16,,1,,,1,,,,,,,,2,5,,,,,2
2019_2,1000865,10,,,,,,,,,,,,,,6,,,,,
2019_2,1001013,9,,2,,,1,,,,,,,,1,,,,,,3
2019_2,1000626,9,,,,,,1,,,,,,,,1,,,,,1
2019_2,1000922,11,,,,,,,,,,,,,,5,,,,,2
2019_2,1000440,19,,,,,3,1,1,,,,,,,,,,,,4
2019_2,1000397,10,,,,,3,1,,,,,,,,1,,,,,2
2019_2,1000622,10,1,,,,,1,,,,,,,,,,,,,5
2019_2,1000405,14,,,,,1,,,,,,,,,3,,,,,3
2019_2,1000939,22,,,,,2,,,,,,,,,1,,,,,1
2019_2,1000540,14,1,,,,2,,,,,,,,,2,,,,,2
2019_2,1000530,6,,,,,1,,,,,,,,,1,,,,,2
2019_2,1000456,3,,,,,1,,,,,,,,,,,,,,
2019_2,1000920,12,2,,,1,2,,,,,,,,,,,,,,1
2019_2,1000610,16,,,,,1,1,,,,,,1,,,,,,,7
2019_2,1000064,11,,,,,3,,,,,,,,,,,,,,2
2019_2,1001454,2,,,,,1,,,,,,,,,1,,,,,
2019_2,1000220,19,,,,,2,,,,,,,,,8,,,,,2
2019_2,1000181,10,,,,,3,,,,,,,,,1,,,,,1
2019_2,1000343,4,,,,,2,,,,,,,,,,,,,,1
2019_2,1001333,5,,,,,1,,,,,,,,,,,,,,1
2019_2,1000652,14,,,,,2,,,,,,,,,,,,,,7
2019_2,1001323,13,,,,,2,,,,,,,,,,,,,,2
2019_2,1000145,13,1,,,,2,1,,1,,,,,,,,,,,
2019_2,1000885,14,,2,,,1,,,,,,,,,2,,,,,2
2019_2,1001161,12,1,2,,,1,,,,,,1,,,,,,,,2
2019_2,1001171,13,3,3,,,,,,,,,,,,,,,,1,3
2019_2,1000962,28,1,3,,,4,,,,,,,1,,1,,,,,1
2019_2,1000272,14,,2,,,3,,,,,,,,,,,,,,2
2019_2,1000162,16,,,,,3,1,,,,,,,,,,,,,1
2019_2,1000793,10,,,,,,,,,,,,,,,,,,,4
2019_2,1000559,13,,,,,2,,,,,,,,,1,,,,,4
2019_2,1000669,14,1,,,1,,,,,,,,,,2,,,,,4
2019_2,1000462,14,3,,,,4,,,,,,,,,,,,,,1
2019_2,1000465,2,,,,,,,,,,,,,,,,,,,1
2019_2,1000204,7,,,,1,1,,,,,,,,,,,,,,2
2019_2,1000345,4,,,,,,,,,,,,,,,,,,,2
2019_2,1001029,27,7,3,,,2,,,,1,,,,,,,,,1,3
2019_2,1000365,18,1,,,,1,,,,,,,,,,,,,,10
2019_2,1001313,14,,1,,,3,,,,,,,,,,,,,,2
2019_2,1001231,30,1,3,,1,2,,,,,,,,,6,,,,2,4
2019_2,1000665,7,1,,,,,,,,,,,,,,,,,,1
2019_2,1001374,11,,,1,1,2,,,,,,,,,,,,,,
2019_2,1001143,19,2,1,,,,,,,,,,,,1,,,,,2
2019_2,1001244,11,,1,,,5,,,,,,,,,3,,,,,2
2019_2,1000138,12,2,,,,,,,,,,,,,3,,,,,1
2019_2,1000813,23,,,,,,,,,,,,,,18,,,,,3
2019_2,1000005,8,,,,,,,,,,,,,1,1,,,,,3
2019_2,1000488,19,,,,,,,,,,,,,,12,,,,,4
2019_2,1000803,3,,,,,,,,,,,,,,,,,,,
2019_2,1000284,26,,,,1,2,,,,,,,,,1,,,,,5
2019_2,1000491,7,,1,,,,,,,,,,,,2,,,,,
2019_2,1000026,25,,1,,,,1,,,,,,,4,1,,,,,8
2019_2,1000914,28,,2,,,4,,,,,,,,1,4,,,,,2
2019_2,1000727,10,,,,,2,,,,,,,,,2,,,,,1
2019_2,1000493,15,3,,,,1,,,,,,,,,2,,,,,2
2019_2,1000792,8,,,,,1,,,,,,,,,1,,,,,2
2019_2,1000681,7,,,,,,,,,,,,,,,,,,,
2019_2,1000655,13,1,,,,,,,,,,,,,2,,,,,8
2019_2,1000584,12,,,,,2,,,,,,,,,,,,,,5
2019_2,1000725,6,,,,,,,,,,,,,,1,,,,,1
2019_2,1000991,11,,1,,,1,,,,,,,,,1,,,,,1
2019_2,1000394,12,1,1,,,,1,,,,,,1,,1,,,,,2
2019_2,1000180,8,,,,,4,,,,,,,,,,,,,,
2019_2,1000484,7,2,,,,,,,1,,,,,,2,,,,,2
2019_2,1000811,6,,,,,,,,1,,,,,,,,,,,2
2019_2,1000957,18,1,1,,,1,,,,,,,,,1,,,,,7
2019_2,1001336,43,,2,,,8,1,,,,,,,,1,,,,,4
2019_2,1001208,41,1,4,,,1,,,,,,,,,9,,,,,4
2019_2,1000292,14,,1,,,,,,,,,,,,6,,,,,2
2019_2,1001059,11,,2,,,1,,,,,,,,,,,,,,2
2019_2,1001460,13,1,1,,,2,,,,,,,,,2,,,,,1
2019_2,1000834,21,1,2,,,1,,,,,,,,,3,,,,,2
2019_2,1001157,23,,1,,,1,,,,,,,,,1,,,,,4
2019_2,1000893,12,3,,1,1,1,,,,,,,,,1,,,,,2
2019_2,1001197,22,,2,,2,1,1,1,,,,,,,4,,,,,4
2019_2,1000028,25,2,1,,,3,,,,,,,,,3,,,,,2
2019_2,1000011,17,,1,,,2,,,,,,,,,3,,,,,1
2019_2,1000430,12,1,,,,1,1,,,,,,,,,,,,,
2019_2,1000703,11,,,,,1,1,,,,,,,,2,,,,,3
2019_2,1000108,3,,,,,,,,,,,,,,,,,,,1
2019_2,1001297,12,,,,,4,,,,,,,2,,,,,,,1
2019_2,1000088,21,1,1,,,1,,1,,,,,1,,,,,,,4
2019_2,1000870,27,2,3,,,4,,,,,,,1,,2,,,,,3
2019_2,1000455,18,,,,,3,,,,,,,,,3,,,,,
2019_2,1000467,17,,3,,,1,,,,,,,,,2,,,,,6
2019_2,1000738,21,,,,,3,,,,,,,,,1,,,,1,3
2019_2,1001455,4,,,,,,,,,,,,,,,,,,,2
2019_2,1001032,25,,1,,1,4,,,,,,,,,3,,,,,1
2019_2,1000597,18,,,,,1,,,,,,,1,,,,,,,3
2019_2,1000573,12,,,,1,2,,,,,,,,,1,,,,,2
2019_2,1000580,26,,1,,,3,1,,,,,,,,,,,,1,3
2019_2,1001413,34,,2,,,5,,,,,,,,,2,,,,1,3
2019_2,1001409,15,,1,,,5,,,,,,,,,,,,,,1
2019_2,1001019,18,,,,,3,,,,,,,,,2,,,,,4
2019_2,1001105,61,4,3,,,3,,,,,,,,,31,,,,1,6
2019_2,1000073,31,1,,,,3,,,,,1,,,,15,,,,,4
2019_2,1001154,14,,,,,2,,,,,,,1,,2,,,,,1
2019_2,1001447,16,2,,,,3,,,,,,,,,6,,,,,1
2019_2,1001429,11,,,,,4,,,,,,,,,,,,,,2
2019_2,1001088,62,,12,,,4,,,,,,,,2,9,,,,,6
2019_2,1000258,21,3,,,,3,1,,,,,,,,1,,,,,5
2019_2,1000842,10,,,,,3,,,,,,,,,,,,,,3
2019_2,1001260,74,2,2,,,10,,,,,,,,,7,,,,,10
2019_2,1001251,66,1,2,,1,6,,,,,,1,,,2,,,,1,11
2019_2,1000288,25,,,,,4,,,,,,,,,2,,,,,6
2019_2,1000847,32,,3,,,3,,,,,1,,1,,1,,,,,4
2019_2,1001005,24,1,,,1,7,,,,,,,,,3,,,,,4
2019_2,1000544,11,,1,,,2,,,,,,,,,,,,,,1
2019_2,1001156,94,1,6,,4,9,,,,,,,,,11,,,,1,6
2019_2,1000444,12,1,1,,,2,,,,,,,,,1,,,,,1
2019_2,1001282,27,,2,,,4,,,,,,,,,3,,,,1,
2019_2,1001436,8,,1,,,2,,,,,,,2,,,,,,,
2019_2,1001078,207,1,5,,,16,,,,,,,1,1,7,,,,,28
2019_2,1001131,24,,4,,1,3,,,,,,,,,1,,,,,2
2019_2,1001057,71,,4,,1,6,,,,,,,,,12,,,,1,6
2019_2,1000402,26,1,2,,,3,1,,,,,,,,4,,,,,3
2019_2,1001196,58,2,12,,,5,,,,,,,,,1,,,,1,5
2019_2,1000608,14,1,1,,,3,,,,,,,,,1,,,,,5
2019_2,1001044,43,1,4,,,1,,,,,,,,,9,,,,1,9
2019_2,1001047,23,1,2,,2,1,,,,,,,,,8,,,,,5
2019_2,1000254,31,1,,,1,3,,,,,,,,,,,,,,2
2019_2,1000694,8,2,1,,,,,,1,,,,,,,,,,,2
2019_2,1000413,16,1,1,,2,2,,,,,,,,,2,,,,,3
2019_2,1000244,10,1,1,,,1,,,,,,,,,,,,,,1
2019_2,1000083,10,1,2,,,,,,,,,,,,,,,,,1
2019_2,1000970,5,1,,,,1,,,,,,,,,,,,,,1
2019_2,1001207,16,1,2,,,,,1,,,,,,1,3,,,,,
2019_2,1001493,165,3,13,2,2,12,,1,1,3,,,4,14,16,,,,4,21
2019_2,1001203,206,5,12,,,13,,,,,,,,21,11,,,,1,7
2019_2,1000203,6,,,,,1,,,,,,,,,,,,,,2
2019_2,1000524,4,,,,,,,,,,,,,,,,,,,2
2019_2,1000512,9,1,,,,,,,,,,,,,,,,,,1
2019_2,1000992,9,,1,,,,,,,,,,,,,,,,,4
2019_2,1000198,6,,,,,,,,,,,,,,1,,,,,1
2019_2,1000219,5,1,,,,1,,,,,,,,,,,,,,1
2019_2,1000206,4,,,,,,1,,,,,,,,1,,,,,
2019_2,1000185,9,,,,,2,1,,,,,,,,,,,,,
2019_2,1000589,10,1,1,,,1,,,,,,,,,2,,,,,2
2019_2,1000018,18,2,,,,1,,,,,,,,,2,,,,,1
2019_2,1001218,25,,,,,6,,,,,,,1,,1,,,,,4
2019_2,1000720,6,,,,1,1,,,,,,,,,,,,,,2
2019_2,1000534,16,,,,,1,1,,,,,,,,,,,,,2
2019_2,1000305,13,,,,,4,,,,,,,,,,,,,,
2019_2,1000375,18,,,,,1,1,,,,,,,,,,,,,8
2019_2,1000618,11,1,,,,,,,,,,,,,,,,,,5
2019_2,1001482,12,,,,,3,,,,,,,,,,,,,,2
2019_2,1001435,1,,,,,1,,,,,,,,,,,,,,
2019_2,1000179,1,,,,,1,,,,,,,,,,,,,,
2019_2,1000159,12,,,,,4,,,,,,,,,,,,,,
2019_2,1000294,10,,1,,1,1,1,,,,,,,,,,,,,1
2019_2,1000585,12,,,,1,3,,,,,,,,,,,,,,2
2019_2,1001399,6,,,,,2,,,,,,,,,,,,,,
2019_2,1001111,47,,1,,,5,,,,,,,,,4,,,,,2
2019_2,1001106,14,1,3,,,1,,,,,,,,,,,,,1,
2019_2,1001177,22,,2,,,3,,,,,,,,,,,,,,2
2019_2,1000249,9,,,,,,1,,,,,,,,1,,,,,2
2019_2,1001098,40,1,5,,,1,,,,,,,,1,9,,,,,6
2019_2,1000961,15,1,1,,,2,,,,,,,,,,,,,,
2019_2,1000955,13,1,,,,,,,,,,,,,,,,,,2
2019_2,1000392,14,2,,,,1,,,,,,,,,,,,,,7
2019_2,1001441,19,1,,,,2,,,,,,,,,10,,,,,3
2019_2,1000852,9,,1,,,1,,,,,,,,,2,,,,,3
2019_2,1000808,11,,,,,,,,,,,,,,,,,,,10
2019_2,1000315,8,,,,,2,,,,,,,,,1,,,,,2
2019_2,1000883,22,,1,,,3,,,,,,,,1,5,,,,,3
2019_2,1000653,24,1,1,,,3,,,,,,,,,,,,,,3
2019_2,1000175,5,,,,,1,,,,,,,,,,,,,,1
2019_2,1000135,6,,,,,,,,,,,,,,,,,,,2
2019_2,1000387,18,,,,,2,,,,,,,,,,,,,,4
2019_2,1000216,10,1,,,,1,,,,,,,,,,,,,,2
2019_2,1000599,42,,,,,2,,,,,,,,,1,,,,,2
2019_2,1000276,13,,,,,1,,,,,,,,,,,,,,3
2019_2,1001205,50,3,,,,1,,,,,,,,3,13,,,,1,8
2019_2,1000887,7,,,,,1,,,,,,,,,1,,,,,1
2019_2,1001285,5,1,,,,,,,,,,,,,2,,,,,1
2019_2,1000425,12,,,,,1,1,,,,,,,,1,,,,,2
2019_2,1000277,4,,,,,,,,,,,,,,2,,,,,1
2019_2,1000143,4,,,,,,,,,,,,,,4,,,,,
2019_2,1000744,28,5,,,,2,,,,,,,,,6,,,,,3
2019_2,1000384,11,1,,,,2,,,,,,,,,1,,,,,2
2019_2,1001300,4,,,,,1,,,,,,,,,,,,,,
2019_2,1000949,9,,,,,1,1,,,,,,,,1,,,,,1
2019_2,1000061,14,,,,,4,,,,,,,,,,,,,,3
2019_2,1000007,27,2,,,,,,,,,,,,6,4,,,,,4
2019_2,1000494,19,,1,,,,,,,,,,,3,8,,,,,3
2019_2,1000845,7,,,,,,,,,,,,,,2,,,,,
2019_2,1000629,7,,,,,1,,,,,,,,,1,,,,,
2019_2,1000324,16,,,,1,,,,,,,,,,5,,,,,
2019_2,1000224,9,1,,,,,,,,,,,,,,,,,,1
2019_2,1000151,5,,,,,1,,,,,,,,,,,,,,1
