기준_년_분기_코드,상권_코드,아파트_단지_수,아파트_면적_66_제곱미터_미만_세대_수,아파트_면적_66_제곱미터_세대_수,아파트_면적_99_제곱미터_세대_수,아파트_면적_132_제곱미터_세대_수,아파트_면적_165_제곱미터_세대_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,아파트_평균_면적,아파트_평균_시가
2019_2,1000785,54,687,124,2,,,279,460,74,,,,,51,123148717
2019_1,1000785,54,687,124,2,,,279,460,74,,,,,51,123148717
2019_2,1000784,34,492,140,2,,2,86,526,22,,2,,,56,141255672
2019_1,1000784,34,492,140,2,,2,86,526,22,,2,,,56,141255672
2019_2,1000783,7,216,275,564,,,32,2,194,763,64,,,88,320077353
2019_1,1000783,7,216,275,564,,,32,2,194,763,64,,,88,320077353
2019_2,1000782,9,248,948,297,,,6,34,338,1115,,,,78,246124621
2019_1,1000782,9,248,948,297,,,6,34,338,1115,,,,78,246124621
2019_2,1000781,7,63,113,3,2,,26,36,41,76,,2,,61,182204020
2019_1,1000781,7,63,113,3,2,,26,36,41,76,,2,,61,182204020
2019_2,1000780,47,446,410,114,6,,214,361,324,77,,,,62,167305200
2019_1,1000780,47,446,410,114,6,,214,361,324,77,,,,62,167305200
2019_2,1000779,21,190,96,63,10,,2,163,133,52,9,,,70,222202403
2019_1,1000779,21,190,96,63,10,,2,163,133,52,9,,,70,222202403
2019_2,1000778,5,47,,,30,26,,2,43,2,30,8,18,131,428861010
2019_1,1000778,5,47,,,30,26,,2,43,2,30,8,18,131,428861010
2019_2,1000777,5,44,26,,,,,38,20,12,,,,55,220638095
2019_1,1000777,5,44,26,,,,,38,20,12,,,,55,220638095
2019_2,1000776,16,162,100,,,,6,162,52,42,,,,54,192569742
2019_1,1000776,16,162,100,,,,6,162,52,42,,,,54,192569742
2019_2,1000775,3,8,52,,,,2,14,8,36,,,,69,222777778
2019_1,1000775,3,8,52,,,,2,14,8,36,,,,69,222777778
2019_2,1000774,15,377,1192,,2,,108,279,10,238,936,,,63,275426983
2019_1,1000774,15,377,1192,,2,,108,279,10,238,936,,,63,275426983
2019_2,1000773,36,306,488,2,,,41,380,45,330,,,,57,165243199
2019_1,1000773,36,306,488,2,,,41,380,45,330,,,,57,165243199
2019_2,1000772,35,606,233,,2,2,348,476,15,2,2,,,56,135950486
2019_1,1000772,35,606,233,,2,2,348,476,15,2,2,,,56,135950486
2019_2,1000771,20,378,152,2,,,44,206,260,22,,,,59,147717033
2019_1,1000771,20,378,152,2,,,44,206,260,22,,,,59,147717033
2019_2,1000770,20,546,70,2,,,100,502,16,,,,,56,127053022
2019_1,1000770,20,546,70,2,,,100,502,16,,,,,56,127053022
2019_2,1000769,24,306,199,54,,,60,221,80,152,27,19,,59,173397540
2019_1,1000769,24,306,199,54,,,60,221,80,152,27,19,,59,173397540
2019_2,1000768,20,393,21,,,,250,145,19,,,,,42,121303807
2019_1,1000768,20,393,21,,,,250,145,19,,,,,42,121303807
2019_2,1000767,24,261,76,,,,72,255,10,,,,,56,132133559
2019_1,1000767,24,261,76,,,,72,255,10,,,,,56,132133559
2019_2,1000766,12,166,18,2,,,86,98,2,,,,,48,115802100
2019_1,1000766,12,166,18,2,,,86,98,2,,,,,48,115802100
2019_2,1000765,1,30,,,,,,,30,,,,,38,243866667
2019_1,1000765,1,30,,,,,,,30,,,,,38,243866667
2019_2,1000764,2,22,14,,,,2,2,32,,,,,62,224150000
2019_1,1000764,2,22,14,,,,2,2,32,,,,,62,224150000
2019_2,1000762,17,250,36,,,,,138,124,22,2,,,55,227596190
2019_1,1000762,17,250,36,,,,,138,124,22,2,,,55,227596190
2019_2,1000761,40,862,303,4,,,290,697,86,,39,57,,49,144897453
2019_1,1000761,40,862,303,4,,,290,697,86,,39,57,,49,144897453
2019_2,1000760,8,208,247,272,,,80,64,183,400,,,,61,187757298
2019_1,1000760,8,208,247,272,,,80,64,183,400,,,,61,187757298
2019_2,1000759,88,1211,477,41,16,3,433,959,314,37,4,1,,56,150271603
2019_1,1000759,88,1211,477,41,16,3,433,959,314,37,4,1,,56,150271603
2019_2,1000758,17,254,65,2,,,28,234,59,,,,,54,157628357
2019_1,1000758,17,254,65,2,,,28,234,59,,,,,54,157628357
2019_2,1000757,54,751,497,8,,,309,603,29,51,264,,,52,147495584
2019_1,1000757,54,751,497,8,,,309,603,29,51,264,,,52,147495584
2019_2,1000756,46,539,100,12,,,112,412,123,4,,,,51,141312526
2019_1,1000756,46,539,100,12,,,112,412,123,4,,,,51,141312526
2019_2,1000755,5,34,26,,,,14,22,24,,,,,53,163465000
2019_1,1000755,5,34,26,,,,14,22,24,,,,,53,163465000
2019_2,1000754,35,936,586,97,,,115,412,536,514,42,,,54,168274910
2019_1,1000754,35,936,586,97,,,115,412,536,514,42,,,54,168274910
2019_2,1000753,24,315,39,,2,,158,124,71,3,,,,43,140670002
2019_1,1000753,24,315,39,,2,,158,124,71,3,,,,43,140670002
2019_2,1000752,34,449,84,,,,64,368,101,,,,,49,151583613
2019_1,1000752,34,449,84,,,,64,368,101,,,,,49,151583613
2019_2,1000751,11,107,16,4,,,22,94,11,,,,,57,146314935
2019_1,1000751,11,107,16,4,,,22,94,11,,,,,57,146314935
2019_2,1000750,9,,1105,,,,,,,272,833,,,85,429397760
2019_1,1000750,9,,1105,,,,,,,272,833,,,85,429397760
2019_2,1000749,28,363,48,4,,,65,284,62,4,,,,46,155943597
2019_1,1000749,28,363,48,4,,,65,284,62,4,,,,46,155943597
2019_2,1000748,33,354,286,2,,,112,238,52,88,152,,,50,158012141
2019_1,1000748,33,354,286,2,,,112,238,52,88,152,,,50,158012141
2019_2,1000747,43,358,158,30,2,2,103,261,178,4,2,2,,55,166764580
2019_1,1000747,43,358,158,30,2,2,103,261,178,4,2,2,,55,166764580
2019_2,1000746,29,592,599,438,,,147,358,216,692,216,,,58,159129476
2019_1,1000746,29,592,599,438,,,147,358,216,692,216,,,58,159129476
2019_2,1000745,4,124,28,,,,58,56,38,,,,,45,148003095
2019_1,1000745,4,124,28,,,,58,56,38,,,,,45,148003095
2019_2,1000744,14,228,297,38,2,,4,151,371,37,,2,,69,220410241
2019_1,1000744,14,228,297,38,2,,4,151,371,37,,2,,69,220410241
2019_2,1000743,34,584,95,2,,,174,356,126,25,,,,41,142752280
2019_1,1000743,34,584,95,2,,,174,356,126,25,,,,41,142752280
2019_2,1000742,38,540,385,61,,,57,255,350,304,20,,,56,176207703
2019_1,1000742,38,540,385,61,,,57,255,350,304,20,,,56,176207703
2019_2,1000741,24,281,51,2,2,,90,185,57,2,,2,,48,144724994
2019_1,1000741,24,281,51,2,2,,90,185,57,2,,2,,48,144724994
2019_2,1000740,4,152,40,296,,,24,18,104,78,264,,,75,287802083
2019_1,1000740,4,152,40,296,,,24,18,104,78,264,,,75,287802083
2019_2,1000739,23,218,112,14,6,,56,164,116,12,2,,,53,154465006
2019_1,1000739,23,218,112,14,6,,56,164,116,12,2,,,53,154465006
2019_2,1000738,59,436,528,4,2,,254,529,185,2,,,,62,145119260
2019_1,1000738,59,436,528,4,2,,254,529,185,2,,,,62,145119260
2019_2,1000737,47,471,345,,,2,112,574,130,2,,,,60,157871632
2019_1,1000737,47,471,345,,,2,112,574,130,2,,,,60,157871632
2019_2,1000736,47,484,156,8,,,16,407,187,38,,,,54,184973262
2019_1,1000736,47,484,156,8,,,16,407,187,38,,,,54,184973262
2019_2,1000735,63,723,265,6,,,142,784,68,,,,,54,143538763
2019_1,1000735,63,723,265,6,,,142,784,68,,,,,54,143538763
2019_2,1000734,20,170,164,,4,2,66,258,10,6,,,,64,162375625
2019_1,1000734,20,170,164,,4,2,66,258,10,6,,,,64,162375625
2019_2,1000733,42,447,268,,,,149,470,96,,,,,57,154530278
2019_1,1000733,42,447,268,,,,149,470,96,,,,,57,154530278
2019_2,1000732,29,524,46,4,,,366,201,7,,,,,50,111380301
2019_1,1000732,29,524,46,4,,,366,201,7,,,,,50,111380301
2019_2,1000731,14,194,46,4,,,102,134,8,,,,,51,116020032
2019_1,1000731,14,194,46,4,,,102,134,8,,,,,51,116020032
2019_2,1000730,10,100,48,4,,,18,130,4,,,,,62,148575568
2019_1,1000730,10,100,48,4,,,18,130,4,,,,,62,148575568
2019_2,1000729,28,332,89,4,,,177,214,34,,,,,49,123756668
2019_1,1000729,28,332,89,4,,,177,214,34,,,,,49,123756668
2019_2,1000728,4,132,,,,,88,44,,,,,,24,118971230
2019_1,1000728,4,132,,,,,88,44,,,,,,24,118971230
2019_2,1000727,12,270,2,,,,168,101,3,,,,,30,128106116
2019_1,1000727,12,270,2,,,,168,101,3,,,,,30,128106116
2019_2,1000726,6,56,18,,,,14,58,2,,,,,53,120861111
2019_1,1000726,6,56,18,,,,14,58,2,,,,,53,120861111
2019_2,1000725,13,449,47,,,,40,393,63,,,,,48,128062792
2019_1,1000725,13,449,47,,,,40,393,63,,,,,48,128062792
2019_2,1000724,9,713,346,1,1,,35,24,658,344,,,,68,230965263
2019_1,1000724,9,713,346,1,1,,35,24,658,344,,,,68,230965263
2019_2,1000723,1,3,5,,,,3,5,,,,,,56,116375000
2019_1,1000723,1,3,5,,,,3,5,,,,,,56,116375000
2019_2,1000722,10,96,72,6,,2,19,91,60,,4,,2,57,181174728
2019_1,1000722,10,96,72,6,,2,19,91,60,,4,,2,57,181174728
2019_2,1000721,23,875,618,70,,,32,170,825,536,,,,57,189692474
2019_1,1000721,23,875,618,70,,,32,170,825,536,,,,57,189692474
2019_2,1000720,8,433,2,,,,36,75,324,,,,,41,142639557
2019_1,1000720,8,433,2,,,,36,75,324,,,,,41,142639557
2019_2,1000719,7,412,602,40,,,16,18,718,282,20,,,66,212151064
2019_1,1000719,7,412,602,40,,,16,18,718,282,20,,,66,212151064
2019_2,1000718,57,648,8,2,,,174,480,4,,,,,53,119704073
2019_1,1000718,57,648,8,2,,,174,480,4,,,,,53,119704073
2019_2,1000717,49,52,204,65,45,12,4,174,72,128,,,,111,178582739
2019_1,1000717,49,52,204,65,45,12,4,174,72,128,,,,111,178582739
2019_2,1000716,33,742,125,,,,139,584,144,,,,,48,137787923
2019_1,1000716,33,742,125,,,,139,584,144,,,,,48,137787923
2019_2,1000715,7,70,18,2,,,6,82,2,,,,,48,152150510
2019_1,1000715,7,70,18,2,,,6,82,2,,,,,48,152150510
2019_2,1000714,15,186,21,2,,,56,144,9,,,,,50,136723030
2019_1,1000714,15,186,21,2,,,56,144,9,,,,,50,136723030
2019_2,1000713,3,4,166,,,,,4,118,48,,,,80,261052154
2019_1,1000713,3,4,166,,,,,4,118,48,,,,80,261052154
2019_2,1000712,20,830,274,170,,,164,316,400,354,40,,,64,201194242
2019_1,1000712,20,830,274,170,,,164,316,400,354,40,,,64,201194242
2019_2,1000711,1,48,47,,,,,24,71,,,,,72,223789474
2019_1,1000711,1,48,47,,,,,24,71,,,,,72,223789474
2019_2,1000710,34,669,65,,2,,279,376,81,,,,,41,126141807
2019_1,1000710,34,669,65,,2,,279,376,81,,,,,41,126141807
2019_2,1000709,2,14,8,,,,6,16,,,,,,61,112333333
2019_1,1000709,2,14,8,,,,6,16,,,,,,61,112333333
2019_2,1000708,17,184,76,2,,,94,164,4,,,,,49,104470168
2019_1,1000708,17,184,76,2,,,94,164,4,,,,,49,104470168
2019_2,1000707,10,119,12,4,,,79,56,,,,,,57,103320278
2019_1,1000707,10,119,12,4,,,79,56,,,,,,57,103320278
2019_2,1000706,13,124,80,,,,49,153,2,,,,,52,123923424
2019_1,1000706,13,124,80,,,,49,153,2,,,,,52,123923424
2019_2,1000704,15,309,20,2,,,76,85,50,120,,,,48,115618831
2019_1,1000704,15,309,20,2,,,76,85,50,120,,,,48,115618831
2019_2,1000703,23,357,52,4,,,136,265,12,,,,,46,119836866
2019_1,1000703,23,357,52,4,,,136,265,12,,,,,46,119836866
2019_2,1000702,11,194,34,,,,130,94,4,,,,,41,107743204
2019_1,1000702,11,194,34,,,,130,94,4,,,,,41,107743204
2019_2,1000701,7,68,10,,,,26,52,,,,,,49,119796537
2019_1,1000701,7,68,10,,,,26,52,,,,,,49,119796537
2019_2,1000699,8,88,30,,,,25,93,,,,,,54,129213542
2019_1,1000699,8,88,30,,,,25,93,,,,,,54,129213542
2019_2,1000698,24,257,106,,,,129,234,,,,,,52,111603469
2019_1,1000698,24,257,106,,,,129,234,,,,,,52,111603469
2019_2,1000697,6,57,9,,,,8,57,1,,,,,54,134894444
2019_1,1000697,6,57,9,,,,8,57,1,,,,,54,134894444
2019_2,1000696,21,318,30,,,,102,243,3,,,,,51,121658560
2019_1,1000696,21,318,30,,,,102,243,3,,,,,51,121658560
2019_2,1000695,30,372,160,,,,120,367,45,,,,,53,121171065
2019_1,1000695,30,372,160,,,,120,367,45,,,,,53,121171065
2019_2,1000694,53,747,343,3,2,,627,169,299,,,,,45,87358285
2019_1,1000694,53,747,343,3,2,,627,169,299,,,,,45,87358285
2019_2,1000693,11,190,34,,,,114,108,2,,,,,49,107971248
2019_1,1000693,11,190,34,,,,114,108,2,,,,,49,107971248
2019_2,1000692,15,406,799,184,,,26,49,961,309,44,,,73,226431481
2019_1,1000692,15,406,799,184,,,26,49,961,309,44,,,73,226431481
2019_2,1000691,30,520,14,4,,,191,321,19,3,4,,,38,129088541
2019_1,1000691,30,520,14,4,,,191,321,19,3,4,,,38,129088541
2019_2,1000690,11,150,,2,,,68,78,6,,,,,43,121053030
2019_1,1000690,11,150,,2,,,68,78,6,,,,,43,121053030
2019_2,1000689,5,96,108,,,,8,18,58,120,,,,54,189857831
2019_1,1000689,5,96,108,,,,8,18,58,120,,,,54,189857831
2019_2,1000688,8,74,102,,4,,24,44,16,68,24,4,,55,190588889
2019_1,1000688,8,74,102,,4,,24,44,16,68,24,4,,55,190588889
2019_2,1000687,13,380,70,,,,264,148,38,,,,,41,131073277
2019_1,1000687,13,380,70,,,,264,148,38,,,,,41,131073277
2019_2,1000685,1,,18,,,,,18,,,,,,74,140333333
2019_1,1000685,1,,18,,,,,18,,,,,,74,140333333
2019_2,1000683,8,61,26,2,,,24,65,,,,,,52,135768849
2019_1,1000683,8,61,26,2,,,24,65,,,,,,52,135768849
2019_2,1000682,21,298,42,2,,,119,221,2,,,,,54,105921354
2019_1,1000682,21,298,42,2,,,119,221,2,,,,,54,105921354
2019_2,1000681,70,864,264,4,,,390,742,,,,,,55,108394961
2019_1,1000681,70,864,264,4,,,390,742,,,,,,55,108394961
2019_2,1000680,24,276,65,1,,,137,205,,,,,,57,100770895
2019_1,1000680,24,276,65,1,,,137,205,,,,,,57,100770895
2019_2,1000679,15,496,78,,,,26,474,74,,,,,53,152324488
2019_1,1000679,15,496,78,,,,26,474,74,,,,,53,152324488
2019_2,1000678,11,152,18,,,,28,142,,,,,,53,125736255
2019_1,1000678,11,152,18,,,,28,142,,,,,,53,125736255
2019_2,1000677,33,464,127,2,,,110,473,4,6,,,,57,123870501
2019_1,1000677,33,464,127,2,,,110,473,4,6,,,,57,123870501
2019_2,1000676,78,1031,667,24,,,180,1538,4,,,,,60,130446827
2019_1,1000676,78,1031,667,24,,,180,1538,4,,,,,60,130446827
2019_2,1000675,12,437,,,,,152,285,,,,,,38,104784650
2019_1,1000675,12,437,,,,,152,285,,,,,,38,104784650
2019_2,1000674,42,562,654,2,,,66,618,520,14,,,,52,143664439
2019_1,1000674,42,562,654,2,,,66,618,520,14,,,,52,143664439
2019_2,1000673,23,289,9,3,7,7,128,171,8,8,,,,81,161100523
2019_1,1000673,23,289,9,3,7,7,128,171,8,8,,,,81,161100523
2019_2,1000672,5,17,68,,,,17,28,40,,,,,67,150730952
2019_1,1000672,5,17,68,,,,17,28,40,,,,,67,150730952
2019_2,1000671,59,715,281,9,,2,273,727,7,,,,,56,116960004
2019_1,1000671,59,715,281,9,,2,273,727,7,,,,,56,116960004
2019_2,1000670,6,72,24,,,,40,56,,,,,,55,112895833
2019_1,1000670,6,72,24,,,,40,56,,,,,,55,112895833
2019_2,1000669,2,10,99,,,,7,20,82,,,,,53,154052876
2019_1,1000669,2,10,99,,,,7,20,82,,,,,53,154052876
2019_2,1000668,3,96,48,,,,96,48,,,,,,57,113833333
2019_1,1000668,3,96,48,,,,96,48,,,,,,57,113833333
2019_2,1000667,37,500,160,6,,,250,407,9,,,,,55,116640486
2019_1,1000667,37,500,160,6,,,250,407,9,,,,,55,116640486
2019_2,1000666,5,40,30,,,,14,38,18,,,,,59,133939394
2019_1,1000666,5,40,30,,,,14,38,18,,,,,59,133939394
2019_2,1000665,24,360,162,,,,132,338,52,,,,,59,123112534
2019_1,1000665,24,360,162,,,,132,338,52,,,,,59,123112534
2019_2,1000664,17,171,58,,,,82,147,,,,,,56,115179590
2019_1,1000664,17,171,58,,,,82,147,,,,,,56,115179590
2019_2,1000663,17,246,48,,,,90,204,,,,,,55,111998739
2019_1,1000663,17,246,48,,,,90,204,,,,,,55,111998739
2019_2,1000662,35,706,406,50,,,328,442,392,,,,,59,118091122
2019_1,1000662,35,706,406,50,,,328,442,392,,,,,59,118091122
2019_2,1000661,24,318,70,,6,,98,290,6,,,,,54,125415077
2019_1,1000661,24,318,70,,6,,98,290,6,,,,,54,125415077
2019_2,1000660,21,186,80,2,,,82,184,2,,,,,53,118676795
2019_1,1000660,21,186,80,2,,,82,184,2,,,,,53,118676795
2019_2,1000659,5,108,18,,,,64,60,2,,,,,35,101205275
2019_1,1000659,5,108,18,,,,64,60,2,,,,,35,101205275
2019_2,1000658,27,255,211,9,,,108,347,20,,,,,58,118017275
2019_1,1000658,27,255,211,9,,,108,347,20,,,,,58,118017275
2019_2,1000657,9,124,4,2,,,88,42,,,,,,51,92769136
2019_1,1000657,9,124,4,2,,,88,42,,,,,,51,92769136
2019_2,1000656,17,176,118,,,,58,236,,,,,,61,129439065
2019_1,1000656,17,176,118,,,,58,236,,,,,,61,129439065
2019_2,1000655,22,452,319,2,4,3,110,480,187,3,,,,65,145959889
2019_1,1000655,22,452,319,2,4,3,110,480,187,3,,,,65,145959889
2019_2,1000654,9,122,,24,14,,18,128,14,,,,,56,152807853
2019_1,1000654,9,122,,24,14,,18,128,14,,,,,56,152807853
2019_2,1000653,3,216,272,,,,,232,256,,,,,71,207579010
2019_1,1000653,3,216,272,,,,,232,256,,,,,71,207579010
2019_2,1000652,10,240,104,148,,,48,224,220,,,,,65,138799660
2019_1,1000652,10,240,104,148,,,48,224,220,,,,,65,138799660
2019_2,1000651,8,59,2,3,9,1,,57,7,4,6,,,101,261915545
2019_1,1000651,8,59,2,3,9,1,,57,7,4,6,,,101,261915545
2019_2,1000650,19,244,130,,,,186,188,,,,,,57,101744987
2019_1,1000650,19,244,130,,,,186,188,,,,,,57,101744987
2019_2,1000649,3,6,10,,,,,12,4,,,,,66,172111111
2019_1,1000649,3,6,10,,,,,12,4,,,,,66,172111111
2019_2,1000648,12,878,1504,,,,8,246,1530,598,,,,75,235105673
2019_1,1000648,12,878,1504,,,,8,246,1530,598,,,,75,235105673
2019_2,1000647,28,429,71,,,,142,335,21,2,,,,56,129250295
2019_1,1000647,28,429,71,,,,142,335,21,2,,,,56,129250295
2019_2,1000646,19,129,212,,2,,75,268,,,,,,67,120765868
2019_1,1000646,19,129,212,,2,,75,268,,,,,,67,120765868
2019_2,1000645,64,938,343,14,,,710,582,3,,,,,55,104643424
2019_1,1000645,64,938,343,14,,,710,582,3,,,,,55,104643424
2019_2,1000644,2,56,82,,,,,62,76,,,,,71,203326923
2019_1,1000644,2,56,82,,,,,62,76,,,,,71,203326923
2019_2,1000643,12,136,242,,,,56,142,180,,,,,59,129720213
2019_1,1000643,12,136,242,,,,56,142,180,,,,,59,129720213
2019_2,1000642,62,644,,,,8,522,94,28,1,4,2,1,50,97445513
2019_1,1000642,62,644,,,,8,522,94,28,1,4,2,1,50,97445513
2019_2,1000641,72,830,37,6,3,,579,288,4,5,,,,51,99728272
2019_1,1000641,72,830,37,6,3,,579,288,4,5,,,,51,99728272
2019_2,1000640,153,1855,20,1,2,,1461,415,2,,,,,46,83336657
2019_1,1000640,153,1855,20,1,2,,1461,415,2,,,,,46,83336657
2019_2,1000639,4,329,472,,,,10,53,738,,,,,60,177052520
2019_1,1000639,4,329,472,,,,10,53,738,,,,,60,177052520
2019_2,1000638,15,185,447,1,,,8,248,249,128,,,,74,181537917
2019_1,1000638,15,185,447,1,,,8,248,249,128,,,,74,181537917
2019_2,1000637,3,34,2,,,,28,8,,,,,,44,87632937
2019_1,1000637,3,34,2,,,,28,8,,,,,,44,87632937
2019_2,1000636,11,98,28,,,,10,112,4,,,,,61,159254545
2019_1,1000636,11,98,28,,,,10,112,4,,,,,61,159254545
2019_2,1000635,9,128,4,,,,68,64,,,,,,49,104083333
2019_1,1000635,9,128,4,,,,68,64,,,,,,49,104083333
2019_2,1000634,17,388,227,,,,142,280,193,,,,,47,145465753
2019_1,1000634,17,388,227,,,,142,280,193,,,,,47,145465753
2019_2,1000633,14,153,3,2,2,,13,142,5,,,,,49,159197557
2019_1,1000633,14,153,3,2,2,,13,142,5,,,,,49,159197557
2019_2,1000632,460,5244,28,,,,4154,1118,,,,,,44,78667366
2019_1,1000632,460,5244,28,,,,4154,1118,,,,,,44,78667366
2019_2,1000631,64,628,70,,,,273,420,5,,,,,51,113801910
2019_1,1000631,64,628,70,,,,273,420,5,,,,,51,113801910
2019_2,1000630,11,113,222,2,,,28,82,227,,,,,53,145494012
2019_1,1000630,11,113,222,2,,,28,82,227,,,,,53,145494012
2019_2,1000629,22,252,68,2,,,66,239,17,,,,,52,129138521
2019_1,1000629,22,252,68,2,,,66,239,17,,,,,52,129138521
2019_2,1000628,11,108,65,12,6,2,70,83,32,8,,,,62,131316941
2019_1,1000628,11,108,65,12,6,2,70,83,32,8,,,,62,131316941
2019_2,1000627,19,288,169,2,,,171,170,94,24,,,,46,127032267
2019_1,1000627,19,288,169,2,,,171,170,94,24,,,,46,127032267
2019_2,1000626,2,60,,,,,28,32,,,,,,26,115425000
2019_1,1000626,2,60,,,,,28,32,,,,,,26,115425000
2019_2,1000625,10,330,128,,,,310,32,12,104,,,,54,152271282
2019_1,1000625,10,330,128,,,,310,32,12,104,,,,54,152271282
2019_2,1000624,19,850,506,154,,,105,345,1060,,,,,59,151167866
2019_1,1000624,19,850,506,154,,,105,345,1060,,,,,59,151167866
2019_2,1000623,60,823,123,2,,,535,413,,,,,,53,95324365
2019_1,1000623,60,823,123,2,,,535,413,,,,,,53,95324365
2019_2,1000622,23,276,88,,,,96,268,,,,,,58,109270833
2019_1,1000622,23,276,88,,,,96,268,,,,,,58,109270833
2019_2,1000621,36,482,38,6,,,203,317,6,,,,,54,109124791
2019_1,1000621,36,482,38,6,,,203,317,6,,,,,54,109124791
2019_2,1000620,7,342,552,72,,,,212,682,72,,,,74,221027747
2019_1,1000620,7,342,552,72,,,,212,682,72,,,,74,221027747
2019_2,1000619,25,248,94,,,,100,236,6,,,,,53,115843309
2019_1,1000619,25,248,94,,,,100,236,6,,,,,53,115843309
2019_2,1000618,11,87,50,,,,40,97,,,,,,59,121036075
2019_1,1000618,11,87,50,,,,40,97,,,,,,59,121036075
2019_2,1000617,65,858,263,6,,,534,593,,,,,,53,97052090
2019_1,1000617,65,858,263,6,,,534,593,,,,,,53,97052090
2019_2,1000616,45,626,120,26,,,210,558,4,,,,,55,118496687
2019_1,1000616,45,626,120,26,,,210,558,4,,,,,55,118496687
2019_2,1000615,31,417,98,,,,140,375,,,,,,53,119127077
2019_1,1000615,31,417,98,,,,140,375,,,,,,53,119127077
2019_2,1000614,25,658,750,10,100,,50,708,672,88,,,,64,139540183
2019_1,1000614,25,658,750,10,100,,50,708,672,88,,,,64,139540183
2019_2,1000613,15,664,780,608,68,,,14,954,1120,32,,,85,292699156
2019_1,1000613,15,664,780,608,68,,,14,954,1120,32,,,85,292699156
2019_2,1000612,39,516,357,,,,244,371,258,,,,,52,113850886
2019_1,1000612,39,516,357,,,,244,371,258,,,,,52,113850886
2019_2,1000611,76,933,309,22,,,329,925,10,,,,,57,116777126
2019_1,1000611,76,933,309,22,,,329,925,10,,,,,57,116777126
2019_2,1000610,140,1661,692,,,,662,1689,2,,,,,57,111944939
2019_1,1000610,140,1661,692,,,,662,1689,2,,,,,57,111944939
2019_2,1000609,99,1474,276,4,,,446,1308,,,,,,57,115929395
2019_1,1000609,99,1474,276,4,,,446,1308,,,,,,57,115929395
2019_2,1000608,20,477,701,22,,,78,258,850,14,,,,56,165442406
2019_1,1000608,20,477,701,22,,,78,258,850,14,,,,56,165442406
2019_2,1000607,29,346,590,58,,,170,280,48,460,36,,,62,159423924
2019_1,1000607,29,346,590,58,,,170,280,48,460,36,,,62,159423924
2019_2,1000606,66,1005,250,4,,,481,626,152,,,,,53,106320794
2019_1,1000606,66,1005,250,4,,,481,626,152,,,,,53,106320794
2019_2,1000605,65,911,168,8,,,415,663,7,2,,,,55,110475837
2019_1,1000605,65,911,168,8,,,415,663,7,2,,,,55,110475837
2019_2,1000604,50,667,397,28,,,333,491,76,192,,,,55,111421570
2019_1,1000604,50,667,397,28,,,333,491,76,192,,,,55,111421570
2019_2,1000603,61,802,331,16,,,350,647,32,120,,,,53,112154793
2019_1,1000603,61,802,331,16,,,350,647,32,120,,,,53,112154793
2019_2,1000602,34,268,265,6,2,,29,269,180,36,11,16,,62,194206678
2019_1,1000602,34,268,265,6,2,,29,269,180,36,11,16,,62,194206678
2019_2,1000601,141,1871,211,9,,,1166,921,4,,,,,50,100372351
2019_1,1000601,141,1871,211,9,,,1166,921,4,,,,,50,100372351
2019_2,1000600,41,659,95,8,,,449,257,56,,,,,46,98621986
2019_1,1000600,41,659,95,8,,,449,257,56,,,,,46,98621986
2019_2,1000599,33,960,,,,,452,508,,,,,,39,101933507
2019_1,1000599,33,960,,,,,452,508,,,,,,39,101933507
2019_2,1000598,83,854,1447,63,17,,281,977,1060,63,,,,60,146336243
2019_1,1000598,83,854,1447,63,17,,281,977,1060,63,,,,60,146336243
2019_2,1000597,15,184,774,,,,4,143,77,262,472,,,60,239764905
2019_1,1000597,15,184,774,,,,4,143,77,262,472,,,60,239764905
2019_2,1000596,26,696,2168,654,,,30,48,1175,1943,322,,,79,298378625
2019_1,1000596,26,696,2168,654,,,30,48,1175,1943,322,,,79,298378625
2019_2,1000595,23,281,160,4,,,37,390,18,,,,,60,142580222
2019_1,1000595,23,281,160,4,,,37,390,18,,,,,60,142580222
2019_2,1000594,10,348,848,,,,54,42,468,632,,,,62,200776442
2019_1,1000594,10,348,848,,,,54,42,468,632,,,,62,200776442
2019_2,1000593,20,276,670,,,,110,148,359,329,,,,55,169737509
2019_1,1000593,20,276,670,,,,110,148,359,329,,,,55,169737509
2019_2,1000592,32,577,591,6,,,125,247,756,46,,,,56,145077193
2019_1,1000592,32,577,591,6,,,125,247,756,46,,,,56,145077193
2019_2,1000591,45,885,1008,326,,,310,646,881,382,,,,58,143927635
2019_1,1000591,45,885,1008,326,,,310,646,881,382,,,,58,143927635
2019_2,1000590,2,35,2,,,,28,7,2,,,,,30,92371795
2019_1,1000590,2,35,2,,,,28,7,2,,,,,30,92371795
2019_2,1000589,27,347,140,6,2,,36,345,110,2,2,,,53,155982065
2019_1,1000589,27,347,140,6,2,,36,345,110,2,2,,,53,155982065
2019_2,1000588,33,512,192,16,,,193,515,12,,,,,52,119290032
2019_1,1000588,33,512,192,16,,,193,515,12,,,,,52,119290032
2019_2,1000587,66,975,217,36,,,302,753,161,12,,,,46,125145842
2019_1,1000587,66,975,217,36,,,302,753,161,12,,,,46,125145842
2019_2,1000586,35,447,358,83,,,13,264,445,166,,,,67,208806759
