기준_년_분기_코드,상권_코드,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,여가_지출_총금액,문화_지출_총금액,교육_지출_총금액,유흥_지출_총금액
2019_2,1000059,2880715,6,5053013605,1267467421,615955450,387350064,641911859,860410204,202606821,149920788,715874037,211516961
2019_2,1000058,4793459,8,7796297901,1848182989,956130540,629884155,917308632,1371778296,321692289,234374125,1186885483,330061392
2019_2,1000057,3447944,7,7701378212,1951048993,944478254,582280639,954136039,1273159401,301287670,239246251,1128437193,327303772
2019_2,1000056,2936641,6,8857179293,2245822335,1095308609,683915991,1107710991,1486131022,355087240,274670137,1226768055,381764913
2019_2,1000055,3609392,7,5338560269,1363335105,669516212,444506809,676095455,922476066,234568246,168210426,629481844,230370106
2019_2,1000054,3033694,7,4689418581,1155209293,577432998,372237742,568092552,810967187,192349378,144148137,670243748,198737546
2019_2,1000053,3024203,7,3565004222,883469915,440826152,288426652,429690190,610219188,147606521,112074139,501372853,151318612
2019_2,1000052,2786172,6,3520038924,887294758,438820615,288294751,427642344,598070240,145042719,112636548,469640017,152596932
2019_2,1000051,3293885,7,4536744670,1161508476,565700010,369419838,573053247,783262085,178832828,144546066,558413152,202008968
2019_2,1000050,2984947,7,2619535758,661025250,317124685,201374480,335399252,439904166,105375918,77467458,373680682,108183867
2019_2,1000049,3668499,7,9548893347,2527523301,1165741166,724243303,1236584018,1569658365,376621108,292321745,1249495472,406704869
2019_2,1000048,4042484,8,4311810210,1072557832,568648684,356936891,550535370,778995379,228611075,129496402,437085752,188942825
2019_2,1000047,2701906,6,3091333717,780224403,391535970,238507089,387381738,483243845,125727266,102845298,443377437,138490671
2019_2,1000046,3267426,7,3783800301,860917221,504511658,281103515,446952108,561576699,157655132,134328976,651148567,185606425
2019_2,1000045,4125748,8,3463387586,864239876,452290931,284344728,448317513,627462772,175851830,103615674,355312941,151951321
2019_2,1000044,4277446,8,4276039474,1068524920,563100769,351818185,552874089,773707167,224772961,127809494,425861615,187570274
2019_2,1000043,3798898,8,8214337604,2069795966,998005063,607192714,1023502365,1387158256,310288464,243822186,1223753506,350819084
2019_2,1000042,3112365,7,7030495001,1743121439,873122937,553428881,855565689,1201536265,291241259,215166228,996463033,300849270
2019_2,1000041,2600850,6,4828688692,1277864408,598777538,379126078,621734420,778067307,190662610,156225300,615639418,210591613
2019_2,1000040,3161203,7,459350217,122454535,56007767,36236366,61354228,75044114,19389887,14092717,55784264,18986339
2019_2,1000039,3226199,7,254112628,69806686,32248143,20147763,35713474,42840146,11808463,7820666,22790721,10936566
2019_2,1000038,2818696,6,8115251328,1988273972,1010601755,637101059,1010878244,1442121962,338366386,241290404,1094602615,352014931
2019_2,1000037,2679517,6,6037950925,1523148078,750517226,477235651,741357817,1012456338,245958359,189589102,836825591,260862763
2019_2,1000036,2774202,6,8210476843,2036195875,1024635755,652851965,1016041720,1430533247,349359166,249449852,1098467469,352941794
2019_2,1000035,2740123,6,10468252289,2615033447,1296033816,821637293,1319367220,1832050185,435062065,314620675,1385435822,449011766
2019_2,1000034,3404823,7,9438668366,2364136630,1159017804,717938888,1169829608,1612198838,371558296,284947136,1355365964,403675202
2019_2,1000033,2734862,6,4944327120,1280518404,610676417,399932137,618742104,799381024,214582552,154688427,659405292,206400763
2019_2,1000032,3175716,7,6651846997,1685780602,817396553,509811935,835270530,1115533129,274716386,200180816,933449410,279707636
2019_2,1000031,3382227,7,8597513693,2198096116,1044684143,622615762,1101036515,1449763530,330995629,250552924,1234411152,365357922
2019_2,1000030,2920469,6,6410878245,1722254341,785235760,501502987,833457859,1029261633,253447257,203674079,809358878,272685451
2019_2,1000029,3992089,8,7161487531,1788422321,881009222,561349638,891701689,1252477382,297941011,215526448,967902640,305157180
2019_2,1000028,3822646,8,6163346308,1636887482,761032458,501745306,794330293,1022456312,250841420,197079169,732004024,266969844
2019_2,1000027,4305461,8,4952192967,1233638675,598341244,365996450,620280844,839056168,190528837,145296064,753132273,205922412
2019_2,1000026,4633493,8,4669857011,1157680488,585760174,351142383,612279948,830139398,198465757,132363679,598121032,203904152
2019_2,1000025,3928861,8,6256333436,1683345617,741936773,441351873,820526482,1002028029,209174332,188767618,905109125,264093587
2019_2,1000024,2140030,5,6891394154,2097765973,813109637,492432953,1015747270,1006983689,231085011,223028025,724496814,286744782
2019_2,1000023,2375075,5,5810657073,1692545251,694165016,426433729,829188460,888353486,212676638,182180069,643123377,241991047
2019_2,1000022,2097276,5,5001005588,1495236786,597273662,360869618,730588654,745509646,178335551,159688193,524443943,209059535
2019_2,1000021,3681332,7,4824806719,1193371906,615388717,367060210,576618912,777280314,188327333,159033272,725913371,221812684
2019_2,1000020,2581851,6,6908756805,1887052205,834867901,524656526,930062835,1089729995,268104699,214719829,870869668,288693147
2019_2,1000019,2509017,6,8271557690,2138123119,1019048573,645310163,1066807263,1327833177,333313789,260943232,1124876369,355302005
2019_2,1000018,2684377,6,4375750127,1110644994,543328885,347131349,557932671,714530105,190896113,134995951,589943027,186347032
2019_2,1000017,2372067,5,1594359510,445951256,204054452,127566722,225989257,261070518,78989540,49599952,133032773,68105040
2019_2,1000016,3538345,7,3774386061,979256552,450942369,277015403,488979374,615961323,142492807,112623948,553161445,153952840
2019_2,1000015,2860466,6,4650949950,1336870535,565908371,361504071,632744455,695682768,164440990,158743067,531583792,203471901
2019_2,1000014,2811921,6,2513981748,746433208,301545522,192648303,352717211,367582161,85355312,85055112,273965673,108679246
2019_2,1000013,2814032,6,2388483645,657760943,301595277,196273557,331234396,386402013,115441056,74908368,224594666,100273369
2019_2,1000012,3402337,7,3992841090,1011995697,478467573,290007583,506364565,662893956,151279067,117381696,611000761,163450192
2019_2,1000011,2527850,6,6504166646,1657374850,808307352,502560259,825614937,1056807048,259321865,205405681,903521963,285252691
2019_2,1000010,3710817,7,3282363665,778333652,440137132,229293561,391253628,458258822,121263216,121395096,574770490,167658068
2019_2,1000009,3718718,7,1591639020,444573613,191013418,119944781,227051980,254181517,59931736,48681247,180255708,66005020
2019_2,1000008,3828450,8,1658779980,461717654,199518597,124574543,235570325,265154572,62994513,50517034,189926307,68806435
2019_2,1000007,3650015,7,1761379380,495869461,210309868,131828131,251855935,278888863,64404310,54021813,201091452,73109547
2019_2,1000006,3677904,7,2484588424,692773625,296861496,185308290,350384106,394079844,91430840,76039441,294947983,102762799
2019_2,1000005,3965705,8,2863576910,733652704,350946382,209906908,374243292,480427743,115376337,83391674,395848899,119782971
2019_2,1000004,2907701,6,4102218596,1023169195,539333274,288328162,507924644,551197835,148790131,152641340,688745225,202088790
2019_2,1000003,2880367,6,2991833296,813222511,380230170,245306507,410999564,488250170,145275268,94011512,287671325,126866269
2019_2,1000002,3201909,7,5855478404,1432775502,728243450,457549972,721258741,983069571,244814967,182320747,850845340,254600114
2019_2,1000001,3499206,7,2919926269,774815147,350292148,214344347,390753429,477586672,107931809,87392445,395603926,121206346
2019_1,1001010,2923445,6,12120296344,3292343150,1466629217,892634747,1607315609,1972205430,444384439,377360177,1550457530,516966045
2019_1,1001009,3191004,7,8976116500,2526811041,1073907318,659101424,1225903534,1395888645,327727539,283116450,1109489033,374171516
2019_1,1001008,2777404,6,6175425196,1846295541,733624837,464028324,882017929,906576672,219745655,205715662,662629513,254791063
2019_1,1001007,2653084,6,1609692543,452889712,190742939,108296299,224205264,256333051,52791935,47847994,208823957,67761392
2019_1,1001006,3193152,7,10437230074,2691268507,1267558670,747339442,1326410044,1722932932,403612797,304016442,1535009509,439081731
2019_1,1001005,3185505,7,10369642338,2641298836,1261673860,752324426,1307529751,1721080052,416050555,303321101,1536536962,429826795
2019_1,1001004,3311237,7,14716607079,3698280448,1809232206,1136822140,1820873664,2488778857,611681009,443933623,2089461377,617543755
2019_1,1001003,3308821,7,11061346167,3008862442,1349869180,844444468,1467042374,1775112740,442130239,347047739,1362705249,464131736
2019_1,1001002,3042980,7,12385543428,3190619649,1516873830,905893568,1584005439,2050843173,507978923,364320770,1749589089,515418987
2019_1,1001001,2641963,6,13184559810,3430338615,1619744305,988062580,1707338668,2173848550,559884826,396049917,1766365816,542926533
2019_1,1001000,2854291,6,9633724210,2339296846,1200566423,735817633,1165579989,1639906102,443355820,279878798,1434686317,394636282
2019_1,1000999,3214328,7,15291679008,4000864060,1876350937,1223149965,1958666824,2471835235,665926818,474353570,1993029367,627502232
2019_1,1000998,2612221,6,13441191060,3468983157,1634519873,988823799,1716161910,2231691241,524519564,405322571,1909071173,562097772
2019_1,1000997,2585123,6,7589354256,2113112189,925154428,571696332,1039970254,1202207285,303359353,238337632,878955019,316561764
2019_1,1000996,2944028,6,6510829966,1763783202,797401891,497676274,856722612,1047967596,261382751,204425035,807403594,274067011
2019_1,1000995,2894731,6,7490772472,2034070724,914727368,559715786,990433281,1212889774,291010651,234388772,937098602,316437514
2019_1,1000994,3064355,7,5548362683,1559946230,666974857,407096245,753160545,872234661,201460964,176082395,679119088,232287698
2019_1,1000993,3945596,8,7172329900,1684143426,889682559,537556275,850114614,1262623309,310253681,202561544,1132439866,302954626
2019_1,1000992,3447482,7,10877531699,2759661531,1322219930,780767336,1379941251,1838505085,420117294,315639358,1601119801,459560113
2019_1,1000991,2975718,6,12662514536,3187224872,1557122650,923528201,1596318755,2175140531,506593897,371000303,1808695249,536890078
2019_1,1000990,3070238,7,10802348209,2707437849,1336291020,793495703,1358970996,1852766945,447344295,315656995,1534114021,456270385
2019_1,1000989,2805519,6,12063332168,3176293289,1472287045,885555367,1576139404,1974052365,482154081,361804592,1631142215,503903810
2019_1,1000988,2956141,6,12904029822,3250272644,1589216801,956466536,1616371480,2156423075,555908573,376768278,1872476449,530125986
2019_1,1000987,2793657,6,8992675554,2207914700,1113493991,678432575,1108734702,1528848207,402626221,259351542,1324925061,368348555
2019_1,1000986,3173667,7,14480332073,3481879778,1787333093,1126365054,1726459292,2492752679,629339073,424492227,2209876292,601834585
2019_1,1000985,2964912,6,16791123933,4436718579,2017462776,1205277301,2196182365,2757462180,600704183,506845578,2358949959,711521012
2019_1,1000984,3623029,7,8636080173,2002357910,1084093801,655156824,1019087116,1535392690,397014732,244066910,1337230137,361680053
2019_1,1000983,3490558,7,9606744620,2530738468,1156135605,700909559,1241125056,1582079399,351855990,291471847,1346590440,405838256
2019_1,1000982,3084883,7,2933191829,774574143,352480828,201301583,385506034,489055632,97298999,84863111,419547049,128564450
2019_1,1000981,3473228,7,10526122568,2619141698,1280180536,759711876,1290674254,1781462730,414818543,304518598,1633800629,441813704
2019_1,1000980,3305519,7,9365327952,2433081840,1147527655,667247502,1202047617,1541940224,364523012,272119387,1334710955,402129760
2019_1,1000979,3035837,7,10924319992,2746802114,1329024017,798858127,1354101410,1861513969,419308376,322544179,1628243575,463924225
2019_1,1000978,2640026,6,11099649452,2860562310,1350745239,827753966,1414880929,1863536681,429877544,336700226,1547969067,467623490
2019_1,1000977,3337692,7,10756042645,2729622309,1311947306,773683739,1356663885,1790649751,435617189,311412672,1599180708,447265086
2019_1,1000976,4138352,8,7014592725,1918223031,830660952,482315777,944590416,1130372248,228345507,209689107,972863055,297532632
2019_1,1000975,2494064,6,1589131037,502833553,181735121,102885398,246339973,228101398,48246719,49639055,167330651,62019169
2019_1,1000974,4656704,8,4974821603,1266592642,604126248,341811414,623504237,829624816,170439215,140753826,775870608,222098597
2019_1,1000973,2515465,6,13812455268,3812998249,1662769228,1012697502,1876678029,2187700350,523397795,430044730,1734317359,571852026
2019_1,1000972,2584947,6,12631883158,3400741923,1530319570,923697870,1674642598,2055688447,473763188,389084862,1650900398,533044302
2019_1,1000971,2460256,6,11319059862,3357053091,1340456345,831379233,1626192452,1682324849,395531785,369517110,1248886063,467718934
2019_1,1000970,4958921,9,5912488503,1604638510,699905876,403184606,785313937,948959711,191722554,175542592,851168200,252052517
2019_1,1000969,3127660,7,6063189355,1618875266,723998984,427682797,799147217,987194069,210421658,182019911,856645994,257203459
2019_1,1000968,2947178,6,11939687987,2999067948,1448111621,863574054,1478682320,2004980132,466960559,349345454,1830493738,498472161
2019_1,1000967,3060410,7,8573806932,2046540198,1072168907,643799651,1034666050,1489558732,388485057,244398448,1297483898,356705991
2019_1,1000966,2719433,6,6083461684,1791541650,716921198,448002004,862018330,886986650,219915219,197886701,716276839,243913093
2019_1,1000965,4199038,8,10055757211,2484077365,1231551099,716913057,1251199690,1763848193,366058273,288170949,1508559027,445379558
2019_1,1000964,3839387,8,8120492271,1981531902,1001880328,591615320,997319738,1427730035,314431948,234553871,1217252596,354176533
2019_1,1000963,3138357,7,14152982430,3372489284,1750805205,1089827396,1660702645,2484968090,585263775,421688669,2185713040,601524326
2019_1,1000962,4893329,9,9668197057,2246934839,1193031147,711961338,1163999134,1760585943,375513953,268033158,1521965490,426172055
2019_1,1000961,4659474,8,8118011561,1887126303,1006384288,599947423,969980879,1462556128,329671314,226297427,1283123438,352924361
2019_1,1000960,3527979,7,9645918635,2341790338,1185319747,702455130,1159661767,1671913596,377351940,277804499,1513650462,415971156
2019_1,1000959,3946242,8,8301455441,2040226416,1018947399,602169117,1013890074,1436340911,318556894,239286115,1270422963,361615552
2019_1,1000958,3933768,8,8570559026,2086342585,1053343532,630645439,1038989938,1491462953,335342154,247477559,1315483299,371471567
2019_1,1000957,3726689,7,8847985238,2080146465,1088449839,659774481,1036913972,1556827407,371010993,252324944,1431411558,371125579
2019_1,1000956,3655377,7,11853230500,2880199018,1448682764,864411186,1437633382,2086075353,445193850,343533503,1833406836,514094608
2019_1,1000955,4079681,8,11526565558,2815118945,1401928842,808954813,1372546841,1961328156,434445269,331441202,1908444118,492357372
2019_1,1000954,4432724,8,20640818847,4961545716,2514453599,1532050334,2425234581,3652071464,743521024,622901972,3296421148,892619009
2019_1,1000953,3031221,7,13503440736,3182804615,1666774363,1011393895,1583236943,2373179261,562333319,390864070,2163782871,569071399
2019_1,1000952,3676873,7,13078601989,3176110851,1607333394,964524909,1574709709,2311774837,486419866,385395799,1996165293,576167331
2019_1,1000951,3172509,7,13614831766,3307487360,1674460568,1019729931,1612512138,2378298693,528086947,410273162,2098579657,585403310
2019_1,1000950,3180972,7,9859612112,2390070223,1211541697,731887158,1171063977,1729552928,371896251,294669640,1529722476,429207762
2019_1,1000949,3304351,7,9067785141,2190470630,1109373390,675944932,1069844300,1608671544,335815839,272939927,1410673448,394051131
2019_1,1000948,2879612,6,13860411050,3399366427,1686996400,1019484737,1664584003,2428298810,512197026,415804749,2137525147,596153751
2019_1,1000947,3065681,7,13696878103,3338358283,1672345463,1016443625,1623672764,2410027088,507284622,414532785,2123120844,591092629
2019_1,1000946,2869442,6,14059110160,3452061622,1702862636,1024584267,1672688811,2445763913,511904892,423062823,2225390175,600791021
2019_1,1000945,3765597,8,16201663613,3905590495,1974790185,1197340216,1904855921,2860033744,600213664,487479255,2576367568,694992565
2019_1,1000944,3030310,7,13406284450,3245890157,1633189925,992227049,1573368674,2346354963,493469282,404539419,2140652223,576592758
2019_1,1000943,4708429,8,13673396557,3244675839,1665327446,1015000889,1588979115,2434292623,499124575,409628820,2227790678,588576572
2019_1,1000942,2403250,5,8724842504,2484427467,1031816568,618617361,1237899620,1351336568,314548447,265839557,1066640994,353715922
2019_1,1000941,4167763,8,8525158080,2062616616,1045029875,608502100,1037397886,1498976778,319084340,240979020,1338457542,374113923
2019_1,1000940,2467115,6,7384746179,2031537190,885137765,530132840,1018695825,1181841847,279832586,221077497,933104210,303386419
2019_1,1000939,5625145,9,8788276314,1978902408,1081420536,657301517,993096972,1583729162,357132593,248975853,1515369786,372347487
2019_1,1000938,3241346,7,8781540783,2114213848,1114682444,721128635,995629558,1502817179,365039031,289087080,1288273514,390669494
2019_1,1000937,5093719,9,9185644702,2032981582,1133116215,694843137,1005195883,1630587456,384666777,262550213,1658857449,382845990
2019_1,1000936,3956501,8,4708027546,1090454889,595046685,386933367,526373292,831971658,207313820,144236888,721886634,203810313
2019_1,1000935,4263924,8,2612255426,585198550,329554420,205026875,287212344,452817488,118903206,77501501,445972745,110068297
2019_1,1000934,3586405,7,8839001084,2139623518,1091079378,664656478,1062365782,1537309022,356538356,257393476,1351069252,378965822
2019_1,1000933,3503476,7,9641993019,2248828475,1196733388,729054341,1116320381,1701378927,398473751,276948057,1559330059,414925640
2019_1,1000932,5329643,9,8913755378,2005262389,1102790715,628946853,979076418,1547508723,354542939,248432895,1667926345,379268101
2019_1,1000931,5522260,9,6264551707,1371143230,821530474,496621204,692726381,1132582913,340780989,176328920,970184530,262653066
2019_1,1000930,4974822,9,11439650731,2510040818,1440728901,905735424,1238490947,1994740568,519385745,335230835,2012996587,482300906
2019_1,1000929,5092078,9,6086578929,1392331820,766251954,477299162,700071374,1098336414,268528646,176583601,945895969,261279989
2019_1,1000928,3095951,7,3047452374,701532738,376646946,225427361,366596146,570260208,111814142,85423614,471975795,137775424
2019_1,1000927,4754694,8,5544731588,1267286716,686149781,430412538,618424355,985625090,229197328,163697517,927182359,236755904
2019_1,1000926,4375547,8,4774112036,1102104761,598022761,378649644,550585696,860957285,199767972,141339071,734302442,208382404
2019_1,1000925,5681961,9,10225160103,2294232674,1258580942,766653774,1142198746,1831629297,416766810,291228506,1792336888,431532466
2019_1,1000924,4679669,8,7626669892,1723438642,954591354,597411706,844958222,1349426707,333308539,224389813,1276532952,322611957
2019_1,1000923,4240384,8,10573001959,2400266781,1302676115,804638128,1132716460,1802008374,416531117,312494580,1952199582,449470822
2019_1,1000922,4590440,8,11759814916,2706309052,1441933544,830420089,1279967520,1989913674,425497095,340066808,2236680763,509026371
2019_1,1000921,5701183,9,9409730349,2131639379,1158566320,653110667,1050507002,1662350936,349123558,259632039,1733953067,410847381
2019_1,1000920,5736002,9,10359068222,2373403343,1262745586,713000096,1133422348,1775699671,360408877,293224993,1995850985,451312323
2019_1,1000919,6420474,9,9194537547,2034121038,1122097549,620438186,990622649,1581649299,339374690,250643383,1864640887,390949866
2019_1,1000918,5002974,9,5680215910,1293294326,703306118,438659435,636378714,1015803014,234155121,166266273,949073869,243279040
2019_1,1000917,5233979,9,10645489049,2412775981,1302896340,772901630,1178745957,1882005279,415889623,305523330,1926574340,448176569
2019_1,1000916,4056155,8,7106673143,1596027359,872109441,530358573,772641549,1248778889,284320860,207005309,1296577495,298853668
2019_1,1000915,4870511,8,7301190589,1630617106,908883227,553757855,796423675,1288596687,311892390,212106474,1292414603,306498572
2019_1,1000914,4267535,8,9892418836,2281405284,1242932092,786192081,1106789006,1747152198,420373287,301611372,1578035332,427928184
2019_1,1000913,3890501,8,7747436447,1840670288,974109438,638217417,874981676,1362637936,323423366,244937217,1148796963,339662146
2019_1,1000912,5537930,9,8311666776,1828945878,1081597604,646899909,932219803,1513282383,428389712,233296203,1292845347,354189937
2019_1,1000911,5693619,9,5810420948,1274572666,745168853,452827968,653195933,1054896298,293168882,162213825,931074019,243302504
2019_1,1000910,5869361,9,5179621421,1138653410,668129998,405401096,583140928,937649520,267381570,145691566,816874676,216698657
2019_1,1000909,4087904,8,4068741274,950417973,512460653,325568600,473259766,735991661,168833985,122360066,599285198,180563372
2019_1,1000908,3699147,7,3861936674,886041996,482315718,313290764,428784931,681911423,162792699,116826387,622902816,167069940
2019_1,1000907,3879484,8,4199504833,965687200,528078235,342912523,464014587,739973612,183395024,127766527,666562771,181114354
2019_1,1000906,3486120,7,4044283859,970661850,504144672,325075632,463132144,702151471,165324933,125322229,612944112,175526816
2019_1,1000905,3459029,7,4274811078,1029909585,532668422,344563419,488464918,740775648,172998503,133220490,645830957,186379136
2019_1,1000904,5150046,9,12627232965,2858697996,1582722383,946846923,1418409342,2221501615,521126447,370360812,2159829285,547738162
2019_1,1000903,3418319,7,5295862292,1231636692,658605912,398623022,616043579,948002543,216305868,153407492,843985852,229251332
2019_1,1000902,4762359,8,9679416119,2281967365,1217680057,781149610,1122964141,1742234769,397131515,295996334,1409032565,431259763
2019_1,1000901,4373354,8,7128896662,1638169223,896016484,548596942,829588530,1289290950,311745904,205572714,1104989326,304926589
2019_1,1000900,3967582,8,8651138109,2066475390,1083258941,672606391,1017380975,1512756607,375229753,258373345,1296390064,368666643
2019_1,1000899,3444770,7,4169407503,985551548,521300378,333579031,475309165,725206146,176351142,126525448,646491784,179092861
2019_1,1000898,3765885,8,5722145244,1335817104,727597614,470902454,646721963,1008036781,255845470,177396631,850217205,249610022
2019_1,1000897,3032919,7,7321525326,1815131443,918686116,604210129,835695729,1256421278,285035726,245107373,1034877165,326360367
2019_1,1000896,3196226,7,9430459063,2294294720,1187471544,793181388,1064543135,1642593997,383360043,311105523,1334935873,418972840
2019_1,1000895,3240550,7,6263152067,1463273805,775411750,468576247,729302294,1117410691,253470512,182052476,1004878266,268776026
2019_1,1000894,3699217,7,6110136815,1465092364,770267166,516552618,677616686,1072265292,249557575,201162248,885800698,271822168
2019_1,1000893,5396856,9,10570606653,2411440022,1314588993,796777348,1230780389,1924417692,431492479,299658899,1702368400,459082431
2019_1,1000892,5190475,9,3209948894,719257419,397209642,229036551,372686515,595187473,121648968,87177112,545206410,142538804
2019_1,1000891,3249239,7,4897891607,1159698363,606836521,363218649,579792440,879091710,190064345,142433318,761448140,215308121
2019_1,1000890,3264240,7,6506530917,1599516663,803574454,490720401,774134550,1113601251,259383838,197365900,988820218,279413642
2019_1,1000889,3358191,7,7255734985,1772450650,906722862,558275491,868613686,1261666159,304362260,218830967,1051477461,313335449
2019_1,1000888,4232486,8,4346153202,984395512,556326099,349684773,494214303,762341532,201944409,131840792,675913910,189491872
2019_1,1000887,3928719,8,7784559736,1784452574,993933663,627649137,878915508,1345358660,349396599,242575682,1221437222,340840691
2019_1,1000886,3080345,7,8203911483,2038788386,1032964594,681957659,941506592,1417524417,323942365,274658022,1125456206,367113242
2019_1,1000885,5069806,9,10318178760,2360234528,1289655615,811898170,1199586325,1862055419,437655375,299153010,1611134109,446806209
2019_1,1000884,4209415,8,8665932968,2092499339,1049707886,632208199,1034585877,1498191039,316685996,252025055,1418781521,371248056
2019_1,1000883,5271288,9,6503975785,1475127669,802150700,506482264,753752063,1186726332,265669436,185692002,1048313839,280061480
2019_1,1000882,5256211,9,5214274341,1228502859,657612548,396813137,649461111,960617933,219686258,146536688,723173555,231870252
2019_1,1000881,4049448,8,8817633063,2078141096,1080426490,650495683,1026146185,1547353085,340129699,257819163,1460579911,376541751
2019_1,1000880,3758085,8,10294052537,2465091055,1264433951,760051833,1229024468,1803395867,397166195,300102412,1631799524,442987232
2019_1,1000879,3430421,7,8151725440,1992725647,1003817780,591522224,985446268,1404767408,321496565,238739507,1265121398,348088643
2019_1,1000878,3329826,7,11141515166,2645658844,1396808771,877875080,1264811711,1916035860,456143027,354892947,1742143393,487145533
2019_1,1000877,3498340,7,11321567614,2657578146,1428221228,898098945,1289381138,1971646245,494541830,353098315,1740850928,488150839
2019_1,1000876,3429859,7,7389293277,1766268630,917029800,565516638,863186027,1276123371,314029868,221614530,1154916744,310607669
2019_1,1000875,4885680,8,10828981523,2440776408,1357821501,847072765,1217271948,1938999228,485447345,318930250,1765572106,457089972
2019_1,1000874,3449477,7,12895060739,3085451380,1587796439,951980646,1531958013,2252550476,508025438,376146268,2047930863,553221216
2019_1,1000873,5868075,9,8554854717,1933124568,1062613768,645448230,996778018,1563344270,353115967,240993998,1390110506,369325392
2019_1,1000872,4006087,8,10394425545,2485078328,1276687931,763482262,1233189702,1811112408,405817028,302069056,1671205101,445783729
2019_1,1000871,4598635,8,10248085425,2343850223,1281533705,762167909,1182924934,1814048471,456955819,289591724,1687713024,429299616
2019_1,1000870,4009170,8,9235129596,2136596108,1138438701,679185542,1064330038,1622756524,383849129,263452214,1558406197,388115143
2019_1,1000869,3618412,7,9471434045,2240117839,1155453363,689966184,1102737170,1643742406,366685559,273738839,1596983743,402008942
2019_1,1000868,2897403,6,8067308571,1998801488,1024581789,656300297,930005286,1344725865,327548416,274643129,1146566235,364136066
2019_1,1000867,5231699,9,5008360250,1111916611,631437775,372954236,578066521,909750979,232442234,137684792,824108354,209998748
2019_1,1000866,5447337,9,6381291044,1416140348,812545729,479431387,739383710,1159866953,308991414,174906176,1022922953,267102374
2019_1,1000865,5506891,9,6549977158,1452646292,822663800,512404735,747888378,1180162170,292680171,185775057,1076531078,279225477
2019_1,1000864,5666702,9,8134110014,1802756242,1026754137,604134884,931647493,1469575271,375610151,222712474,1359442855,341476507
2019_1,1000863,4260428,8,9607446816,2240094892,1181863506,701246758,1115594719,1683373073,386493362,273488102,1617680941,407611463
2019_1,1000862,4476433,8,7594751373,1775669404,941133674,567518180,887359813,1348649133,312428402,220346950,1218151995,323493822
2019_1,1000861,4789562,8,5206108232,1183438246,664401818,396165798,608948241,944920835,242712441,145067444,796826035,223627374
2019_1,1000860,3821636,8,7279297605,1690494360,905613674,576844660,838368603,1285319744,322593948,213734164,1142210307,304118145
2019_1,1000859,3502346,7,4394869728,1017486130,547208996,338721990,507987630,783730236,189847554,128233722,696208015,185445455
2019_1,1000858,3931738,8,6256456770,1552124426,768288206,458469299,756641895,1069299353,235493991,189079252,956438073,270622275
2019_1,1000857,3284125,7,9345709828,2212945548,1160336013,711628616,1086160973,1629035174,394801869,277653774,1478386247,394761614
2019_1,1000856,3439859,7,7920352861,1807079239,989139456,597572479,904725717,1419547418,344245418,228142192,1295766234,334134708
2019_1,1000855,5196870,9,6334377247,1416536048,799918427,477673976,736770696,1153714297,293526569,175132943,1013940104,267164187
2019_1,1000854,4761526,8,9590266689,2265487686,1177960915,709835757,1143130534,1700109809,370909330,275033782,1533989609,413809267
2019_1,1000853,4158063,8,11423538160,2681175439,1389583945,838313312,1322782402,1994707151,433445648,328865603,1946612288,488052372
2019_1,1000852,3813985,8,6930404935,1681261274,858665202,552797068,819571753,1184614186,302163254,210169369,1032008062,289154767
2019_1,1000851,3400860,7,8597027035,1947007364,1074639371,649700456,982310912,1547293349,377833058,245263500,1410902592,362076433
2019_1,1000850,5233009,9,5030757740,1138994233,634561914,391369842,587394128,919992064,221117667,142735120,777029834,217562938
2019_1,1000849,5285981,9,6437682010,1432015712,823016044,522662697,731559089,1162852624,319892346,182517390,992973251,270192857
2019_1,1000848,4897081,9,6352002701,1450494869,807009426,485825596,746438058,1149823470,290078287,178155703,970832870,273344422
2019_1,1000847,6630464,9,8440173478,1846443924,1053559828,624611599,959397776,1552179317,374083191,231276619,1442712562,355908662
2019_1,1000846,3450352,7,5998992280,1380065340,753722433,454579650,691804028,1072226957,267667476,172922044,952305469,253698883
2019_1,1000845,3959253,8,6708120225,1559224472,837177589,524930095,775709545,1181762343,298902801,195685854,1054035240,280692286
2019_1,1000844,4056642,8,3415873012,779122517,427076040,272566202,390613962,609976668,158251970,98585938,537893807,141785908
2019_1,1000843,2702992,6,9301945827,2584115876,1141394390,726514780,1231959654,1472273297,342952358,313209666,1084409234,405116572
2019_1,1000842,2468538,6,5834616162,1633557461,700719867,438191270,812402748,907581472,230964335,180303072,692395063,238500874
2019_1,1000841,2445803,6,5135963332,1452588752,616411870,365580063,715697164,721644728,181407377,169614538,695019417,217999423
2019_1,1000840,2783384,6,6281743462,1718859443,764621050,456073335,848997847,944504713,228253670,203305209,846084562,271043633
2019_1,1000839,2389383,5,11953691545,2900513406,1565494125,863039077,1453350112,1621939524,453048996,445875571,2069498920,580931814
2019_1,1000838,2393849,5,10652595099,2698472719,1362282404,792117634,1319266001,1559445332,404760887,378266807,1641297430,496685885
2019_1,1000837,3116763,7,12401292270,3224220711,1572067404,1034343056,1468762176,1989896562,470516454,442766443,1625036006,573683458
2019_1,1000836,2781364,6,9118227933,2397035120,1166581259,733435747,1121754130,1373574850,342596945,333201753,1221384626,428663503
