기준_년_분기_코드,상권_코드,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,여가_지출_총금액,문화_지출_총금액,교육_지출_총금액,유흥_지출_총금액
2019_2,1000642,2500061,6,7610307759,2039834529,918749569,550287676,992303142,1231810176,285301441,233967750,1038167044,319886432
2019_2,1000641,2441705,6,9139642138,2515649386,1095306384,652247380,1230952433,1489190318,318921668,280735865,1167627423,389011281
2019_2,1000640,2638960,6,11121214562,3020802536,1322037722,769554868,1471067599,1803098969,385249468,336704665,1549765119,462933616
2019_2,1000639,3317520,7,6661932267,1800689629,802416006,470711413,892457486,1092490941,247058475,194688263,881031282,280388772
2019_2,1000638,2795730,6,9476371860,2475238281,1140142414,718910624,1214875117,1538843634,383089335,283308288,1338114252,383849915
2019_2,1000637,2931504,6,9002104544,2553425021,1060021712,611899380,1240262697,1402822209,307203476,275089432,1184565888,366814729
2019_2,1000636,3855077,8,4175329847,1117182617,495303190,282929366,535961030,666788816,143278619,124259838,635955917,173670454
2019_2,1000635,3100363,7,6798703300,1824710048,832674611,509807133,893121933,1094948967,280872005,207641250,872698104,282229249
2019_2,1000634,2887273,6,12533298587,3110454584,1527899935,1014660633,1531112768,2049693232,570932950,374034162,1856977926,497532397
2019_2,1000633,2608896,6,6487763144,1735655499,772249018,498828957,851961875,1028150267,257712039,196740562,886304556,260160371
2019_2,1000632,2448392,6,14578244271,4089880043,1723162691,1008045968,1993522379,2310718864,493153248,447081554,1908041866,604637658
2019_2,1000631,2244850,5,9504630504,2740061408,1128070259,679615644,1336230777,1473967329,329146148,297776331,1120979640,398782968
2019_2,1000630,2639350,6,7719993171,2258214147,915051512,551036621,1096904104,1161877079,277423502,243490161,901166819,314829226
2019_2,1000629,2516091,6,4992577782,1522829348,577746616,344747124,734257899,720250281,160772342,160884247,570042831,201047094
2019_2,1000628,2366422,5,5073230190,1552730830,590694712,357810528,754534464,738967554,167321254,163804154,541209184,206157510
2019_2,1000627,2541715,6,7780131962,2193816698,914208067,550288520,1073342901,1204796570,273265333,238213072,1018446671,313754130
2019_2,1000626,2226260,5,6119040173,1763445676,724056819,437028925,865020681,945038817,214189095,190623950,726284097,253352113
2019_2,1000625,3392290,7,8168258109,2010232995,1011385823,636542891,991058964,1380256412,366095700,237074953,1196360512,339249859
2019_2,1000624,2671773,6,6792651540,1986570322,787393817,458920481,972860676,1013798181,223722625,206254018,871277999,271853421
2019_2,1000623,2604402,6,7096638197,2067208026,819893653,477360902,1015890590,1057270056,234546658,217230589,924903711,282334012
2019_2,1000622,2596376,6,7587930351,2154700470,884944039,515826317,1061191935,1165572192,256975529,230106485,1012852734,305760650
2019_2,1000621,2646819,6,7565209472,2159503010,881812606,516089319,1066611042,1167753408,256000984,229212781,983675009,304551313
2019_2,1000620,2985230,7,5051945193,1421461403,602906345,345071844,692405945,788571215,179028303,151906833,661733399,208859906
2019_2,1000619,2660729,6,7942431601,2315378135,925562370,541574319,1139337479,1197435691,270165914,240430961,993663062,318883670
2019_2,1000618,2598479,6,6215419500,1792938022,722396359,423111721,882461201,943607368,210721395,187942070,802549957,249691407
2019_2,1000617,2577443,6,8214415389,2191780221,980329666,605082673,1102915612,1317885252,323886297,244112705,1119876814,328546149
2019_2,1000616,2513366,6,7388124049,1946799653,878130718,512500236,979860541,1232349790,248714986,216976348,1061222607,311569170
2019_2,1000615,3173641,7,8611358288,2290234784,1027136568,603926498,1141694651,1430529217,296098908,251261633,1202431167,368044862
2019_2,1000614,3453226,7,8334081986,2276124298,1000237808,575303469,1111486666,1334647194,301510612,243778618,1139524781,351468540
2019_2,1000613,3444608,7,9903260683,2664266072,1188017683,689862576,1313215415,1625971271,352107427,288985003,1359278724,421556512
2019_2,1000612,2655790,6,5223018036,1402648870,619385911,356384257,697994616,852546897,174681287,154028774,746508122,218839302
2019_2,1000611,2549834,6,12424695902,3251127405,1495982839,893117742,1650262679,2118802310,446068139,366759141,1674269847,528305800
2019_2,1000610,2419259,5,11992937441,3103266909,1446529876,862476162,1582239879,2066541793,429854826,352694931,1637080631,512252434
2019_2,1000609,2476214,6,10803783993,2801807650,1295157020,768459300,1428932612,1851471983,372081509,317310503,1505782507,462780909
2019_2,1000608,3419621,7,8164545127,2025801766,994462321,610450484,989847877,1349366793,342676046,238483871,1280071528,333384441
2019_2,1000607,3373570,7,6919163012,1634928192,851309806,539572955,824772241,1218449598,285097980,198345444,1068882109,297804687
2019_2,1000606,2452831,6,9615264428,2354174162,1167064653,723428808,1168539638,1651720767,377006652,285185404,1485836636,402307708
2019_2,1000605,3264282,7,14112498763,3479105686,1707593487,1035158716,1733147006,2448778367,522051234,418041808,2169376211,599246248
2019_2,1000604,2405984,5,13794017691,3488415878,1667208147,1009067997,1756859612,2364087684,510692161,409378598,2005396492,582911122
2019_2,1000603,2563121,6,11564674790,2982330366,1405416318,846620814,1501534627,1949719883,437322115,341280049,1607431717,493018901
2019_2,1000602,3131222,7,11731959526,3169882999,1394466922,840105111,1577673338,1910566507,416884715,355054554,1581784288,485541092
2019_2,1000601,2347522,5,13912346929,3350622562,1670529570,980120055,1666457385,2435641973,492618662,403815110,2324822037,587719575
2019_2,1000600,2446595,6,11718245664,2780736444,1419344762,876983563,1387785382,2061103798,445156343,342341985,1909297804,495495583
2019_2,1000599,2441235,6,13798051539,3255191884,1703133798,1092407583,1657145576,2422969345,620935583,400143805,2079823371,566300594
2019_2,1000598,3215380,7,10009591772,2366420671,1218450261,694211486,1176402047,1727960142,379640653,278584851,1741235271,426686390
2019_2,1000597,4087418,8,9076593994,2241194996,1100379367,627825055,1084140760,1499466930,347742551,257018914,1535309328,383516093
2019_2,1000596,4124523,8,9631515040,2398775044,1158841954,646289013,1152511300,1572483114,353055644,271366735,1670750879,407441357
2019_2,1000595,3648426,7,2829327829,705647560,347310868,206888156,350631963,479272597,110356263,81022133,424597364,123600925
2019_2,1000594,3235522,7,6977089835,1875344800,826495227,493474327,924490484,1115619141,257351002,207338271,992690864,284285719
2019_2,1000593,2910718,6,10903437914,2947729796,1298383482,781738269,1470735993,1763960962,399438717,326334671,1468287452,446828572
2019_2,1000592,2879581,6,10607234766,2836755177,1270315880,761057684,1415265747,1731085968,397657904,314957722,1444254058,435884626
2019_2,1000591,2726305,6,10684679490,2930491862,1276299692,754111940,1457021311,1695253724,398864391,318434795,1416709950,437491825
2019_2,1000590,3259015,7,3681943510,1002795928,444284167,265216525,489217771,607469376,124391471,114283969,475174126,159110177
2019_2,1000589,2891683,6,8115826430,2235107272,974684888,600429846,1102956410,1306446367,293420310,252744414,1008557848,341479075
2019_2,1000588,2453930,6,10438202941,2664268912,1252431819,749283673,1319991420,1757889438,375204676,312148842,1571619460,435364701
2019_2,1000587,2885053,6,9024106186,2129841922,1103574213,685165189,1066048616,1555541927,389003405,259135589,1469846000,365949325
2019_2,1000586,2875297,6,7899024506,1931271723,958751389,584023439,965697745,1356974957,311806217,230635653,1232380699,327482684
2019_2,1000585,3366384,7,7438509918,1909248898,900158111,531700929,959690055,1264933049,265429425,218474855,1067824973,321049623
2019_2,1000584,2484983,6,11291988433,2827687070,1363778304,805384080,1410753208,1927427541,412827839,331238400,1737496818,475395173
2019_2,1000583,3003176,7,5665406575,1555968177,678793383,409991480,754191161,918581332,189442459,178908607,737749897,241780079
2019_2,1000582,2417866,5,15943709862,3790418456,1921136398,1142706583,1889537464,2821719438,571591861,463347685,2666512919,676739058
2019_2,1000581,2479406,6,10307208086,2642399515,1246726156,750598859,1324035316,1745779780,401248608,306542198,1464087918,425789736
2019_2,1000580,2962586,6,6040481019,1654342145,726125309,451884547,794591791,970270615,209070629,195198168,781557303,257440512
2019_2,1000579,3594668,7,10290282967,2455350031,1255144934,754373491,1207885552,1739810361,431605522,292126392,1731025314,422961370
2019_2,1000578,4101954,8,11484455933,2756470493,1398066065,823964416,1359699180,1951928375,460480238,323711902,1928823940,481311324
2019_2,1000577,3449656,7,10985747962,2619035601,1341168408,808802082,1283363745,1858330384,464047415,313346223,1847361042,450293062
2019_2,1000576,3232535,7,7722342129,1897077926,939546790,563963928,924428302,1278202775,322108596,223831130,1260173608,313009074
2019_2,1000575,3432699,7,5644683860,1339393852,690735467,404313718,673107419,981934901,220240161,157500987,936046381,241410974
2019_2,1000574,4474698,8,4141531901,976590851,500377897,290355486,487370846,721178169,151419518,115509604,721025294,177704236
2019_2,1000573,2809920,6,8554340070,2165561821,1039079183,622705058,1078903969,1449673314,332840648,253285478,1256077716,356212883
2019_2,1000572,2363484,5,12038042566,2992415406,1450173366,865768576,1501743058,2078740467,441897180,353292271,1849697975,504314267
2019_2,1000571,2385588,5,12457216984,3055914838,1500000610,895843936,1537192065,2170809366,462158806,363368092,1951479932,520449339
2019_2,1000570,2403413,5,16363257072,3937026245,1976214862,1192504458,2003081100,2919253960,606313840,474940073,2563765625,690156909
2019_2,1000569,2493773,6,13370556128,3163575445,1633048590,1011832703,1620850112,2404517235,526661438,387355980,2056484723,566229902
2019_2,1000568,2657665,6,6520495548,1783328884,785307778,478347021,881474367,1048786717,243279022,200182499,826668658,273120602
2019_2,1000567,2610962,6,10011913142,2738401445,1196142168,716856843,1359506454,1600885775,365274788,302744886,1317571664,414529119
2019_2,1000566,2488332,6,13989206093,3382993047,1709076296,1061288222,1710700878,2447897958,579382287,407475687,2110467422,579924296
2019_2,1000565,2414055,5,12363267973,3140096408,1489318975,889688139,1572706591,2106518104,470014317,365242691,1818542682,511140066
2019_2,1000564,2475652,6,14322583389,3324168305,1778392719,1161751168,1688345075,2524454687,674267862,414717843,2172214285,584271445
2019_2,1000563,2545476,6,13667275567,3136153266,1708766982,1105078670,1603585372,2435565746,654347401,391693146,2071333348,560751636
2019_2,1000562,3038045,7,9737328551,2311071864,1185343772,675165604,1152267202,1653296005,385035538,270491327,1701053910,403603329
2019_2,1000561,3094230,7,11384983399,2754740031,1372557687,769872370,1355442617,1905612381,428092449,317853076,2008422911,472389877
2019_2,1000560,3709601,7,11811112023,2985336835,1443220725,860525478,1509046881,2029603758,449279758,344106831,1680587766,509403991
2019_2,1000559,4134162,8,7273548185,1739678665,894806320,523939499,883067368,1275995980,293911371,204901388,1148835055,308412539
2019_2,1000558,2473746,6,10827876159,2825542532,1311994461,793500312,1405668593,1802362648,406670586,325896451,1497666623,458573953
2019_2,1000557,2506183,6,14132146281,3420006840,1723688292,1059195190,1717186313,2493556064,540815282,417936560,2157380347,602381393
2019_2,1000556,2449792,6,20564269880,4951251433,2491355780,1500012045,2522497656,3676267674,761272345,597572663,3191208523,872831761
2019_2,1000555,2492374,6,15099820706,3650816472,1837759046,1119042034,1859470154,2694020205,567346158,442238054,2285388774,643739809
2019_2,1000554,2505323,6,22965248699,5404047502,2829169950,1798247260,2746489958,4068276159,993320537,666584926,3504560104,954552303
2019_2,1000553,2481539,6,15675537922,3806696023,1905625136,1148135600,1931618965,2784787285,578522201,458798060,2391069616,670285036
2019_2,1000552,2441657,6,18256301475,4518595534,2211162880,1333047649,2294177013,3201288892,665748896,538083795,2715918235,778278581
2019_2,1000551,2264825,5,6587426001,1749828685,797555609,476679145,880106259,1077175483,260440222,195483267,878762124,271395207
2019_2,1000550,2713364,6,5299553523,1333950954,651996624,385046152,675991056,908214079,209960563,152601968,754099716,227692411
2019_2,1000549,2369887,5,5601587814,1686848296,643938030,371061852,826805519,808035954,180416406,171927118,691748903,220805736
2019_2,1000548,2474134,6,9022942889,2310778941,1117625635,669818137,1168911083,1519061101,393187044,264185397,1205072294,374303257
2019_2,1000547,2545589,6,11147829219,2796311836,1395130222,829596581,1419292439,1901372054,509008824,321503251,1513759247,461854765
2019_2,1000546,2785163,6,7337932357,2113294727,867092002,520364267,1030107968,1111002070,252920025,229735496,910135354,303280448
2019_2,1000545,2787479,6,9159900360,2467056398,1103931454,663442899,1215243769,1463639245,352338665,277611369,1238483045,378153516
2019_2,1000544,3952783,8,7225832277,1822143828,851817399,490316759,887718097,1191840641,245493943,208844787,1227582887,300073936
2019_2,1000543,4416804,8,6535279967,1601169832,782502180,450835976,794412621,1116421375,235751459,185463320,1094311850,274411354
2019_2,1000542,3886402,8,6785644121,1934428323,797475634,467598572,938812904,1027854275,226282621,209311538,903846237,280034017
2019_2,1000541,3020076,7,9819778446,2493730772,1176404899,693844654,1230321721,1629233851,372406035,288348575,1534755970,400731969
2019_2,1000540,3357703,7,7433157077,1853038817,880187798,508258407,911468689,1248552093,260907665,213827664,1250411977,306503967
2019_2,1000539,2584381,6,9736683854,2486557020,1198518398,707129320,1250947648,1633622613,411868416,282397320,1361694158,403948961
2019_2,1000538,2546314,6,9122686318,2424839862,1097885206,642492027,1207421456,1476252803,351527133,268437124,1278674716,375155991
2019_2,1000537,2857511,6,11393231249,2959825976,1363271628,811163261,1463068916,1872661692,426036741,339129996,1691389708,466683331
2019_2,1000536,2446252,6,9854748981,2595662493,1186877350,710685562,1291738844,1613277728,382252768,295247923,1376029295,402977018
2019_2,1000535,2839620,6,7628544466,1940712306,947210680,553661339,970487022,1280703348,332930994,220147015,1065373279,317318483
2019_2,1000534,2528492,6,8896084937,2213024572,1112438993,657275005,1121172736,1512686412,407839532,253758076,1250336914,367552697
2019_2,1000533,4594979,8,10538065187,2674269266,1244443456,708303388,1302321072,1690289013,363003011,299109490,1817473484,438853007
2019_2,1000532,5084334,9,8148775777,2055791038,965172556,546776462,1010366913,1332374810,275008747,229912217,1387446927,345926107
2019_2,1000531,4515115,8,9408292523,2436618285,1105732848,630556068,1187819832,1490074436,317244433,268688481,1579896676,391661464
2019_2,1000530,4193805,8,7660787389,1861469056,921166468,534716328,912939579,1307216481,273273892,219031667,1306085156,324888762
2019_2,1000529,3157068,7,12656623783,3105952930,1530681727,882423832,1524657103,2135648578,462716520,364415108,2116112753,534015232
2019_2,1000528,3624615,7,9039608706,2266589157,1098874138,660677993,1145642318,1560282233,338133431,263714209,1318366403,387328824
2019_2,1000527,3129691,7,9823833897,2417279743,1184742623,694819068,1203592938,1686203675,363382642,284143915,1578928417,410740876
2019_2,1000526,2849847,6,11953122131,2913955460,1455131537,834932489,1443209090,2033371249,449870378,340427200,1975329814,506894914
2019_2,1000525,3591048,7,10820710123,2617283458,1311789725,732053468,1275092543,1797625709,401076085,304243735,1925424579,456120821
2019_2,1000524,3292180,7,2973664241,701824157,360712895,209508040,349185168,520762626,111923375,83334719,510778508,125634753
2019_2,1000523,2769193,6,11114307381,2740599854,1347912981,779455285,1354011920,1885214321,412788414,320305956,1804984086,469034564
2019_2,1000522,3589805,7,8709374540,2164345821,1042992088,601856890,1064505524,1461002392,322221928,249911295,1441440402,361098200
2019_2,1000521,2943239,6,8023845818,1998813967,974967237,579514754,993033951,1360705932,319696935,233570336,1231301842,332240864
2019_2,1000520,5172310,9,6087068447,1438810875,727137217,409093956,710558478,1058611514,201773744,166862252,1108684362,265536049
2019_2,1000519,5347571,9,10420226318,2478876160,1271480268,725623297,1231978314,1770330050,418488306,291834234,1797615180,434000509
2019_2,1000518,3602200,7,5151027140,1552829647,585921790,345836748,753842551,703803376,163114851,155743251,682728718,207206208
2019_2,1000517,3425107,7,4004198309,1113915905,470514363,255907896,527210521,598514524,129291491,117604438,624458544,166780627
2019_2,1000516,2957174,6,6105406393,1553849088,758304587,435515582,773040909,1007171993,264902637,173801671,883711777,255108149
2019_2,1000515,2405975,5,7817088279,2228502671,924164149,536794488,1101522140,1188279900,286835636,235536718,1002347286,313105291
2019_2,1000514,2246924,5,6552341101,1934422936,772809362,464446768,966401715,971389239,245662513,204373884,732844412,259990272
2019_2,1000513,2155049,5,6179054191,1926441487,706544356,433142008,955057499,850486754,210140599,197433113,660018436,239789939
2019_2,1000512,2373663,5,9974926363,2570442699,1212154492,728629622,1295087207,1669019749,396830625,293468160,1396475860,412817949
2019_2,1000511,2214491,5,10819343100,2998830228,1290126359,773216249,1507080555,1710262938,405252253,327665034,1365792815,441116669
2019_2,1000510,2252085,5,10379908633,2859342361,1244422982,740102777,1440046962,1661308557,387663249,314246028,1305030184,427745533
2019_2,1000509,2341973,5,8028270979,2192500619,964525668,570100107,1098850489,1285867144,307266649,241610005,1039304085,328246213
2019_2,1000508,2394634,5,11435821428,2923123081,1396900203,848677738,1474185270,1924130054,472499660,337247572,1586750067,472307783
2019_2,1000507,2067794,5,4108877737,1360316621,457127540,284549388,671297474,519168255,129911602,135351666,396454795,154700396
2019_2,1000506,3053035,7,10065756064,2819487097,1193199815,721042197,1358538070,1534996927,341508850,318894913,1357671301,420416894
2019_2,1000505,4887565,8,8208486551,2006220191,993883397,608090680,1005624570,1422300876,314994005,241951446,1270404381,345017005
2019_2,1000504,3615114,7,7809096391,1866328156,973158869,606809371,901401049,1360007605,317739588,241120905,1205134592,337396256
2019_2,1000503,3359011,7,10449069400,2571461420,1283303630,786706406,1232907107,1790086025,402286006,322210731,1613910250,446197825
2019_2,1000502,3041335,7,10979966122,2924123437,1301869629,752301048,1432288718,1748271335,375587798,323186717,1662547789,459789651
2019_2,1000501,2831556,6,12166899840,3058544675,1476552913,871406919,1492691613,2024791581,468675037,359725881,1908279556,506231665
2019_2,1000500,2732356,6,9512898256,2379053465,1157373541,703000854,1146870960,1607527006,356638602,290638535,1468674175,403121118
2019_2,1000499,2850884,6,10284772312,2513998975,1256386197,768148751,1212138734,1759012489,392975075,313697868,1632454119,435960104
2019_2,1000498,2767725,6,10734478788,2712693791,1300540465,794231028,1294329443,1810788330,384751991,334225417,1645118413,457799910
2019_2,1000497,2896743,6,8984379554,2164969447,1102102457,701853888,1036965798,1542732127,354235462,279459953,1420383588,381676834
2019_2,1000496,3471255,7,5934811755,1441734302,748117298,436801513,695405829,938659907,222087110,197475727,985332517,269197552
2019_2,1000495,2746992,6,4262039822,987591776,561936578,300566705,502762188,623111126,160264152,152404981,763400622,210001694
2019_2,1000494,2789982,6,4708507293,1079845392,622256750,325951885,552374909,685036462,175758750,168085734,865940046,233257365
2019_2,1000493,3423879,7,5652356328,1385292861,703747457,434300146,675889636,968843578,237555576,172122447,834805113,239799514
2019_2,1000492,3158623,7,8921706263,2186583442,1096521606,670127124,1053838678,1532035284,346812340,273372891,1382099764,380315134
2019_2,1000491,3963460,8,5847413345,1384546774,734269559,460888936,671944124,1020480224,247409957,180814740,894607472,252451559
2019_2,1000490,4450131,8,4684563404,1186635514,566644813,335357700,591490729,801726540,168660033,140901140,694183743,198963192
2019_2,1000489,3693185,7,5531703330,1455421753,667386153,398320841,708894233,886282958,185104826,177909038,813099727,239283801
2019_2,1000488,3486360,7,5701634544,1390536611,742919290,404152770,688080766,824395211,207599601,204658163,961190133,278101999
2019_2,1000487,4233476,8,4565903187,1167197964,555465970,343010915,571300656,772513090,166265741,140494988,652209373,197444490
2019_2,1000486,4057791,8,5835130463,1631799254,703956604,428791529,780165413,887692890,197382584,193794225,758207983,253339981
2019_2,1000485,3223283,7,4819563138,1210475292,596196522,367847319,580761347,817269802,189336765,150480938,699892446,207302707
2019_2,1000484,2897153,6,11038024794,2758053650,1331892881,799060966,1359812211,1845972684,417953915,325757992,1741317717,458202778
2019_2,1000483,3026532,7,6297122823,1591858159,778192767,496401600,753102364,1057537297,240302730,204531430,900175903,275020573
2019_2,1000482,2837168,6,10603197061,2594901632,1292307068,780477606,1266040420,1801313430,411793654,315849950,1695670368,444842933
2019_2,1000481,2959035,6,8465512138,2096469340,1033528068,634767107,1018089244,1444697774,319923942,258473992,1298587683,360974988
2019_2,1000480,4330452,8,8050502095,2006887847,981415053,601484462,996810553,1374255212,296416213,245020431,1199216050,348996274
2019_2,1000479,2953843,6,9450984441,2386505498,1145695895,683569319,1177978295,1556871175,378494394,276941511,1458222625,386705729
2019_2,1000478,3304646,7,8065589664,2062520927,968781351,565840383,1022369950,1338329117,286874257,233815844,1244712198,342345637
2019_2,1000477,3393406,7,6158537211,1539542919,731836161,445461191,762402878,1029084818,232091240,180241399,989935594,247941011
2019_2,1000476,2821139,6,12663547962,3228942997,1528944500,911916897,1554858167,2092683710,469372490,383343167,1964972684,528513350
2019_2,1000475,2791060,6,10477337118,2590607909,1275610379,766223436,1261969522,1767708802,408214920,312086466,1657246181,437669503
2019_2,1000474,3752284,8,9584063161,2652653620,1143139431,705127793,1270111804,1493187286,328892401,306056867,1279705470,405188489
2019_2,1000473,4474569,8,6279397314,1587468839,766209242,474461474,781191424,1062970030,247640656,188991892,904177901,266285856
2019_2,1000472,4788303,8,8633496955,2213935990,1039148303,642487836,1084904746,1432930072,317868435,263677418,1275660590,362883565
2019_2,1000471,4669377,8,6164012372,1537127050,746278724,452013209,760043622,1064209076,220975531,185430820,931963649,265970691
2019_2,1000470,3114534,7,6997466476,1743039129,882609723,550586246,824082625,1145755033,271859778,235538086,1027850988,316144868
2019_2,1000469,3044463,7,8149975912,2020411748,1007918690,630911464,968740334,1370997914,310971291,261006221,1223408082,355610168
2019_2,1000468,3046501,7,6377537664,1527508783,787948802,507939073,732693899,1082933162,259720813,200469506,1006213301,272110325
2019_2,1000467,2948897,6,7557452215,1787124915,931168068,596815619,861959252,1311907090,311641830,231488956,1206335606,319010879
2019_2,1000466,2953182,6,8536399236,2008620845,1051767772,668072157,970323668,1483967953,345643523,261542845,1383884955,362575518
2019_2,1000465,2869450,6,5489938755,1370339573,685407432,411693099,649913039,881254929,202737989,182178695,861127537,245286462
2019_2,1000464,3606722,7,9140973266,2285887821,1105731205,667206877,1120426345,1532271463,324887979,280339345,1432251775,391970456
2019_2,1000463,4942324,9,6297199704,1487999630,762575973,453561358,736892294,1106019391,232072637,183108453,1066500921,268469047
2019_2,1000462,4517942,8,8452791353,2247778715,1020537872,630018485,1098803385,1354277045,306213578,268452344,1164890250,361819679
2019_2,1000461,4384291,8,10535577240,2751870089,1259298182,764965074,1357112781,1766612624,364568334,316897849,1500666267,453586040
2019_2,1000460,2581136,6,4885811837,1441073629,609264617,361304641,686259129,630264021,160804144,185716483,585146289,225978884
2019_2,1000459,2919139,6,7195785216,1948189477,936174672,529676651,950084979,930773005,260678840,278071403,1011559726,350576463
2019_2,1000458,3822067,8,6602332994,1680162909,807931754,490986279,816976723,1087994664,236157161,209182598,982965356,289975550
2019_2,1000457,3029392,7,5847903542,1513499053,711784900,423331166,763302040,977540097,226516783,170297579,814384935,247246989
2019_2,1000456,2762296,6,5343203513,1377260437,651239614,396070801,683628109,892941315,206174744,160754485,748785068,226348940
2019_2,1000455,3231420,7,4902622799,1288566073,601703085,361815012,647689918,811096851,197601922,145510204,641463350,207176384
2019_2,1000454,2957134,6,6807964467,1759468479,830736040,499771835,883302085,1132489013,273006260,202463205,944817810,281909740
2019_2,1000453,4827662,8,3173683838,865351738,385029111,235961686,425870463,499441272,123396625,98360147,407514466,132758330
2019_2,1000452,4381413,8,4134665933,904123470,512680565,344235076,457570905,722107701,204968914,116574136,708869013,163536153
2019_2,1000451,3786300,8,6635743275,1660255391,809229257,522252129,829341191,1099860864,283810333,197186833,961937361,271869916
2019_2,1000450,2699938,6,7608031637,1957802416,928056600,565464370,969274656,1289448908,283053726,230058555,1056405052,328467354
2019_2,1000449,2835444,6,15607051719,4050394073,1879554070,1095031149,2032530998,2606589278,562048477,453519845,2264838440,662545389
2019_2,1000448,2897635,6,10986212621,2872594211,1323628795,781614738,1428785776,1811131930,391876041,327036197,1583217311,466327622
2019_2,1000447,3000437,7,8270640157,2161033604,1005749682,618456365,1066338806,1384037518,304970791,253604628,1120978164,355470599
2019_2,1000446,2489933,6,11408630373,2872345265,1381192580,828188477,1460021784,1965179862,427765165,329616661,1660228974,484091605
2019_2,1000445,3216876,7,5310549338,1239033908,710608872,363284794,634161873,749636221,204589622,193046361,950060649,266127038
2019_2,1000444,3005340,7,5736771198,1649011727,680655855,424801332,799852680,877834196,192996233,184579229,685069735,241970211
2019_2,1000443,3812118,8,7498772859,1900779508,909422335,536930846,958242455,1285325483,283898088,216185133,1090697616,317291395
2019_2,1000442,3028772,7,8119719737,2210552348,976696674,587500794,1097492007,1291780866,304094839,243609884,1069957366,338034959
2019_2,1000441,3301739,7,8991817471,2364941524,1089959802,656098137,1187650483,1482755143,348308802,267110311,1220771662,374221607
2019_2,1000440,3334056,7,5823866594,1576639567,699307468,419061093,788165125,925759797,223869486,171497910,780703851,238862297
2019_2,1000439,3080858,7,6749832951,1929229099,803980033,507498021,935576542,1028776638,236910885,217655163,807622369,282584201
2019_2,1000438,3955860,8,14220865201,3650278847,1704456723,1015515048,1817383936,2365080589,523203836,420186273,2132865237,591894712
2019_2,1000437,2479801,6,8049789454,2109187030,983860043,595995810,1036426588,1337154112,299755091,247351819,1093381668,346677293
2019_2,1000436,4085650,8,9139250518,2399623011,1111288073,668340186,1181183473,1491546015,349577213,275201674,1274482344,388008529
2019_2,1000435,3859937,8,10503736568,2680988772,1260956030,759554099,1333798473,1769004857,379534889,313629456,1565718193,440551799
2019_2,1000434,2345879,5,9190848348,2369188507,1112711572,664909087,1193420129,1551050640,336386452,271763188,1299989347,391429426
2019_2,1000433,2424761,5,9487186905,2399034317,1148132991,677217844,1206647539,1617477864,345373821,277126568,1411752184,404423777
2019_2,1000432,2811205,6,8990225050,2322302825,1082816735,648843944,1168940237,1519122926,328560561,264297680,1275191629,380148513
2019_2,1000431,2512961,6,9521868854,2458576876,1143250788,704383942,1229858620,1585187590,364961280,281995986,1361879867,391773905
2019_2,1000430,2500994,6,14107302604,3444276573,1722759451,1038761227,1747552023,2470726491,550914945,409027966,2126068494,597215434
2019_2,1000429,2547596,6,14738447697,3791113240,1786295378,1101256264,1908478096,2517338857,560575398,438370606,2011679486,623340372
2019_2,1000428,3074023,7,8015443400,2026366997,982636421,588049158,1035696082,1385590814,316953106,231882581,1106360249,341907992
2019_2,1000427,2669379,6,6759915294,1717713444,826955924,499947128,873598584,1145746652,279389420,195100652,940319503,281143987
2019_2,1000426,2664866,6,6042490361,1535067681,736057621,447933806,782144871,1020771274,246836565,175006354,847961637,250710552
2019_2,1000425,2527259,6,13901794237,3378379908,1704068104,1024001306,1728128839,2444137713,552333480,398443751,2082573508,589727628
2019_2,1000424,2566089,6,7935756156,2071323025,956626664,564880311,1042224552,1315799335,305619551,232438487,1121158919,325685312
2019_2,1000423,2672553,6,7079902712,1866378907,854659606,503812647,936486574,1162784733,276177036,207570823,982080016,289952370
2019_2,1000422,2519103,6,7935192412,2060701124,958788586,568019165,1040714975,1329387086,303597099,232275761,1112390085,329318531
2019_2,1000421,2700322,6,10689481504,2679343041,1293806289,786873087,1354644821,1818170219,424136141,309868894,1580660297,441978715
2019_2,1000420,2935933,6,7588403485,1968064770,909705378,545863933,987683052,1269357482,290167019,220925865,1083629461,313006525
2019_2,1000419,2873158,6,5903661355,1570242346,703227224,416282019,776222235,959318066,220614251,173924107,842206274,241624833
2019_2,1000418,2395714,5,6218934738,1612151099,747669567,449848008,816018482,1041659023,237073676,182453556,875799751,256261576
2019_2,1000417,2323310,5,5015499802,1372397352,592741631,354421260,688461813,806115248,175230183,149295371,670711319,206125625
2019_2,1000416,2616962,6,11414163814,2775200710,1397062996,860688563,1408242987,1975293205,476531149,330114810,1718188949,472840445
2019_2,1000415,2500578,6,12544128642,3049670620,1538088885,923637174,1553476586,2204719030,495752795,361503735,1884061806,533218011
2019_2,1000414,3488850,7,6548666683,1670346460,792805491,480771700,849474719,1112600101,256105630,191303726,924223243,271035613
2019_2,1000413,2691220,6,10681095594,2601170128,1312912288,800619603,1326278717,1880033751,434434057,308801041,1564323995,452522014
2019_2,1000412,2756698,6,10010639330,2441936659,1228008608,746170938,1240114186,1739607005,413232566,288447124,1493799850,419322394
2019_2,1000411,2451413,6,14055095943,3435741384,1713535764,1014729574,1751357459,2480827349,530214437,404360139,2124059486,600270351
