기준_년_분기_코드,상권_코드,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
2019_2,1000791,100,2,2,,1,20,2,,1,1,,,,,,,,,,15
2019_2,1000746,205,3,2,1,1,9,4,1,,,,,2,,104,,,,,25
2019_2,1000713,72,5,1,,3,7,2,1,,,,,,,5,,,,1,17
2019_2,1000731,93,3,1,1,2,6,,1,,,,,2,,21,,,,1,21
2019_2,1000798,81,2,1,,1,9,1,1,2,1,,,,,9,,,,,15
2019_2,1000748,105,4,2,,,10,,,1,,,,2,,4,,,,1,10
2019_2,1000830,103,5,4,,2,13,1,1,,,,,,,6,,,,,21
2019_2,1000785,135,3,6,,,15,,,,,,,1,2,14,,,,,20
2019_2,1000784,58,3,1,,,7,,1,,,,,,2,3,,,,,11
2019_2,1000701,59,1,2,,1,9,2,1,,,,,,,,,,,,23
2019_2,1000238,122,3,1,,1,11,1,2,,,,,,,1,,,,1,21
2019_2,1000131,81,1,4,,,8,2,,1,1,,,1,,7,,,,,11
2019_2,1000052,126,3,6,,,4,,1,,,,,,4,20,,,,2,23
2019_2,1000197,112,3,3,,1,14,,1,1,,,,,,6,,,,,19
2019_2,1000210,84,2,3,1,1,11,1,1,,,,,,,1,,,,1,23
2019_2,1000561,129,2,5,1,3,15,2,3,2,5,,,3,,4,,,,,20
2019_2,1000322,122,6,4,,2,15,1,1,2,2,2,,4,,10,,,,1,12
2019_2,1000537,131,4,4,,1,12,1,1,1,,,,1,,13,,,,2,18
2019_2,1000508,110,3,1,,,11,3,1,,,,,,,,,,,,9
2019_2,1000323,100,3,2,,1,13,2,1,1,1,2,,2,,3,,,,,9
2019_2,1000295,100,4,2,,,6,2,1,1,,11,,,,5,,,,1,19
2019_2,1000290,124,6,2,,,10,3,1,,1,,,,,19,,,,1,20
2019_2,1000281,150,4,2,1,3,17,4,1,,1,,,,,1,,,,1,40
2019_2,1000318,58,4,,,,8,1,1,1,,1,,1,,2,,,,,23
2019_2,1000286,154,2,5,,1,17,3,2,2,2,,,,,5,,,,,34
2019_2,1000259,106,4,1,1,,7,1,1,,1,8,,,1,4,,,,,26
2019_2,1000241,68,2,1,,,5,2,1,1,,,,,,2,,,,,16
2019_2,1000081,71,5,2,,,4,,1,,,,,1,1,5,,,,3,10
2019_2,1000010,168,7,8,12,1,7,,,,,19,,2,8,39,,,,,29
2019_2,1000009,132,8,3,,1,1,,,,,,,,24,23,,,,,34
2019_2,1000766,158,4,5,,2,17,2,1,,,,,4,,25,,,,,12
2019_2,1000680,144,6,5,2,3,19,1,,,,,,,,4,,,,,21
2019_2,1000765,91,2,3,1,1,15,2,2,1,,1,,2,,2,,,,,15
2019_2,1000833,103,4,4,,1,14,2,1,1,,,,,,5,,,,1,17
2019_2,1000832,204,3,5,,,25,,1,,,,,3,,6,,,,,37
2019_2,1000721,55,2,1,,1,4,1,,,,,,,,,,,,1,23
2019_2,1000666,77,4,3,,,11,,1,,,,,,,2,,,,,15
2019_2,1000745,211,5,2,,,11,2,1,,,,,1,1,119,,,,2,24
2019_2,1000821,210,2,4,,2,17,1,1,,,,,,1,30,,,,1,18
2019_2,1000719,133,6,2,,1,9,1,2,1,1,,,,4,13,,,,1,36
2019_2,1000795,120,5,5,,2,13,1,1,1,2,,,,,1,,,,,31
2019_2,1000728,172,5,9,,4,20,1,1,,,,,,,22,,,,1,21
2019_2,1000702,140,4,4,,1,17,1,1,,,,,,,12,,,,1,33
2019_2,1000873,134,4,5,,,8,3,1,1,,12,,2,1,12,,,,,26
2019_2,1000228,152,5,5,,2,15,1,2,,,,,,,6,,,,,34
2019_2,1000230,154,5,5,,3,13,2,3,,,,,2,,7,,,,3,20
2019_2,1000207,95,2,2,,,3,2,1,,,28,,,1,13,,,,1,17
2019_2,1000201,94,7,5,,3,14,2,1,,,,,,,5,,,,,13
2019_2,1000182,63,5,3,,1,6,2,,,,,,1,1,1,,,,,15
2019_2,1000509,49,1,1,,,5,2,1,,,,,,1,,,,,,9
2019_2,1000314,101,2,2,,2,12,1,2,,,,,,,3,,,,2,28
2019_2,1000313,105,2,3,,,15,2,1,,,3,,,1,2,,,,1,12
2019_2,1000301,122,4,1,,1,10,3,,,,,,,,,,,,,36
2019_2,1000320,94,3,3,,1,10,,2,1,1,,1,1,1,4,,,,1,19
2019_2,1000103,59,1,3,,1,2,,,,,2,,1,1,2,,,,2,12
2019_2,1000017,176,2,9,,,13,,,,,,,,5,22,,,,2,20
2019_2,1000287,105,4,3,,,11,1,2,1,1,,,,,2,,,,,23
2019_2,1000255,88,1,,,1,4,2,2,2,1,,,,,1,,,,1,14
2019_2,1000262,65,,2,,,12,2,1,1,1,,,,,,,,,,11
2019_2,1000260,117,5,2,,1,11,2,2,,,,,2,1,4,,,,,21
2019_2,1000264,99,5,2,,,12,2,2,,,3,,,1,1,,,,1,16
2019_2,1000046,137,4,6,,1,11,1,1,,,12,,,,33,,,,1,8
2019_2,1000167,135,1,1,,,16,4,1,,1,,,1,1,5,,,,1,27
2019_2,1000082,70,2,4,,,9,,1,,,,,,3,2,,,,1,16
2019_2,1000042,125,7,4,,1,13,3,3,,,,,,3,6,,,,1,10
2019_2,1000002,150,5,10,,2,9,,,,,,,1,4,33,,,,2,28
2019_2,1000001,204,6,4,,,3,1,1,1,2,,,,40,63,,,,,45
2019_2,1000033,122,5,4,,1,11,,2,1,2,,,1,5,15,,,,3,11
2019_2,1000070,185,10,7,,,4,,1,,,,,,7,23,,,,2,33
2019_2,1000068,140,5,6,,,10,,1,2,2,,,1,,27,,,,2,22
2019_2,1000121,134,5,6,,3,18,1,1,,,,,1,4,4,,,,2,16
2019_2,1000155,91,6,7,,,3,2,,,,5,,2,3,6,,,,1,28
2019_2,1000096,138,4,3,5,2,10,1,1,2,1,36,,,3,23,,,,5,17
2019_2,1000115,111,5,12,,1,11,,,,,,,2,1,6,,,,3,16
2019_2,1000023,147,3,5,,,17,,1,,,,,1,2,13,,,,1,17
2019_2,1000075,117,4,4,,,14,1,2,1,1,6,,1,,14,,,,1,20
2019_2,1000034,139,4,5,,1,15,3,4,1,1,,,,,7,,,,2,14
2019_2,1000100,168,4,4,,1,19,1,1,,,,,2,,11,,,,,13
2019_2,1000099,129,4,2,1,2,13,3,1,,,,,,2,4,,,,2,23
2019_2,1000176,120,3,3,,2,19,,,1,,,,,,7,,,,,17
2019_2,1000149,61,4,,,,4,4,3,2,1,,,,1,2,,,,,13
2019_2,1000147,58,3,1,,,4,2,2,1,1,,,,2,,,,,,7
2019_2,1000137,160,5,8,,2,13,2,3,2,1,,,1,1,29,,,,1,19
2019_2,1000134,124,4,3,,,17,2,2,,,,,1,,5,,,,,23
2019_2,1000055,104,6,7,6,1,12,,,,,,,1,,9,,,,1,17
2019_2,1000054,72,3,5,,,4,1,1,,1,,,,,5,,,,,21
2019_2,1000090,154,4,4,,1,14,,2,1,1,,,2,,5,,,,1,46
2019_2,1000174,91,3,2,,4,13,1,,,,,,,,4,,,,,17
2019_2,1000986,192,2,8,,8,27,1,,1,,,,,,22,,,,1,27
2019_2,1000648,84,2,2,,2,6,1,1,,,,,1,,4,,,,1,18
2019_2,1000623,89,2,1,,,7,3,2,1,2,,,,1,,,,,,19
2019_2,1000565,67,1,,,,5,1,2,,,,,,,3,,,,,22
2019_2,1000222,136,4,4,,1,13,2,1,,,,,1,,7,,,,1,22
2019_2,1000615,165,4,5,,1,16,4,1,,,,,2,,4,,,,,39
2019_2,1000593,103,1,2,,1,12,2,2,,2,,,,,1,,,,1,20
2019_2,1000564,127,3,1,,,8,,1,,,,,,,6,,,,,9
2019_2,1000400,149,5,4,,1,15,6,2,2,2,,,1,,5,,,,1,27
2019_2,1000422,66,1,1,,,7,1,,2,,,,,,3,,,,1,12
2019_2,1000587,85,2,4,,,8,3,2,2,1,,,1,,4,,,,1,10
2019_2,1000503,94,2,4,,,8,1,1,,,,,,1,11,,,,,22
2019_2,1000498,118,1,3,,,14,1,1,,,,,,,4,,,,1,24
2019_2,1000640,91,3,3,,,8,3,1,,,,,,,1,,,,1,14
2019_2,1000638,148,4,5,,,19,2,2,2,,,,,,11,,,,2,27
2019_2,1000520,64,4,2,,,5,1,1,2,1,,,1,,2,,,,,17
2019_2,1000553,68,,1,,1,12,1,1,1,,,,,,2,,,,,9
2019_2,1000515,86,4,2,,,10,1,,,,,,,1,1,,,,,17
2019_2,1000485,91,3,3,,,7,,,1,,,,,2,9,,,,2,18
2019_2,1000656,142,4,7,,2,16,1,1,,,,,,,1,,,,,39
2019_2,1000651,86,1,1,,,11,2,1,,,,,,,9,,,,1,16
2019_2,1000356,60,2,,,,8,,2,1,,,,,1,,,,,,19
2019_2,1000479,77,3,,,,4,1,2,,,,,,,1,,,,1,26
2019_2,1000646,46,3,,,,4,1,,,,,,,,,,,,,16
2019_2,1000457,66,3,2,,,5,1,,2,,,,,,1,,,,,26
2019_2,1000435,112,6,4,,,12,1,1,,,8,,,,6,,,,,21
2019_2,1000403,153,3,3,,3,19,4,2,,,,,3,,7,,,,1,25
2019_2,1000900,108,10,11,,,6,1,,1,,,,2,1,8,,,,1,24
2019_2,1000866,77,5,6,,,2,,1,1,,,,1,1,3,,,,,19
2019_2,1000898,135,2,10,,4,5,,,,,,,1,1,12,,,,,9
2019_2,1000862,115,5,6,,1,11,,1,,,,,1,,12,,,,2,16
2019_2,1000421,107,2,4,1,3,16,4,1,1,1,,,1,,2,,,,,18
2019_2,1000533,134,2,6,,1,12,1,2,1,,,,,1,6,,,,1,20
2019_2,1000420,84,4,2,2,2,12,3,,,,,,1,,3,,,,,16
2019_2,1000419,118,2,2,,,19,2,1,,,,,,,2,,,,,24
2019_2,1000374,91,4,3,,1,9,1,1,1,,,,1,,3,,,,,37
2019_2,1000373,59,4,2,,1,5,2,1,,,13,,,,4,,,,,10
2019_2,1000339,246,5,5,,3,24,3,1,,,,,2,,13,,,,1,36
2019_2,1000414,73,2,2,,1,7,2,1,,,,,,,1,,,,1,17
2019_2,1000367,22,,,,,,,,,1,,,,,1,,,,1,8
2019_2,1000335,119,5,2,,2,18,1,1,1,1,2,,,,7,,,,1,13
2019_2,1000363,88,6,3,,,6,2,,,,,,,,3,,,,1,39
2019_2,1000361,83,4,2,,4,7,1,1,,,,,,,,,,,,19
2019_2,1000408,86,4,2,,,11,2,3,2,,,,1,,3,,,,,22
2019_2,1000383,128,4,1,,1,10,2,2,1,1,,,,,15,,,,2,27
2019_2,1000985,78,2,1,,,7,2,,2,1,,,4,,,,,,,17
2019_2,1000711,100,5,2,,3,11,3,1,,,,,,,5,,,,1,23
2019_2,1000687,91,4,4,2,3,7,1,1,,,,,,,18,,,,,19
2019_2,1000779,93,3,3,1,1,14,2,2,1,,1,,2,1,5,,,,,14
2019_2,1000925,164,3,8,,2,15,1,1,,1,,,2,3,8,,,,2,10
2019_2,1000960,102,5,3,,6,9,1,1,1,,,,1,,13,,,,1,17
2019_2,1000776,154,6,4,,1,17,,2,1,1,,,1,,33,,,,1,25
2019_2,1000958,168,9,13,,6,15,1,1,1,,,,10,,16,,,,2,22
2019_2,1000689,116,4,4,,1,9,2,1,1,,,,1,,5,,,,1,21
2019_2,1000774,97,4,1,1,1,6,,1,1,1,,,1,,16,,,,1,26
2019_2,1000768,143,2,5,1,3,23,3,2,1,,,,,,15,,,,1,21
2019_2,1000742,86,,,,,3,,1,1,1,,,,1,6,,,,,20
2019_2,1000804,138,3,5,,1,14,,1,,,,,1,,17,,,,,21
2019_2,1000802,121,3,3,,,11,,1,,,,,1,,9,,,,2,10
2019_2,1000889,96,8,9,,1,7,,1,1,,,,,,9,,,,,21
2019_2,1000880,135,3,5,,,11,1,,1,,1,,1,,13,,,,1,31
2019_2,1000946,79,4,3,,1,7,1,1,1,1,,,1,,8,,,,,10
2019_2,1000872,177,6,10,,1,18,1,1,1,1,,,2,,5,,,,2,25
2019_2,1000840,89,3,1,,,13,2,,,,,,1,,7,,,,,15
2019_2,1000966,124,3,3,,2,17,,1,1,1,,,1,2,4,,,,1,16
2019_2,1000904,149,3,11,,4,15,1,,2,,,,,1,26,,,,,26
2019_2,1000977,107,5,2,,3,16,1,1,1,1,,,,,4,,,,,26
2019_2,1001009,158,5,4,,4,18,1,1,1,1,,,,1,10,,,,1,23
2019_2,1001000,171,7,8,,5,17,3,1,,,,,1,,21,,,,1,17
2019_2,1000753,196,7,3,,1,21,2,3,,,,,3,,11,,,,,26
2019_2,1000722,112,2,1,1,2,12,3,1,1,1,,,,,8,,,,1,30
2019_2,1000677,45,3,2,,,4,2,2,1,2,,,,,,,,,,10
2019_2,1000696,84,4,6,,3,6,4,1,,,1,,1,,,,,,,32
2019_2,1000835,107,4,,1,1,10,5,1,2,,,,1,,,,,,,19
2019_2,1000670,161,2,19,,,13,,1,,,,,,1,9,,,,2,37
2019_2,1000755,119,5,8,,2,9,1,1,,,,,1,1,7,,,,1,17
2019_2,1000678,154,7,7,2,3,23,1,1,,,,,,,2,,,,,18
2019_2,1000759,102,3,1,1,1,7,4,1,,,1,,,,16,,,,1,24
2019_2,1000660,103,7,3,,3,13,1,2,2,1,,,,1,1,,,,,21
2019_2,1000659,111,6,1,,3,9,1,1,1,,,,1,,16,,,,,24
2019_2,1000682,119,4,3,1,,14,,1,1,,,,,,5,,,,,19
2019_2,1000747,112,4,2,,,11,,1,1,,,,1,,4,,,,1,14
2019_2,1000697,89,3,4,,2,11,2,2,,,,,,,9,,,,,20
2019_2,1000820,200,5,4,,3,15,1,,,,,,,1,28,,,,1,20
2019_2,1000662,38,1,,,,2,,2,1,,,,,,,,,,,10
2019_2,1000905,117,1,2,,1,5,1,1,,,,,1,5,20,,,,,2
2019_2,1000783,113,2,3,1,1,15,4,1,1,,,,2,,1,,,,,15
2019_2,1000718,81,3,2,,,7,1,1,1,2,,,,,12,,,,,17
2019_2,1000247,91,5,1,,1,8,3,1,1,,,,1,,5,,,,,9
2019_2,1000236,70,1,2,,,6,2,2,,,,,,,3,,,,,13
2019_2,1000234,96,4,3,,,11,1,,,,,,,,5,,,,1,22
2019_2,1000218,97,1,2,,,14,2,,,,,,,,10,,,,1,10
2019_2,1000217,63,1,,,2,5,2,2,2,3,,,1,,,,,,,18
2019_2,1000194,101,4,1,,,15,2,1,,,3,,,1,7,,,,1,15
2019_2,1000211,106,2,1,,1,16,,1,1,,,,1,,2,,,,4,28
2019_2,1000177,98,3,1,,4,10,3,2,1,1,,,,,4,,,,,22
2019_2,1000312,145,6,2,1,2,17,2,1,1,1,,,1,,5,,,,,29
2019_2,1000282,136,2,4,,,10,3,,4,3,7,,2,1,11,,,,1,27
2019_2,1000279,85,2,1,,,4,2,1,1,1,28,,1,4,3,,,,,16
2019_2,1000256,102,1,1,1,,10,2,1,1,1,7,,1,1,3,,,,,20
2019_2,1000016,195,7,4,,,10,3,1,1,1,7,,,17,41,,,,1,32
2019_2,1000086,94,5,1,,,7,3,1,,,,,1,,2,,,,2,30
2019_2,1000245,152,4,2,,2,21,2,1,,,,,1,,6,,,,1,21
2019_2,1000019,147,5,9,,1,8,1,,1,1,,,2,2,25,,,,1,22
2019_2,1000173,65,4,,,1,10,2,1,,,,,,,,,,,,13
2019_2,1000128,78,2,3,,1,3,2,2,2,1,4,,,4,17,,,,2,16
2019_2,1000172,90,2,2,,1,10,3,1,,,,,,,5,,,,,13
2019_2,1000123,148,2,4,,,16,3,2,,,,,1,,2,,,,1,39
2019_2,1000120,100,3,7,,,8,1,1,1,1,2,,2,2,4,,,,2,20
2019_2,1000141,74,2,2,,,7,1,2,1,1,,,,2,2,,,,1,12
2019_2,1000030,157,5,6,,,15,1,3,1,2,,,1,5,20,,,,3,16
2019_2,1000111,89,1,1,,,12,1,1,,,,,,1,9,,,,,11
2019_2,1000110,110,3,15,,,14,1,1,1,1,,,1,1,8,,,,2,11
2019_2,1000116,73,2,4,,,6,,,,,2,,2,1,4,,,,1,12
2019_2,1000163,130,2,3,,,19,1,,,,,,1,,2,,,,,28
2019_2,1000022,115,2,3,,,10,1,,,,,,2,3,17,,,,2,11
2019_2,1000058,82,7,2,,,4,1,2,,,,,2,,4,,,,1,22
2019_2,1000153,101,7,3,,,7,,,1,1,,,1,,11,,,,1,16
2019_2,1000158,170,6,5,,1,21,3,2,,,,,,1,9,,,,,20
2019_2,1000056,184,10,7,,,16,1,1,1,1,,,,,22,,,,2,35
2019_2,1000482,128,4,4,,,12,,1,1,,,,,,7,,,,2,26
2019_2,1000583,46,2,1,,,2,1,,1,,,,,,,4,,,,18
2019_2,1000621,72,,,,1,4,3,1,1,,,,,,1,,,,,26
2019_2,1000424,89,4,2,,,7,3,2,2,1,,,,,1,,,,1,20
2019_2,1000381,86,1,1,,1,6,1,2,1,,,,2,,,,,1,1,14
2019_2,1000611,162,3,5,,1,16,3,,,,1,,2,,5,,,,2,34
2019_2,1000379,151,7,5,,4,11,2,3,,,,,,,4,,,,2,35
2019_2,1000377,96,4,4,,2,8,3,2,,,,,1,,2,,,,,17
2019_2,1000556,130,2,2,,1,10,,1,,,,,,,7,,,,1,37
2019_2,1000522,143,3,8,,1,10,5,3,,3,,,1,,10,,,,1,22
2019_2,1000579,133,2,7,,1,17,3,2,,,,,2,,4,,,,1,24
2019_2,1000527,74,2,2,,1,10,2,1,,,,,,,4,,,,1,14
2019_2,1000496,70,,,,,3,,,,,,,,4,17,,,,1,14
2019_2,1000630,71,2,2,,,9,,1,,,,1,1,,4,,,,,15
2019_2,1000571,92,1,,,,8,3,2,1,1,,,1,,,,,,,39
2019_2,1000628,65,4,3,2,2,14,,1,,,,,1,,4,,,,,10
2019_2,1000518,53,3,,,,7,2,2,,,,,1,,,,,,1,14
2019_2,1000490,109,3,3,,,12,1,2,2,1,,,,,9,,,,1,22
2019_2,1000487,100,6,,,,6,2,1,3,3,17,,,1,6,,,,1,24
2019_2,1000549,63,3,1,,,8,1,,1,,,,,,1,,,,,12
2019_2,1000602,100,1,3,,1,9,1,2,1,,,,,,3,,,,2,17
2019_2,1000601,84,3,1,,,4,3,2,,,,,,,1,,,,,28
2019_2,1000636,78,4,8,,,3,2,2,,1,,,1,,2,,,,1,25
2019_2,1000357,56,1,2,,,6,,1,,,,,1,,1,,,,,19
2019_2,1000647,48,1,1,,,2,1,,,,,,,,,,,,1,17
2019_2,1000472,109,7,6,,,9,,2,1,,,,,,5,,,,1,18
2019_2,1000461,174,5,10,,,16,4,2,,,,,1,1,4,,,,3,33
2019_2,1000480,107,8,3,,,9,2,2,2,2,,,1,1,12,,,,1,36
2019_2,1000619,123,3,3,,1,12,1,1,1,,1,,2,1,4,,,,1,30
2019_2,1000459,375,7,8,,,19,2,2,2,1,18,,,1,50,,,,3,64
2019_2,1000453,87,3,2,,,6,1,1,1,,6,,,,4,,,,,29
2019_2,1000443,53,1,,,1,7,2,1,1,1,,,,,,,,,2,13
2019_2,1000449,126,4,4,,,20,3,2,2,1,,,2,,3,,,,,22
2019_2,1000426,53,3,,,,6,1,1,1,,,,,1,2,,,,1,3
2019_2,1000928,50,3,,,,4,2,2,1,2,,,,,4,,,,,20
2019_2,1000864,79,3,7,,,9,1,1,,,,,1,,3,,,,,18
2019_2,1000863,119,4,7,,,13,2,1,1,1,,,1,,10,,,,,24
2019_2,1000372,77,3,2,,,9,1,1,,,,,,,,,,,,21
2019_2,1000412,122,4,6,1,4,15,1,,1,,,,,,4,,,,,21
2019_2,1000606,108,5,1,,,5,3,1,,,4,,2,2,2,,,,,17
2019_2,1000989,151,2,6,,2,23,1,1,2,1,,,,1,12,,,,1,24
2019_2,1000688,99,7,5,,1,6,3,,,,,,,,9,,,,2,20
2019_2,1000926,149,6,11,,1,13,1,,1,1,,,1,3,10,,,,2,13
2019_2,1000895,75,1,3,,1,5,2,1,,1,,,,,4,,,,,21
2019_2,1000894,144,3,7,,3,11,,,,,,,,1,27,,,,1,12
2019_2,1000860,108,2,7,,1,9,,,,,1,,1,1,10,,,,1,29
2019_2,1000692,107,3,2,1,1,16,3,2,,,,,1,,4,,,,,25
2019_2,1000932,95,1,6,,,4,1,1,2,1,,,1,,22,,,,,20
2019_2,1000956,113,3,3,,,7,3,3,2,1,,,,1,13,,,,,21
2019_2,1000951,128,4,6,,4,15,1,1,,,,,,1,23,,,,,12
2019_2,1000879,121,10,5,,3,9,,2,,,,,2,,7,,,,1,37
2019_2,1000884,89,1,,,,7,,,1,2,,,2,,9,,,,,25
2019_2,1000878,133,3,5,,1,6,1,,,1,,,2,,23,,,,,24
2019_2,1000888,304,,18,,3,19,,,,,,,,,24,,,,2,19
2019_2,1000390,87,2,1,1,1,12,1,1,1,1,1,,1,,1,,,,,14
2019_2,1000839,157,5,2,,,18,1,1,,2,,,2,,49,,,,,26
2019_2,1000882,101,5,5,,,8,3,,,1,1,,,,10,,,,1,22
2019_2,1000389,102,1,2,1,1,10,5,2,1,1,,,,,1,,,,,15
2019_2,1000388,106,2,1,,,14,,1,,,,,,,1,,,,,27
2019_2,1000386,133,2,4,,2,14,1,1,1,,,,1,,3,,,,1,16
2019_2,1000993,136,13,8,,2,9,2,1,1,1,,,1,10,5,,,,3,35
2019_2,1000737,121,3,3,,1,11,2,2,3,3,,,,,13,,,,1,33
2019_2,1000826,83,2,2,,,9,2,,1,1,,,1,,2,,,,,21
2019_2,1000815,203,1,2,,1,17,,2,,,,,1,1,33,,,,1,20
2019_2,1000717,79,2,2,,1,10,4,1,,,,,2,,3,,,,,18
2019_2,1000800,93,3,3,,,10,2,,1,2,,,1,,4,,,,,11
2019_2,1000822,56,4,1,,,5,1,1,,,,,,2,4,,,,1,8
2019_2,1000751,62,3,,,,4,2,2,,,,,4,,3,,,,,12
2019_2,1000760,84,2,2,,,3,2,2,1,,3,,,,14,,,,1,18
2019_2,1000684,99,4,6,,1,5,1,1,,,,,,1,5,,,,3,24
2019_2,1000814,89,3,2,,,5,,,,,,,1,,3,,,,2,12
2019_2,1000675,107,5,3,,3,8,1,2,1,,,,1,,9,,,,,37
2019_2,1000708,107,3,3,,2,14,1,1,,,,,,,8,,,,2,22
2019_2,1000807,129,2,3,,1,20,3,2,2,1,,,,,,,,,,33
2019_2,1000664,83,5,1,1,,9,,2,,,,,,1,2,,,,,12
2019_2,1000909,170,5,14,,1,12,,,1,1,,,2,5,11,,,,1,12
2019_2,1000876,79,8,8,,,3,,1,1,1,,,1,1,5,,,,,18
2019_2,1000160,75,4,4,,,4,2,,1,1,,,1,,9,,,,,15
2019_2,1000235,115,3,3,,1,12,2,1,2,1,,,,,6,,,,1,20
2019_2,1000225,91,2,,,1,7,2,1,1,2,,,2,,5,,,,1,22
2019_2,1000209,77,3,3,1,2,9,2,1,,,,,2,2,5,,,,,16
2019_2,1000205,100,6,4,,4,12,3,2,,,,,,2,7,,,,,12
2019_2,1000186,126,4,6,,3,13,1,1,,,,,1,1,6,,,,1,17
2019_2,1000184,121,3,4,,,15,3,2,2,2,28,,1,,,,,,,12
2019_2,1000183,98,1,3,,1,4,,1,1,1,19,,,,19,,,,,19
2019_2,1000586,77,2,2,,1,9,4,1,2,1,,,1,,4,,,,1,6
2019_2,1000321,83,4,2,,1,5,2,2,,,,,2,,4,,,,,24
2019_2,1000536,62,2,,,1,,,2,1,,,,,,6,,,,1,14
2019_2,1000327,149,6,5,,2,14,1,,,,,,,,5,,,,1,21
2019_2,1000316,63,1,2,,1,11,2,,1,,,,,,,,,,,14
2019_2,1000298,134,4,5,,,14,4,2,,,1,,,,2,,,,,34
2019_2,1000300,111,3,1,,1,12,5,2,1,1,,,1,,1,,,,,18
2019_2,1000267,59,,2,,,8,,1,1,1,,,,,,,,,,14
2019_2,1000273,115,4,5,,,9,1,,,2,10,,,,1,,,,,26
2019_2,1000261,105,2,3,,1,10,1,,,,,,,,1,,,,1,23
2019_2,1000239,157,3,2,,3,23,4,2,1,,,,2,1,2,,,,,24
2019_2,1000048,171,8,10,,,9,1,,,,,,1,6,19,,,,1,16
2019_2,1000047,189,5,7,,,10,1,1,,,12,,,4,43,,,,4,16
2019_2,1000045,179,7,5,,,4,2,3,,1,3,,,7,56,,,,1,16
2019_2,1000168,125,3,3,1,1,9,2,2,2,2,42,,1,5,27,,,,,9
2019_2,1000132,112,6,3,,,11,1,1,,,,,2,,6,,,,,18
2019_2,1000008,137,8,3,,1,1,,,1,1,,,,21,27,,,,,37
2019_2,1000006,221,6,4,,,3,1,1,2,2,,,,42,68,,,,,42
2019_2,1000079,105,6,12,,,7,,1,,,,,,4,5,,,,3,16
2019_2,1000078,64,2,4,,,8,,1,,1,,,,2,2,,,,1,16
2019_2,1000041,127,4,3,,,8,2,1,1,1,,,,5,24,,,,3,12
2019_2,1000039,463,15,39,2,1,29,1,1,,,1,1,,35,41,,,,2,36
2019_2,1000171,53,3,1,,1,9,3,,,,,,,,2,,,,1,12
2019_2,1000170,113,4,9,,2,6,,1,,,,,1,3,21,,,,2,18
2019_2,1000025,119,11,2,,1,10,1,1,1,1,,,,5,2,,,,1,32
2019_2,1000142,148,4,9,,2,11,2,,,,,1,1,,23,,,,1,19
2019_2,1000097,110,5,1,,,6,3,2,,1,,,2,,,,,,1,35
2019_2,1000187,84,3,3,,,13,3,2,,2,,,,,2,,,,1,18
2019_2,1000094,67,2,3,,,8,3,1,1,,,,,,2,,,,3,11
2019_2,1000166,145,2,3,,,18,1,2,,1,,,1,1,4,,,,1,26
2019_2,1000164,81,4,2,,,7,4,2,1,1,,,,4,1,,,,,10
2019_2,1000065,96,6,7,,,8,2,1,1,1,,,1,5,2,,,,1,29
2019_2,1000152,114,7,7,,1,10,1,1,3,2,,,1,,12,,,,2,17
2019_2,1000093,82,7,2,,,7,4,1,,,,,,3,3,,,,1,17
2019_2,1000156,147,7,3,,1,16,1,2,2,3,,,1,,5,,,,1,36
2019_1,1000062,137,8,4,4,1,15,1,1,,,7,,,3,19,,,,,22
2019_1,1000668,96,3,6,,1,3,2,1,1,,,,,,7,,,,1,40
2019_1,1000744,120,8,4,,,7,,1,1,1,,,3,,28,,,,,27
2019_1,1000797,75,3,2,,1,11,1,1,1,,,,,,3,,,,,15
2019_1,1000823,110,4,3,,1,13,1,1,,,,,,,10,,,,,18
2019_1,1000808,76,,2,,,13,2,,1,1,,,,,,,,,,22
2019_1,1000788,149,6,6,,,13,2,1,,,,,2,5,10,,,,1,25
2019_1,1000679,115,3,6,2,3,13,1,,,,,,,,4,,,,1,23
2019_1,1000758,92,2,,,,9,3,,,,,,,,12,,,,1,18
2019_1,1000720,88,4,2,,2,8,2,1,,1,,,,4,3,,,,1,24
2019_1,1000698,128,2,6,2,3,19,3,1,1,,,,,,9,,,,,24
2019_1,1000829,161,6,4,,3,17,1,1,,,,,,1,22,,,,1,29
2019_1,1000817,153,4,3,,,16,3,1,,,,,2,,36,,,,,31
2019_1,1000806,105,3,1,,,7,1,1,,,,,1,,52,,,,,23
2019_1,1000673,133,5,7,,4,12,1,2,1,,,,1,,7,,,,,42
2019_1,1000818,53,2,1,,,2,2,,1,2,,,,,6,,,,,17
2019_1,1000159,148,6,8,,2,20,3,2,2,1,,,,,13,,,,1,14
2019_1,1000219,62,3,,,,7,2,,,,,,,,5,,,,1,11
2019_1,1000216,78,2,1,,3,10,2,,,,,,,,2,,,,,19
2019_1,1000227,68,2,,,,6,1,1,1,,,,,,2,,,,,11
2019_1,1000226,123,4,1,,1,11,,,1,,,,,,1,,,,1,22
2019_1,1000229,125,4,2,,1,13,3,2,,,,,1,,2,,,,,29
2019_1,1000203,112,4,3,,,12,2,1,1,2,26,,,,3,,,,1,20
2019_1,1000214,99,7,2,,2,16,2,1,1,,,,,,2,,,,,15
