기준_년_분기_코드,상권_코드,아파트_단지_수,아파트_면적_66_제곱미터_미만_세대_수,아파트_면적_66_제곱미터_세대_수,아파트_면적_99_제곱미터_세대_수,아파트_면적_132_제곱미터_세대_수,아파트_면적_165_제곱미터_세대_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,아파트_평균_면적,아파트_평균_시가
2019_2,1000228,252,3315,1103,40,2,0,1291,2533,516,120,0,0,0,50,123646371
2019_2,1000227,111,2657,1629,258,2,0,323,1472,2071,680,0,0,0,55,156180207
2019_2,1000226,263,4432,2045,611,3,12,1184,3386,1955,455,111,0,12,53,130579798
2019_2,1000225,93,3887,1300,272,8,0,732,2471,1434,830,0,0,0,55,144587496
2019_2,1000224,248,3851,745,10,2,0,1244,3109,255,0,0,0,0,49,125473370
2019_2,1000223,211,3150,1272,28,2,0,999,2595,738,120,0,0,0,51,136666681
2019_2,1000222,207,2997,1120,18,2,0,1448,2059,510,120,0,0,0,51,123608519
2019_2,1000221,255,2685,1389,466,4,0,1405,943,1716,480,0,0,0,44,115025409
2019_2,1000220,105,1781,856,297,46,0,722,483,1012,456,307,0,0,48,131767644
2019_2,1000219,172,2398,1503,926,0,0,945,594,2624,664,0,0,0,46,119686640
2019_2,1000218,120,2463,1602,824,46,0,631,573,2605,857,269,0,0,53,147151752
2019_2,1000217,103,3113,4445,1276,0,2,340,1968,4702,1824,0,2,0,69,196891443
2019_2,1000216,120,2466,1643,266,10,0,332,1855,2134,64,0,0,0,59,161462080
2019_2,1000215,105,3786,2169,1006,10,0,1382,1551,3162,780,96,0,0,64,178085837
2019_2,1000214,160,3160,2104,483,8,0,1540,1932,1916,367,0,0,0,59,162944050
2019_2,1000213,89,1479,1881,278,0,0,489,983,1284,746,136,0,0,64,190789626
2019_2,1000212,78,1126,975,38,0,0,409,864,748,118,0,0,0,58,163158766
2019_2,1000211,69,2795,869,301,0,2,1821,545,1415,184,0,2,0,55,154374486
2019_2,1000210,95,1877,1501,687,77,46,491,1290,265,566,1142,434,0,68,204542969
2019_2,1000209,22,292,562,326,0,0,120,146,30,844,40,0,0,59,178307053
2019_2,1000208,219,1948,618,338,170,20,1131,927,260,514,262,0,0,46,125642557
2019_2,1000207,107,2010,500,408,4,4,1003,400,947,576,0,0,0,53,104209236
2019_2,1000206,92,2297,981,534,2,0,1073,625,1188,926,0,0,2,57,127343440
2019_2,1000205,70,3013,2551,639,4,0,1986,518,1957,1710,36,0,0,66,199233382
2019_2,1000204,44,2139,1310,334,48,0,1284,266,992,1253,36,0,0,64,190585238
2019_2,1000203,86,1509,840,258,1,2,607,826,644,533,0,0,0,57,152474907
2019_2,1000202,113,1706,1965,176,0,0,625,1223,1479,520,0,0,0,61,176220206
2019_2,1000201,128,1758,1787,144,8,0,500,1590,1487,120,0,0,0,61,169254121
2019_2,1000200,90,1641,2208,300,14,1,634,1133,1984,412,1,0,0,58,160133279
2019_2,1000199,92,1688,1540,302,14,1,328,953,974,1289,1,0,0,60,172031521
2019_2,1000198,68,1786,2313,696,14,1,868,629,1204,1820,289,0,0,64,208994302
2019_2,1000197,123,2392,2029,540,14,3,969,1482,1562,964,1,0,0,60,175610356
2019_2,1000196,87,1918,1972,372,4,1,891,1029,1960,386,1,0,0,58,164187182
2019_2,1000195,131,1823,2800,360,8,0,281,1519,1833,1222,136,0,0,64,189287155
2019_2,1000194,280,4476,1603,758,2,0,2027,921,2937,954,0,0,0,44,120772561
2019_2,1000193,199,3746,1127,1660,334,180,1984,1413,1222,1984,444,0,0,60,134981578
2019_2,1000192,18,332,1,707,332,0,234,99,37,738,264,0,0,69,198808680
2019_2,1000191,52,771,553,50,0,0,280,437,619,38,0,0,0,52,144647090
2019_2,1000190,60,1278,150,1039,334,180,430,720,337,1048,444,0,2,64,152672150
2019_2,1000189,60,3512,2040,531,16,4,1787,468,1834,1762,250,2,0,65,221755538
2019_2,1000188,157,2314,666,242,1,0,1278,1152,392,401,0,0,0,51,116949592
2019_2,1000187,60,1119,276,34,1,2,472,635,294,31,0,0,0,54,140020569
2019_2,1000186,36,1529,625,78,44,0,874,586,528,288,0,0,0,55,158542713
2019_2,1000185,125,2677,3097,1222,0,2,394,1800,3240,1562,0,2,0,65,185922096
2019_2,1000184,60,3552,2788,1560,0,2,1580,650,2173,3157,342,0,0,74,248357509
2019_2,1000183,78,1047,535,299,43,0,558,699,203,296,114,54,0,65,158611097
2019_2,1000182,34,257,1077,740,0,0,89,185,72,1116,612,0,0,67,223280945
2019_2,1000181,152,3362,879,505,46,0,1300,1142,1609,489,252,0,0,50,121758249
2019_1,1000168,58,1131,1083,40,2,0,598,416,1014,200,28,0,0,56,131923128
2019_1,1000426,248,3655,2161,180,2,0,742,3894,1114,248,0,0,0,58,146239211
2019_1,1000427,278,3332,2709,254,4,2,907,3692,1452,250,0,0,0,59,143181476
2019_1,1000428,343,4196,3008,316,2,0,801,4200,1983,538,0,0,0,59,149057954
2019_1,1000429,606,7881,2156,200,3,5,4440,4819,781,205,0,0,0,52,114137199
2019_1,1000430,640,7293,3329,162,73,3,3622,6045,1011,149,32,1,0,56,123966529
2019_1,1000431,466,5853,1043,110,7,0,2995,3578,430,8,2,0,0,50,117381848
2019_1,1000432,364,4885,2461,356,112,2,2620,2975,519,498,1094,110,0,53,123720696
2019_1,1000433,454,5258,1671,60,8,0,2783,4060,152,2,0,0,0,54,114310778
2019_1,1000434,481,6038,1363,80,22,0,3729,3643,129,2,0,0,0,51,106039091
2019_1,1000435,224,3639,1245,625,2,2,1323,1659,1370,1083,78,0,0,52,126634990
2019_1,1000436,198,3601,3371,1294,34,8,400,1340,2818,2720,760,268,2,67,207060555
2019_1,1000437,368,4624,1255,171,44,10,2927,2733,365,77,2,0,0,52,105133063
2019_1,1000438,216,4505,3988,1625,10,0,768,1070,2520,4251,1519,0,0,62,202089139
2019_1,1000439,185,1635,1084,168,30,48,220,1498,740,433,64,8,2,62,181190977
2019_1,1000440,110,2785,2335,736,540,0,841,1993,2280,1282,0,0,0,65,153425666
2019_1,1000441,197,4116,2917,1240,6,40,1195,2440,2226,1842,614,2,0,61,149830149
2019_1,1000442,184,3585,3709,324,2,2,1048,1957,3494,1097,26,0,0,58,138012901
2019_1,1000443,258,2907,3516,826,4,4,784,2630,1465,732,1282,360,4,62,163326416
2019_1,1000444,231,2518,790,70,14,6,548,1856,552,280,162,0,0,55,145680238
2019_1,1000445,153,2990,986,502,48,64,1259,1449,1033,430,395,8,16,64,146720880
2019_1,1000446,507,5815,2612,150,0,0,2033,5435,971,138,0,0,0,56,135722422
2019_1,1000447,304,4027,866,236,10,26,2116,2635,195,219,0,0,0,50,116516685
2019_1,1000448,471,6488,2854,714,2,44,2559,4771,1362,1394,16,0,0,55,123501031
2019_1,1000449,569,7457,4420,1338,0,38,2233,5385,2636,2734,265,0,0,56,142832072
2019_1,1000450,291,3877,1194,70,12,26,2008,2547,583,41,0,0,0,52,114194631
2019_1,1000451,152,2987,1731,510,44,6,408,1859,1204,830,606,365,6,60,174909649
2019_1,1000452,23,1133,957,112,28,0,196,501,1052,208,208,59,6,68,223756029
2019_1,1000453,50,497,491,192,16,0,214,296,126,472,48,40,0,56,146861301
2019_1,1000454,181,2959,1881,410,20,42,1523,2319,854,508,106,2,0,59,128336260
2019_1,1000455,133,2128,1643,512,18,6,1169,1732,734,672,0,0,0,60,129227021
2019_1,1000456,204,2456,1117,64,40,25,1435,1569,650,48,0,0,0,57,111520468
2019_1,1000457,229,2316,1546,535,84,16,1545,1786,464,692,4,6,0,61,116338062
2019_1,1000458,107,2033,2666,498,12,2,455,735,659,1264,1540,464,94,57,216690402
2019_1,1000459,174,4205,595,212,14,12,683,2447,1192,623,91,0,2,57,161556011
2019_1,1000460,317,4076,409,64,18,12,535,2152,1830,53,7,2,0,57,173571268
2019_1,1000461,88,2400,4542,2060,1096,2,110,204,982,4114,3712,720,258,83,335898704
2019_1,1000462,64,2243,3850,676,648,2,110,268,1709,2564,1944,516,308,75,300375508
2019_1,1000463,88,1992,3296,540,660,216,274,315,601,1030,2030,1286,1168,71,351570026
2019_1,1000464,149,2367,2186,382,88,3,622,1114,737,1181,1204,74,94,54,184734932
2019_1,1000465,216,2317,840,48,22,12,595,1619,713,278,15,11,8,50,169188596
2019_1,1000466,263,3656,1391,126,48,16,1191,2681,1071,206,62,8,18,58,161602259
2019_1,1000467,220,3391,1243,126,46,6,1426,2228,869,223,60,2,4,55,151016740
2019_1,1000468,182,2979,959,158,38,10,1426,1604,846,258,8,2,0,52,145715147
2019_1,1000469,270,3606,1563,450,62,12,2045,1814,862,414,530,26,2,52,146693110
2019_1,1000470,214,3380,1275,467,90,0,1537,1646,1109,463,432,25,0,51,142833893
2019_1,1000471,102,2871,2587,1336,18,0,122,883,574,1235,2343,1383,272,67,299218525
2019_1,1000472,129,2772,2158,1242,0,0,324,952,726,487,2188,474,1021,61,267060779
2019_1,1000473,76,2093,3146,1008,616,340,166,330,1937,2134,1934,236,466,95,363647177
2019_1,1000474,119,2238,2343,780,18,2,139,921,791,1212,1985,245,88,65,259389800
2019_1,1000475,396,4837,1959,203,43,0,1417,3765,1370,490,0,0,0,54,145317575
2019_1,1000476,481,6235,1842,260,16,4,1405,4749,1562,435,196,0,10,50,154658367
2019_1,1000477,64,3880,478,44,0,0,592,2134,357,861,398,20,40,43,212260583
2019_1,1000478,168,2574,2914,590,10,0,957,1355,767,2011,974,24,0,57,151313652
2019_1,1000479,301,4461,1861,127,3,0,1342,2577,1499,902,132,0,0,51,141980866
2019_1,1000480,91,2048,3063,1140,304,2,259,568,560,1512,1940,1028,690,66,282089683
2019_1,1000481,322,3736,1998,264,68,18,1897,2495,921,461,306,2,2,57,145695023
2019_1,1000482,413,4987,1993,250,48,12,1741,3911,1128,504,2,4,0,55,141335059
2019_1,1000483,210,2770,1190,382,54,6,1368,1468,667,346,526,27,0,50,146796011
2019_1,1000484,359,4462,2207,163,32,10,1755,3566,1321,230,2,0,0,56,135876366
2019_1,1000485,203,2229,951,67,177,12,557,1519,856,298,33,24,149,51,173340193
2019_1,1000486,140,3199,923,575,62,6,291,587,1777,814,814,54,428,62,212019476
2019_1,1000487,53,1562,1307,539,0,0,209,253,832,761,667,496,190,62,253705990
2019_1,1000488,107,1691,2466,99,22,0,772,631,572,1117,1186,0,0,57,172154298
2019_1,1000489,376,5267,1728,236,74,16,645,1981,1800,93,1293,561,948,59,188382018
2019_1,1000490,285,4001,1841,36,12,10,489,1528,887,149,1342,625,880,58,189931948
2019_1,1000491,157,2093,635,54,26,14,1025,1112,511,118,34,0,22,54,163124142
2019_1,1000492,356,5125,1459,127,144,2,1412,3369,1330,507,91,0,148,49,167065548
2019_1,1000493,190,2208,820,121,169,11,527,1533,761,249,87,23,149,52,173418095
2019_1,1000494,112,1572,1229,81,24,0,977,766,126,233,804,0,0,51,137765823
2019_1,1000495,94,1262,1201,103,36,0,800,611,124,263,804,0,0,52,146370368
2019_1,1000496,186,2106,1024,72,54,90,601,1274,575,258,61,381,196,50,179230243
2019_1,1000497,314,4467,1431,80,42,16,1331,3106,1224,287,62,8,18,53,161519440
2019_1,1000498,470,6325,1664,121,6,10,1670,4514,1452,331,151,6,2,50,160423167
2019_1,1000499,379,4543,1820,111,76,16,1311,3671,1167,363,40,8,6,55,156170866
2019_1,1000500,374,4792,1445,111,30,8,1349,3586,1140,303,0,6,2,51,151453218
2019_1,1000501,425,5731,2017,118,15,0,1416,3859,1673,729,204,0,0,50,146622445
2019_1,1000502,234,5867,2490,542,14,0,1390,1541,1152,4440,366,24,0,53,149291071
2019_1,1000503,390,5553,1258,133,4,6,1484,3774,1264,397,33,0,2,49,162266023
2019_1,1000504,230,2987,866,71,42,16,964,1945,861,121,65,0,26,55,173090829
2019_1,1000505,109,3638,4562,1610,548,0,130,377,1741,2850,2374,1330,1556,76,367129028
2019_1,1000506,170,2282,1834,728,54,16,101,1336,874,1003,1568,32,0,68,220836769
2019_1,1000507,121,1705,474,20,0,0,1506,533,160,0,0,0,0,46,84499760
2019_1,1000508,316,6442,3105,34,8,0,3000,4414,2175,0,0,0,0,53,110396508
2019_1,1000509,314,5959,2194,12,6,0,3210,3645,1316,0,0,0,0,50,97232923
2019_1,1000510,304,4994,1939,251,4,0,2727,3344,977,140,0,0,0,52,101561405
2019_1,1000511,395,5853,1873,68,4,0,3730,3267,801,0,0,0,0,51,96302949
2019_1,1000512,367,5000,2135,62,6,0,3215,2988,802,198,0,0,0,52,100719113
2019_1,1000513,213,2969,1114,20,2,0,2320,1243,542,0,0,0,0,48,90579004
2019_1,1000514,187,3246,1600,69,6,0,1427,2767,727,0,0,0,0,53,102846293
2019_1,1000515,541,10057,1428,14,6,0,6693,3935,877,0,0,0,0,44,78541342
2019_1,1000516,305,4631,3831,296,8,2,2168,3099,2735,766,0,0,0,51,122813598
2019_1,1000517,64,3522,2688,750,2,0,1298,1290,2368,1602,404,0,0,66,204091253
2019_1,1000518,59,5377,1883,1023,308,2,4532,189,1024,2176,672,0,0,70,214830761
2019_1,1000519,82,3043,3062,1527,956,174,1199,473,491,1243,1801,1173,2382,71,329298635
2019_1,1000520,50,1252,3768,2314,122,0,56,88,78,2079,2111,968,2076,85,454357007
2019_1,1000521,299,4139,1923,593,10,6,1240,3185,783,181,642,248,392,57,142243896
2019_1,1000522,252,4589,2076,797,124,4,968,2420,653,1357,1192,252,748,58,158340675
2019_1,1000523,447,6209,2641,544,2,2,1361,5138,1963,844,92,0,0,55,138060513
2019_1,1000524,73,710,1641,124,4,0,228,563,220,238,402,648,180,56,184903401
2019_1,1000525,355,5067,4027,270,176,2,1119,3633,2080,1586,708,416,0,56,147731815
2019_1,1000526,475,6608,3717,462,4,0,1272,5608,2529,1322,60,0,0,58,143733094
2019_1,1000527,433,5241,2943,396,24,6,949,4408,1688,816,673,36,40,54,157527637
2019_1,1000528,229,3228,3065,792,201,8,920,2211,796,1221,1524,516,106,56,168011365
2019_1,1000529,416,5700,3858,632,182,8,1531,4578,1175,1064,1572,276,184,56,144813002
2019_1,1000530,200,3021,3370,596,116,10,765,1956,286,682,1942,1106,376,58,171858345
2019_1,1000531,94,4607,5965,1253,2,0,3375,441,537,3188,2999,827,460,68,277015793
2019_1,1000532,65,3086,4924,2593,92,144,2196,130,148,2964,2072,1297,2032,82,397075027
2019_1,1000533,108,4729,6057,1449,2,0,2853,559,661,3564,2837,931,832,68,285523557
2019_1,1000534,335,4938,5031,232,12,2,2440,4538,2755,420,62,0,0,55,120365389
2019_1,1000535,274,4482,4940,356,8,2,1354,3887,3097,1198,214,38,0,57,153650582
2019_1,1000536,353,4456,2080,192,2,0,1926,3807,991,6,0,0,0,53,119419291
2019_1,1000121,60,1612,1090,160,44,0,737,515,930,688,36,0,0,60,172721588
2019_1,1000122,58,837,877,86,44,0,324,519,607,394,0,0,0,61,158172352
2019_1,1000123,222,4694,3833,1519,148,0,527,1173,1887,2715,2890,482,520,58,198312040
2019_1,1000124,60,1237,1627,745,0,0,177,608,192,1774,858,0,0,61,213283320
2019_1,1000125,81,4084,5152,1890,266,0,68,1364,654,2286,2690,2606,1724,79,417430792
2019_1,1000126,117,3139,3664,1908,798,466,71,1708,270,2188,1804,2216,1718,127,827783468
2019_1,1000127,150,3711,656,135,4,0,2290,1407,588,183,38,0,0,38,128213861
2019_1,1000128,37,871,46,4,0,0,671,202,46,2,0,0,0,30,102515436
2019_1,1000129,239,2845,829,111,4,0,777,2311,590,110,1,0,0,54,149880968
2019_1,1000130,167,1902,801,75,2,2,491,1796,455,39,1,0,0,57,156633566
2019_1,1000131,287,3412,1366,95,2,0,1101,2748,656,369,1,0,0,53,146993680
2019_1,1000132,292,3695,4078,206,572,6,1296,2571,801,1155,2148,330,256,54,164267098
2019_1,1000133,431,4746,1608,66,8,0,1049,4276,1089,14,0,0,0,55,154300553
2019_1,1000134,213,2464,547,50,19,0,541,2174,348,17,0,0,0,52,148594250
2019_1,1000135,185,1827,850,49,23,0,461,1678,589,21,0,0,0,56,156667247
2019_1,1000136,245,2655,809,36,19,0,679,2343,478,19,0,0,0,53,148989484
2019_1,1000137,168,4142,531,71,0,0,2673,1449,600,22,0,0,0,34,114377613
2019_1,1000138,134,3335,503,105,2,0,2051,1347,330,179,38,0,0,38,127161830
2019_1,1000139,224,2770,971,54,14,2,840,2098,810,52,9,2,0,53,160172493
2019_1,1000140,83,1523,4355,290,212,2,143,305,1194,2408,1578,446,308,65,276743450
2019_1,1000141,104,1843,6004,712,94,6,12,323,1584,3023,2402,1079,236,73,319640224
2019_1,1000142,106,2185,1318,40,0,0,706,655,999,789,242,152,0,48,175283631
2019_1,1000143,106,1899,350,10,0,0,1165,665,427,2,0,0,0,39,125382675
2019_1,1000144,100,1880,1606,40,2,0,555,611,829,889,354,290,0,49,186770797
2019_1,1000145,64,686,1912,134,118,0,79,281,589,751,1008,64,78,61,239941153
2019_1,1000146,228,3519,1847,163,30,8,288,1677,1929,1407,172,72,22,53,189446934
2019_1,1000147,228,3052,3095,173,100,42,253,1768,1930,1925,514,68,4,54,190105019
2019_1,1000148,232,3033,3112,63,100,40,281,1945,1843,1881,394,4,0,55,187798228
2019_1,1000149,123,1524,326,386,439,52,234,1001,577,101,134,212,468,57,209819242
2019_1,1000150,197,2852,723,113,2,2,595,2215,780,102,0,0,0,53,146966623
2019_1,1000151,221,3469,1764,37,2,6,426,1696,1632,988,534,2,0,52,179264547
2019_1,1000152,206,2394,1140,120,8,3,683,1919,671,356,36,0,0,54,153647078
2019_1,1000153,270,3375,1080,52,1,0,1199,2551,539,219,0,0,0,51,140612698
2019_1,1000154,249,3822,4696,200,573,6,945,2129,878,1613,2988,330,414,57,186254815
2019_1,1000155,103,733,3267,303,855,998,128,353,174,723,2285,764,1729,105,425246400
2019_1,1000156,355,3994,1330,81,2,0,816,3603,947,41,0,0,0,55,155344939
2019_1,1000157,276,3368,969,46,14,0,885,2745,724,36,7,0,0,53,155249763
2019_1,1000158,229,2838,682,94,56,8,452,1869,1005,254,96,2,0,50,171355475
2019_1,1000159,204,2396,694,75,2,8,432,1709,802,188,42,2,0,52,170549097
2019_1,1000160,383,4720,1513,169,6,3,1519,3677,958,255,2,0,0,53,144641082
2019_1,1000161,311,3592,1492,70,22,0,716,3077,1351,29,3,0,0,57,165074277
2019_1,1000162,428,4729,2442,209,44,14,923,4820,1397,276,22,0,0,61,163369661
2019_1,1000163,378,4274,1815,71,20,0,757,4094,1260,67,2,0,0,57,160867211
2019_1,1000164,151,2969,4703,623,118,10,111,682,1914,3226,1555,783,152,64,264909456
2019_1,1000165,323,3707,1271,36,16,0,1099,3052,841,32,6,0,0,53,153559764
2019_1,1000166,349,4260,1189,78,14,0,978,3500,1022,36,5,0,0,54,157696553
2019_1,1000167,509,5931,2609,175,28,14,1153,5642,1762,198,2,0,0,59,162158241
2019_1,1000169,71,1834,1002,110,0,0,975,929,646,328,68,0,0,51,137649256
2019_1,1000170,25,1404,1481,404,0,0,562,282,241,777,934,415,78,61,247604221
2019_1,1000171,70,1045,433,202,1,4,269,569,445,398,2,2,0,59,164946698
2019_1,1000172,79,4157,2575,902,4,0,2008,1083,2676,1835,36,0,0,65,190023287
2019_1,1000173,99,3374,2431,899,8,0,1579,1588,2600,945,0,0,0,62,172956039
2019_1,1000174,91,2124,2024,320,10,0,354,1474,1982,620,48,0,0,61,168683638
2019_1,1000175,131,3128,1975,819,12,1,965,2138,2118,713,1,0,0,59,165723495
2019_1,1000176,141,2605,1595,446,12,1,1036,1798,1508,316,1,0,0,57,158929666
2019_1,1000177,102,2432,3850,680,102,0,176,865,1355,3908,672,88,0,68,230277221
2019_1,1000178,92,1810,2026,652,6,3,871,798,1413,1278,137,0,0,63,191387079
2019_1,1000179,95,1500,216,14,0,0,949,763,18,0,0,0,0,49,100787136
2019_1,1000180,113,2132,529,109,2,0,1085,885,687,115,0,0,0,50,108831752
2019_1,1000181,152,3362,879,505,46,0,1300,1142,1609,489,252,0,0,50,121758249
2019_1,1000182,34,257,1077,740,0,0,89,185,72,1116,612,0,0,67,223280945
2019_1,1000183,78,1047,535,299,43,0,558,699,203,296,114,54,0,65,158611097
2019_1,1000184,60,3552,2788,1560,0,2,1580,650,2173,3157,342,0,0,74,248357509
2019_1,1000185,125,2677,3097,1222,0,2,394,1800,3240,1562,0,2,0,65,185922096
2019_1,1000186,36,1529,625,78,44,0,874,586,528,288,0,0,0,55,158542713
2019_1,1000187,60,1119,276,34,1,2,472,635,294,31,0,0,0,54,140020569
2019_1,1000188,157,2314,666,242,1,0,1278,1152,392,401,0,0,0,51,116949592
2019_1,1000189,60,3512,2040,531,16,4,1787,468,1834,1762,250,2,0,65,221755538
2019_1,1000190,60,1278,150,1039,334,180,430,720,337,1048,444,0,2,64,152672150
2019_1,1000191,52,771,553,50,0,0,280,437,619,38,0,0,0,52,144647090
2019_1,1000192,18,332,1,707,332,0,234,99,37,738,264,0,0,69,198808680
2019_1,1000193,199,3746,1127,1660,334,180,1984,1413,1222,1984,444,0,0,60,134981578
2019_1,1000194,280,4476,1603,758,2,0,2027,921,2937,954,0,0,0,44,120772561
2019_1,1000195,131,1823,2800,360,8,0,281,1519,1833,1222,136,0,0,64,189287155
2019_1,1000196,87,1918,1972,372,4,1,891,1029,1960,386,1,0,0,58,164187182
2019_1,1000197,123,2392,2029,540,14,3,969,1482,1562,964,1,0,0,60,175610356
2019_1,1000198,68,1786,2313,696,14,1,868,629,1204,1820,289,0,0,64,208994302
2019_1,1000199,92,1688,1540,302,14,1,328,953,974,1289,1,0,0,60,172031521
2019_1,1000200,90,1641,2208,300,14,1,634,1133,1984,412,1,0,0,58,160133279
2019_1,1000201,128,1758,1787,144,8,0,500,1590,1487,120,0,0,0,61,169254121
2019_1,1000202,113,1706,1965,176,0,0,625,1223,1479,520,0,0,0,61,176220206
2019_1,1000203,86,1509,840,258,1,2,607,826,644,533,0,0,0,57,152474907
2019_1,1000204,44,2139,1310,334,48,0,1284,266,992,1253,36,0,0,64,190585238
2019_1,1000205,70,3013,2551,639,4,0,1986,518,1957,1710,36,0,0,66,199233382
2019_1,1000206,92,2297,981,534,2,0,1073,625,1188,926,0,0,2,57,127343440
2019_1,1000207,107,2010,500,408,4,4,1003,400,947,576,0,0,0,53,104209236
2019_1,1000208,219,1948,618,338,170,20,1131,927,260,514,262,0,0,46,125642557
2019_1,1000209,22,292,562,326,0,0,120,146,30,844,40,0,0,59,178307053
2019_1,1000210,95,1877,1501,687,77,46,491,1290,265,566,1142,434,0,68,204542969
2019_1,1000211,69,2795,869,301,0,2,1821,545,1415,184,0,2,0,55,154374486
2019_1,1000212,78,1126,975,38,0,0,409,864,748,118,0,0,0,58,163158766
2019_1,1000213,89,1479,1881,278,0,0,489,983,1284,746,136,0,0,64,190789626
2019_1,1000214,160,3160,2104,483,8,0,1540,1932,1916,367,0,0,0,59,162944050
2019_1,1000215,105,3786,2169,1006,10,0,1382,1551,3162,780,96,0,0,64,178085837
2019_1,1000216,120,2466,1643,266,10,0,332,1855,2134,64,0,0,0,59,161462080
2019_1,1000217,103,3113,4445,1276,0,2,340,1968,4702,1824,0,2,0,69,196891443
2019_1,1000218,120,2463,1602,824,46,0,631,573,2605,857,269,0,0,53,147151752
2019_1,1000219,172,2398,1503,926,0,0,945,594,2624,664,0,0,0,46,119686640
2019_1,1000220,105,1781,856,297,46,0,722,483,1012,456,307,0,0,48,131767644
2019_1,1000221,255,2685,1389,466,4,0,1405,943,1716,480,0,0,0,44,115025409
2019_1,1000222,207,2997,1120,18,2,0,1448,2059,510,120,0,0,0,51,123608519
2019_1,1000223,211,3150,1272,28,2,0,999,2595,738,120,0,0,0,51,136666681
2019_1,1000224,248,3851,745,10,2,0,1244,3109,255,0,0,0,0,49,125473370
2019_1,1000225,93,3887,1300,272,8,0,732,2471,1434,830,0,0,0,55,144587496
2019_1,1000226,263,4432,2045,611,3,12,1184,3386,1955,455,111,0,12,53,130579798
2019_1,1000227,111,2657,1629,258,2,0,323,1472,2071,680,0,0,0,55,156180207
2019_1,1000228,252,3315,1103,40,2,0,1291,2533,516,120,0,0,0,50,123646371
2019_1,1000229,159,3807,1319,148,4,0,1140,3086,1052,0,0,0,0,54,132255264
2019_1,1000230,225,5681,1894,14,4,0,1953,3203,2437,0,0,0,0,49,120495514
2019_1,1000231,158,3599,2013,49,4,0,1039,1900,2720,6,0,0,0,53,130270795
2019_1,1000232,215,4268,3509,69,2,0,1037,3571,3234,6,0,0,0,56,131935505
2019_1,1000233,170,2259,830,51,4,0,694,2053,397,0,0,0,0,51,127486657
2019_1,1000234,99,1150,667,50,2,0,336,1104,423,6,0,0,0,53,129153550
2019_1,1000235,185,2306,1860,61,4,0,802,2540,889,0,0,0,0,54,129448162
2019_1,1000236,134,1796,408,46,0,0,450,1608,192,0,0,0,0,49,127293469
2019_1,1000237,304,4558,1691,317,2,12,1145,3964,1230,118,111,0,12,51,134581849
2019_1,1000238,166,2611,861,170,0,0,510,2315,817,0,0,0,0,48,135074408
2019_1,1000239,133,1789,927,52,14,4,760,1526,500,0,0,0,0,57,120515441
2019_1,1000240,59,1550,1418,382,0,0,303,1435,1018,594,0,0,0,65,169612642
2019_1,1000241,140,2172,1233,178,5,2,403,1387,1230,516,54,0,0,58,152445482
2019_1,1000242,147,2441,2189,128,108,0,500,1435,2163,708,60,0,0,60,146869772
2019_1,1000243,100,1183,931,24,192,0,285,1169,683,193,0,0,0,54,138992136
2019_1,1000244,145,2272,644,8,2,2,624,1783,473,48,0,0,0,49,126962713
2019_1,1000245,116,1495,966,16,192,0,289,1588,600,192,0,0,0,53,141425674
2019_1,1000246,138,1893,774,20,0,0,263,1954,350,120,0,0,0,50,139667135
2019_1,1000247,169,2464,383,6,0,0,531,2284,38,0,0,0,0,48,129105755
2019_1,1000248,261,3418,1141,26,2,0,1374,2686,525,2,0,0,0,51,118358226
2019_1,1000249,166,2501,644,41,2,0,1362,1465,216,120,25,0,0,49,112487133
2019_1,1000250,220,4205,2830,154,2,0,1058,3656,2281,196,0,0,0,56,129778022
2019_1,1000251,124,1696,332,53,2,0,618,1363,96,6,0,0,0,49,122851900
2019_1,1000252,108,5669,6127,1074,172,2,691,4571,6710,1068,4,0,0,69,181871968
2019_1,1000253,127,2072,2312,98,294,0,330,1356,2166,864,60,0,0,59,156440300
2019_1,1000254,163,1988,3176,341,2,0,744,1482,2258,1023,0,0,0,57,140439399
2019_1,1000255,121,2064,9223,157,30,0,518,1300,8004,1528,40,84,0,67,190957076
2019_1,1000256,195,2498,636,32,14,2,900,2218,64,0,0,0,0,53,121242370
2019_1,1000257,90,1522,1402,233,0,0,544,1456,619,538,0,0,0,61,138149817
2019_1,1000258,107,2477,2114,397,0,2,558,2009,1671,752,0,0,0,62,161227777
2019_1,1000259,164,1997,1034,32,14,0,840,1832,405,0,0,0,0,55,118118543
2019_1,1000260,117,2815,904,170,2,0,930,2150,678,133,0,0,0,52,134608635
2019_1,1000261,68,4450,2664,1278,84,0,118,797,2355,3308,1654,192,52,77,316173889
2019_1,1000262,151,1723,243,8,0,0,947,853,170,4,0,0,0,43,91285628
2019_1,1000263,163,1727,543,82,0,0,859,1102,383,8,0,0,0,47,106184253
2019_1,1000264,176,2203,1235,239,2,2,607,1811,528,733,0,0,2,59,155271331
2019_1,1000265,163,1896,803,86,0,2,507,1767,503,8,0,0,2,55,136795308
2019_1,1000266,157,2134,970,166,0,6,641,1583,362,684,6,0,0,56,134276856
2019_1,1000267,143,1964,844,394,0,0,809,677,1164,552,0,0,0,45,105611601
