기준_년_분기_코드,상권_코드,아파트_단지_수,아파트_면적_66_제곱미터_미만_세대_수,아파트_면적_66_제곱미터_세대_수,아파트_면적_99_제곱미터_세대_수,아파트_면적_132_제곱미터_세대_수,아파트_면적_165_제곱미터_세대_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,아파트_평균_면적,아파트_평균_시가
2019_2,1000965,176,3209,2677,1945,1522,69,131,1659,1058,1755,2091,992,1736,72,282365984
2019_2,1000966,116,1011,805,128,2,0,188,670,559,489,24,16,0,57,170988307
2019_2,1000967,225,1546,1582,100,104,4,300,970,993,211,385,221,256,63,198358700
2019_2,1000968,202,4480,2524,248,60,6,418,1125,3009,2390,319,57,0,55,166079949
2019_2,1000969,139,1717,1033,427,46,10,222,897,441,831,606,236,0,56,175949968
2019_2,1000970,54,932,294,177,119,78,2,262,138,268,380,253,297,64,280877874
2019_2,1000971,204,1947,1318,181,0,0,219,1142,1324,733,28,0,0,53,162491990
2019_2,1000972,339,3088,1628,136,28,0,507,2073,1409,863,28,0,0,52,156143710
2019_2,1000973,366,3111,2199,128,28,0,366,2186,2254,632,28,0,0,54,162609386
2019_2,1000974,63,91,3154,499,390,56,9,82,12,2683,870,414,120,91,381916258
2019_2,1000975,28,251,2,0,0,0,6,243,4,0,0,0,0,44,143002268
2019_2,1000976,67,739,477,209,121,78,3,359,26,94,448,377,317,63,264561178
2019_2,1000977,201,2359,2911,424,43,36,387,1139,1510,1403,1108,92,134,58,181557425
2019_2,1000978,261,2406,994,86,2,0,533,1468,871,568,48,0,0,51,154501951
2019_2,1000979,208,3650,3135,356,18,3,391,1040,1753,3003,822,140,13,54,187066111
2019_2,1000980,167,2740,4104,940,354,0,264,1418,1999,2774,1071,492,120,64,198395381
2019_2,1000981,156,4248,3732,399,60,6,371,687,2730,3755,713,189,0,57,184010573
2019_2,1000982,90,956,675,337,0,0,65,325,222,534,656,166,0,57,228493651
2019_2,1000983,199,2805,2629,614,3,1,368,1117,1353,1304,1582,328,0,54,171771310
2019_2,1000984,238,1495,2094,406,66,194,258,1224,1097,655,576,196,249,65,196469497
2019_2,1000985,421,4121,3281,983,20,0,573,2769,1016,1390,2061,596,0,54,167240777
2019_2,1000986,342,3531,2003,350,3,26,834,2368,1592,810,241,68,0,54,163439093
2019_2,1000987,178,1639,1985,137,7,17,567,1223,1455,539,0,1,0,60,151990597
2019_2,1000988,247,3729,3048,242,108,22,407,2427,3551,639,124,1,0,61,165281764
2019_2,1000989,291,3165,2170,74,6,0,461,2318,1675,952,9,0,0,55,162741661
2019_2,1000990,334,2696,2113,145,8,11,552,1597,1617,675,171,41,320,57,172070447
2019_2,1000991,440,3546,2682,173,7,31,753,2121,2000,823,221,185,336,55,170081441
2019_2,1000992,264,3792,2931,527,41,5,315,1089,2143,814,1776,559,600,60,226934016
2019_2,1000993,154,1123,3192,398,7,128,165,744,700,1416,1500,196,127,65,209671539
2019_2,1000994,103,1337,624,200,14,8,128,525,912,441,157,8,12,54,192225732
2019_2,1000995,161,1342,556,143,2,0,197,761,721,279,67,8,10,53,195983335
2019_2,1000996,105,1057,450,119,1,0,179,575,609,242,22,0,0,55,202104036
2019_2,1000997,120,1197,503,170,0,0,243,697,729,201,0,0,0,57,178901443
2019_2,1000998,335,3256,1244,139,1,0,679,2150,1536,275,0,0,0,51,147529391
2019_2,1000999,187,3488,1855,672,0,0,704,1729,2347,821,346,68,0,56,175573615
2019_2,1001000,168,1559,1730,138,2,1,507,1104,1252,566,1,0,0,56,151595391
2019_2,1001001,324,2960,1955,165,22,4,502,2528,1984,88,4,0,0,57,160466422
2019_2,1001002,265,3495,3284,346,397,5,431,2214,3039,1248,535,60,0,59,170112864
2019_2,1000514,187,3246,1600,69,6,0,1427,2767,727,0,0,0,0,53,102846293
2019_2,1000515,541,10057,1428,14,6,0,6693,3935,877,0,0,0,0,44,78541342
2019_2,1000516,305,4631,3831,296,8,2,2168,3099,2735,766,0,0,0,51,122813598
2019_2,1000517,64,3522,2688,750,2,0,1298,1290,2368,1602,404,0,0,66,204091253
2019_2,1000518,59,5377,1883,1023,308,2,4532,189,1024,2176,672,0,0,70,214830761
2019_2,1000519,82,3043,3062,1527,956,174,1199,473,491,1243,1801,1173,2382,71,329298635
2019_2,1000520,50,1252,3768,2314,122,0,56,88,78,2079,2111,968,2076,85,454357007
2019_2,1000521,299,4139,1923,593,10,6,1240,3185,783,181,642,248,392,57,142243896
2019_2,1000522,252,4589,2076,797,124,4,968,2420,653,1357,1192,252,748,58,158340675
2019_2,1000523,447,6209,2641,544,2,2,1361,5138,1963,844,92,0,0,55,138060513
2019_2,1000524,73,710,1641,124,4,0,228,563,220,238,402,648,180,56,184903401
2019_2,1000525,355,5067,4027,270,176,2,1119,3633,2080,1586,708,416,0,56,147731815
2019_2,1000526,475,6608,3717,462,4,0,1272,5608,2529,1322,60,0,0,58,143733094
2019_2,1000527,433,5241,2943,396,24,6,949,4408,1688,816,673,36,40,54,157527637
2019_2,1000528,229,3228,3065,792,201,8,920,2211,796,1221,1524,516,106,56,168011365
2019_2,1000529,416,5700,3858,632,182,8,1531,4578,1175,1064,1572,276,184,56,144813002
2019_2,1000530,200,3021,3370,596,116,10,765,1956,286,682,1942,1106,376,58,171858345
2019_2,1000531,94,4607,5965,1253,2,0,3375,441,537,3188,2999,827,460,68,277015793
2019_2,1000532,65,3086,4924,2593,92,144,2196,130,148,2964,2072,1297,2032,82,397075027
2019_2,1000533,108,4729,6057,1449,2,0,2853,559,661,3564,2837,931,832,68,285523557
2019_2,1000534,335,4938,5031,232,12,2,2440,4538,2755,420,62,0,0,55,120365389
2019_2,1000535,274,4482,4940,356,8,2,1354,3887,3097,1198,214,38,0,57,153650582
2019_2,1000536,353,4456,2080,192,2,0,1926,3807,991,6,0,0,0,53,119419291
2019_2,1000537,365,4723,1760,66,4,0,1811,3936,798,8,0,0,0,52,122602061
2019_2,1000538,423,6933,4137,18,4,0,3740,4021,3047,284,0,0,0,51,104624326
2019_2,1000539,333,5312,5454,200,0,0,2081,4464,4077,344,0,0,0,59,126596412
2019_2,1000540,145,2468,1274,628,112,2,776,1506,256,604,600,6,736,55,158572417
2019_2,1000541,274,3560,1695,40,4,2,1358,3118,815,10,0,0,0,54,124301452
2019_2,1000542,114,4500,2124,688,2,0,819,1651,2120,1295,976,43,410,60,190643565
2019_2,1000543,164,2724,1775,1178,372,2,602,1552,283,904,1140,22,1548,60,199271576
2019_2,1000544,60,1717,1904,1102,130,2,183,362,198,1330,1504,46,1232,68,304653222
2019_2,1000545,235,3957,2802,372,2,0,1038,3128,1790,867,272,38,0,56,142353428
2019_2,1000546,210,3463,2798,264,2,0,881,2684,1642,896,386,38,0,57,152627894
2019_2,1000547,370,6085,5116,394,4,0,2705,5178,3376,340,0,0,0,58,123746409
2019_2,1000548,320,4764,3517,302,4,0,2483,4057,1811,236,0,0,0,57,116728884
2019_2,1000549,455,9694,424,74,0,0,5958,3382,778,74,0,0,0,43,76519101
2019_2,1000550,180,1892,2599,1095,327,1,1128,1551,1474,565,948,248,0,65,151471150
2019_2,1000551,306,4196,1602,44,0,0,3077,2171,594,0,0,0,0,51,93989068
2019_2,1000552,584,9204,1956,342,7,0,3595,7071,607,236,0,0,0,52,109579005
2019_2,1000553,529,8132,1568,163,0,0,3332,6016,419,96,0,0,0,52,109578662
2019_2,1000554,611,11754,2950,440,7,0,5688,8163,1062,238,0,0,0,51,112073847
2019_2,1000555,545,8461,1499,44,3,0,3343,6503,161,0,0,0,0,52,108463252
2019_2,1000556,880,13121,2322,76,7,0,5729,9559,238,0,0,0,0,53,107567433
2019_2,1000557,520,7567,1667,53,0,0,3508,5349,236,194,0,0,0,52,108599731
2019_2,1000558,329,4903,2620,330,0,0,1792,3508,903,1328,246,0,76,55,124838032
2019_2,1000559,146,2675,3065,1110,1142,44,368,1771,1707,600,2266,600,724,77,243151108
2019_2,1000560,289,4292,3876,2232,1364,4,1122,2820,1686,2128,2764,540,708,68,194217341
2019_2,1000561,298,7103,4356,191,43,2,1118,2724,3535,2432,1736,138,12,59,177089956
2019_2,1000562,269,4186,3879,489,76,6,1062,2824,2398,817,1219,316,0,61,164740266
2019_2,1000563,374,6961,2904,198,7,0,3558,5512,998,2,0,0,0,54,116645115
2019_2,1000564,370,7779,2130,112,3,0,4368,5019,635,2,0,0,0,51,110401317
2019_2,1000565,457,6116,2020,93,14,0,2472,5280,490,1,0,0,0,52,114495602
2019_2,1000566,467,7085,2361,177,16,0,3125,5905,606,3,0,0,0,53,114208828
2019_2,1000567,168,3494,1239,90,0,0,1077,2247,1244,255,0,0,0,53,151929726
2019_2,1000568,91,1246,524,48,0,0,240,1170,296,112,0,0,0,52,156812499
2019_2,1000569,510,7828,1803,17,6,0,3140,6439,73,2,0,0,0,54,113067071
2019_2,1000570,644,9517,1695,17,7,0,3849,7363,23,1,0,0,0,53,109652822
2019_2,1000571,505,7854,1295,67,3,0,3082,5731,374,32,0,0,0,52,109416192
2019_2,1000572,503,7561,1368,59,1,0,2801,5786,370,32,0,0,0,52,111200101
2019_2,1000573,268,3847,2312,261,76,8,1357,3001,684,270,606,394,192,55,135716539
2019_2,1000574,66,1526,2224,1028,6,0,114,350,368,1218,970,1476,288,76,326085456
2019_2,1000575,87,1564,2899,1432,124,116,268,790,1013,970,942,1768,384,77,299567450
2019_2,1000576,122,2085,2428,274,5,0,372,1393,1844,1139,44,0,0,56,167901400
2019_2,1000577,185,3540,4134,496,159,0,824,1628,2455,2896,406,120,0,56,178812838
2019_2,1000578,161,4573,6235,975,227,0,593,1341,3628,3780,2154,434,80,66,233861653
2019_2,1000579,153,3613,3683,377,225,0,838,1291,2537,2384,658,190,0,57,184549192
2019_2,1001003,195,3681,1823,440,1,0,345,1539,1999,1787,275,0,0,54,173178487
2019_2,1001004,381,4262,1966,289,5,26,992,2671,1624,952,241,68,0,52,154844926
2019_2,1001005,207,2291,2549,318,7,35,465,1350,1229,1235,719,68,134,55,169877420
2019_2,1001006,185,2336,3483,1086,161,17,232,1398,2084,1782,1198,363,26,64,198788093
2019_2,1001007,63,496,95,1,0,0,65,325,202,0,0,0,0,48,136013139
2019_2,1001008,113,981,654,22,0,0,176,577,337,548,19,0,0,54,164628302
2019_2,1001009,155,2454,2043,514,3,0,253,716,1527,1254,992,272,0,56,179532655
2019_2,1001010,313,3967,2138,433,1,20,707,1755,1697,1321,871,208,0,51,154040746
2019_2,1000679,73,1318,1707,139,4,0,188,1109,870,896,105,0,0,58,165964205
2019_2,1000680,192,3272,2364,118,0,0,910,2598,1139,1002,105,0,0,56,130053583
2019_2,1000681,233,3502,802,13,2,0,1250,2881,188,0,0,0,0,53,110011747
2019_2,1000682,204,2966,703,16,2,0,934,2565,160,28,0,0,0,54,115542377
2019_2,1000683,53,554,877,6,0,0,145,419,613,260,0,0,0,54,143174895
2019_2,1000684,26,888,1970,224,196,0,0,42,884,890,754,538,170,84,368331950
2019_2,1000685,21,710,832,252,62,0,20,346,484,240,532,234,0,71,238548034
2019_2,1000686,26,695,2562,200,0,0,102,51,280,2340,396,288,0,73,318038128
2019_2,1000687,41,1440,708,6,4,2,680,980,304,196,0,0,0,50,152397522
2019_2,1000688,36,701,2617,168,8,0,78,92,493,2579,244,8,0,67,251529031
2019_2,1000689,69,1993,5159,858,248,0,88,122,1467,3737,2040,716,88,75,312760871
2019_2,1000690,72,2906,3867,1038,364,12,80,122,1836,3081,2430,450,188,76,325698849
2019_2,1000691,79,1790,1917,1458,942,0,501,643,396,971,712,1480,1404,73,327493199
2019_2,1000692,94,1854,1584,192,0,0,527,959,1607,493,44,0,0,54,144935986
2019_2,1000693,173,3294,2116,120,2,0,1615,1382,2279,256,0,0,0,51,108287555
2019_2,1000694,104,2967,1778,4,4,0,1242,1605,1904,2,0,0,0,49,117400592
2019_2,1000695,123,2148,901,11,4,0,881,1213,970,0,0,0,0,52,124344078
2019_2,1000696,138,3722,3177,7,178,0,672,1409,3853,1036,114,0,0,56,133969114
2019_2,1000697,65,993,677,318,348,0,444,514,263,470,483,162,0,52,144119965
2019_2,1000698,103,1805,2418,800,456,0,505,780,1697,1453,870,174,0,60,163127357
2019_2,1000699,105,2159,5545,172,164,0,341,662,1501,4352,968,216,0,61,210393913
2019_2,1000700,27,662,1888,586,374,92,0,96,976,1078,588,796,68,97,392007887
2019_2,1000701,110,1596,1073,10,4,0,660,956,953,114,0,0,0,54,129181602
2019_2,1000702,98,2806,1400,162,180,0,952,1618,931,711,248,88,0,55,141301578
2019_2,1000703,91,3040,3211,180,454,0,265,1371,2471,1832,844,102,0,62,174920023
2019_2,1000704,102,1280,4617,10,0,0,283,638,786,3986,214,0,0,60,193793002
2019_2,1000705,70,1386,1659,82,0,0,210,915,722,1280,0,0,0,58,163499576
2019_2,1000706,70,842,1471,23,1,0,366,577,382,1012,0,0,0,56,149554178
2019_2,1000707,148,3128,1809,304,0,0,1006,1530,1790,915,0,0,0,54,121609914
2019_2,1000708,102,1560,647,74,0,0,812,848,542,79,0,0,0,51,112905399
2019_2,1000709,82,2141,2669,252,76,0,392,602,2183,1791,170,0,0,60,180392795
2019_2,1000710,62,1860,1199,72,2,0,597,569,1071,854,42,0,0,46,151848027
2019_2,1000711,32,1315,821,110,0,0,186,378,1086,596,0,0,0,60,198449592
2019_2,1000712,40,2507,1268,240,0,0,190,716,2088,981,40,0,0,65,218609516
2019_2,1000713,33,1187,1052,72,0,0,190,390,994,737,0,0,0,62,202612604
2019_2,1000714,63,1325,1264,106,0,0,222,567,1364,542,0,0,0,57,165333664
2019_2,1000715,74,684,562,6,0,0,214,634,404,0,0,0,0,52,135047488
2019_2,1000716,125,2622,1765,375,41,12,250,1854,879,1696,136,0,0,77,177554523
2019_2,1000717,109,2254,1045,597,45,12,183,1588,782,1216,184,0,0,81,180616935
2019_2,1000718,170,2060,1577,170,0,0,625,1354,922,906,0,0,0,55,134711698
2019_2,1000719,72,2489,2893,280,158,0,553,500,2243,2118,86,320,0,56,197008035
2019_2,1000720,58,2342,1677,40,38,0,305,467,1787,1518,20,0,0,50,170530245
2019_2,1000721,47,2004,1926,146,36,0,68,311,2137,1596,0,0,0,61,207371740
2019_2,1000722,68,910,737,18,210,2,156,619,508,448,144,0,2,58,167369797
2019_2,1000723,42,633,761,8,210,4,149,392,385,544,144,0,2,64,193569712
2019_2,1000724,91,3359,4092,93,811,382,377,473,2043,3350,1518,348,628,70,243865478
2019_2,1000725,49,1333,698,210,0,0,198,598,774,483,188,0,0,55,174266039
2019_2,1000726,47,1924,2326,432,88,0,220,647,1225,1778,852,48,0,59,243862937
2019_2,1000727,58,2284,2170,728,88,0,288,259,1793,1768,1114,48,0,61,254872590
2019_2,1000728,47,1544,1622,730,88,0,302,513,981,1312,828,48,0,61,237961270
2019_2,1000729,151,2696,1764,334,0,0,1211,1105,1263,1215,0,0,0,55,140839263
2019_2,1000730,71,1170,1537,23,1,0,341,853,608,929,0,0,0,56,151240978
2019_2,1000731,71,1495,1454,21,1,0,369,885,293,916,508,0,0,55,155525470
2019_2,1000732,119,1851,3196,14,0,0,601,864,306,3290,0,0,0,56,165737916
2019_2,1000733,360,4305,2556,221,78,2,1388,4219,519,427,549,60,0,59,153274432
2019_2,1000734,271,3288,2965,153,184,4,1071,3420,570,953,272,308,0,59,155552191
2019_2,1000735,444,5274,3862,200,186,2,1442,5663,842,999,270,308,0,58,144776166
2019_2,1000736,165,1781,851,273,4,0,206,1336,1015,152,198,2,0,57,191758471
2019_2,1000737,194,2162,2292,56,608,158,605,2004,793,668,454,312,440,65,171050346
2019_2,1000738,254,2375,2375,255,18,4,909,2872,633,163,446,0,4,64,162836476
2019_2,1000739,163,3022,1137,40,256,0,496,1722,817,88,109,23,1200,50,204139104
2019_2,1000740,96,4502,1882,2212,16,0,369,637,2107,3469,2028,2,0,62,221806731
2019_2,1000741,156,4484,2636,2322,338,0,321,1011,1899,3282,1450,196,1621,65,263757396
2019_2,1000742,193,3363,3397,2032,352,0,283,1115,1284,2888,1410,509,1655,65,272435589
2019_2,1000743,254,3180,1323,43,102,0,662,2477,1249,149,96,0,15,55,171378406
2019_2,1000744,104,1701,2268,146,246,0,106,703,1531,1245,576,200,0,63,221790912
2019_2,1000745,72,2487,2889,1308,8,3,211,728,1703,2141,1272,332,308,71,251957621
2019_2,1000746,153,4021,6618,6640,8,3,449,1394,2632,9276,3535,4,0,67,220531438
2019_2,1000747,267,3207,2215,310,4,4,755,2088,1109,594,472,522,200,53,161179850
2019_2,1000748,383,4603,3184,399,26,6,916,3361,1865,883,565,428,200,55,167550756
2019_2,1000749,298,3785,1373,88,10,0,645,3174,1022,297,118,0,0,52,158740983
2019_2,1000750,176,3460,5012,3230,308,0,352,982,1450,3453,5061,656,56,68,240795250
2019_2,1000751,86,2866,3150,2300,2,0,213,359,1298,2369,3743,336,0,69,269672248
2019_2,1000752,211,2682,772,28,12,0,547,2192,698,55,2,0,0,51,158149398
2019_2,1000753,94,2500,1213,1132,20,0,387,531,1046,1445,1312,144,0,57,189267175
2019_2,1000754,158,3298,2095,807,2,2,470,1426,1597,1903,504,104,200,56,173201241
2019_2,1000755,145,1706,966,47,10,0,226,1019,537,106,13,17,811,53,215070097
2019_2,1000756,290,3855,2732,808,10,4,952,2576,1474,931,754,522,200,55,157850729
2019_2,1000757,281,3674,2603,485,30,0,1057,2662,573,828,1341,331,0,58,174127374
2019_2,1000758,225,2895,3566,939,90,56,1025,2043,745,741,2144,768,80,61,192030955
2019_2,1000759,255,3404,2927,396,212,3,1243,2628,940,664,1322,145,0,58,167583527
2019_2,1000760,97,1759,2492,1244,0,0,526,900,1361,2140,467,101,0,63,193378620
2019_2,1000761,218,3100,6381,1719,50,56,854,2139,935,1565,2824,2209,780,65,238910854
2019_2,1000762,107,2480,3066,762,2,2,355,517,1540,540,896,2016,448,65,312350048
2019_2,1000763,38,641,1960,966,120,0,11,204,428,292,1092,1272,388,78,385249819
2019_2,1000764,22,396,547,217,28,0,11,219,275,120,511,52,0,74,279177250
2019_2,1000765,30,721,1103,292,0,0,11,304,448,115,348,788,102,66,312748517
2019_2,1000001,133,1345,187,48,16,78,458,958,123,31,14,14,76,65,203415347
2019_2,1000002,34,2186,2223,679,0,0,632,357,376,1665,1595,385,78,61,236097443
2019_2,1000003,6,97,120,55,1,2,66,172,35,2,0,0,0,56,150569613
2019_2,1000004,226,2099,530,99,37,15,1457,831,357,89,36,4,6,57,119790306
2019_2,1000005,85,227,633,87,120,120,108,403,331,147,41,63,94,95,258838359
2019_2,1000006,45,289,127,42,18,72,98,238,83,29,18,18,64,92,343920578
2019_2,1000007,16,51,75,8,4,42,26,62,40,8,6,4,34,122,517350223
2019_2,1000008,19,50,46,20,20,92,30,44,26,12,16,28,72,155,670724123
2019_2,1000009,15,50,48,10,8,62,30,44,28,8,12,14,42,144,602375000
2019_2,1000010,82,1221,364,96,23,3,883,401,286,98,38,1,0,52,144519666
2019_2,1000011,171,2815,713,111,0,0,1364,1490,182,362,241,0,0,52,129544584
2019_2,1000012,202,2141,670,60,26,28,457,1761,538,90,46,4,29,62,173147412
2019_2,1000013,2,90,0,2,0,0,66,24,0,2,0,0,0,19,91846591
2019_2,1000014,40,593,39,2,10,0,451,179,4,10,0,0,0,42,94142457
2019_2,1000015,148,1766,307,16,12,4,1145,826,112,16,2,0,4,48,110905299
2019_2,1000016,141,1195,643,140,64,58,321,930,496,158,96,44,55,68,199543340
2019_2,1000017,2,0,255,0,0,0,0,77,178,0,0,0,0,77,206803248
2019_2,1000018,18,1334,850,112,0,0,150,409,641,538,494,64,0,56,197953548
2019_2,1000019,183,2851,783,113,0,0,1283,1647,212,364,241,0,0,52,132738648
2019_2,1000020,122,1877,1268,77,0,0,541,867,1133,353,328,0,0,53,138132793
2019_2,1000021,128,1561,674,126,95,21,974,829,481,136,46,5,6,60,159876241
2019_2,1000022,174,1927,168,46,20,2,908,1121,114,20,0,0,0,48,106404929
2019_2,1000023,153,2139,701,46,14,2,759,949,700,254,240,0,0,49,113734624
2019_2,1000024,246,2825,497,22,10,4,1266,1729,355,8,0,0,0,49,111323721
2019_2,1000025,254,2805,2287,791,0,2,1112,1252,625,1408,1066,422,0,50,123590286
2019_2,1000026,109,659,844,300,224,452,190,567,554,402,157,229,380,125,387585412
2019_2,1000027,209,2235,953,239,224,26,416,1738,713,148,96,114,452,62,182116053
2019_2,1000310,50,2996,1618,800,0,0,1744,355,383,1646,1286,0,0,65,224384768
2019_2,1000309,76,2597,2265,1017,48,0,860,590,2091,2386,0,0,0,66,193310105
2019_2,1000308,102,1876,1049,4,192,100,267,1123,1139,640,52,0,0,58,148444262
2019_2,1000307,94,2040,1600,280,0,6,234,1527,1185,812,168,0,0,62,171623561
2019_2,1000306,153,1349,803,154,79,22,831,1021,431,103,15,6,0,63,145634090
2019_2,1000305,106,1449,1710,386,17,0,676,544,523,1325,442,52,0,59,166185485
2019_2,1000304,98,1637,1265,343,9,0,663,695,1100,588,208,0,0,57,149914104
2019_2,1000303,87,3967,2251,1184,0,0,1429,716,2071,2068,1118,0,0,61,197626171
2019_2,1000302,92,3002,2462,1030,0,0,339,626,2332,2817,380,0,0,66,222777397
2019_2,1000301,156,3044,2471,623,1,0,953,1434,1154,2226,372,0,0,62,176792349
2019_2,1000300,139,4680,2813,1073,0,0,2105,1168,2314,1973,1006,0,0,59,164564581
2019_2,1000299,76,1130,238,161,38,4,614,845,108,2,2,0,0,61,114108463
2019_2,1000298,371,6765,4305,1139,2,0,1859,4537,3515,2168,132,0,0,58,139252276
2019_2,1000297,119,1637,3741,644,136,1,443,880,2343,2365,128,0,0,67,184190463
2019_2,1000296,170,1663,988,78,0,2,395,1852,478,4,0,0,2,59,144164781
2019_2,1000295,105,2717,1299,845,56,0,1069,1043,2167,638,0,0,0,61,147437406
2019_2,1000294,98,1123,418,53,17,0,782,696,133,0,0,0,0,56,115610702
2019_2,1000293,92,1659,553,198,2,0,1105,327,382,438,160,0,0,46,119079091
2019_2,1000292,68,1161,467,335,19,0,596,507,203,605,43,28,0,57,140826053
2019_2,1000291,17,460,36,2,0,0,448,46,4,0,0,0,0,39,75973005
2019_2,1000290,134,2132,753,131,3,0,1388,774,461,336,60,0,0,50,117151789
2019_2,1000289,84,1502,580,234,0,0,991,263,470,432,160,0,0,50,127051379
2019_2,1000288,89,3174,3332,1219,0,0,521,1011,4224,1969,0,0,0,65,189978837
2019_2,1000287,99,2601,3924,1201,0,0,194,974,3701,2405,452,0,0,68,208644697
2019_2,1000286,61,1331,2545,520,0,0,132,322,1594,2008,340,0,0,72,229661821
2019_2,1000285,98,1351,422,54,41,0,1031,662,159,16,0,0,0,57,115281582
2019_2,1000284,149,4014,2214,894,2,14,1989,1085,1580,2218,266,0,0,63,168710800
2019_2,1000283,204,2587,999,66,10,7,1404,2006,253,6,0,0,0,57,118848625
2019_2,1000282,155,1195,2085,111,794,22,661,1198,1214,958,170,6,0,68,150797146
2019_2,1000281,203,5720,3961,1424,16,2,1445,1455,2495,4234,1492,0,2,59,201603403
2019_2,1000280,106,2171,2168,754,0,10,526,1031,1072,1684,730,50,10,66,192196396
2019_2,1000279,163,1753,1106,314,2,12,1139,735,247,520,486,50,10,53,121058224
2019_2,1000278,93,1210,929,242,36,11,730,501,154,430,552,51,10,60,140082740
2019_2,1000277,75,1180,571,194,2,0,991,281,63,508,104,0,0,46,112994887
2019_2,1000276,156,2466,1747,428,40,5,1159,1379,555,1128,434,27,4,57,141975031
2019_2,1000275,94,1394,624,240,0,0,1049,367,246,436,160,0,0,49,119375263
2019_2,1000274,177,1907,750,73,16,0,787,1600,142,85,132,0,0,55,127657878
2019_2,1000273,314,7170,3016,399,10,2,2208,3624,3479,998,288,0,0,60,144344427
2019_2,1000272,68,753,494,74,16,2,509,508,108,122,92,0,0,61,128855617
2019_2,1000271,80,987,790,143,52,2,659,567,213,343,192,0,0,62,138638394
2019_2,1000270,105,2385,536,1011,2,14,2057,714,307,858,12,0,0,57,130976258
2019_2,1000269,93,1964,1249,497,36,6,990,727,525,1256,254,0,0,61,163213308
2019_2,1000268,104,1779,2258,756,1712,2,937,649,1491,2848,582,0,0,70,183731417
2019_2,1000267,143,1964,844,394,0,0,809,677,1164,552,0,0,0,45,105611601
2019_2,1000266,157,2134,970,166,0,6,641,1583,362,684,6,0,0,56,134276856
2019_2,1000265,163,1896,803,86,0,2,507,1767,503,8,0,0,2,55,136795308
2019_2,1000264,176,2203,1235,239,2,2,607,1811,528,733,0,0,2,59,155271331
2019_2,1000263,163,1727,543,82,0,0,859,1102,383,8,0,0,0,47,106184253
2019_2,1000262,151,1723,243,8,0,0,947,853,170,4,0,0,0,43,91285628
2019_2,1000261,68,4450,2664,1278,84,0,118,797,2355,3308,1654,192,52,77,316173889
2019_2,1000260,117,2815,904,170,2,0,930,2150,678,133,0,0,0,52,134608635
2019_2,1000259,164,1997,1034,32,14,0,840,1832,405,0,0,0,0,55,118118543
2019_2,1000258,107,2477,2114,397,0,2,558,2009,1671,752,0,0,0,62,161227777
2019_2,1000257,90,1522,1402,233,0,0,544,1456,619,538,0,0,0,61,138149817
2019_2,1000256,195,2498,636,32,14,2,900,2218,64,0,0,0,0,53,121242370
2019_2,1000255,121,2064,9223,157,30,0,518,1300,8004,1528,40,84,0,67,190957076
2019_2,1000254,163,1988,3176,341,2,0,744,1482,2258,1023,0,0,0,57,140439399
2019_2,1000253,127,2072,2312,98,294,0,330,1356,2166,864,60,0,0,59,156440300
2019_2,1000252,108,5669,6127,1074,172,2,691,4571,6710,1068,4,0,0,69,181871968
2019_2,1000251,124,1696,332,53,2,0,618,1363,96,6,0,0,0,49,122851900
2019_2,1000250,220,4205,2830,154,2,0,1058,3656,2281,196,0,0,0,56,129778022
2019_2,1000249,166,2501,644,41,2,0,1362,1465,216,120,25,0,0,49,112487133
2019_2,1000248,261,3418,1141,26,2,0,1374,2686,525,2,0,0,0,51,118358226
2019_2,1000247,169,2464,383,6,0,0,531,2284,38,0,0,0,0,48,129105755
2019_2,1000246,138,1893,774,20,0,0,263,1954,350,120,0,0,0,50,139667135
2019_2,1000245,116,1495,966,16,192,0,289,1588,600,192,0,0,0,53,141425674
2019_2,1000244,145,2272,644,8,2,2,624,1783,473,48,0,0,0,49,126962713
2019_2,1000243,100,1183,931,24,192,0,285,1169,683,193,0,0,0,54,138992136
2019_2,1000242,147,2441,2189,128,108,0,500,1435,2163,708,60,0,0,60,146869772
2019_2,1000241,140,2172,1233,178,5,2,403,1387,1230,516,54,0,0,58,152445482
2019_2,1000240,59,1550,1418,382,0,0,303,1435,1018,594,0,0,0,65,169612642
2019_2,1000239,133,1789,927,52,14,4,760,1526,500,0,0,0,0,57,120515441
2019_2,1000238,166,2611,861,170,0,0,510,2315,817,0,0,0,0,48,135074408
2019_2,1000237,304,4558,1691,317,2,12,1145,3964,1230,118,111,0,12,51,134581849
2019_2,1000236,134,1796,408,46,0,0,450,1608,192,0,0,0,0,49,127293469
2019_2,1000235,185,2306,1860,61,4,0,802,2540,889,0,0,0,0,54,129448162
2019_2,1000234,99,1150,667,50,2,0,336,1104,423,6,0,0,0,53,129153550
2019_2,1000233,170,2259,830,51,4,0,694,2053,397,0,0,0,0,51,127486657
2019_2,1000232,215,4268,3509,69,2,0,1037,3571,3234,6,0,0,0,56,131935505
2019_2,1000231,158,3599,2013,49,4,0,1039,1900,2720,6,0,0,0,53,130270795
2019_2,1000230,225,5681,1894,14,4,0,1953,3203,2437,0,0,0,0,49,120495514
2019_2,1000229,159,3807,1319,148,4,0,1140,3086,1052,0,0,0,0,54,132255264
