기준_년_분기_코드,상권_코드,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수
2019_2,1000836,228,132,96,1,20,50,72,54,31,0,8,23,38,36,27,1,12,27,34,18,4
2019_2,1000835,152,49,103,0,35,31,37,30,19,0,8,4,15,11,11,0,27,27,22,19,8
2019_2,1000834,318,205,113,2,22,55,105,87,47,2,5,30,64,63,41,0,17,25,41,24,6
2019_2,1000833,251,75,176,0,26,62,71,53,39,0,4,17,16,14,24,0,22,45,55,39,15
2019_2,1000832,85,24,61,0,9,13,30,21,12,0,2,3,9,4,6,0,7,10,21,17,6
2019_2,1000831,960,714,246,0,105,274,211,264,106,0,61,199,167,210,77,0,44,75,44,54,29
2019_2,1000830,229,118,111,2,35,49,60,56,27,0,9,24,34,30,21,2,26,25,26,26,6
2019_2,1000829,386,210,176,0,35,89,82,97,83,0,12,43,49,52,54,0,23,46,33,45,29
2019_2,1000828,210,130,80,0,18,41,49,57,45,0,6,23,28,41,32,0,12,18,21,16,13
2019_2,1000827,355,197,158,0,43,108,104,70,30,0,18,66,51,39,23,0,25,42,53,31,7
2019_2,1000826,108,63,45,0,19,27,30,17,15,0,9,19,14,7,14,0,10,8,16,10,1
2019_2,1000825,62,33,29,0,4,3,21,22,12,0,1,2,11,12,7,0,3,1,10,10,5
2019_2,1000824,178,109,69,0,27,38,47,31,35,0,9,23,31,22,24,0,18,15,16,9,11
2019_2,1000823,191,109,82,0,17,39,55,47,33,0,8,21,32,30,18,0,9,18,23,17,15
2019_2,1000822,115,85,30,0,13,20,30,31,21,0,11,12,24,24,14,0,2,8,6,7,7
2019_2,1000821,221,170,51,0,2,3,32,22,162,0,1,1,18,15,135,0,1,2,14,7,27
2019_2,1000820,183,90,93,2,40,54,39,21,27,0,16,33,16,6,19,2,24,21,23,15,8
2019_2,1000819,82,51,31,0,10,18,22,24,8,0,7,9,13,17,5,0,3,9,9,7,3
2019_2,1000818,131,78,53,0,7,15,34,38,37,0,1,10,17,24,26,0,6,5,17,14,11
2019_2,1000817,454,285,169,0,78,97,156,80,43,0,46,66,97,49,27,0,32,31,59,31,16
2019_2,1000816,238,154,84,0,26,57,56,54,45,0,10,34,39,35,36,0,16,23,17,19,9
2019_2,1000815,695,410,285,1,103,135,153,156,147,1,38,66,85,102,118,0,65,69,68,54,29
2019_2,1000814,520,404,116,0,49,102,161,125,83,0,28,79,123,110,64,0,21,23,38,15,19
2019_2,1000813,124,65,59,1,21,32,28,19,23,1,9,17,13,12,13,0,12,15,15,7,10
2019_2,1000812,188,119,69,0,29,48,51,32,28,0,10,25,36,26,22,0,19,23,15,6,6
2019_2,1000811,358,106,252,0,25,63,68,141,61,0,6,25,17,40,18,0,19,38,51,101,43
2019_2,1000810,599,378,221,0,34,73,108,178,206,0,9,25,61,121,162,0,25,48,47,57,44
2019_2,1000809,34,10,24,0,3,6,12,10,3,0,0,1,2,5,2,0,3,5,10,5,1
2019_2,1000808,172,110,62,0,20,43,40,44,25,0,7,29,24,30,20,0,13,14,16,14,5
2019_2,1000807,376,204,172,4,36,34,64,98,140,3,18,23,40,50,70,1,18,11,24,48,70
2019_2,1000806,55,31,24,0,6,14,16,13,6,0,2,10,6,9,4,0,4,4,10,4,2
2019_2,1000805,70,23,47,0,5,16,25,11,13,0,0,5,8,5,5,0,5,11,17,6,8
2019_2,1000804,207,96,111,0,21,36,57,60,33,0,5,12,25,34,20,0,16,24,32,26,13
2019_2,1000803,143,43,100,0,15,21,36,34,37,0,6,8,19,5,5,0,9,13,17,29,32
2019_2,1000802,466,315,151,0,35,44,117,117,153,0,12,26,81,88,108,0,23,18,36,29,45
2019_2,1000801,931,661,270,0,165,301,224,149,92,0,89,223,165,110,74,0,76,78,59,39,18
2019_2,1000800,484,255,229,1,73,151,120,94,45,0,29,84,65,54,23,1,44,67,55,40,22
2019_2,1000799,183,118,65,0,37,46,46,30,24,0,20,33,30,16,19,0,17,13,16,14,5
2019_2,1000798,746,465,281,0,92,203,159,208,84,0,55,144,102,111,53,0,37,59,57,97,31
2019_2,1000797,439,287,152,3,55,105,116,102,58,2,26,73,83,65,38,1,29,32,33,37,20
2019_2,1000796,371,154,217,0,49,89,59,110,64,0,13,42,20,46,33,0,36,47,39,64,31
2019_2,1000795,450,251,199,1,57,69,136,128,59,1,35,45,77,59,34,0,22,24,59,69,25
2019_2,1000794,694,279,415,0,303,231,75,62,23,0,77,115,41,33,13,0,226,116,34,29,10
2019_2,1000793,181,95,86,0,33,40,26,44,38,0,19,24,14,16,22,0,14,16,12,28,16
2019_2,1000792,2071,1671,400,0,281,651,743,343,53,0,124,506,670,326,45,0,157,145,73,17,8
2019_2,1000791,61,26,35,0,9,14,20,9,9,0,0,6,8,5,7,0,9,8,12,4,2
2019_2,1000790,108,77,31,0,12,19,23,44,10,0,8,14,16,30,9,0,4,5,7,14,1
2019_2,1000789,89,42,47,0,11,20,18,31,9,0,5,10,7,14,6,0,6,10,11,17,3
2019_2,1000788,493,282,211,1,95,130,126,100,41,1,51,81,74,50,25,0,44,49,52,50,16
2019_2,1000787,3757,1162,2595,4,755,1087,787,883,241,0,132,355,292,290,93,4,623,732,495,593,148
2019_2,1000786,152,36,116,0,15,30,53,43,11,0,4,10,4,12,6,0,11,20,49,31,5
2019_2,1000785,240,155,85,0,40,42,81,46,31,0,19,32,49,31,24,0,21,10,32,15,7
2019_2,1000784,224,150,74,1,24,36,48,66,49,1,13,23,30,47,36,0,11,13,18,19,13
2019_2,1000783,94,13,81,0,22,21,15,26,10,0,2,2,2,4,3,0,20,19,13,22,7
2019_2,1000782,127,37,90,0,21,22,29,31,24,0,2,8,9,7,11,0,19,14,20,24,13
2019_2,1000781,155,81,74,0,14,30,45,40,26,0,8,13,20,23,17,0,6,17,25,17,9
2019_2,1000780,696,443,253,2,104,149,175,158,108,1,59,84,106,109,84,1,45,65,69,49,24
2019_2,1000779,85,49,36,0,13,11,22,22,17,0,4,7,14,13,11,0,9,4,8,9,6
2019_2,1000778,74,30,44,0,8,16,23,13,14,0,0,6,11,5,8,0,8,10,12,8,6
2019_2,1000777,252,141,111,0,12,54,67,74,45,0,11,34,37,37,22,0,1,20,30,37,23
2019_2,1000776,130,62,68,0,8,23,35,29,35,0,3,10,15,15,19,0,5,13,20,14,16
2019_2,1000775,109,72,37,0,14,30,31,20,14,0,4,18,25,17,8,0,10,12,6,3,6
2019_2,1000774,1202,739,463,3,167,319,330,198,185,2,106,216,200,108,107,1,61,103,130,90,78
2019_2,1000773,15790,10229,5561,28,3189,3190,2360,3538,3485,14,2551,2680,1568,1675,1741,14,638,510,792,1863,1744
2019_2,1000772,183,139,44,0,18,41,48,43,33,0,14,31,39,30,25,0,4,10,9,13,8
2019_2,1000771,170,95,75,0,15,22,24,30,79,0,11,11,13,16,44,0,4,11,11,14,35
2019_2,1000770,194,113,81,0,25,29,47,56,37,0,10,12,26,38,27,0,15,17,21,18,10
2019_2,1000769,92,54,38,1,16,17,21,23,14,0,6,10,12,14,12,1,10,7,9,9,2
2019_2,1000768,180,88,92,0,23,41,55,35,26,0,6,17,28,19,18,0,17,24,27,16,8
2019_2,1000767,266,130,136,0,81,89,50,36,10,0,39,53,23,12,3,0,42,36,27,24,7
2019_2,1000766,79,45,34,0,2,15,17,27,18,0,0,6,10,14,15,0,2,9,7,13,3
2019_2,1000765,107,45,62,0,15,22,25,26,19,0,5,9,13,11,7,0,10,13,12,15,12
2019_2,1000764,56,20,36,0,9,10,20,11,6,0,1,5,5,5,4,0,8,5,15,6,2
2019_2,1000763,21,9,12,0,2,4,6,7,2,0,1,1,3,3,1,0,1,3,3,4,1
2019_2,1000762,68,40,28,1,6,18,18,11,14,1,3,11,7,7,11,0,3,7,11,4,3
2019_2,1000761,425,265,160,1,43,98,106,111,66,0,22,57,81,62,43,1,21,41,25,49,23
2019_2,1000760,214,88,126,0,14,62,59,55,24,0,5,22,26,15,20,0,9,40,33,40,4
2019_2,1000759,450,200,250,0,39,80,122,138,71,0,14,39,53,56,38,0,25,41,69,82,33
2019_2,1000758,59,26,33,0,2,13,19,16,9,0,2,4,9,6,5,0,0,9,10,10,4
2019_2,1000757,368,150,218,0,16,34,64,91,163,0,10,24,31,32,53,0,6,10,33,59,110
2019_2,1000756,127,62,65,0,18,27,36,31,15,0,2,9,22,18,11,0,16,18,14,13,4
2019_2,1000755,329,184,145,0,62,77,75,69,46,0,22,36,41,43,42,0,40,41,34,26,4
2019_2,1000754,728,535,193,0,81,179,140,148,180,0,52,133,104,107,139,0,29,46,36,41,41
2019_2,1000753,134,76,58,0,19,39,29,24,23,0,6,25,16,11,18,0,13,14,13,13,5
2019_2,1000752,342,243,99,1,20,34,77,88,122,0,5,23,53,64,98,1,15,11,24,24,24
2019_2,1000751,32,20,12,0,3,6,9,11,3,0,2,4,6,5,3,0,1,2,3,6,0
2019_2,1000750,7,6,1,0,0,1,2,3,1,0,0,1,1,3,1,0,0,0,1,0,0
2019_2,1000749,112,61,51,0,11,30,39,21,11,0,4,19,18,15,5,0,7,11,21,6,6
2019_2,1000748,77,38,39,0,10,19,20,16,12,0,5,11,7,6,9,0,5,8,13,10,3
2019_2,1000747,231,142,89,1,33,73,55,34,35,0,15,41,36,22,28,1,18,32,19,12,7
2019_2,1000746,664,316,348,2,66,96,157,169,174,0,30,47,80,63,96,2,36,49,77,106,78
2019_2,1000745,50,23,27,0,9,13,11,10,7,0,0,9,6,5,3,0,9,4,5,5,4
2019_2,1000744,375,163,212,1,49,71,91,102,61,0,14,32,47,29,41,1,35,39,44,73,20
2019_2,1000743,284,148,136,0,25,59,89,54,57,0,6,24,64,28,26,0,19,35,25,26,31
2019_2,1000742,240,89,151,0,35,53,64,69,19,0,16,16,19,26,12,0,19,37,45,43,7
2019_2,1000741,216,109,107,3,31,41,68,42,31,2,7,21,32,26,21,1,24,20,36,16,10
2019_2,1000740,287,103,184,1,107,91,54,17,17,1,26,36,25,8,7,0,81,55,29,9,10
2019_2,1000739,819,434,385,0,115,251,249,142,62,0,38,107,139,102,48,0,77,144,110,40,14
2019_2,1000738,348,182,166,0,34,89,79,112,34,0,10,59,47,51,15,0,24,30,32,61,19
2019_2,1000737,533,246,287,0,84,111,111,143,84,0,20,51,56,69,50,0,64,60,55,74,34
2019_2,1000736,317,206,111,1,27,73,78,91,47,1,20,45,42,62,36,0,7,28,36,29,11
2019_2,1000735,180,109,71,0,10,41,52,47,30,0,4,22,27,35,21,0,6,19,25,12,9
2019_2,1000734,99,60,39,0,22,27,21,16,13,0,14,16,13,10,7,0,8,11,8,6,6
2019_2,1000733,128,68,60,0,8,34,37,30,19,0,2,19,24,10,13,0,6,15,13,20,6
2019_2,1000732,1423,811,612,20,396,330,294,246,137,8,165,217,201,146,74,12,231,113,93,100,63
2019_2,1000731,2014,690,1324,3,403,472,411,426,299,0,67,197,150,159,117,3,336,275,261,267,182
2019_2,1000730,159,86,73,0,31,35,27,44,22,0,9,21,19,22,15,0,22,14,8,22,7
2019_2,1000729,113,80,33,0,5,29,37,24,18,0,4,21,24,16,15,0,1,8,13,8,3
2019_2,1000728,270,137,133,1,26,76,65,49,53,1,11,36,36,24,29,0,15,40,29,25,24
2019_2,1000727,453,281,172,0,42,116,145,99,51,0,19,68,88,62,44,0,23,48,57,37,7
2019_2,1000726,1488,919,569,17,445,440,328,162,96,10,221,272,220,113,83,7,224,168,108,49,13
2019_2,1000725,1117,767,350,1,256,442,230,100,88,1,117,313,178,81,77,0,139,129,52,19,11
2019_2,1000724,935,742,193,0,66,116,180,358,215,0,47,83,137,289,186,0,19,33,43,69,29
2019_2,1000723,163,96,67,2,7,15,24,41,74,2,3,11,11,20,49,0,4,4,13,21,25
2019_2,1000722,212,70,142,0,19,59,50,54,30,0,3,7,15,23,22,0,16,52,35,31,8
2019_2,1000721,908,712,196,4,84,181,200,244,195,2,44,131,154,205,176,2,40,50,46,39,19
2019_2,1000720,663,352,311,0,100,157,183,145,78,0,33,90,103,73,53,0,67,67,80,72,25
2019_2,1000719,1345,865,480,3,169,384,346,335,108,2,78,256,232,224,73,1,91,128,114,111,35
2019_2,1000718,256,195,61,0,9,11,45,53,138,0,3,5,23,37,127,0,6,6,22,16,11
2019_2,1000717,462,240,222,0,80,105,115,114,48,0,27,54,69,58,32,0,53,51,46,56,16
2019_2,1000716,220,99,121,0,26,42,68,56,28,0,11,20,20,24,24,0,15,22,48,32,4
2019_2,1000715,68,40,28,0,4,12,17,25,10,0,0,7,9,16,8,0,4,5,8,9,2
2019_2,1000714,722,301,421,0,69,174,276,155,48,0,32,75,78,73,43,0,37,99,198,82,5
2019_2,1000713,243,129,114,0,27,51,55,58,52,0,9,28,30,31,31,0,18,23,25,27,21
2019_2,1000712,1702,1311,391,1,135,357,423,400,386,0,79,288,349,300,295,1,56,69,74,100,91
2019_2,1000711,136,91,45,0,10,21,36,41,28,0,5,15,24,26,21,0,5,6,12,15,7
2019_2,1000710,423,285,138,1,64,114,106,90,48,0,38,71,81,62,33,1,26,43,25,28,15
2019_2,1000709,11,7,4,0,0,8,1,2,0,0,0,4,1,2,0,0,0,4,0,0,0
2019_2,1000708,144,78,66,0,20,22,34,45,23,0,11,11,15,27,14,0,9,11,19,18,9
2019_2,1000707,165,46,119,0,14,28,42,47,34,0,3,12,13,9,9,0,11,16,29,38,25
2019_2,1000706,183,145,38,0,22,74,54,17,16,0,13,64,45,14,9,0,9,10,9,3,7
2019_2,1000705,83,49,34,0,5,18,14,32,14,0,2,11,6,22,8,0,3,7,8,10,6
2019_2,1000704,114,52,62,2,6,15,25,35,31,2,5,9,14,8,14,0,1,6,11,27,17
2019_2,1000703,483,288,195,3,63,95,115,110,97,3,34,55,65,69,62,0,29,40,50,41,35
2019_2,1000702,228,152,76,1,19,30,24,45,109,0,13,19,14,24,82,1,6,11,10,21,27
2019_2,1000701,59,48,11,0,4,12,16,16,11,0,3,10,12,12,11,0,1,2,4,4,0
2019_2,1000700,333,255,78,1,19,43,97,116,57,1,14,32,70,93,45,0,5,11,27,23,12
2019_2,1000699,37,24,13,0,3,2,13,10,9,0,3,1,6,5,9,0,0,1,7,5,0
2019_2,1000698,313,160,153,0,27,61,69,87,69,0,6,25,34,46,49,0,21,36,35,41,20
2019_2,1000697,70,41,29,0,8,5,14,16,27,0,6,4,9,11,11,0,2,1,5,5,16
2019_2,1000696,476,318,158,1,42,97,114,124,98,0,28,67,76,85,62,1,14,30,38,39,36
2019_2,1000695,274,181,93,0,36,45,72,79,42,0,23,25,54,48,31,0,13,20,18,31,11
2019_2,1000694,428,270,158,2,32,94,121,102,77,1,16,54,77,63,59,1,16,40,44,39,18
2019_2,1000693,989,662,327,3,53,127,229,283,294,1,33,80,145,198,205,2,20,47,84,85,89
2019_2,1000692,176,116,60,0,13,23,47,48,45,0,7,13,30,26,40,0,6,10,17,22,5
2019_2,1000691,2538,1622,916,2,121,379,770,953,313,2,84,286,532,530,188,0,37,93,238,423,125
2019_2,1000690,990,730,260,3,139,273,247,168,160,3,57,199,202,135,134,0,82,74,45,33,26
2019_2,1000689,1015,731,284,2,160,261,322,178,92,1,99,188,238,122,83,1,61,73,84,56,9
2019_2,1000688,1723,895,828,6,393,498,399,279,148,0,121,282,213,167,112,6,272,216,186,112,36
2019_2,1000687,3263,1592,1671,11,1012,868,618,448,306,8,271,406,372,296,239,3,741,462,246,152,67
2019_2,1000686,317,236,81,0,33,49,53,105,77,0,14,37,37,79,69,0,19,12,16,26,8
2019_2,1000685,849,578,271,1,82,150,235,202,179,1,32,88,160,152,145,0,50,62,75,50,34
2019_2,1000684,845,570,275,2,82,179,212,209,161,1,49,126,149,127,118,1,33,53,63,82,43
2019_2,1000683,53,37,16,0,3,9,10,13,18,0,1,5,7,11,13,0,2,4,3,2,5
2019_2,1000682,429,147,282,0,65,105,89,106,64,0,39,27,20,36,25,0,26,78,69,70,39
2019_2,1000681,192,114,78,0,28,31,64,51,18,0,13,20,37,31,13,0,15,11,27,20,5
2019_2,1000680,557,213,344,1,132,124,113,135,52,1,38,51,39,50,34,0,94,73,74,85,18
2019_2,1000679,1679,865,814,8,624,651,249,94,53,2,304,360,111,56,32,6,320,291,138,38,21
2019_2,1000678,130,83,47,0,11,29,33,35,22,0,7,17,21,22,16,0,4,12,12,13,6
2019_2,1000677,571,405,166,0,37,124,125,172,113,0,16,74,80,130,105,0,21,50,45,42,8
2019_2,1000676,233,119,114,0,36,51,66,52,28,0,18,23,29,31,18,0,18,28,37,21,10
2019_2,1000675,100,63,37,0,11,17,37,21,14,0,5,12,21,13,12,0,6,5,16,8,2
2019_2,1000674,354,227,127,0,63,81,68,81,61,0,41,55,43,49,39,0,22,26,25,32,22
2019_2,1000673,316,217,99,0,27,58,112,79,40,0,14,32,85,52,34,0,13,26,27,27,6
2019_2,1000672,358,270,88,0,67,88,70,89,44,0,51,75,51,58,35,0,16,13,19,31,9
2019_2,1000671,175,115,60,0,19,36,40,42,38,0,10,24,27,24,30,0,9,12,13,18,8
2019_2,1000670,88,65,23,0,2,8,19,26,33,0,2,3,11,18,31,0,0,5,8,8,2
2019_2,1000669,4343,2744,1599,5,114,134,249,462,3379,5,80,101,142,248,2168,0,34,33,107,214,1211
2019_2,1000668,1827,988,839,3,170,417,473,517,247,3,87,242,252,263,141,0,83,175,221,254,106
2019_2,1000667,107,67,40,0,7,16,20,40,24,0,4,10,9,24,20,0,3,6,11,16,4
2019_2,1000666,45,23,22,0,4,3,11,15,12,0,1,2,4,7,9,0,3,1,7,8,3
2019_2,1000665,504,343,161,2,70,155,174,69,34,2,38,117,123,40,23,0,32,38,51,29,11
2019_2,1000664,79,26,53,0,8,10,21,23,17,0,0,3,5,8,10,0,8,7,16,15,7
2019_2,1000663,320,275,45,0,7,12,40,118,143,0,3,6,27,102,137,0,4,6,13,16,6
2019_2,1000662,25,6,19,0,3,1,6,7,8,0,1,0,1,2,2,0,2,1,5,5,6
2019_2,1000661,208,74,134,3,23,35,53,74,20,3,12,14,20,14,11,0,11,21,33,60,9
2019_2,1000660,1698,1523,175,1,35,105,104,134,1319,1,17,72,58,86,1289,0,18,33,46,48,30
2019_2,1000659,84,49,35,0,9,21,31,17,6,0,8,12,19,6,4,0,1,9,12,11,2
2019_2,1000658,176,103,73,0,24,32,54,50,16,0,11,16,35,30,11,0,13,16,19,20,5
2019_2,1000657,200,149,51,0,14,26,37,54,69,0,13,15,17,39,65,0,1,11,20,15,4
2019_2,1000656,102,66,36,0,7,20,29,22,24,0,1,14,17,15,19,0,6,6,12,7,5
2019_2,1000655,371,243,128,0,48,83,95,88,57,0,32,61,64,48,38,0,16,22,31,40,19
2019_2,1000654,1032,747,285,9,106,197,267,267,186,8,89,157,192,187,114,1,17,40,75,80,72
2019_2,1000653,937,692,245,0,72,137,163,170,395,0,48,76,93,111,364,0,24,61,70,59,31
2019_2,1000652,157,99,58,2,12,19,31,58,35,2,6,12,17,32,30,0,6,7,14,26,5
2019_2,1000651,44,21,23,0,4,15,19,4,2,0,1,4,12,3,1,0,3,11,7,1,1
2019_2,1000650,478,232,246,0,86,167,100,74,51,0,26,100,49,28,29,0,60,67,51,46,22
2019_2,1000649,129,85,44,0,17,32,30,34,16,0,11,19,20,21,14,0,6,13,10,13,2
2019_2,1000648,437,293,144,16,81,99,111,73,57,14,49,58,77,52,43,2,32,41,34,21,14
2019_2,1000647,665,618,47,0,8,45,117,241,254,0,6,40,102,228,242,0,2,5,15,13,12
2019_2,1000646,200,128,72,0,21,41,55,49,34,0,9,24,37,29,29,0,12,17,18,20,5
2019_2,1000645,244,97,147,0,55,43,47,37,62,0,19,20,23,18,17,0,36,23,24,19,45
2019_2,1000644,645,346,299,2,105,209,141,117,71,1,36,104,83,73,49,1,69,105,58,44,22
2019_2,1000643,2779,1421,1358,7,489,878,758,421,226,2,211,502,403,159,144,5,278,376,355,262,82
2019_2,1000642,58,34,24,0,4,10,13,15,16,0,1,4,8,8,13,0,3,6,5,7,3
2019_2,1000641,167,97,70,0,29,37,47,32,22,0,20,19,27,17,14,0,9,18,20,15,8
2019_2,1000640,62,31,31,1,7,9,15,17,13,1,6,2,7,7,8,0,1,7,8,10,5
2019_2,1000639,105,56,49,2,4,17,29,36,17,1,1,7,17,17,13,1,3,10,12,19,4
2019_2,1000638,125,60,65,1,14,25,38,30,17,0,3,12,19,15,11,1,11,13,19,15,6
2019_2,1000637,86,43,43,0,8,15,18,18,27,0,0,3,9,6,25,0,8,12,9,12,2
2019_2,1000636,511,370,141,1,74,125,120,104,87,1,44,83,91,77,74,0,30,42,29,27,13
2019_2,1000635,101,85,16,0,7,14,35,36,9,0,6,10,29,32,8,0,1,4,6,4,1
2019_2,1000634,594,335,259,0,67,109,146,171,101,0,23,52,82,105,73,0,44,57,64,66,28
2019_2,1000633,585,342,243,1,110,241,141,64,28,0,30,144,99,47,22,1,80,97,42,17,6
2019_2,1000632,387,177,210,5,32,46,97,107,100,3,8,18,31,52,65,2,24,28,66,55,35
2019_2,1000631,119,74,45,0,21,14,24,36,24,0,13,2,13,24,22,0,8,12,11,12,2
2019_2,1000630,143,77,66,0,11,19,38,49,26,0,4,14,19,23,17,0,7,5,19,26,9
2019_2,1000629,146,82,64,0,11,26,46,36,27,0,8,11,24,19,20,0,3,15,22,17,7
2019_2,1000628,386,162,224,0,27,30,56,128,145,0,11,15,33,46,57,0,16,15,23,82,88
2019_2,1000627,24,15,9,0,2,1,8,8,5,0,0,1,5,6,3,0,2,0,3,2,2
2019_2,1000626,108,58,50,0,20,17,23,32,16,0,7,8,13,18,12,0,13,9,10,14,4
2019_2,1000625,1447,1065,382,2,174,430,413,321,107,0,84,326,357,222,76,2,90,104,56,99,31
2019_2,1000624,64,41,23,0,3,7,14,21,19,0,2,5,8,13,13,0,1,2,6,8,6
2019_2,1000623,181,111,70,0,13,24,45,75,24,0,10,9,27,44,21,0,3,15,18,31,3
2019_2,1000622,325,192,133,0,46,135,66,58,20,0,16,71,48,44,13,0,30,64,18,14,7
2019_2,1000621,347,184,163,0,30,59,111,109,38,0,20,39,45,51,29,0,10,20,66,58,9
2019_2,1000620,669,279,390,0,140,151,156,158,64,0,40,54,57,83,45,0,100,97,99,75,19
2019_2,1000619,421,252,169,0,49,123,116,90,43,0,20,87,63,45,37,0,29,36,53,45,6
2019_2,1000618,119,58,61,0,12,19,29,30,29,0,8,8,12,14,16,0,4,11,17,16,13
2019_2,1000617,258,96,162,0,25,43,64,89,37,0,11,20,23,29,13,0,14,23,41,60,24
2019_2,1000616,331,156,175,0,46,63,65,53,104,0,11,23,26,25,71,0,35,40,39,28,33
2019_2,1000615,240,127,113,2,13,35,57,61,72,2,7,15,30,36,37,0,6,20,27,25,35
2019_2,1000614,834,597,237,6,51,110,178,244,245,4,20,65,110,180,218,2,31,45,68,64,27
2019_2,1000613,3242,1499,1743,5,292,601,871,984,489,2,164,318,399,368,248,3,128,283,472,616,241
2019_2,1000612,179,124,55,1,35,50,44,32,17,1,21,34,31,26,11,0,14,16,13,6,6
2019_2,1000611,2174,1501,673,14,740,902,296,155,67,9,430,701,214,95,52,5,310,201,82,60,15
2019_2,1000610,1349,442,907,4,191,215,341,471,127,3,109,109,76,84,61,1,82,106,265,387,66
2019_2,1000609,178,84,94,0,35,34,35,46,28,0,7,20,15,23,19,0,28,14,20,23,9
2019_2,1000608,938,587,351,1,67,130,193,231,316,0,35,86,132,144,190,1,32,44,61,87,126
2019_2,1000607,798,527,271,0,56,128,177,221,216,0,26,80,88,137,196,0,30,48,89,84,20
2019_2,1000606,574,454,120,0,22,46,80,186,240,0,10,26,58,156,204,0,12,20,22,30,36
2019_2,1000605,575,335,240,0,156,141,103,84,91,0,62,81,68,56,68,0,94,60,35,28,23
2019_2,1000604,393,210,183,1,32,77,85,125,73,1,21,45,50,59,34,0,11,32,35,66,39
2019_2,1000603,478,348,130,1,70,138,132,91,46,1,49,104,96,69,29,0,21,34,36,22,17
2019_2,1000602,283,122,161,1,69,66,62,52,33,1,8,25,32,30,26,0,61,41,30,22,7
2019_2,1000601,130,65,65,0,12,28,50,24,16,0,2,16,25,13,9,0,10,12,25,11,7
2019_2,1000600,471,367,104,0,34,67,65,83,222,0,9,41,38,70,209,0,25,26,27,13,13
2019_2,1000599,126,24,102,0,7,27,37,36,19,0,3,4,4,4,9,0,4,23,33,32,10
2019_2,1000598,325,215,110,1,29,61,84,93,57,1,19,35,52,65,43,0,10,26,32,28,14
2019_2,1000597,474,363,111,1,41,75,122,123,112,1,16,55,94,97,100,0,25,20,28,26,12
2019_2,1000596,1127,699,428,5,167,241,285,270,159,5,89,161,170,146,128,0,78,80,115,124,31
2019_2,1000595,368,276,92,0,46,97,103,80,42,0,24,72,78,68,34,0,22,25,25,12,8
2019_2,1000594,516,388,128,0,54,118,123,124,97,0,41,83,86,92,86,0,13,35,37,32,11
2019_2,1000593,203,95,108,0,28,39,45,57,34,0,9,20,21,26,19,0,19,19,24,31,15
2019_2,1000592,161,106,55,1,18,25,45,40,32,1,9,16,29,28,23,0,9,9,16,12,9
2019_2,1000591,312,176,136,1,45,66,82,71,47,0,23,36,44,41,32,1,22,30,38,30,15
2019_2,1000590,706,451,255,0,85,190,221,153,57,0,45,118,154,96,38,0,40,72,67,57,19
2019_2,1000589,380,245,135,5,48,63,105,91,68,2,18,45,76,59,45,3,30,18,29,32,23
2019_2,1000588,1514,501,1013,1,521,502,264,164,62,0,81,191,119,70,40,1,440,311,145,94,22
2019_2,1000587,437,322,115,1,39,59,72,109,157,1,15,28,46,88,144,0,24,31,26,21,13
2019_2,1000586,292,160,132,0,28,52,90,86,36,0,15,25,41,51,28,0,13,27,49,35,8
2019_2,1000585,355,152,203,2,47,82,66,101,57,1,15,32,31,45,28,1,32,50,35,56,29
2019_2,1000584,234,174,60,1,16,47,72,54,44,0,4,37,53,44,36,1,12,10,19,10,8
2019_2,1000583,309,217,92,0,32,86,94,69,28,0,20,56,68,49,24,0,12,30,26,20,4
2019_2,1000582,217,123,94,7,15,56,53,55,31,6,8,35,27,28,19,1,7,21,26,27,12
2019_2,1000581,226,112,114,1,25,29,50,68,53,0,12,18,27,32,23,1,13,11,23,36,30
2019_2,1000580,276,190,86,0,26,52,70,70,58,0,14,33,45,51,47,0,12,19,25,19,11
2019_2,1000579,498,387,111,6,86,162,123,89,32,4,50,133,108,67,25,2,36,29,15,22,7
2019_2,1000578,1046,654,392,2,93,263,210,275,203,2,31,133,129,190,169,0,62,130,81,85,34
2019_2,1000577,839,584,255,2,89,188,228,188,144,2,38,125,149,147,123,0,51,63,79,41,21
2019_2,1000576,741,448,293,9,202,230,165,86,49,1,82,153,121,52,39,8,120,77,44,34,10
2019_2,1000575,477,302,175,2,81,138,115,87,54,2,21,87,84,68,40,0,60,51,31,19,14
2019_2,1000574,128,91,37,0,7,29,54,20,18,0,2,24,39,14,12,0,5,5,15,6,6
2019_2,1000573,226,147,79,0,15,45,57,52,57,0,9,28,30,37,43,0,6,17,27,15,14
2019_2,1000572,147,94,53,0,9,28,53,26,31,0,5,20,26,20,23,0,4,8,27,6,8
2019_2,1000571,275,174,101,2,39,63,75,56,40,1,23,36,48,34,32,1,16,27,27,22,8
