기준_년_분기_코드,상권_코드,남성_유동인구_수,여성_유동인구_수,주중_유동인구_수,주말_유동인구_수,남성_상주인구_수,여성_상주인구_수,남성_직장_인구_수,여성_직장_인구_수
2019_1,1001353,59653,66627,90253,36027,306.0,322.0,145.0,153.0
2019_1,1001354,43793,47575,63737,27632,821.0,848.0,48.0,85.0
2019_1,1001187,178392,144405,234478,88321,484.0,553.0,171.0,159.0
2019_1,1001188,49014,42736,70523,21224,154.0,144.0,1124.0,468.0
2019_1,1001189,107505,124056,175417,56146,601.0,656.0,4224.0,3778.0
2019_1,1001190,51320,26177,62098,15399,884.0,348.0,4422.0,2504.0
2019_1,1001239,159429,133377,248774,44034,707.0,869.0,11285.0,7496.0
2019_1,1001240,345719,474008,535390,284337,236.0,250.0,795.0,991.0
2019_1,1001241,172393,180359,238441,114309,396.0,408.0,144.0,192.0
2019_1,1001298,48792,39584,61150,27230,1009.0,981.0,69.0,80.0
2019_1,1001299,38628,36851,50195,25283,10.0,2.0,60.0,49.0
2019_1,1001300,66175,62649,85835,42988,401.0,527.0,31.0,32.0
2019_1,1001355,54534,51165,73977,31725,381.0,353.0,50.0,54.0
2019_1,1001356,1983,1949,2571,1361,29.0,20.0,23.0,18.0
2019_1,1001357,43721,49003,64117,28611,719.0,760.0,37.0,56.0
2019_1,1001192,207073,151975,292582,66464,383.0,390.0,3075.0,1796.0
2019_1,1001193,85090,53525,101074,37538,142.0,64.0,1567.0,1047.0
2019_1,1001242,520559,599991,759237,361318,298.0,330.0,548.0,645.0
2019_1,1001243,219978,154660,292575,82064,183.0,188.0,215.0,146.0
2019_1,1001244,399004,422865,621924,199945,160.0,210.0,161.0,168.0
2019_1,1001301,61366,73077,93505,40942,411.0,391.0,132.0,490.0
2019_1,1001302,31238,22543,36991,16789,237.0,215.0,45.0,90.0
2019_1,1001303,8989,10091,13912,5167,47.0,52.0,55.0,63.0
2019_1,1001304,84655,89854,121282,53223,972.0,1041.0,43.0,32.0
2019_1,1001358,2834,3137,4227,1745,33.0,30.0,16.0,8.0
2019_1,1001359,57209,52085,76595,32702,1126.0,1169.0,115.0,131.0
2019_1,1001360,1774,1260,2213,823,605.0,640.0,36.0,69.0
2019_1,1001361,2934,2930,4177,1688,89.0,85.0,23.0,25.0
2019_1,1001194,206287,264571,321577,149281,57.0,50.0,1180.0,943.0
2019_1,1001195,53052,49335,75024,27362,252.0,279.0,538.0,1177.0
2019_1,1001196,184497,120087,281132,23457,188.0,172.0,32844.0,16502.0
2019_1,1001245,727944,890315,1120475,497793,500.0,591.0,2161.0,1791.0
2019_1,1001246,30857,36504,45807,21554,438.0,476.0,139.0,248.0
2019_1,1001247,22502,35425,36464,21464,44.0,46.0,98.0,160.0
2019_1,1001305,6195,6071,8625,3639,31.0,28.0,10.0,4.0
2019_1,1001306,18827,17489,26158,10160,95.0,99.0,43.0,42.0
2019_1,1001307,36627,34354,50074,20909,197.0,171.0,19.0,18.0
2019_1,1001362,7306,9585,11622,5270,176.0,198.0,21.0,23.0
2019_1,1001363,23894,23574,34645,12821,366.0,397.0,16.0,16.0
2019_1,1001364,84135,72561,107692,49005,502.0,498.0,72.0,96.0
2019_1,1001365,44389,42133,61231,25290,788.0,794.0,247.0,201.0
2019_1,1001197,185705,121442,237212,69934,735.0,671.0,1826.0,1107.0
2019_1,1001198,63262,50184,82194,31250,1074.0,1093.0,301.0,332.0
2019_1,1001199,558974,343186,768199,133962,757.0,677.0,12995.0,12328.0
2019_1,1001248,255559,263453,363703,155308,268.0,269.0,287.0,347.0
2019_1,1001249,213449,216763,312223,117991,328.0,340.0,134.0,307.0
2019_1,1001250,160790,164434,234915,90309,334.0,441.0,88.0,171.0
2019_1,1001308,52641,45563,68486,29718,476.0,478.0,10.0,17.0
2019_1,1001309,9132,10710,13606,6235,36.0,42.0,91.0,61.0
2019_1,1001310,16799,16896,24486,9209,78.0,80.0,4.0,4.0
2019_1,1001367,140016,141390,204150,77255,961.0,1011.0,122.0,177.0
2019_1,1001368,42740,44348,61732,25355,125.0,131.0,137.0,150.0
2019_1,1001200,244931,197184,375661,66458,158.0,92.0,4122.0,4013.0
2019_1,1001201,250893,214993,355776,110112,482.0,388.0,538.0,562.0
2019_1,1001251,309385,328905,443835,194457,201.0,167.0,458.0,623.0
2019_1,1001252,86873,96214,130526,52561,248.0,204.0,190.0,305.0
2019_1,1001253,715742,725387,1017490,423639,95.0,126.0,73.0,145.0
2019_1,1001312,12005,9163,16371,4797,15.0,7.0,4.0,2.0
2019_1,1001313,2657,4177,6379,457,257.0,222.0,83.0,92.0
2019_1,1001314,24148,22750,35572,11324,4.0,4.0,182.0,92.0
2019_1,1001315,3,649,651,0,3.0,0.0,18.0,8.0
2019_1,1001369,7103,6233,9187,4149,87.0,90.0,28.0,29.0
2019_1,1001370,7970,9024,12063,4932,8.0,3.0,12.0,18.0
2019_1,1001371,8363,8800,11779,5384,239.0,243.0,21.0,53.0
2019_1,1001372,1962,1872,3140,694,10.0,5.0,38.0,62.0
2019_1,1001203,590703,746049,999102,337650,81.0,58.0,5640.0,11671.0
2019_1,1001204,464758,303864,640083,128535,191.0,134.0,10301.0,7493.0
2019_1,1001205,218660,200933,316882,102713,265.0,168.0,1103.0,855.0
2019_1,1001254,1201313,1219648,1697358,723607,520.0,539.0,430.0,734.0
2019_1,1001255,10865,15364,19732,6496,59.0,53.0,40.0,116.0
2019_1,1001256,156241,164144,229050,91337,394.0,401.0,796.0,894.0
2019_1,1001257,978711,988330,1387021,580022,1050.0,1078.0,1703.0,1584.0
2019_1,1001316,226485,190849,316393,100936,1106.0,968.0,1146.0,728.0
2019_1,1001317,16481,13287,20662,9106,86.0,91.0,12.0,3.0
2019_1,1001318,28266,23835,36776,15326,130.0,37.0,12.0,8.0
2019_1,1001319,2736,3928,5405,1260,53.0,43.0,47.0,22.0
2019_1,1001373,22069,22807,31495,13380,108.0,102.0,18.0,17.0
2019_1,1001374,42712,42524,57744,27496,300.0,306.0,83.0,250.0
2019_1,1001375,2555,2523,3577,1501,72.0,92.0,27.0,65.0
2019_1,1001376,6877,3259,7564,2571,53.0,61.0,5.0,12.0
2019_1,1001206,509109,442094,779062,172143,434.0,444.0,2079.0,1241.0
2019_1,1001207,399383,321827,596939,124269,143.0,143.0,1888.0,2047.0
2019_1,1001208,319447,181809,419663,81595,305.0,182.0,15687.0,9003.0
2019_1,1001258,11538,11240,16331,6450,81.0,110.0,110.0,167.0
2019_1,1001259,109172,105937,153382,61724,427.0,303.0,112.0,138.0
2019_1,1001260,468748,374713,596215,247245,377.0,250.0,1023.0,941.0
2019_2,1000379,285953,269281,395671,159570,1852.0,1824.0,839.0,294.0
2019_2,1000380,251643,220053,324386,147315,1493.0,1373.0,283.0,107.0
2019_2,1000381,96900,96301,128838,64359,1237.0,1269.0,352.0,205.0
2019_2,1000429,166188,183063,247016,102237,2861.0,2966.0,186.0,193.0
2019_2,1000430,282946,317878,420810,180013,1998.0,2158.0,179.0,140.0
2019_2,1000431,35985,37906,51583,22307,845.0,905.0,43.0,69.0
2019_2,1000477,228857,194085,335986,86964,1443.0,1392.0,207.0,173.0
2019_2,1000478,40771,39429,56819,23386,1005.0,1022.0,83.0,28.0
2019_2,1000479,242123,288028,363486,166666,2681.0,2867.0,389.0,263.0
2019_2,1000333,72281,78564,104584,46269,1597.0,1525.0,67.0,91.0
2019_2,1000334,73706,86944,110276,50375,1594.0,1615.0,92.0,118.0
2019_2,1000335,47894,47452,63216,32137,1494.0,1595.0,53.0,38.0
2019_2,1000382,119861,137460,177408,79910,1774.0,1796.0,88.0,55.0
2019_2,1000383,189045,167088,242190,113942,608.0,591.0,189.0,91.0
2019_2,1000384,262652,287793,389045,161400,1341.0,1256.0,106.0,182.0
2019_2,1000432,54523,59413,78225,35706,2164.0,2341.0,49.0,105.0
2019_2,1000433,169181,164161,226426,106914,873.0,943.0,158.0,150.0
2019_2,1000434,136936,139635,187845,88721,2880.0,2900.0,79.0,105.0
2019_2,1000480,237113,223320,358547,101885,824.0,881.0,1234.0,547.0
2019_2,1000481,80587,85016,118092,47510,1734.0,1924.0,798.0,369.0
2019_2,1000482,142264,142522,203481,81295,1469.0,1673.0,3329.0,1174.0
2019_2,1000336,145566,173196,224457,94304,998.0,1061.0,15.0,29.0
2019_2,1000337,324533,452953,548188,229307,1086.0,1248.0,93.0,221.0
2019_2,1000338,211871,249996,337259,124604,1461.0,1523.0,99.0,254.0
2019_2,1000385,124960,106297,162235,69020,1078.0,1006.0,268.0,351.0
2019_2,1000386,290490,256911,376977,170421,926.0,889.0,73.0,83.0
2019_2,1000387,159514,146881,207899,98494,1255.0,1210.0,76.0,121.0
2019_2,1000435,169747,167101,237725,99126,1351.0,1406.0,78.0,57.0
2019_2,1000436,191476,192861,273588,110762,1958.0,2214.0,453.0,281.0
2019_2,1000437,185921,179429,278198,87158,1168.0,1261.0,209.0,103.0
2019_2,1000483,75383,90518,105696,60208,534.0,640.0,106.0,74.0
2019_2,1000484,115203,126091,173098,68194,1678.0,1738.0,726.0,534.0
2019_2,1000485,124121,119668,170681,73106,463.0,545.0,224.0,99.0
2019_2,1000339,246646,234065,332027,148684,1596.0,1675.0,119.0,71.0
2019_2,1000340,48170,48021,68166,28026,700.0,728.0,26.0,15.0
2019_2,1000341,179552,180321,241890,117986,1425.0,1459.0,53.0,67.0
2019_2,1000388,147981,153141,206476,94650,1969.0,1963.0,91.0,144.0
2019_2,1000389,202984,204025,284800,122211,1824.0,1847.0,223.0,206.0
2019_2,1000390,81789,78670,108007,52453,1379.0,1466.0,44.0,49.0
2019_2,1000438,113370,120545,165698,68219,5182.0,5573.0,31.0,106.0
2019_2,1000439,762114,667800,1147099,282807,1692.0,1830.0,96.0,116.0
2019_2,1000440,66371,77708,98229,45852,558.0,604.0,40.0,139.0
2019_2,1000492,174201,183244,256879,100560,1208.0,1455.0,339.0,337.0
2019_2,1000493,88841,95736,124487,60091,593.0,701.0,445.0,290.0
2019_2,1000494,85261,128830,142034,72057,229.0,273.0,601.0,283.0
2019_2,1000342,287804,254392,349350,192850,1008.0,1038.0,111.0,196.0
2019_2,1000343,31943,35945,45693,22198,899.0,986.0,22.0,13.0
2019_2,1000344,98028,103735,141029,60735,1786.0,1935.0,25.0,42.0
2019_2,1000391,131318,152442,206283,77475,1769.0,1909.0,159.0,113.0
2019_2,1000392,43069,48922,59067,32922,1564.0,1623.0,59.0,96.0
2019_2,1000393,188898,212374,284867,116406,1196.0,1275.0,154.0,131.0
2019_2,1000441,62779,72018,93640,41158,706.0,749.0,92.0,93.0
2019_2,1000442,137595,145967,200101,83468,1168.0,1238.0,174.0,275.0
2019_2,1000443,116713,129120,168057,77769,1779.0,1881.0,2197.0,305.0
2019_2,1000486,45052,42055,63399,23710,376.0,414.0,72.0,55.0
2019_2,1000487,263489,244599,403814,104277,1377.0,1402.0,1610.0,582.0
2019_2,1000488,151683,176885,218125,110438,931.0,986.0,150.0,126.0
2019_2,1000345,45774,51338,68464,28649,1361.0,1335.0,155.0,71.0
2019_2,1000346,129005,143562,189524,83043,1438.0,1546.0,347.0,202.0
2019_2,1000347,114034,115929,158863,71101,905.0,936.0,18.0,18.0
2019_2,1000394,155976,151890,210000,97872,2531.0,2683.0,99.0,98.0
2019_2,1000395,104279,124124,151850,76555,1908.0,2086.0,40.0,90.0
2019_2,1000396,30280,31411,42862,18827,1243.0,1407.0,98.0,54.0
2019_2,1000397,53849,30988,62672,22166,528.0,532.0,100.0,46.0
2019_2,1000444,295875,297302,466216,126961,449.0,346.0,16.0,20.0
2019_2,1000445,85151,82517,121078,46596,1842.0,1517.0,3183.0,303.0
2019_2,1000446,160247,163217,222198,101267,1875.0,1970.0,405.0,247.0
2019_2,1000489,104318,123392,157674,70037,100.0,90.0,27.0,64.0
2019_2,1000490,73575,84099,111279,46394,256.0,259.0,49.0,42.0
2019_2,1000491,102968,108911,151549,60331,327.0,432.0,883.0,1362.0
2019_2,1000348,104232,100047,144888,59388,1627.0,1576.0,55.0,19.0
2019_2,1000349,275519,259755,375132,160143,897.0,926.0,43.0,33.0
2019_2,1000350,131161,121911,172447,80622,733.0,810.0,41.0,71.0
2019_2,1000398,76665,101937,127413,51192,2660.0,2885.0,101.0,94.0
2019_2,1000399,101008,134455,167135,68334,1858.0,2062.0,256.0,358.0
2019_2,1000400,36457,50581,63326,23710,1860.0,2092.0,274.0,114.0
2019_2,1000447,242275,259620,404137,97760,1875.0,2000.0,78.0,58.0
2019_2,1000448,126927,139248,203816,62361,1793.0,1799.0,111.0,169.0
2019_2,1000449,239143,261039,347723,152460,2497.0,2707.0,405.0,464.0
2019_2,1000495,93238,121200,136678,77762,367.0,419.0,75.0,57.0
2019_2,1000496,82086,84799,115802,51088,828.0,929.0,178.0,91.0
2019_2,1000497,153597,169357,240643,82308,1111.0,1282.0,730.0,515.0
2019_2,1000351,181214,172477,249380,104319,867.0,900.0,24.0,13.0
2019_2,1000352,224068,261990,333643,152414,871.0,925.0,99.0,85.0
2019_2,1000353,40540,40391,56534,24395,949.0,963.0,13.0,21.0
2019_2,1000401,292406,360178,470878,181707,2203.0,2460.0,187.0,129.0
2019_2,1000402,110466,130518,167887,73097,1068.0,1184.0,157.0,466.0
2019_2,1000403,174740,217376,267957,124162,2017.0,2233.0,151.0,98.0
2019_2,1000450,101238,105750,141560,65424,1515.0,1549.0,305.0,70.0
2019_2,1000451,219608,197440,343307,73745,248.0,251.0,1459.0,1137.0
2019_2,1000452,112969,79588,164307,28250,362.0,326.0,2262.0,1483.0
2019_2,1000309,75169,118041,142228,50988,550.0,719.0,85.0,111.0
2019_2,1000310,175636,251556,309572,117618,692.0,664.0,96.0,45.0
2019_2,1000311,106742,98189,146728,58197,1175.0,1140.0,25.0,32.0
2019_2,1000354,59952,63811,83335,40431,1196.0,1223.0,115.0,45.0
2019_2,1000355,53273,47740,68679,32332,835.0,778.0,23.0,16.0
2019_2,1000356,72659,66110,96578,42187,1750.0,1722.0,45.0,44.0
2019_2,1000404,53243,61669,79464,35447,1375.0,1562.0,187.0,217.0
2019_2,1000405,182466,202516,272629,112360,1727.0,1942.0,146.0,125.0
2019_2,1000406,77386,94516,116688,55212,498.0,567.0,64.0,32.0
2019_2,1000453,25560,31020,40796,15785,158.0,130.0,30.0,46.0
2019_2,1000454,46810,52711,70043,29477,739.0,885.0,448.0,274.0
2019_2,1000455,188341,218151,296448,110045,791.0,806.0,24.0,29.0
2019_2,1000312,144760,153176,211176,86761,1490.0,1438.0,668.0,275.0
2019_2,1000313,70802,64781,97415,38171,1655.0,1675.0,266.0,93.0
2019_2,1000314,122052,91872,153388,60541,1076.0,1023.0,53.0,33.0
2019_2,1000357,78023,67159,95994,49185,2034.0,1856.0,52.0,64.0
2019_2,1000358,71205,63515,93170,41550,1461.0,1440.0,98.0,90.0
2019_2,1000359,139702,148940,205657,82988,1125.0,1190.0,159.0,53.0
2019_2,1000407,60987,61279,85005,37263,1005.0,1068.0,49.0,62.0
2019_2,1000408,121158,119526,168578,72104,1421.0,1579.0,602.0,573.0
2019_2,1000409,160650,186072,243343,103379,1723.0,1955.0,65.0,88.0
2019_2,1000456,105555,104127,144140,65547,563.0,521.0,49.0,30.0
2019_2,1000457,88284,110459,134639,64099,1536.0,1772.0,131.0,149.0
2019_2,1000458,183905,154859,250181,88575,1087.0,935.0,200.0,144.0
2019_2,1000315,93039,91330,124739,59637,1309.0,1299.0,50.0,53.0
2019_2,1000316,63720,67891,92633,38981,674.0,718.0,48.0,39.0
2019_2,1000317,72670,82099,109243,45530,1298.0,1348.0,40.0,64.0
2019_2,1000360,361858,430576,569016,223423,2323.0,2517.0,178.0,243.0
2019_2,1000361,103520,93774,135712,61584,926.0,941.0,83.0,35.0
2019_2,1000362,161783,145252,211588,95457,1732.0,1785.0,88.0,102.0
2019_2,1000410,151999,146070,206441,91640,1922.0,2037.0,42.0,72.0
2019_2,1000411,196443,214314,294510,116243,1234.0,1409.0,226.0,357.0
2019_2,1000412,153504,172468,232518,93457,1467.0,1483.0,178.0,127.0
2019_2,1000459,193804,236939,324966,105778,1760.0,1639.0,205.0,158.0
2019_2,1000460,161271,183064,263661,80670,687.0,731.0,50.0,47.0
2019_2,1000461,100065,102471,148394,54144,1677.0,1869.0,298.0,389.0
2019_2,1000318,53457,56631,76302,33785,1098.0,1115.0,89.0,70.0
2019_2,1000319,120418,123185,170121,73481,1312.0,1390.0,89.0,82.0
2019_2,1000320,141191,162093,216695,86591,830.0,828.0,14.0,2.0
2019_2,1000363,31247,26333,41911,15664,370.0,322.0,337.0,39.0
2019_2,1000364,53631,46813,70784,29660,761.0,650.0,38.0,28.0
2019_2,1000365,33801,26442,39625,20619,1550.0,1504.0,194.0,74.0
2019_2,1000413,109858,123481,163004,70335,1560.0,1716.0,309.0,352.0
2019_2,1000414,59893,45209,77038,28061,141.0,154.0,9.0,39.0
2019_2,1000415,143129,149125,204947,87307,1073.0,1227.0,131.0,159.0
2019_2,1000462,251519,217944,363112,106348,462.0,619.0,27.0,30.0
2019_2,1000463,82215,82504,118556,46160,476.0,548.0,67.0,33.0
2019_2,1000464,84489,88893,118658,54726,1385.0,1427.0,211.0,205.0
2019_2,1000321,150869,165458,225672,90654,1458.0,1496.0,156.0,46.0
2019_2,1000322,120204,164962,197446,87721,1668.0,1751.0,55.0,54.0
2019_2,1000323,73638,86090,112715,47013,823.0,869.0,65.0,59.0
2019_2,1000366,33759,30330,40285,23805,995.0,962.0,36.0,72.0
2019_2,1000367,10610,8243,9438,9415,197.0,176.0,24.0,3.0
2019_2,1000368,33743,28492,34483,27761,880.0,834.0,445.0,749.0
2019_2,1000369,72033,71378,100128,43281,964.0,1006.0,49.0,30.0
2019_2,1000416,162386,172699,235489,99592,1689.0,1823.0,176.0,89.0
2019_2,1000417,147485,146504,204122,89865,753.0,743.0,38.0,25.0
2019_2,1000418,103983,92355,136084,60252,895.0,941.0,30.0,99.0
2019_2,1000465,102996,101574,139202,65365,626.0,727.0,372.0,203.0
2019_2,1000466,92369,95345,141068,46647,861.0,991.0,264.0,195.0
2019_2,1000467,131013,128341,191762,67593,841.0,962.0,729.0,410.0
2019_2,1000324,250824,245662,328766,167723,1559.0,1900.0,151.0,174.0
2019_2,1000325,52131,56315,72769,35676,126.0,124.0,6.0,2.0
2019_2,1000326,53617,54154,74763,33008,1140.0,1162.0,135.0,92.0
2019_2,1000370,24745,29374,34902,19220,1896.0,1932.0,413.0,200.0
2019_2,1000371,106209,106031,142522,69719,1979.0,1953.0,114.0,92.0
2019_2,1000372,121395,108894,158102,72189,1059.0,1058.0,87.0,91.0
2019_2,1000419,182198,178116,250039,110281,1320.0,1276.0,56.0,36.0
2019_2,1000420,143660,130879,193799,80739,935.0,987.0,62.0,64.0
2019_2,1000421,103500,99529,142786,60253,1410.0,1479.0,119.0,106.0
2019_2,1000468,73991,83761,114048,43708,565.0,727.0,701.0,432.0
2019_2,1000469,190864,237653,279455,149066,1133.0,1347.0,731.0,462.0
2019_2,1000470,141742,206463,221788,126418,574.0,567.0,255.0,367.0
2019_2,1000327,64218,61746,83655,42316,1859.0,2010.0,43.0,55.0
2019_2,1000328,77487,86945,112038,52398,1084.0,1044.0,186.0,24.0
2019_2,1000329,125545,142841,188949,79435,1535.0,1534.0,19.0,13.0
2019_2,1000373,36896,71242,83776,24366,455.0,517.0,23.0,28.0
2019_2,1000374,63497,53875,76022,41346,1846.0,1714.0,177.0,132.0
2019_2,1000375,80220,92625,117647,55201,1444.0,1591.0,70.0,123.0
2019_2,1000422,73335,62600,89041,46895,1013.0,981.0,48.0,41.0
2019_2,1000423,25768,18622,30483,13906,1250.0,1250.0,323.0,104.0
2019_2,1000424,93568,86241,124278,55532,984.0,1074.0,101.0,63.0
2019_2,1000471,67589,56667,103962,20291,387.0,473.0,32.0,44.0
2019_2,1000472,310412,334492,476676,168232,1015.0,1106.0,364.0,316.0
2019_2,1000473,147006,131821,213318,65508,392.0,444.0,1015.0,552.0
2019_2,1000330,159811,165678,223152,102335,656.0,687.0,5.0,7.0
2019_2,1000331,288311,303567,407827,184054,2091.0,2081.0,256.0,68.0
2019_2,1000332,50988,62188,77318,35865,1866.0,1902.0,73.0,244.0
2019_2,1000376,58242,59775,81674,36344,1156.0,1140.0,69.0,32.0
2019_2,1000377,42341,39653,55935,26058,1084.0,1161.0,56.0,42.0
2019_2,1000378,75783,62828,100670,37937,759.0,764.0,55.0,63.0
2019_2,1000425,157428,153491,209185,101737,2567.0,2729.0,131.0,139.0
2019_2,1000426,75079,67227,98133,44178,1332.0,1409.0,262.0,207.0
2019_2,1000427,27886,21790,33618,16057,1329.0,1389.0,578.0,87.0
2019_2,1000428,61213,53024,80904,33329,426.0,394.0,170.0,94.0
2019_2,1000474,171437,148162,238069,81530,1452.0,1596.0,724.0,816.0
2019_2,1000475,130949,135848,190203,76598,1020.0,1151.0,84.0,63.0
2019_2,1000476,176291,208560,255102,129751,2081.0,2300.0,221.0,118.0
2019_2,1000191,40318,35374,55026,20665,566.0,510.0,28.0,23.0
2019_2,1000192,203946,150486,250725,103702,313.0,314.0,33.0,45.0
2019_2,1000193,290729,294255,413468,171518,1786.0,1687.0,225.0,356.0
2019_2,1000239,144072,139116,193445,89750,1219.0,1152.0,92.0,91.0
2019_2,1000240,53321,65357,85555,33131,780.0,667.0,28.0,11.0
2019_2,1000241,83808,85581,115222,54173,971.0,949.0,24.0,13.0
2019_2,1000287,104988,119531,157256,67268,1631.0,1696.0,364.0,236.0
2019_2,1000288,196061,213558,287721,121900,1454.0,1554.0,406.0,256.0
2019_2,1000289,145442,158837,241606,62668,824.0,797.0,70.0,46.0
2019_2,1000142,114438,103277,151235,66482,958.0,887.0,58.0,58.0
2019_2,1000143,223392,199766,299742,123418,1440.0,1533.0,50.0,12.0
2019_2,1000144,98453,89497,128922,59032,941.0,973.0,155.0,64.0
2019_2,1000194,114157,110666,154509,70312,1700.0,1639.0,39.0,23.0
2019_2,1000195,33988,30306,46944,17347,746.0,711.0,127.0,77.0
2019_2,1000196,92317,83387,123706,51999,307.0,295.0,217.0,97.0
2019_2,1000242,164523,165773,230793,99504,1356.0,1312.0,22.0,15.0
2019_2,1000243,114261,97738,146364,65630,684.0,672.0,95.0,75.0
2019_2,1000244,86826,77911,112828,51911,1490.0,1605.0,541.0,301.0
2019_2,1000290,87927,110082,140162,57847,477.0,514.0,88.0,100.0
2019_2,1000291,199356,154851,278400,75808,491.0,521.0,100.0,90.0
2019_2,1000292,364118,204273,438498,129892,410.0,291.0,1001.0,558.0
2019_2,1000145,49844,46878,64482,32237,1508.0,1482.0,74.0,45.0
2019_2,1000146,143982,143936,197627,90293,1781.0,1878.0,144.0,99.0
2019_2,1000147,43357,42123,56932,28551,1805.0,1860.0,835.0,146.0
2019_2,1000197,73435,59483,92760,40153,703.0,714.0,169.0,121.0
2019_2,1000198,195878,191202,260643,126442,1290.0,1334.0,1660.0,731.0
2019_2,1000199,48444,43991,64797,27633,476.0,498.0,93.0,97.0
2019_2,1000245,119864,119316,168318,70864,1455.0,1432.0,70.0,46.0
2019_2,1000246,107913,115592,158894,64611,1014.0,980.0,308.0,165.0
2019_2,1000247,91193,99047,127735,62504,1448.0,1400.0,63.0,78.0
2019_2,1000293,89751,121540,151480,59816,668.0,841.0,36.0,36.0
2019_2,1000294,93388,81389,128421,46361,496.0,491.0,156.0,66.0
2019_2,1000295,187575,231755,302498,116839,952.0,1101.0,16.0,62.0
2019_2,1000296,23480,17380,29832,11027,142.0,125.0,188.0,209.0
2019_2,1000148,92453,94228,133325,53366,1730.0,1873.0,185.0,204.0
2019_2,1000149,104840,103951,148601,60188,1471.0,1464.0,169.0,137.0
2019_2,1000150,209878,184498,268273,126106,2099.0,2111.0,104.0,90.0
2019_2,1000200,140775,134528,194474,80830,501.0,431.0,120.0,101.0
2019_2,1000201,170731,137450,226848,81331,1041.0,1044.0,227.0,192.0
2019_2,1000202,112399,84274,139747,56925,1145.0,1146.0,240.0,154.0
2019_2,1000248,167527,168865,240775,95613,2673.0,2726.0,52.0,56.0
2019_2,1000249,150936,137037,204280,83694,1037.0,1122.0,52.0,90.0
2019_2,1000250,105693,103726,144931,64491,1629.0,1590.0,33.0,117.0
2019_2,1000297,97744,103682,141478,59947,913.0,959.0,137.0,140.0
2019_2,1000298,64863,69984,93243,41608,1704.0,1768.0,51.0,63.0
2019_2,1000299,74330,51950,93368,32912,950.0,849.0,1139.0,233.0
2019_2,1000151,85357,87638,117721,55273,1494.0,1548.0,253.0,212.0
2019_2,1000152,67005,68508,95985,39525,832.0,947.0,130.0,345.0
2019_2,1000153,317749,288122,394131,211740,1344.0,1533.0,204.0,118.0
2019_2,1000203,199885,199365,308108,91145,978.0,992.0,400.0,157.0
2019_2,1000204,115673,125142,169087,71726,830.0,819.0,131.0,53.0
2019_2,1000205,71800,58000,92383,37417,768.0,705.0,277.0,79.0
2019_2,1000251,98622,89356,126875,61102,2474.0,2178.0,42.0,87.0
2019_2,1000252,217639,227021,305783,138881,1907.0,1986.0,309.0,292.0
2019_2,1000253,80479,79287,110040,49727,1534.0,1597.0,84.0,139.0
2019_2,1000306,96915,104340,141228,60026,587.0,717.0,353.0,223.0
2019_2,1000307,42241,33912,54912,21245,609.0,601.0,4.0,4.0
2019_2,1000308,146608,145762,208020,84352,1065.0,1126.0,284.0,61.0
2019_2,1000154,130231,144327,188371,86190,1415.0,1586.0,358.0,167.0
2019_2,1000155,92130,85661,128321,49471,708.0,768.0,474.0,186.0
2019_2,1000156,251379,234515,340306,145592,2681.0,2735.0,223.0,141.0
2019_2,1000206,104690,96032,137982,62749,1599.0,1545.0,53.0,40.0
2019_2,1000207,262435,231124,389827,103734,559.0,457.0,51.0,12.0
2019_2,1000208,207041,228608,355505,80143,700.0,687.0,34.0,48.0
2019_2,1000254,183263,172593,248588,107268,1581.0,1599.0,35.0,59.0
2019_2,1000255,83886,93353,123493,53745,1826.0,1930.0,114.0,166.0
2019_2,1000256,47083,43603,62848,27840,1549.0,1517.0,54.0,81.0
2019_2,1000300,73035,76029,106516,42547,1600.0,1735.0,69.0,106.0
2019_2,1000301,90784,95610,126913,59482,949.0,989.0,1433.0,963.0
2019_2,1000302,112193,126125,169363,68956,831.0,858.0,351.0,207.0
2019_2,1000157,110649,121664,165788,66523,1902.0,2001.0,432.0,132.0
2019_2,1000158,347448,355026,503089,199387,1873.0,1959.0,274.0,431.0
2019_2,1000159,138660,136831,202596,72893,846.0,1040.0,42.0,39.0
2019_2,1000209,34790,25437,45676,14547,117.0,90.0,53.0,43.0
2019_2,1000210,286810,267415,412072,142158,1413.0,1446.0,2142.0,839.0
2019_2,1000211,106183,96246,144449,57984,1359.0,1224.0,47.0,14.0
2019_2,1000257,126132,144523,172775,97883,1161.0,1126.0,62.0,53.0
2019_2,1000258,97102,109539,137015,69620,1036.0,942.0,107.0,66.0
2019_2,1000259,50062,41435,62564,28933,1778.0,1673.0,63.0,28.0
2019_2,1000303,61147,63423,89524,35044,1105.0,1131.0,18.0,57.0
2019_2,1000304,118671,113247,180692,51228,1321.0,1079.0,209.0,202.0
2019_2,1000305,154054,137445,211975,79529,1395.0,1368.0,3171.0,662.0
2019_2,1000160,119088,136392,176183,79302,1455.0,1597.0,97.0,76.0
2019_2,1000161,212985,244451,313737,143696,1204.0,1326.0,177.0,272.0
2019_2,1000162,89540,97459,127197,59802,2199.0,2322.0,143.0,103.0
2019_2,1000212,86628,69536,113628,42532,1225.0,1135.0,132.0,75.0
2019_2,1000213,109778,91646,147636,53795,1420.0,1341.0,429.0,98.0
2019_2,1000214,156513,137833,212055,82286,1634.0,1496.0,497.0,284.0
2019_2,1000260,139144,134250,188600,84795,1315.0,1296.0,116.0,119.0
