기준_년_분기_코드,상권_코드,남성_유동인구_수,여성_유동인구_수,주중_유동인구_수,주말_유동인구_수,남성_상주인구_수,여성_상주인구_수,남성_직장_인구_수,여성_직장_인구_수
2019_1,1000001,61268,56997,86815,31451,851.0,955.0,142.0,206.0
2019_1,1000002,147358,99261,156385,90234,383.0,458.0,254.0,232.0
2019_1,1000003,80073,64407,107665,36815,682.0,532.0,2188.0,2634.0
2019_1,1000012,70339,96051,121377,45018,1163.0,1423.0,56.0,45.0
2019_1,1000013,33437,32080,46747,18769,147.0,102.0,353.0,262.0
2019_1,1000014,66222,48514,93322,21413,251.0,218.0,371.0,196.0
2019_1,1000015,94669,94864,140519,49015,801.0,843.0,567.0,591.0
2019_1,1000016,77098,94666,126591,45170,319.0,380.0,223.0,234.0
2019_1,1000017,48710,31227,62341,17597,32.0,13.0,1282.0,616.0
2019_1,1000018,126652,131995,193631,65015,246.0,215.0,152.0,179.0
2019_1,1000004,155635,166753,248361,74025,711.0,742.0,58.0,46.0
2019_1,1000005,10781,12848,14580,9041,826.0,868.0,692.0,388.0
2019_1,1000006,27469,28140,39445,16166,301.0,362.0,197.0,296.0
2019_1,1000007,23456,31831,36402,18884,209.0,242.0,163.0,280.0
2019_1,1000008,12687,12289,16957,8020,324.0,358.0,178.0,239.0
2019_1,1000009,12915,11320,17724,6512,340.0,419.0,171.0,225.0
2019_1,1000010,133253,128405,186069,75591,458.0,489.0,114.0,106.0
2019_1,1000011,41436,37948,58612,20772,886.0,884.0,129.0,251.0
2019_1,1000025,61691,76310,95679,42319,433.0,492.0,36.0,53.0
2019_1,1000026,76,254,281,49,882.0,905.0,207.0,303.0
2019_1,1000027,21103,23419,33137,11385,323.0,399.0,363.0,246.0
2019_1,1000038,47365,46810,69388,24786,329.0,368.0,248.0,239.0
2019_1,1000039,56344,60867,88112,29096,36.0,495.0,9424.0,9141.0
2019_1,1000040,101069,80567,149948,31686,63.0,44.0,1992.0,1809.0
2019_1,1000041,63644,53478,89453,27669,746.0,734.0,520.0,370.0
2019_1,1000042,104084,102026,157068,49035,890.0,902.0,347.0,322.0
2019_1,1000043,57588,60642,86580,31649,952.0,1085.0,53.0,49.0
2019_1,1000028,183709,191940,276803,98844,1566.0,1785.0,401.0,322.0
2019_1,1000029,61947,67543,89857,39634,531.0,545.0,180.0,121.0
2019_1,1000030,170565,158231,240419,88379,1783.0,1768.0,260.0,228.0
2019_1,1000031,72048,70987,103900,39136,993.0,1029.0,208.0,188.0
2019_1,1000032,213760,192039,294176,111618,685.0,751.0,423.0,353.0
2019_1,1000033,229003,200599,333610,95995,492.0,383.0,99.0,135.0
2019_1,1000034,229190,237908,343018,124086,986.0,1086.0,1397.0,719.0
2019_1,1000035,82181,83684,119070,46794,2259.0,2342.0,168.0,137.0
2019_1,1000036,90962,85707,133223,43447,906.0,971.0,907.0,1056.0
2019_1,1000037,74890,68888,107767,36005,1003.0,1111.0,715.0,327.0
2019_1,1000019,141344,132087,199090,74343,1873.0,1754.0,106.0,121.0
2019_1,1000020,172393,167634,245943,94093,1163.0,1144.0,118.0,136.0
2019_1,1000021,54896,61924,79765,37055,413.0,511.0,344.0,141.0
2019_1,1000022,37704,40321,56487,21537,414.0,388.0,56.0,64.0
2019_1,1000023,114968,108142,157172,65940,695.0,598.0,24.0,26.0
2019_1,1000024,105205,113479,154802,63879,1180.0,1167.0,22.0,146.0
2019_1,1000061,54788,54899,76161,33526,1319.0,1389.0,105.0,130.0
2019_1,1000062,100651,94019,134142,60526,1423.0,1243.0,42.0,48.0
2019_1,1000063,174470,138870,208518,104819,631.0,604.0,879.0,823.0
2019_1,1000064,130949,90642,132749,88846,1154.0,1148.0,45.0,31.0
2019_1,1000065,82572,58469,111690,29347,903.0,963.0,526.0,241.0
2019_1,1000066,54816,26549,64451,16910,724.0,767.0,146.0,108.0
2019_1,1000067,193101,114752,237572,70281,1166.0,1165.0,345.0,225.0
2019_1,1000044,41501,39739,64452,16787,457.0,478.0,244.0,205.0
2019_1,1000045,19543,25022,34757,9810,350.0,356.0,374.0,834.0
2019_1,1000046,116580,94399,171059,39919,322.0,296.0,875.0,1107.0
2019_1,1000047,107162,104200,173649,37715,580.0,550.0,829.0,503.0
2019_1,1000048,74349,73708,112718,35339,762.0,729.0,360.0,496.0
2019_1,1000049,112698,104610,158520,58783,1717.0,1723.0,302.0,558.0
2019_1,1000050,4216,3273,5844,1646,204.0,214.0,329.0,131.0
2019_1,1000051,61925,61369,75840,47454,449.0,506.0,226.0,153.0
2019_1,1000052,83237,84986,99976,68246,272.0,262.0,80.0,67.0
2019_1,1000053,52181,53974,65069,41080,358.0,413.0,233.0,169.0
2019_1,1000054,47458,47905,66569,28797,432.0,418.0,176.0,179.0
2019_1,1000055,56336,56422,82571,30187,684.0,739.0,434.0,186.0
2019_1,1000056,48139,37551,64704,20986,1705.0,1480.0,767.0,437.0
2019_1,1000057,146488,146231,222142,70583,2058.0,2343.0,527.0,342.0
2019_1,1000058,117066,126467,176867,66666,1979.0,2173.0,1735.0,799.0
2019_1,1000059,39577,27827,48884,18523,1200.0,1322.0,260.0,189.0
2019_1,1000060,86417,91345,123853,53915,1069.0,1158.0,48.0,47.0
2019_1,1000075,167852,169657,245166,92345,2138.0,2083.0,731.0,518.0
2019_1,1000076,84598,64798,111927,37475,1272.0,1223.0,146.0,139.0
2019_1,1000077,105954,83444,147922,41474,1474.0,1227.0,2770.0,7740.0
2019_1,1000088,252443,245460,351011,146890,1971.0,2141.0,332.0,389.0
2019_1,1000089,51179,51204,71522,30862,1168.0,1153.0,15.0,11.0
2019_1,1000090,146016,157041,216598,86467,1647.0,1674.0,114.0,190.0
2019_1,1000091,69146,52739,86606,35275,1548.0,1329.0,341.0,193.0
2019_1,1000092,48403,40168,70763,17815,889.0,942.0,2375.0,1553.0
2019_1,1000093,38002,36872,56093,18781,916.0,911.0,235.0,173.0
2019_1,1000094,67884,60810,91676,37012,653.0,676.0,484.0,234.0
2019_1,1000078,29593,15070,31658,13005,253.0,221.0,454.0,459.0
2019_1,1000079,176769,134979,251091,60658,753.0,837.0,1200.0,917.0
2019_1,1000080,159381,120675,224052,56001,337.0,329.0,2305.0,1026.0
2019_1,1000081,66443,42696,84290,24852,457.0,444.0,513.0,619.0
2019_1,1000082,51533,39996,64122,27405,407.0,344.0,629.0,1163.0
2019_1,1000083,23881,18784,33163,9503,84.0,25.0,228.0,105.0
2019_1,1000084,86646,106732,144779,48596,257.0,309.0,528.0,508.0
2019_1,1000085,60744,67220,86901,41061,987.0,1241.0,107.0,130.0
2019_1,1000086,107926,110016,151538,66398,1495.0,1656.0,97.0,139.0
2019_1,1000087,118503,108283,160329,66460,2687.0,2934.0,511.0,507.0
2019_1,1000068,201932,158443,283139,77241,493.0,526.0,937.0,399.0
2019_1,1000069,28397,21769,36763,13406,866.0,946.0,132.0,99.0
2019_1,1000070,111393,104659,115645,100399,314.0,322.0,559.0,401.0
2019_1,1000071,122423,135266,182723,74969,1033.0,1318.0,916.0,714.0
2019_1,1000072,75855,66124,101738,40243,1394.0,1534.0,103.0,104.0
2019_1,1000073,316460,625160,704100,237525,654.0,1024.0,300.0,342.0
2019_1,1000074,54344,80651,93709,41278,1469.0,1640.0,144.0,82.0
2019_1,1000110,147134,99075,202866,43346,355.0,269.0,1855.0,1449.0
2019_1,1000111,63328,57230,84247,36306,693.0,599.0,103.0,77.0
2019_1,1000112,166544,121468,214949,73062,1440.0,1238.0,168.0,231.0
2019_1,1000113,105182,77998,154426,28755,206.0,149.0,3538.0,2099.0
2019_1,1000114,85859,53412,119800,19472,249.0,180.0,5387.0,3562.0
2019_1,1000115,47154,29453,63418,13189,953.0,867.0,2624.0,1649.0
2019_1,1000116,93267,68472,125469,36274,945.0,886.0,2342.0,1977.0
2019_1,1000095,86057,68813,113234,41637,1352.0,1357.0,203.0,104.0
2019_1,1000096,227791,255131,334919,148005,570.0,649.0,57.0,50.0
2019_1,1000097,33405,38529,49697,22238,2768.0,3091.0,72.0,105.0
2019_1,1000098,177754,188856,260114,106493,1053.0,1146.0,96.0,113.0
2019_1,1000099,231817,216297,326102,122019,892.0,922.0,346.0,379.0
2019_1,1000100,73187,71975,107359,37802,463.0,541.0,190.0,209.0
2019_1,1000101,58387,67147,87983,37552,1137.0,1137.0,61.0,86.0
2019_1,1000102,124384,124181,185064,63496,1346.0,1059.0,66.0,46.0
2019_1,1000103,61948,48563,81518,28999,1211.0,1181.0,514.0,374.0
2019_1,1000104,165418,120819,234676,51558,576.0,552.0,2528.0,1387.0
2019_1,1000105,148013,130385,202984,75409,895.0,898.0,378.0,370.0
2019_1,1000106,123976,97315,158120,63180,1880.0,1646.0,404.0,233.0
2019_1,1000107,54451,41530,69928,26054,1669.0,1540.0,208.0,141.0
2019_1,1000108,83500,54758,113569,24689,150.0,109.0,2605.0,1802.0
2019_1,1000109,160978,116422,222572,54828,695.0,594.0,1348.0,988.0
2019_1,1000123,69771,65104,95894,38980,943.0,1006.0,104.0,136.0
2019_1,1000124,85402,58578,115425,28558,1338.0,1286.0,4131.0,1631.0
2019_1,1000125,68411,79370,108234,39548,437.0,485.0,165.0,167.0
2019_1,1000135,87940,81970,118253,51658,2091.0,2059.0,527.0,284.0
2019_1,1000136,100449,108863,150336,58977,1048.0,1035.0,156.0,200.0
2019_1,1000137,222944,233079,309230,146785,1728.0,1919.0,124.0,184.0
2019_1,1000138,186676,172947,252835,106790,1125.0,1192.0,127.0,112.0
2019_1,1000139,78431,87963,119885,46509,2347.0,2761.0,484.0,335.0
2019_1,1000140,138401,130951,188804,80546,1812.0,1827.0,134.0,78.0
2019_1,1000126,96102,113358,151064,58396,976.0,1131.0,172.0,298.0
2019_1,1000127,153309,139203,204432,88083,1353.0,1412.0,102.0,93.0
2019_1,1000128,126312,108824,171686,63454,684.0,605.0,118.0,97.0
2019_1,1000129,40993,40170,58172,22993,1284.0,1381.0,134.0,262.0
2019_1,1000130,109166,110914,159858,60220,329.0,350.0,38.0,62.0
2019_1,1000131,155739,173786,231529,97995,1941.0,1956.0,156.0,158.0
2019_1,1000132,134408,136051,191368,79093,2072.0,2284.0,198.0,200.0
2019_1,1000133,59659,59948,86301,33309,1973.0,2164.0,226.0,272.0
2019_1,1000134,77510,73358,107067,43801,2316.0,2440.0,189.0,157.0
2019_1,1000117,89494,96065,128684,56877,1131.0,1286.0,78.0,114.0
2019_1,1000118,250991,233402,355540,128858,1438.0,1444.0,1188.0,597.0
2019_1,1000119,154854,179849,241107,93596,1363.0,1507.0,147.0,196.0
2019_1,1000120,209929,166349,306866,69413,1143.0,1116.0,3231.0,2314.0
2019_1,1000121,108565,89054,141540,56087,1536.0,1527.0,779.0,555.0
2019_1,1000122,50082,48685,69791,28976,1350.0,1263.0,244.0,117.0
2019_1,1000157,88485,96167,133654,51009,1902.0,2001.0,317.0,287.0
2019_1,1000158,310647,297448,439479,168618,1873.0,1959.0,394.0,486.0
2019_1,1000159,127141,120262,182902,64501,846.0,1040.0,59.0,75.0
2019_1,1000160,102067,107857,145356,64578,1455.0,1597.0,99.0,107.0
2019_1,1000161,174123,192783,253044,113868,1204.0,1326.0,149.0,209.0
2019_1,1000162,66265,65466,89721,42014,2199.0,2322.0,66.0,88.0
2019_1,1000141,70403,71104,100433,41069,1483.0,1530.0,131.0,108.0
2019_1,1000142,121137,118706,168381,71461,958.0,887.0,210.0,209.0
2019_1,1000143,199752,174593,269334,105012,1440.0,1533.0,62.0,56.0
2019_1,1000144,109757,108730,153230,65264,941.0,973.0,64.0,78.0
2019_1,1000145,38627,28698,46947,20376,1508.0,1482.0,132.0,127.0
2019_1,1000146,120776,112521,163293,70010,1781.0,1878.0,167.0,218.0
2019_1,1000147,27655,31255,40447,18462,1805.0,1860.0,83.0,74.0
2019_1,1000148,76480,77632,111278,42834,1730.0,1873.0,247.0,231.0
2019_1,1000149,97120,84843,130532,51434,1471.0,1464.0,115.0,112.0
2019_1,1000150,179756,152519,231381,100892,2099.0,2111.0,277.0,122.0
2019_1,1000151,65442,71411,94998,41857,1494.0,1548.0,216.0,188.0
2019_1,1000152,58617,57995,81620,34991,832.0,947.0,130.0,219.0
2019_1,1000153,262016,236905,327751,171175,1344.0,1533.0,163.0,118.0
2019_1,1000154,115012,126058,169815,71258,1415.0,1586.0,277.0,257.0
2019_1,1000155,81149,70619,110531,41235,708.0,768.0,599.0,781.0
2019_1,1000156,206633,186704,277606,115733,2681.0,2735.0,313.0,264.0
2019_1,1000169,304641,315312,475933,144020,634.0,611.0,63.0,84.0
2019_1,1000170,48723,37260,61389,24596,127.0,87.0,2369.0,3092.0
2019_1,1000171,170083,147678,223685,94075,1151.0,1183.0,59.0,30.0
2019_1,1000181,85203,72643,109609,48237,285.0,274.0,277.0,162.0
2019_1,1000182,27777,17745,37460,8065,702.0,666.0,607.0,575.0
2019_1,1000183,228422,141802,285284,84938,620.0,434.0,191.0,123.0
2019_1,1000184,62530,66245,98001,30773,978.0,1023.0,101.0,149.0
2019_1,1000185,65031,60996,89003,37022,977.0,1044.0,127.0,119.0
2019_1,1000186,60824,61502,89519,32815,891.0,930.0,118.0,49.0
2019_1,1000187,119254,122023,175145,66138,1662.0,1730.0,57.0,109.0
2019_1,1000172,106407,105206,146809,64801,1799.0,1837.0,94.0,104.0
2019_1,1000173,23093,21731,31892,12934,880.0,835.0,312.0,224.0
2019_1,1000174,33438,31643,45576,19501,706.0,668.0,40.0,55.0
2019_1,1000175,101103,88576,133513,56177,1412.0,1419.0,219.0,128.0
2019_1,1000176,142808,122355,183979,81179,1714.0,1604.0,382.0,314.0
2019_1,1000177,80696,61726,105671,36748,946.0,849.0,429.0,501.0
2019_1,1000178,78793,64622,100553,42865,558.0,584.0,125.0,117.0
2019_1,1000179,71707,61281,93607,39384,1346.0,1240.0,13.0,10.0
2019_1,1000180,185466,152553,236831,101182,765.0,791.0,170.0,270.0
2019_1,1000163,86922,94451,124681,56691,1340.0,1432.0,133.0,117.0
2019_1,1000164,113643,111729,158955,66409,1870.0,1841.0,138.0,106.0
2019_1,1000165,448775,408566,621581,235755,1663.0,1896.0,526.0,449.0
2019_1,1000166,49835,52792,72060,30570,1474.0,1591.0,536.0,635.0
2019_1,1000167,120268,111734,158034,73972,1600.0,1730.0,114.0,179.0
2019_1,1000168,61262,64650,94974,30936,283.0,318.0,54.0,51.0
2019_1,1000204,100563,100293,142200,58652,830.0,819.0,108.0,93.0
2019_1,1000205,61370,52017,82762,30623,768.0,705.0,372.0,123.0
2019_1,1000206,89139,77148,115872,50415,1599.0,1545.0,45.0,54.0
2019_1,1000207,153808,125644,227496,51962,559.0,457.0,125.0,135.0
2019_1,1000208,156196,158877,243196,71879,700.0,687.0,49.0,50.0
2019_1,1000209,30945,22589,40826,12708,117.0,90.0,165.0,157.0
2019_1,1000188,303471,258626,405556,156546,2109.0,2040.0,102.0,78.0
2019_1,1000189,113064,115388,157280,71172,1211.0,1182.0,200.0,158.0
2019_1,1000190,83096,56880,98229,41746,820.0,744.0,126.0,128.0
2019_1,1000191,38452,27186,48723,16910,566.0,510.0,59.0,55.0
2019_1,1000192,149916,124033,191680,82275,313.0,314.0,114.0,54.0
2019_1,1000193,208515,217903,305068,121345,1786.0,1687.0,341.0,502.0
2019_1,1000194,155213,142277,206761,90731,1700.0,1639.0,35.0,38.0
2019_1,1000195,24458,21032,34007,11483,746.0,711.0,230.0,200.0
2019_1,1000196,79441,69420,105875,42983,307.0,295.0,227.0,358.0
2019_1,1000197,64727,51544,81866,34407,703.0,714.0,160.0,125.0
2019_1,1000198,162251,157775,219421,100599,1290.0,1334.0,140.0,284.0
2019_1,1000199,42823,38008,57457,23376,476.0,498.0,147.0,195.0
2019_1,1000200,120944,110597,165713,65828,501.0,431.0,115.0,157.0
2019_1,1000201,155793,118959,201735,73017,1041.0,1044.0,456.0,394.0
2019_1,1000202,91124,66987,112022,46089,1145.0,1146.0,335.0,213.0
2019_1,1000203,165872,169137,258612,76398,978.0,992.0,115.0,84.0
2019_1,1000216,49557,50350,71785,28120,926.0,918.0,97.0,68.0
2019_1,1000217,39674,39448,54712,24410,1150.0,1236.0,63.0,53.0
2019_1,1000218,43978,38931,57614,25291,1025.0,949.0,28.0,68.0
2019_1,1000219,87097,80378,118383,49087,1247.0,1287.0,4.0,28.0
2019_1,1000229,76399,83289,118814,40867,1496.0,1533.0,93.0,217.0
2019_1,1000230,210192,191504,287484,114219,2131.0,2188.0,200.0,254.0
2019_1,1000231,111258,107620,154919,63963,1353.0,1341.0,149.0,155.0
2019_1,1000232,130005,140096,192162,77939,1649.0,1784.0,76.0,56.0
2019_1,1000233,128466,117734,176063,70138,897.0,855.0,619.0,448.0
2019_1,1000234,59937,48366,74340,33965,1444.0,1395.0,77.0,56.0
2019_1,1000220,221242,202728,321932,102034,673.0,631.0,112.0,128.0
2019_1,1000221,279923,273024,422474,130465,1285.0,1312.0,106.0,122.0
2019_1,1000222,169678,163961,241592,92052,1175.0,1115.0,97.0,139.0
2019_1,1000223,122416,104094,161459,65049,2092.0,2193.0,74.0,151.0
2019_1,1000224,87581,86905,119849,54637,2623.0,2597.0,60.0,109.0
2019_1,1000225,53767,40473,67992,26244,708.0,711.0,62.0,36.0
2019_1,1000226,138423,151176,202426,87178,2043.0,2177.0,184.0,249.0
2019_1,1000227,71690,72008,100851,42840,969.0,991.0,53.0,40.0
2019_1,1000228,71577,70386,98292,43678,2557.0,2487.0,323.0,195.0
2019_1,1000210,249682,229406,356229,122871,1413.0,1446.0,969.0,909.0
2019_1,1000211,102085,91133,140859,52362,1359.0,1224.0,20.0,36.0
2019_1,1000212,71362,59518,96362,34521,1225.0,1135.0,580.0,588.0
2019_1,1000213,94606,73292,123736,44162,1420.0,1341.0,536.0,216.0
2019_1,1000214,129224,111734,175296,65655,1634.0,1496.0,716.0,436.0
2019_1,1000215,50446,55775,75151,31065,424.0,448.0,155.0,288.0
2019_1,1000250,91186,89609,126185,54609,1629.0,1590.0,32.0,160.0
2019_1,1000251,80332,73415,106815,46936,2474.0,2178.0,96.0,141.0
2019_1,1000252,194007,191874,271112,114767,1907.0,1986.0,662.0,626.0
2019_1,1000253,67308,60283,89767,37829,1534.0,1597.0,65.0,95.0
2019_1,1000254,164995,144819,217420,92396,1581.0,1599.0,116.0,207.0
2019_1,1000255,73383,79877,110033,43222,1826.0,1930.0,62.0,179.0
2019_1,1000235,88239,87666,127668,48239,1269.0,1157.0,213.0,251.0
2019_1,1000236,46011,42315,62525,25803,1486.0,1529.0,75.0,49.0
2019_1,1000237,172413,172936,242816,102536,1341.0,1356.0,320.0,330.0
2019_1,1000238,117696,114846,163233,69306,1839.0,1834.0,87.0,58.0
2019_1,1000239,119957,111389,159514,71836,1219.0,1152.0,182.0,176.0
2019_1,1000240,43931,52452,70495,25884,780.0,667.0,57.0,46.0
2019_1,1000241,69086,68400,96217,41268,971.0,949.0,36.0,24.0
2019_1,1000242,146427,141230,206376,81279,1356.0,1312.0,47.0,47.0
2019_1,1000243,102220,83142,128907,56458,684.0,672.0,136.0,105.0
2019_1,1000244,80796,65720,102443,44071,1490.0,1605.0,444.0,98.0
2019_1,1000245,104010,98885,144783,58111,1455.0,1432.0,197.0,376.0
2019_1,1000246,90626,92221,132026,50820,1014.0,980.0,89.0,106.0
2019_1,1000247,82093,81001,111084,52012,1448.0,1400.0,63.0,165.0
2019_1,1000248,142173,141030,204245,78961,2673.0,2726.0,60.0,91.0
2019_1,1000249,118261,95219,151932,61550,1037.0,1122.0,167.0,184.0
2019_1,1000262,58700,56932,82365,33270,651.0,644.0,41.0,59.0
2019_1,1000263,76326,78770,111126,43968,587.0,592.0,45.0,39.0
2019_1,1000264,82096,82378,117247,47227,1388.0,1352.0,140.0,72.0
2019_1,1000274,185753,177203,260265,102692,1144.0,1211.0,731.0,405.0
2019_1,1000275,52714,50379,75094,27999,731.0,786.0,105.0,133.0
2019_1,1000276,120758,127314,183434,64637,1328.0,1593.0,168.0,230.0
2019_1,1000277,382085,557990,655922,284156,433.0,862.0,165.0,181.0
2019_1,1000278,176356,186466,262299,100525,1083.0,1259.0,88.0,187.0
2019_1,1000279,85351,76923,123102,39169,1144.0,1146.0,25.0,12.0
2019_1,1000265,47938,45874,68224,25592,553.0,462.0,148.0,174.0
2019_1,1000266,63497,56910,85281,35126,957.0,958.0,44.0,32.0
2019_1,1000267,53216,45367,70609,27978,676.0,656.0,59.0,52.0
2019_1,1000268,152096,173022,234803,90314,1331.0,1605.0,139.0,251.0
2019_1,1000269,111090,129401,169184,71311,460.0,624.0,168.0,148.0
2019_1,1000270,127684,199853,238876,88661,897.0,1381.0,193.0,203.0
2019_1,1000271,39951,44009,60444,23516,195.0,179.0,60.0,106.0
2019_1,1000272,34966,42572,56219,21320,131.0,147.0,40.0,66.0
2019_1,1000273,84588,74240,112638,46191,1468.0,1493.0,109.0,113.0
2019_1,1000256,42687,38589,57331,23946,1549.0,1517.0,78.0,113.0
2019_1,1000257,107235,121771,148109,80901,1161.0,1126.0,175.0,264.0
2019_1,1000258,81420,91944,116693,56671,1036.0,942.0,178.0,241.0
2019_1,1000259,34456,27635,43950,18144,1778.0,1673.0,86.0,59.0
2019_1,1000260,113979,106915,153073,67824,1315.0,1296.0,450.0,308.0
2019_1,1000261,48216,52932,71697,29451,139.0,136.0,50.0,104.0
2019_1,1000295,170836,198088,266350,102569,952.0,1101.0,72.0,112.0
2019_1,1000296,18071,15376,24360,9091,142.0,125.0,124.0,175.0
2019_1,1000297,87611,92686,130234,50059,913.0,959.0,55.0,85.0
2019_1,1000298,57686,60602,83842,34447,1704.0,1768.0,46.0,60.0
2019_1,1000299,59299,43107,76445,25956,950.0,849.0,402.0,94.0
2019_1,1000300,63322,64099,92194,35232,1600.0,1735.0,67.0,71.0
2019_1,1000301,79552,84887,114426,50008,949.0,989.0,112.0,148.0
2019_1,1000280,257813,293986,440231,111572,890.0,870.0,432.0,310.0
2019_1,1000281,47922,57479,75452,29951,349.0,393.0,108.0,145.0
2019_1,1000282,42977,57257,73441,26791,802.0,838.0,183.0,371.0
2019_1,1000283,71705,59770,92337,39134,988.0,1001.0,25.0,31.0
2019_1,1000284,95350,107519,140434,62435,1370.0,1714.0,360.0,437.0
2019_1,1000285,58181,43184,76359,25002,1124.0,1109.0,280.0,194.0
2019_1,1000286,127126,138498,182876,82749,834.0,843.0,118.0,106.0
2019_1,1000287,84997,89302,125217,49085,1631.0,1696.0,388.0,281.0
2019_1,1000288,168846,182650,247041,104446,1454.0,1554.0,264.0,467.0
2019_1,1000289,113431,123144,187925,48649,824.0,797.0,77.0,68.0
2019_1,1000290,77408,86916,119398,44932,477.0,514.0,157.0,198.0
2019_1,1000291,158088,123977,219607,62466,491.0,521.0,197.0,165.0
2019_1,1000292,288772,156963,340661,105074,410.0,291.0,141.0,154.0
2019_1,1000293,78591,100058,128176,50477,668.0,841.0,36.0,26.0
2019_1,1000294,79485,71739,112579,38642,496.0,491.0,248.0,249.0
2019_1,1000308,150429,138604,206832,82202,1065.0,1126.0,364.0,123.0
2019_1,1000309,67991,92148,113391,46746,550.0,719.0,149.0,225.0
2019_1,1000310,159314,198948,258703,99563,692.0,664.0,118.0,160.0
2019_1,1000320,117557,128724,182239,64043,830.0,828.0,29.0,28.0
2019_1,1000321,123662,127927,178875,72718,1458.0,1496.0,89.0,64.0
2019_1,1000322,88525,116394,143607,61318,1668.0,1751.0,110.0,176.0
2019_1,1000323,51974,59247,79011,32210,823.0,869.0,71.0,152.0
2019_1,1000324,224967,215474,294555,145888,1559.0,1900.0,210.0,313.0
2019_1,1000325,41130,42349,56518,26959,126.0,124.0,17.0,10.0
2019_1,1000311,87415,82263,125801,43886,1175.0,1140.0,92.0,95.0
2019_1,1000312,119432,124204,173941,69691,1490.0,1438.0,187.0,140.0
2019_1,1000313,57721,46932,76239,28416,1655.0,1675.0,129.0,87.0
2019_1,1000314,108557,77122,134772,50914,1076.0,1023.0,165.0,128.0
2019_1,1000315,80279,74809,105360,49724,1309.0,1299.0,90.0,104.0
2019_1,1000316,57730,58083,82806,33011,674.0,718.0,62.0,65.0
2019_1,1000317,63726,67139,93770,37101,1298.0,1348.0,25.0,46.0
2019_1,1000318,39975,44288,60352,23914,1098.0,1115.0,190.0,183.0
2019_1,1000319,104118,104390,147613,60891,1312.0,1390.0,86.0,234.0
2019_1,1000302,96758,101564,142494,55832,831.0,858.0,92.0,288.0
2019_1,1000303,53312,55253,78729,29836,1105.0,1131.0,35.0,64.0
2019_1,1000304,81788,80195,125287,36695,1321.0,1079.0,126.0,181.0
2019_1,1000305,128639,120035,183492,65183,1395.0,1368.0,316.0,255.0
2019_1,1000306,72682,76044,105688,43039,587.0,717.0,196.0,246.0
2019_1,1000307,20816,18937,28637,11115,609.0,601.0,68.0,15.0
2019_1,1000342,243382,205240,292366,156253,1008.0,1038.0,220.0,216.0
2019_1,1000343,23612,28625,36713,15533,899.0,986.0,209.0,36.0
2019_1,1000344,81033,88538,119997,49581,1786.0,1935.0,29.0,60.0
2019_1,1000345,38075,44934,59245,23768,1361.0,1335.0,56.0,90.0
2019_1,1000346,107782,114852,159310,63324,1438.0,1546.0,416.0,382.0
2019_1,1000347,98361,93705,134960,57104,905.0,936.0,68.0,119.0
2019_1,1000326,43722,38278,58260,23741,1140.0,1162.0,71.0,51.0
2019_1,1000327,54223,48950,67974,35209,1859.0,2010.0,40.0,53.0
2019_1,1000328,63790,72711,94599,41901,1084.0,1044.0,33.0,18.0
2019_1,1000329,104862,111670,153614,62916,1535.0,1534.0,33.0,32.0
2019_1,1000330,129338,128733,179664,78409,656.0,687.0,50.0,102.0
2019_1,1000331,250368,249699,349710,150356,2091.0,2081.0,170.0,121.0
2019_1,1000332,44898,42731,59962,27671,1866.0,1902.0,32.0,44.0
2019_1,1000333,53636,53806,77205,30235,1597.0,1525.0,137.0,239.0
2019_1,1000334,66124,75054,99113,42059,1594.0,1615.0,50.0,66.0
2019_1,1000335,42216,35900,53554,24564,1494.0,1595.0,41.0,58.0
2019_1,1000336,107910,110508,156871,61544,998.0,1061.0,85.0,104.0
2019_1,1000337,238377,339766,411481,166663,1086.0,1248.0,398.0,543.0
2019_1,1000338,179563,202919,277956,104520,1461.0,1523.0,124.0,194.0
2019_1,1000339,215324,202809,292645,125485,1596.0,1675.0,308.0,138.0
2019_1,1000340,40207,36126,54381,21955,700.0,728.0,61.0,69.0
2019_1,1000341,142587,140882,194914,88552,1425.0,1459.0,17.0,14.0
2019_1,1000354,58845,58630,81674,35801,1196.0,1223.0,69.0,50.0
2019_1,1000355,46340,38899,58835,26405,835.0,778.0,32.0,48.0
2019_1,1000356,64050,53454,83274,34222,1750.0,1722.0,44.0,93.0
2019_1,1000368,24094,18354,24098,18353,880.0,834.0,103.0,114.0
2019_1,1000369,62177,58418,85484,35107,964.0,1006.0,43.0,92.0
2019_1,1000370,19412,20741,27444,12711,1896.0,1932.0,161.0,53.0
2019_1,1000371,80833,73737,105641,48929,1979.0,1953.0,89.0,135.0
2019_1,1000372,106464,92044,138949,59554,1059.0,1058.0,96.0,176.0
2019_1,1000373,24669,45787,53894,16564,455.0,517.0,68.0,118.0
2019_1,1000374,45161,37214,56464,25909,1846.0,1714.0,136.0,117.0
2019_1,1000357,56183,50648,75966,30863,2034.0,1856.0,41.0,63.0
2019_1,1000358,59103,55064,81509,32657,1461.0,1440.0,94.0,134.0
2019_1,1000359,111166,113085,162853,61398,1125.0,1190.0,178.0,91.0
2019_1,1000360,309637,381865,512762,178739,2323.0,2517.0,345.0,498.0
2019_1,1000361,85268,75845,111647,49462,926.0,941.0,145.0,137.0
2019_1,1000362,141648,128089,188411,81326,1732.0,1785.0,108.0,219.0
2019_1,1000363,26344,21492,35710,12128,370.0,322.0,322.0,89.0
