기준_년_분기_코드,상권_코드,아파트_단지_수,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
2019_2,1000988,39.0,5.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_1,1000988,39.0,5.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_2,1000987,8.0,5.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_1,1000987,8.0,5.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_2,1000986,104.0,21.0,1.0,0,0,0,2.0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,6.0
2019_1,1000986,104.0,21.0,1.0,0,0,0,2.0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,6.0
2019_2,1000985,96.0,13.0,0,0,0,0,1.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0
2019_1,1000985,96.0,13.0,0,0,0,0,1.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0
2019_2,1000984,85.0,13.0,0,1.0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000984,85.0,13.0,0,1.0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000983,34.0,25.0,0,0,0,0,3.0,0,1.0,0,0,0,0,0,0,2.0,0,0,0,0,7.0
2019_1,1000983,34.0,25.0,0,0,0,0,3.0,0,1.0,0,0,0,0,0,0,2.0,0,0,0,0,7.0
2019_2,1000982,13.0,12.0,0,0,0,0,1.0,1.0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000982,13.0,12.0,0,0,0,0,1.0,1.0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000981,16.0,47.0,2.0,1.0,0,0,7.0,1.0,0,0,0,0,0,0,0,3.0,0,0,0,1.0,4.0
2019_1,1000981,16.0,47.0,2.0,1.0,0,0,7.0,1.0,0,0,0,0,0,0,0,3.0,0,0,0,1.0,4.0
2019_2,1000980,31.0,15.0,0,1.0,0,2.0,4.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_1,1000980,31.0,15.0,0,1.0,0,2.0,4.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_2,1000979,35.0,13.0,0,2.0,0,0,1.0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0
2019_1,1000979,35.0,13.0,0,2.0,0,0,1.0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0
2019_2,1000978,46.0,11.0,0,0,0,1.0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_1,1000978,46.0,11.0,0,0,0,1.0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_2,1000977,29.0,15.0,1.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
2019_1,1000977,29.0,15.0,1.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
2019_2,1000976,30.0,8.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_1,1000976,30.0,8.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_2,1000975,5.0,9.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_1,1000975,5.0,9.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_2,1000974,15.0,15.0,0,0,0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
2019_1,1000974,15.0,15.0,0,0,0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
2019_2,1000973,35.0,13.0,2.0,0,0,0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000973,35.0,13.0,2.0,0,0,0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000972,68.0,13.0,0,0,0,0,4.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_1,1000972,68.0,13.0,0,0,0,0,4.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_2,1000971,33.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000971,33.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000970,4.0,5.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000970,4.0,5.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000969,19.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2019_1,1000969,19.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2019_2,1000968,32.0,26.0,0,1.0,0,1.0,3.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,3.0
2019_1,1000968,32.0,26.0,0,1.0,0,1.0,3.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,3.0
2019_2,1000967,67.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_1,1000967,67.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_2,1000966,11.0,9.0,1.0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000966,11.0,9.0,1.0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000965,36.0,24.0,1.0,0,0,0,1.0,2.0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,2.0
2019_1,1000965,36.0,24.0,1.0,0,0,0,1.0,2.0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,2.0
2019_2,1000964,49.0,10.0,0,0,0,0,3.0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,2.0
2019_1,1000964,49.0,10.0,0,0,0,0,3.0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,2.0
2019_2,1000963,130.0,16.0,0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,1.0
2019_1,1000963,130.0,16.0,0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,1.0
2019_2,1000962,25.0,28.0,1.0,3.0,0,0,4.0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,1.0
2019_1,1000962,25.0,28.0,1.0,3.0,0,0,4.0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,1.0
2019_2,1000961,27.0,15.0,1.0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000961,27.0,15.0,1.0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000960,41.0,25.0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,3.0
2019_1,1000960,41.0,25.0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,3.0
2019_2,1000959,12.0,14.0,0,1.0,0,0,1.0,1.0,0,0,0,0,0,0,0,4.0,0,0,0,0,1.0
2019_1,1000959,12.0,14.0,0,1.0,0,0,1.0,1.0,0,0,0,0,0,0,0,4.0,0,0,0,0,1.0
2019_2,1000958,7.0,26.0,3.0,1.0,0,0,3.0,0,0,0,0,0,0,1.0,0,5.0,0,0,0,0,4.0
2019_1,1000958,7.0,26.0,3.0,1.0,0,0,3.0,0,0,0,0,0,0,1.0,0,5.0,0,0,0,0,4.0
2019_2,1000957,62.0,18.0,1.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,7.0
2019_1,1000957,62.0,18.0,1.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,7.0
2019_2,1000956,102.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,3.0
2019_1,1000956,102.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,3.0
2019_2,1000955,105.0,13.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000955,105.0,13.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000954,159.0,36.0,0,1.0,0,0,7.0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,4.0
2019_1,1000954,159.0,36.0,0,1.0,0,0,7.0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,4.0
2019_2,1000953,204.0,14.0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1.0
2019_1,1000953,204.0,14.0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1.0
2019_2,1000952,71.0,16.0,0,2.0,0,0,3.0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2019_1,1000952,71.0,16.0,0,2.0,0,0,3.0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2019_2,1000951,113.0,11.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,3.0
2019_1,1000951,113.0,11.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,3.0
2019_2,1000950,119.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0
2019_1,1000950,119.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0
2019_2,1000949,101.0,9.0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_1,1000949,101.0,9.0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_2,1000948,211.0,11.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_1,1000948,211.0,11.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_2,1000947,194.0,10.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0
2019_1,1000947,194.0,10.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0
2019_2,1000946,182.0,15.0,1.0,0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000946,182.0,15.0,1.0,0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000945,187.0,27.0,0,1.0,0,0,3.0,1.0,0,0,0,0,0,1.0,0,4.0,0,0,0,0,2.0
2019_1,1000945,187.0,27.0,0,1.0,0,0,3.0,1.0,0,0,0,0,0,1.0,0,4.0,0,0,0,0,2.0
2019_2,1000944,202.0,37.0,0,1.0,0,1.0,7.0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,4.0
2019_1,1000944,202.0,37.0,0,1.0,0,1.0,7.0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,4.0
2019_2,1000943,59.0,7.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0
2019_1,1000943,59.0,7.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0
2019_2,1000942,32.0,24.0,2.0,0,0,0,5.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_1,1000942,32.0,24.0,2.0,0,0,0,5.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_2,1000941,56.0,34.0,0,3.0,0,0,5.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0
2019_1,1000941,56.0,34.0,0,3.0,0,0,5.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0
2019_2,1000940,27.0,33.0,2.0,0,0,0,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000940,27.0,33.0,2.0,0,0,0,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000939,12.0,22.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_1,1000939,12.0,22.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_2,1000938,28.0,7.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000938,28.0,7.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000937,13.0,17.0,1.0,2.0,0,0,2.0,0,0,0,0,0,0,1.0,0,2.0,0,0,0,1.0,0
2019_1,1000937,13.0,17.0,1.0,2.0,0,0,2.0,0,0,0,0,0,0,1.0,0,2.0,0,0,0,1.0,0
2019_2,1000936,24.0,7.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_1,1000936,24.0,7.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_2,1000935,5.0,12.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000935,5.0,12.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000934,35.0,13.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,5.0
2019_1,1000934,35.0,13.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,5.0
2019_2,1000933,33.0,16.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,5.0
2019_1,1000933,33.0,16.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,5.0
2019_2,1000932,63.0,9.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1.0
2019_1,1000932,63.0,9.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1.0
2019_2,1000931,35.0,25.0,2.0,5.0,0,0,2.0,0,0,0,0,0,0,1.0,0,3.0,0,0,0,1.0,3.0
2019_1,1000931,35.0,25.0,2.0,5.0,0,0,2.0,0,0,0,0,0,0,1.0,0,3.0,0,0,0,1.0,3.0
2019_2,1000930,59.0,27.0,1.0,1.0,0,1.0,2.0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,4.0
2019_1,1000930,59.0,27.0,1.0,1.0,0,1.0,2.0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,4.0
2019_2,1000929,15.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000929,15.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000928,33.0,17.0,1.0,0,0,0,2.0,1.0,0,0,0,0,0,0,0,4.0,0,0,0,0,3.0
2019_1,1000928,33.0,17.0,1.0,0,0,0,2.0,1.0,0,0,0,0,0,0,0,4.0,0,0,0,0,3.0
2019_2,1000927,20.0,16.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,2.0,3.0,0,0,0,0,2.0
2019_1,1000927,20.0,16.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,2.0,3.0,0,0,0,0,2.0
2019_2,1000926,24.0,7.0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0
2019_1,1000926,24.0,7.0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0
2019_2,1000925,21.0,9.0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000925,21.0,9.0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000924,13.0,11.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1.0
2019_1,1000924,13.0,11.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1.0
2019_2,1000923,47.0,14.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,2.0
2019_1,1000923,47.0,14.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,2.0
2019_2,1000922,65.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,2.0
2019_1,1000922,65.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,2.0
2019_2,1000921,31.0,4.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000921,31.0,4.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000920,86.0,12.0,2.0,0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000920,86.0,12.0,2.0,0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000919,13.0,8.0,0,1.0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000919,13.0,8.0,0,1.0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000918,21.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000918,21.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000917,55.0,14.0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0
2019_1,1000917,55.0,14.0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0
2019_2,1000916,44.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000916,44.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000915,47.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000915,47.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000914,51.0,28.0,0,2.0,0,0,4.0,0,0,0,0,0,0,0,1.0,4.0,0,0,0,0,2.0
2019_1,1000914,51.0,28.0,0,2.0,0,0,4.0,0,0,0,0,0,0,0,1.0,4.0,0,0,0,0,2.0
2019_2,1000913,24.0,15.0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,4.0,0,0,0,0,3.0
2019_1,1000913,24.0,15.0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,4.0,0,0,0,0,3.0
2019_2,1000912,68.0,4.0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000912,68.0,4.0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000911,31.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,0,0,0,0,0
2019_1,1000911,31.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,0,0,0,0,0
2019_2,1000910,22.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,1.0
2019_1,1000910,22.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,1.0
2019_2,1000909,21.0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_1,1000909,21.0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_2,1000908,27.0,6.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0
2019_1,1000908,27.0,6.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0
2019_2,1000907,12.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_1,1000907,12.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_2,1000906,17.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0
2019_1,1000906,17.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0
2019_2,1000905,14.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000905,14.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000904,109.0,26.0,0,2.0,0,0,1.0,1.0,0,0,0,0,0,0,0,9.0,0,0,0,0,4.0
2019_1,1000904,109.0,26.0,0,2.0,0,0,1.0,1.0,0,0,0,0,0,0,0,9.0,0,0,0,0,4.0
2019_2,1000903,50.0,7.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_1,1000903,50.0,7.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_2,1000902,46.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1.0
2019_1,1000902,46.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1.0
2019_2,1000900,13.0,15.0,4.0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,3.0
2019_1,1000900,13.0,15.0,4.0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,3.0
2019_2,1000899,3.0,5.0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000899,3.0,5.0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000898,40.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000898,40.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000897,31.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_1,1000897,31.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_2,1000896,77.0,16.0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0
2019_1,1000896,77.0,16.0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0
2019_2,1000895,31.0,6.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000895,31.0,6.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000894,50.0,12.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1.0
2019_1,1000894,50.0,12.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1.0
2019_2,1000893,12.0,12.0,3.0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_1,1000893,12.0,12.0,3.0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_2,1000891,30.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_1,1000891,30.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_2,1000890,35.0,10.0,0,1.0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000890,35.0,10.0,0,1.0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000889,69.0,13.0,1.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
2019_1,1000889,69.0,13.0,1.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
2019_2,1000888,14.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_1,1000888,14.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_2,1000887,31.0,7.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_1,1000887,31.0,7.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_2,1000886,12.0,3.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000886,12.0,3.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000885,29.0,14.0,0,2.0,0,0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0
2019_1,1000885,29.0,14.0,0,2.0,0,0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0
2019_2,1000884,33.0,11.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_1,1000884,33.0,11.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_2,1000883,15.0,22.0,0,1.0,0,0,3.0,0,0,0,0,0,0,0,1.0,5.0,0,0,0,0,3.0
2019_1,1000883,15.0,22.0,0,1.0,0,0,3.0,0,0,0,0,0,0,0,1.0,5.0,0,0,0,0,3.0
2019_2,1000882,25.0,6.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000882,25.0,6.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000881,38.0,6.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000881,38.0,6.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000880,86.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_1,1000880,86.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_2,1000879,65.0,8.0,3.0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,1.0
2019_1,1000879,65.0,8.0,3.0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,1.0
2019_2,1000878,62.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_1,1000878,62.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_2,1000877,45.0,7.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0
2019_1,1000877,45.0,7.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0
2019_2,1000876,33.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000876,33.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000875,28.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0
2019_1,1000875,28.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0
2019_2,1000874,54.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
