기준_년_분기_코드,상권_코드,아파트_단지_수,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
2019_2,1000631,64.0,8.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000631,64.0,8.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000630,11.0,6.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000630,11.0,6.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000629,22.0,7.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_1,1000629,22.0,7.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_2,1000628,11.0,6.0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0
2019_1,1000628,11.0,6.0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0
2019_2,1000627,19.0,4.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_1,1000627,19.0,4.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_2,1000626,2.0,9.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_1,1000626,2.0,9.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_2,1000625,10.0,12.0,1.0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_1,1000625,10.0,12.0,1.0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_2,1000624,19.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
2019_1,1000624,19.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
2019_2,1000623,60.0,10.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000623,60.0,10.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000622,23.0,10.0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
2019_1,1000622,23.0,10.0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
2019_2,1000621,36.0,14.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
2019_1,1000621,36.0,14.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
2019_2,1000620,7.0,20.0,0,0,2.0,1.0,3.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,5.0
2019_1,1000620,7.0,20.0,0,0,2.0,1.0,3.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,5.0
2019_2,1000619,25.0,14.0,0,1.0,0,0,2.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,4.0
2019_1,1000619,25.0,14.0,0,1.0,0,0,2.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,4.0
2019_2,1000618,11.0,11.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
2019_1,1000618,11.0,11.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
2019_2,1000617,65.0,11.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_1,1000617,65.0,11.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_2,1000616,45.0,19.0,2.0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
2019_1,1000616,45.0,19.0,2.0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
2019_2,1000615,31.0,19.0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_1,1000615,31.0,19.0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_2,1000614,25.0,21.0,0,1.0,0,1.0,2.0,0,0,0,0,0,0,1.0,0,4.0,0,0,0,1.0,3.0
2019_1,1000614,25.0,21.0,0,1.0,0,1.0,2.0,0,0,0,0,0,0,1.0,0,4.0,0,0,0,1.0,3.0
2019_2,1000613,15.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,6.0
2019_1,1000613,15.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,6.0
2019_2,1000612,39.0,7.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000612,39.0,7.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000611,76.0,21.0,0,1.0,0,1.0,3.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,5.0
2019_1,1000611,76.0,21.0,0,1.0,0,1.0,3.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,5.0
2019_2,1000610,140.0,16.0,0,0,0,0,1.0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,7.0
2019_1,1000610,140.0,16.0,0,0,0,0,1.0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,7.0
2019_2,1000609,99.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000609,99.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000608,20.0,14.0,1.0,1.0,0,0,3.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,5.0
2019_1,1000608,20.0,14.0,1.0,1.0,0,0,3.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,5.0
2019_2,1000607,29.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000607,29.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000606,66.0,17.0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,3.0
2019_1,1000606,66.0,17.0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,3.0
2019_2,1000605,65.0,14.0,1.0,0,0,1.0,3.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_1,1000605,65.0,14.0,1.0,0,0,1.0,3.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_2,1000604,50.0,14.0,0,0,0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
2019_1,1000604,50.0,14.0,0,0,0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
2019_2,1000603,61.0,12.0,0,0,0,0,2.0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2019_1,1000603,61.0,12.0,0,0,0,0,2.0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2019_2,1000602,34.0,7.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000602,34.0,7.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000601,141.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_1,1000601,141.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_2,1000600,41.0,34.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
2019_1,1000600,41.0,34.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
2019_2,1000599,33.0,42.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_1,1000599,33.0,42.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_2,1000598,83.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
2019_1,1000598,83.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
2019_2,1000597,15.0,18.0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,3.0
2019_1,1000597,15.0,18.0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,3.0
2019_2,1000596,26.0,19.0,0,1.0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,4.0
2019_1,1000596,26.0,19.0,0,1.0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,4.0
2019_2,1000595,23.0,10.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_1,1000595,23.0,10.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_2,1000594,10.0,18.0,3.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,6.0
2019_1,1000594,10.0,18.0,3.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,6.0
2019_2,1000593,20.0,5.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000593,20.0,5.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000592,32.0,20.0,0,1.0,0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000592,32.0,20.0,0,1.0,0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000591,45.0,19.0,2.0,1.0,0,0,2.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_1,1000591,45.0,19.0,2.0,1.0,0,0,2.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_2,1000590,2.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_1,1000590,2.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_2,1000589,27.0,10.0,1.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0
2019_1,1000589,27.0,10.0,1.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0
2019_2,1000588,33.0,22.0,2.0,3.0,0,0,5.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1.0
2019_1,1000588,33.0,22.0,2.0,3.0,0,0,5.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1.0
2019_2,1000587,66.0,4.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000587,66.0,4.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000586,35.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000586,35.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000585,58.0,12.0,0,0,0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000585,58.0,12.0,0,0,0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000584,80.0,12.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
2019_1,1000584,80.0,12.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
2019_2,1000583,56.0,8.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000583,56.0,8.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000582,99.0,13.0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000582,99.0,13.0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000581,36.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
2019_1,1000581,36.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
2019_2,1000580,48.0,26.0,0,1.0,0,0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0
2019_1,1000580,48.0,26.0,0,1.0,0,0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0
2019_2,1000579,10.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000579,10.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000578,33.0,11.0,0,0,0,0,3.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0
2019_1,1000578,33.0,11.0,0,0,0,0,3.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0
2019_2,1000577,17.0,13.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000577,17.0,13.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000576,23.0,4.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000576,23.0,4.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000575,19.0,5.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000575,19.0,5.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000574,8.0,7.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_1,1000574,8.0,7.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_2,1000573,34.0,12.0,0,0,0,1.0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_1,1000573,34.0,12.0,0,0,0,1.0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_2,1000572,68.0,12.0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
2019_1,1000572,68.0,12.0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
2019_2,1000571,97.0,12.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
2019_1,1000571,97.0,12.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
2019_2,1000570,78.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000570,78.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000569,67.0,8.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_1,1000569,67.0,8.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_2,1000568,20.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,0,0,0,0,1.0
2019_1,1000568,20.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,0,0,0,0,1.0
2019_2,1000567,39.0,24.0,1.0,1.0,0,0,2.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_1,1000567,39.0,24.0,1.0,1.0,0,0,2.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_2,1000566,63.0,17.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,8.0
2019_1,1000566,63.0,17.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,8.0
2019_2,1000565,52.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
2019_1,1000565,52.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
2019_2,1000564,30.0,12.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_1,1000564,30.0,12.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_2,1000563,14.0,36.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,2.0
2019_1,1000563,14.0,36.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,2.0
2019_2,1000562,81.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000562,81.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000561,50.0,20.0,1.0,0,0,0,5.0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,3.0
2019_1,1000561,50.0,20.0,1.0,0,0,0,5.0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,3.0
2019_2,1000560,52.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000560,52.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000559,12.0,13.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,4.0
2019_1,1000559,12.0,13.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,4.0
2019_2,1000558,69.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_1,1000558,69.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
2019_2,1000557,66.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
2019_1,1000557,66.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
2019_2,1000556,189.0,20.0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
2019_1,1000556,189.0,20.0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
2019_2,1000555,55.0,4.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000555,55.0,4.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000554,118.0,12.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_1,1000554,118.0,12.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_2,1000553,70.0,4.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000553,70.0,4.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000552,64.0,9.0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000552,64.0,9.0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000551,31.0,11.0,1.0,1.0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_1,1000551,31.0,11.0,1.0,1.0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_2,1000550,55.0,11.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000550,55.0,11.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000549,122.0,16.0,0,1.0,0,0,2.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_1,1000549,122.0,16.0,0,1.0,0,0,2.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_2,1000548,71.0,7.0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000548,71.0,7.0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000547,67.0,9.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000547,67.0,9.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000546,35.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000546,35.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000545,37.0,20.0,0,1.0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000545,37.0,20.0,0,1.0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000544,8.0,11.0,0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000544,8.0,11.0,0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000543,8.0,11.0,2.0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,3.0
2019_1,1000543,8.0,11.0,2.0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,3.0
2019_2,1000542,14.0,5.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000542,14.0,5.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000541,58.0,10.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000541,58.0,10.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000540,7.0,14.0,1.0,0,0,0,2.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0
2019_1,1000540,7.0,14.0,1.0,0,0,0,2.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0
2019_2,1000539,35.0,20.0,2.0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000539,35.0,20.0,2.0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000538,54.0,12.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000538,54.0,12.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000537,78.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000537,78.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000536,70.0,6.0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_1,1000536,70.0,6.0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,1.0
2019_2,1000535,22.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000535,22.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000534,84.0,16.0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000534,84.0,16.0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000533,20.0,22.0,0,1.0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_1,1000533,20.0,22.0,0,1.0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2019_2,1000532,8.0,8.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_1,1000532,8.0,8.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2019_2,1000531,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000531,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000530,19.0,6.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_1,1000530,19.0,6.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_2,1000529,79.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_1,1000529,79.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0
2019_2,1000528,33.0,7.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000528,33.0,7.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000527,122.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000527,122.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000526,60.0,13.0,0,1.0,0,0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000526,60.0,13.0,0,1.0,0,0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000525,50.0,7.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_1,1000525,50.0,7.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019_2,1000524,29.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000524,29.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000523,55.0,12.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_1,1000523,55.0,12.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
2019_2,1000522,82.0,7.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,3.0
2019_1,1000522,82.0,7.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,3.0
2019_2,1000521,41.0,16.0,0,1.0,0,0,2.0,2.0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,2.0
2019_1,1000521,41.0,16.0,0,1.0,0,0,2.0,2.0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,2.0
2019_2,1000520,4.0,12.0,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,3.0
2019_1,1000520,4.0,12.0,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,3.0
2019_2,1000519,26.0,23.0,2.0,2.0,0,0,1.0,0,1.0,0,0,0,0,0,0,2.0,0,0,0,0,2.0
2019_1,1000519,26.0,23.0,2.0,2.0,0,0,1.0,0,1.0,0,0,0,0,0,0,2.0,0,0,0,0,2.0
2019_2,1000518,11.0,10.0,0,0,0,0,4.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2019_1,1000518,11.0,10.0,0,0,0,0,4.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
2019_2,1000517,10.0,8.0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
